# File: CEDS_sector_tech_proc_revised.csv
# Title: Mapping between GCAM  technologies to CEDS aggregate sectors, aggregte fuels, EDGAR aggregate sector, RCP aggregate sector, BCOC aggregate sectore, EPA MACC sector, and IIASA sector.  This file is used to map process sectors from CEDS to GCAM for the new transportation size classes.
# Units: None
# Source: internal
# Column types: ccccccccccccccccc
sector,fuel,technology,supplysector,subsector,stub.technology,CEDS_agg_sector,CEDS_agg_fuel,EPA_agg_sector,EPA_agg_fuel,EPA_agg_fuel_ghg,EDGAR_agg_sector,RCP_agg_sector,BCOC_agg_sector,BCOC_agg_fuel,EPA_MACC_Sector,IIASA_sector
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (6-15t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (6-30t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (6-30t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (9-16t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (9-16t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
heat,biomass,biomass,district heat,biomass,biomass,elec_heat,biomass,elec_heat,biomass,biomass,elec_heat,ene,heat,biomass,,
heat,coal,coal,district heat,coal,coal,elec_heat,coal,elec_heat,coal,coal,elec_heat,ene,heat,coal,,
heat,gas,gas,district heat,gas,gas,elec_heat,gas,elec_heat,gas,gas,elec_heat,ene,heat,gas,,
heat,refined liquids,refined liquids,district heat,refined liquids,refined liquids,elec_heat,refined liquids,elec_heat,refined liquids,refined liquids,elec_heat,ene,heat,refined liquids,,
industrial processes,adipic acid,adipic acid,industrial processes,adipic acid,adipic acid,chemicals_adipic,process,chemicals,adipic acid,adipic acid,chemicals_adipic,,,,Nitric and Adipic Acid Production,adipic_acid
industrial processes,Al_Mg,Al_Mg,industrial processes,Al_Mg,Al_Mg,metals,process,metals,all,all,metals,,,,Aluminum and Magnesium Production,
industrial processes,foams,foams,industrial processes,foams,foams,,,foams,all,all,foams,,,,Foams,
industrial processes,other industrial processes,other industrial processes,industrial processes,other industrial processes,other industrial processes,industry_processes,process,industry_processes,HCFC22,HCFC22,industry_processes,,,,HCFC-22 Production,
industrial processes,nitric acid,nitric acid,industrial processes,nitric acid,nitric acid,chemicals_nitric,process,chemicals,nitric acid,nitric acid,chemicals_nitric,,,,Nitric and Adipic Acid Production,
industrial processes,semiconductors,semiconductors,industrial processes,semiconductors,semiconductors,,,semiconductors,all,all,semiconductors,,,,Semiconductor Manufacturing,
industrial processes,solvents,solvents,industrial processes,solvents,solvents,solvents,process,solvents,all,all,solvents,,,,Solvent Use,
industry_energy,biomass,biomass,industrial energy use,biomass,biomass,industry_energy,biomass,industry_energy,biomass,biomass,industry_energy,ind,industry_energy,biomass,,ind_bio
industry_energy,coal,coal,industrial energy use,coal,coal,industry_energy,coal,industry_energy,coal,coal,industry_energy,ind,industry_energy,coal,,ind_coal
industry_energy,gas,gas,industrial energy use,gas,gas,industry_energy,gas,industry_energy,gas,gas,industry_energy,ind,industry_energy,gas,,ind_gas
industry_energy,refined liquids,refined liquids,industrial energy use,refined liquids,refined liquids,industry_energy,refined liquids,industry_energy,refined liquids,refined liquids,industry_energy,ind,industry_energy,refined liquids,,ind_oil
MiscCrop,MiscCropAEZ01,MiscCropAEZ01,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ02,MiscCropAEZ02,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ03,MiscCropAEZ03,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ04,MiscCropAEZ04,MiscCrop,MiscCropAEZ04,MiscCropAEZ04,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ05,MiscCropAEZ05,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ06,MiscCropAEZ06,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ07,MiscCropAEZ07,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ08,MiscCropAEZ08,MiscCrop,MiscCropAEZ08,MiscCropAEZ08,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ09,MiscCropAEZ09,MiscCrop,MiscCropAEZ09,MiscCropAEZ09,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ10,MiscCropAEZ10,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ11,MiscCropAEZ11,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ12,MiscCropAEZ12,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ13,MiscCropAEZ13,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ14,MiscCropAEZ14,MiscCrop,MiscCropAEZ14,MiscCropAEZ14,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ15,MiscCropAEZ15,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ16,MiscCropAEZ16,MiscCrop,MiscCropAEZ16,MiscCropAEZ16,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ17,MiscCropAEZ17,MiscCrop,MiscCropAEZ17,MiscCropAEZ17,,,,,,,,,,Cropland Management,
MiscCrop,MiscCropAEZ18,MiscCropAEZ18,MiscCrop,MiscCropAEZ18,MiscCropAEZ18,,,,,,,,,,Cropland Management,
N fertilizer,coal,coal,N fertilizer,coal,coal,industry_energy,coal,industry_energy,coal,coal,industry_energy,ind,industry_energy,coal,,
N fertilizer,gas,gas,N fertilizer,gas,gas,industry_energy,gas,industry_energy,gas,gas,industry_energy,ind,industry_energy,gas,,
N fertilizer,refined liquids,refined liquids,N fertilizer,refined liquids,refined liquids,industry_energy,refined liquids,industry_energy,refined liquids,refined liquids,industry_energy,ind,industry_energy,refined liquids,,
OilCrop,OilCropAEZ01,OilCropAEZ01,OilCrop,OilCropAEZ01,OilCropAEZ01,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ02,OilCropAEZ02,OilCrop,OilCropAEZ02,OilCropAEZ02,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ03,OilCropAEZ03,OilCrop,OilCropAEZ03,OilCropAEZ03,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ04,OilCropAEZ04,OilCrop,OilCropAEZ04,OilCropAEZ04,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ05,OilCropAEZ05,OilCrop,OilCropAEZ05,OilCropAEZ05,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ06,OilCropAEZ06,OilCrop,OilCropAEZ06,OilCropAEZ06,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ07,OilCropAEZ07,OilCrop,OilCropAEZ07,OilCropAEZ07,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ08,OilCropAEZ08,OilCrop,OilCropAEZ08,OilCropAEZ08,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ09,OilCropAEZ09,OilCrop,OilCropAEZ09,OilCropAEZ09,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ10,OilCropAEZ10,OilCrop,OilCropAEZ10,OilCropAEZ10,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ11,OilCropAEZ11,OilCrop,OilCropAEZ11,OilCropAEZ11,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ12,OilCropAEZ12,OilCrop,OilCropAEZ12,OilCropAEZ12,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ13,OilCropAEZ13,OilCrop,OilCropAEZ13,OilCropAEZ13,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ14,OilCropAEZ14,OilCrop,OilCropAEZ14,OilCropAEZ14,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ15,OilCropAEZ15,OilCrop,OilCropAEZ15,OilCropAEZ15,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ16,OilCropAEZ16,OilCrop,OilCropAEZ16,OilCropAEZ16,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ17,OilCropAEZ17,OilCrop,OilCropAEZ17,OilCropAEZ17,,,,,,,,,,Cropland Management,
OilCrop,OilCropAEZ18,OilCropAEZ18,OilCrop,OilCropAEZ18,OilCropAEZ18,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ14,OtherGrainAEZ14,OtherGrain,OtherGrainAEZ14,OtherGrainAEZ14,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ16,OtherGrainAEZ16,OtherGrain,OtherGrainAEZ16,OtherGrainAEZ16,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ17,OtherGrainAEZ17,OtherGrain,OtherGrainAEZ17,OtherGrainAEZ17,,,,,,,,,,Cropland Management,
OtherGrain,OtherGrainAEZ18,OtherGrainAEZ18,OtherGrain,OtherGrainAEZ18,OtherGrainAEZ18,,,,,,,,,,Cropland Management,
out_resources,coal,coal,out_resources,coal,coal,coal,process,coal,all,all,coal,,,,Coal Mining Activities,
out_resources,crude oil,crude oil,out_resources,crude oil,crude oil,oil_gas,process,oil_gas,all,all,oil_gas,,,,Natural Gas and Oil Systems,
out_resources,unconventional oil,unconventional oil,out_resources,unconventional oil,unconventional oil,oil_gas,process,oil_gas,all,all,oil_gas,,,,Natural Gas and Oil Systems,
out_resources,natural gas,natural gas,out_resources,natural gas,natural gas,oil_gas,process,oil_gas,all,all,oil_gas,,,,Natural Gas and Oil Systems,
PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ14,PalmFruitAEZ14,PalmFruit,PalmFruitAEZ14,PalmFruitAEZ14,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ16,PalmFruitAEZ16,PalmFruit,PalmFruitAEZ16,PalmFruitAEZ16,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ17,PalmFruitAEZ17,PalmFruit,PalmFruitAEZ17,PalmFruitAEZ17,,,,,,,,,,Cropland Management,
PalmFruit,PalmFruitAEZ18,PalmFruitAEZ18,PalmFruit,PalmFruitAEZ18,PalmFruitAEZ18,,,,,,,,,,Cropland Management,
Passenger,Air Domestic_All,refined liquids,trn_pass,Domestic Aviation,Liquids,trn_domestic air,refined liquids,trn_air,all,refined liquids,trn_domestic ship,tra,trn_air,refined liquids,,trn_air
Passenger,Air International_All,refined liquids,trn_aviation_intl,International Aviation,Liquids,trn_intl_air,refined liquids,trn_air,all,refined liquids,trn_intl_air,tra,trn_air,refined liquids,,
Passenger,Bus_All,gas,trn_pass_road,Bus,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,Bus_All,refined liquids,trn_pass_road,Bus,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,Bus_All,gas,trn_pass_road_bus,Heavy Bus,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,Bus_All,refined liquids,trn_pass_road_bus,Heavy Bus,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,Bus_All,gas,trn_pass_road_bus,Light Bus,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,Bus_All,refined liquids,trn_pass_road_bus,Light Bus,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_2W_3W_2W and 3W,refined liquids,trn_pass_road_LDV_2W,Moped,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_2W_3W_2W and 3W,refined liquids,trn_pass_road_LDV_2W,Motorcycle (>250cc),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_2W_3W_2W and 3W,refined liquids,trn_pass_road_LDV_2W,Motorcycle (50-250cc),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_2W_3W_2W and 3W,refined liquids,trn_pass_road_LDV_2W,Scooter,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_2W_3W_2W and 3W,gas,trn_pass_road_LDV,Three-Wheeler,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,LDV_2W_3W_2W and 3W,refined liquids,trn_pass_road_LDV,Three-Wheeler,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_4W_Car,gas,trn_pass_road_LDV_4W,Compact Car,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Compact Car,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Compact Car,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,gas,trn_pass_road_LDV_4W,Large Car,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Large Car,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Large Car,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,gas,trn_pass_road_LDV_4W,Large Car and SUV,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Large Car and SUV,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Large Car and SUV,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_4W_Large Car and Truck,gas,trn_pass_road_LDV_4W,Light Truck and SUV,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Light Truck and SUV,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Light Truck and SUV,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Car,gas,trn_pass_road_LDV_4W,Midsize Car,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Midsize Car,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Midsize Car,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Mini Car,gas,trn_pass_road_LDV_4W,Mini Car,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Mini Car,refined liquids,trn_pass_road_LDV_4W,Mini Car,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Mini Car,refined liquids,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,gas,trn_pass_road_LDV_4W,Multipurpose Vehicle,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Multipurpose Vehicle,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Multipurpose Vehicle,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Car,gas,trn_pass_road_LDV_4W,Subcompact Car,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,Refrigeration and Air Conditioning,trn_gas
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Subcompact Car,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Car,refined liquids,trn_pass_road_LDV_4W,Subcompact Car,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,Refrigeration and Air Conditioning,trn_oil
Passenger,LDV_4W_Large Car and Truck,gas,trn_pass_road_LDV_4W,Van,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Van,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,LDV_4W_Large Car and Truck,refined liquids,trn_pass_road_LDV_4W,Van,Hybrid Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Passenger,Rail_All,refined liquids,trn_pass,Passenger Rail,Liquids,trn_rail,refined liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,trn_oil
Passenger,Rail_All,refined liquids,trn_pass,Passenger Rail,Tech-Adv-Liquid,trn_rail,refined liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,trn_oil
Pork,Mixed,FeedCrops,Pork,Mixed,FeedCrops,Animals,process,Pork,all,all,Animals,,Pork,all,Livestock,
Pork,Mixed,FodderHerb_Residue,Pork,Mixed,FodderHerb_Residue,Animals,process,Pork,all,all,Animals,,Pork,all,Livestock,
Pork,Mixed,Pasture_FodderGrass,Pork,Mixed,Pasture_FodderGrass,Animals,process,Pork,all,all,Animals,,Pork,all,Livestock,
Pork,Mixed,Scavenging_Other,Pork,Mixed,Scavenging_Other,Animals,process,Pork,all,all,Animals,,Pork,all,Livestock,
Poultry,Mixed,FeedCrops,Poultry,Mixed,FeedCrops,Animals,process,Poultry,all,all,Animals,,Poultry,all,Livestock,
Poultry,Mixed,FodderHerb_Residue,Poultry,Mixed,FodderHerb_Residue,Animals,process,Poultry,all,all,Animals,,Poultry,all,Livestock,
Poultry,Mixed,Pasture_FodderGrass,Poultry,Mixed,Pasture_FodderGrass,Animals,process,Poultry,all,all,Animals,,Poultry,all,Livestock,
Poultry,Mixed,Scavenging_Other,Poultry,Mixed,Scavenging_Other,Animals,process,Poultry,all,all,Animals,,Poultry,all,Livestock,
resid cooling,electricity,electricity,resid cooling,electricity,electricity,,,,,,,,,,Refrigeration and Air Conditioning,
resid cooling,gas,gas,resid cooling,gas,gas,bld_resid,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,Refrigeration and Air Conditioning,bld_gas
resid heating,biomass,biomass,resid heating,biomass,biomass,bld_resid,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,bld_bio
resid heating,coal,coal,resid heating,coal,coal,bld_resid,coal,bld_resid,coal,coal,bld,dom,bld_resid,coal,,bld_coal
resid heating,gas,gas,resid heating,gas,gas,bld_resid,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,,bld_gas
resid heating,refined liquids,refined liquids,resid heating,refined liquids,refined liquids,bld_resid,refined liquids,bld_resid,refined liquids,refined liquids,bld,dom,bld_resid,refined liquids,,bld_oil
resid heating,traditional biomass,traditional biomass,resid heating,traditional biomass,traditional biomass,bld_resid,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,bld_tradbio
resid others,biomass,biomass,resid others,biomass,biomass,bld_resid,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,bld_bio
resid others,coal,coal,resid others,coal,coal,bld_resid,coal,bld_resid,coal,coal,bld,dom,bld_resid,coal,,bld_coal
resid others,gas,gas,resid others,gas,gas,bld_resid,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,,bld_gas
resid others,refined liquids,refined liquids,resid others,refined liquids,refined liquids,bld_resid,refined liquids,bld_resid,refined liquids,refined liquids,bld,dom,bld_resid,refined liquids,,bld_oil
resid others,traditional biomass,traditional biomass,resid others,traditional biomass,traditional biomass,bld_resid,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,bld_bio
Rice,RiceAEZ01,RiceAEZ01,Rice,RiceAEZ01,RiceAEZ01,,,,,,,,,,Rice Cultivation,
Rice,RiceAEZ02,RiceAEZ02,Rice,RiceAEZ02,RiceAEZ02,,,,,,,,,,Rice Cultivation,
