# File: CEDS_sector_tech_proc_revised.csv
# Title: Mapping between GCAM  technologies to CEDS aggregate sectors, aggregte fuels, EDGAR aggregate sector, RCP aggregate sector, BCOC aggregate sectore, EPA MACC sector, and IIASA sector.  This file is used to map process sectors from CEDS to GCAM for the new transportation size classes.
# Units: None
# Source: internal
# Column types: ccccccccccccccccc
sector,fuel,technology,supplysector,subsector,stub.technology,CEDS_agg_sector,CEDS_agg_fuel,EPA_agg_sector,EPA_agg_fuel,EPA_agg_fuel_ghg,EDGAR_agg_sector,RCP_agg_sector,BCOC_agg_sector,BCOC_agg_fuel,EPA_MACC_Sector,IIASA_sector
Dairy,Mixed,FeedCrops,Dairy,Mixed,FeedCrops,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Mixed,FodderHerb_Residue,Dairy,Mixed,FodderHerb_Residue,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Mixed,Pasture_FodderGrass,Dairy,Mixed,Pasture_FodderGrass,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Mixed,Scavenging_Other,Dairy,Mixed,Scavenging_Other,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Pastoral,FeedCrops,Dairy,Pastoral,FeedCrops,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Pastoral,FodderHerb_Residue,Dairy,Pastoral,FodderHerb_Residue,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Pastoral,Pasture_FodderGrass,Dairy,Pastoral,Pasture_FodderGrass,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
Dairy,Pastoral,Scavenging_Other,Dairy,Pastoral,Scavenging_Other,Animals,process,Dairy,all,all,Animals,,Dairy,all,Livestock,
electricity distribution,electricity,electricity,elect_td_bld,elect_td_bld,elect_td_bld,,,elect_td,all,all,,,,,,
electricity distribution,electricity,electricity,elect_td_ind,elect_td_ind,elect_td_ind,,,elect_td,all,all,,,,,,
electricity distribution,electricity,electricity,elect_td_trn,elect_td_trn,elect_td_trn,,,elect_td,all,all,,,,,,
electricity generation,biomass,biomass (conv),electricity,biomass,biomass (conv),elec_gen,biomass,elec_heat,biomass,biomass,elec_heat,ene,electricity generation,biomass (conv),,elec_bio
electricity generation,coal,coal (conv pul),electricity,coal,coal (conv pul),elec_gen,coal,elec_heat,coal,coal,elec_heat,ene,electricity generation,coal (conv pul),,elec_coal
electricity generation,gas,gas (CC),electricity,gas,gas (CC),elec_gen,gas,elec_heat,gas,gas,elec_heat,ene,electricity generation,gas (CC),,elec_gas
electricity generation,gas,gas (steam/CT),electricity,gas,gas (steam/CT),elec_gen,gas,elec_heat,gas,gas,elec_heat,ene,electricity generation,gas (steam/CT),,elec_gas
electricity generation,refined liquids,refined liquids (steam/CT),electricity,refined liquids,refined liquids (steam/CT),elec_gen,refined liquids,elec_heat,refined liquids,refined liquids,elec_heat,ene,electricity generation,refined liquids (steam/CT),,elec_oil
electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,,,,,,,,,,Electric Power Systems,
FiberCrop,FiberCropAEZ01,FiberCropAEZ01,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ02,FiberCropAEZ02,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ03,FiberCropAEZ03,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ04,FiberCropAEZ04,FiberCrop,FiberCropAEZ04,FiberCropAEZ04,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ05,FiberCropAEZ05,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ06,FiberCropAEZ06,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ07,FiberCropAEZ07,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ08,FiberCropAEZ08,FiberCrop,FiberCropAEZ08,FiberCropAEZ08,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ09,FiberCropAEZ09,FiberCrop,FiberCropAEZ09,FiberCropAEZ09,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ10,FiberCropAEZ10,FiberCrop,FiberCropAEZ10,FiberCropAEZ10,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ11,FiberCropAEZ11,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ12,FiberCropAEZ12,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ13,FiberCropAEZ13,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ14,FiberCropAEZ14,FiberCrop,FiberCropAEZ14,FiberCropAEZ14,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ15,FiberCropAEZ15,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ16,FiberCropAEZ16,FiberCrop,FiberCropAEZ16,FiberCropAEZ16,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ17,FiberCropAEZ17,FiberCrop,FiberCropAEZ17,FiberCropAEZ17,,,,,,,,,,Cropland Management,
FiberCrop,FiberCropAEZ18,FiberCropAEZ18,FiberCrop,FiberCropAEZ18,FiberCropAEZ18,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ14,FodderGrassAEZ14,FodderGrass,FodderGrassAEZ14,FodderGrassAEZ14,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ16,FodderGrassAEZ16,FodderGrass,FodderGrassAEZ16,FodderGrassAEZ16,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ17,FodderGrassAEZ17,FodderGrass,FodderGrassAEZ17,FodderGrassAEZ17,,,,,,,,,,Cropland Management,
FodderGrass,FodderGrassAEZ18,FodderGrassAEZ18,FodderGrass,FodderGrassAEZ18,FodderGrassAEZ18,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ14,FodderHerbAEZ14,FodderHerb,FodderHerbAEZ14,FodderHerbAEZ14,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ16,FodderHerbAEZ16,FodderHerb,FodderHerbAEZ16,FodderHerbAEZ16,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ17,FodderHerbAEZ17,FodderHerb,FodderHerbAEZ17,FodderHerbAEZ17,,,,,,,,,,Cropland Management,
FodderHerb,FodderHerbAEZ18,FodderHerbAEZ18,FodderHerb,FodderHerbAEZ18,FodderHerbAEZ18,,,,,,,,,,Cropland Management,
Freight,Rail_All,coal,trn_freight,Freight Rail,Coal,trn_rail,coal,trn_rail,all,coal,trn_rail,tra,trn_rail,coal,,trn_coal
Freight,Rail_All,refined liquids,trn_freight,Freight Rail,Liquids,trn_rail,refined liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,trn_oil
Freight,Rail_All,refined liquids,trn_freight,Freight Rail,Adv-Liquid,trn_rail,refined liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,trn_oil
Freight,Ship Domestic_All,refined liquids,trn_freight,Domestic Ship,Liquids,trn_domestic ship,refined liquids,trn_ship,all,refined liquids,trn_domestic ship,tra,trn_ship,refined liquids,,trn_oil
Freight,Ship International_All,refined liquids,trn_shipping_intl,International Ship,Liquids,trn_intl_ship,refined liquids,trn_ship,all,refined liquids,trn_intl_ship,tra,trn_ship,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,3W Rural,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,3W Rural,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck,NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck,Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (>12t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (>12t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (>14t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (>14t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (>15t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (>15t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (>32t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (>32t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-1t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-1t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-2.7t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-2.7t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-2t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-2t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-3.5t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-3.5t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-4.5t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-4.5t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (0-6t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (0-6t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (1-6t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (1-6t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Heavy truck,gas,trn_freight_road,Truck (16-32t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Heavy truck,refined liquids,trn_freight_road,Truck (16-32t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Light truck,gas,trn_freight_road,Truck (2-5t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Light truck,refined liquids,trn_freight_road,Truck (2-5t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (2.7-4.5t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (2.7-4.5t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (3.5-16t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (3.5-16t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (4.5-12t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (4.5-12t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (4.5-15t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (4.5-15t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (5-9t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (5-9t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (6-14t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
Freight,Truck_Medium truck,refined liquids,trn_freight_road,Truck (6-14t),Liquids,trn_road,refined liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,trn_oil
Freight,Truck_Medium truck,gas,trn_freight_road,Truck (6-15t),NG,trn_road,gas,trn_road,gas,gas,trn_road,tra,trn_road,gas,,trn_gas
