# ../aglu-data/level1//L107.an_FeedIO_R_C_Sys_Fd_Y.csv
# Written by LA107.an_IMAGE_R_C_Sys_Fd_Y.R
# Mon Mar 12 09:47:34 2018
# " Animal production input-output coefficients by GCAM region / commodity / system / feed type / year "
# " Unitless "
"GCAM_region_ID","GCAM_commodity","system","feed","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
11,"Beef","Mixed","FeedCrops",313.19293871,302.20508052,291.21722233,280.22936414,269.24150595,258.25364776,247.26578957,236.27793138,225.29007319,214.302215,202.41653747,190.53085994,178.64518241,166.75950488,154.87382735,142.98814982,131.10247229,119.21679476,107.33111723,95.4454397,91.3685430586667,87.2916464173333,83.214749776,79.1378531346667,75.0609564933333,70.984059852,66.9071632106667,62.8302665693333,58.753369928,54.6764732866667,50.5995766453333,46.522680004,42.4457833626667,38.3688867213333,34.29199008,33.9756268316,33.6592635832,33.3429003348,33.0265370864,32.710173838
12,"Beef","Mixed","FeedCrops",22.3625727708912,22.5578650891308,22.7531882020262,22.9485396144057,23.1439125769503,23.3393034709145,23.5346863584516,23.7300587035897,23.9254219491551,24.1208025102616,24.1105549702957,24.1003041173469,24.0900767728295,24.0798561710129,24.0696089180998,24.059345492732,24.0490840744107,24.0388151859618,24.0285431400959,24.0182614839826,23.7810208452691,23.5437818198092,23.3065712371981,23.0694145504286,22.8323084941838,22.5952468769399,22.3582047874584,22.1211507801351,21.8841209792077,21.6472013380541,21.4102032349444,21.1731708092088,20.9361478644347,20.6990955517246,20.461869111286,20.5088308051359,20.555828610961,20.6027625782878,20.6496759765075,20.6966025766592
13,"Beef","Mixed","FeedCrops",23.288718079,23.308804428,23.328890777,23.348977126,23.369063475,23.389149824,23.409236173,23.429322522,23.449408871,23.46949522,23.400263475,23.33103173,23.261799985,23.19256824,23.123336495,23.05410475,22.984873005,22.91564126,22.846409515,22.77717777,22.940443286,23.103708802,23.266974318,23.430239834,23.59350535,23.756770866,23.920036382,24.083301898,24.246567414,24.40983293,24.573098446,24.736363962,24.899629478,25.062894994,25.22616051,24.9824890856,24.7388176612,24.4951462368,24.2514748124,24.007803388
14,"Beef","Mixed","FeedCrops",23.783502333,24.017822746,24.252143159,24.486463572,24.720783985,24.955104398,25.189424811,25.423745224,25.658065637,25.89238605,25.774609962,25.656833874,25.539057786,25.421281698,25.30350561,25.185729522,25.067953434,24.950177346,24.832401258,24.71462517,24.3254352053333,23.9362452406667,23.547055276,23.1578653113333,22.7686753466667,22.379485382,21.9902954173333,21.6011054526667,21.211915488,20.8227255233333,20.4335355586667,20.044345594,19.6551556293333,19.2659656646667,18.8767757,19.1798023284,19.4828289568,19.7858555852,20.0888822136,20.391908842
15,"Beef","Mixed","FeedCrops",34.4694989939304,34.4291317975066,34.159179406299,33.6745080098334,33.323404806008,32.6419480809946,32.1941540775942,31.4826238373702,30.9748621503881,30.3352756560605,29.593714936822,29.252101734981,28.3130208382804,27.1583880343651,25.5502248572562,23.7304213352229,21.8019250310214,19.8302897721592,17.9564445635876,16.1906530417788,16.570287247809,16.8674327345806,17.1650781022027,17.4714675315804,17.3602463373214,17.247146084513,17.2081706691474,17.10750669624,16.978932796553,17.012733927384,17.0573290539096,17.0374817690742,17.051490755348,16.9737225374143,16.8040143363635,16.6558058111874,16.6158516001082,16.5273383708677,16.5553720131569,16.6506132446493
16,"Beef","Mixed","FeedCrops",23.288718079,23.308804428,23.328890777,23.348977126,23.369063475,23.389149824,23.409236173,23.429322522,23.449408871,23.46949522,23.400263475,23.33103173,23.261799985,23.19256824,23.123336495,23.05410475,22.984873005,22.91564126,22.846409515,22.77717777,22.940443286,23.103708802,23.266974318,23.430239834,23.59350535,23.756770866,23.920036382,24.083301898,24.246567414,24.40983293,24.573098446,24.736363962,24.899629478,25.062894994,25.22616051,24.9824890856,24.7388176612,24.4951462368,24.2514748124,24.007803388
17,"Beef","Mixed","FeedCrops",199.54032142,193.65524434,187.77016726,181.88509018,176.0000131,170.11493602,164.22985894,158.34478186,152.45970478,146.5746277,143.80341483,141.03220196,138.26098909,135.48977622,132.71856335,129.94735048,127.17613761,124.40492474,121.63371187,118.862499,117.691245053333,116.519991106667,115.34873716,114.177483213333,113.006229266667,111.83497532,110.663721373333,109.492467426667,108.32121348,107.149959533333,105.978705586667,104.80745164,103.636197693333,102.464943746667,101.2936898,99.6150517096,97.9364136192,96.2577755288,94.5791374384,92.900499348
18,"Beef","Mixed","FeedCrops",114.397322056,111.070355412,107.743388768,104.416422124,101.08945548,97.762488836,94.435522192,91.108555548,87.781588904,84.45462226,85.169109816,85.883597372,86.598084928,87.312572484,88.02706004,88.741547596,89.456035152,90.170522708,90.885010264,91.59949782,90.8707904073333,90.1420829946667,89.413375582,88.6846681693333,87.9559607566667,87.227253344,86.4985459313333,85.7698385186667,85.041131106,84.3124236933333,83.5837162806667,82.855008868,82.1263014553333,81.3975940426667,80.66888663,79.7622324136,78.8555781972,77.9489239808,77.0422697644,76.135615548
19,"Beef","Mixed","FeedCrops",26.476812061,25.800369992,25.123927923,24.447485854,23.771043785,23.094601716,22.418159647,21.741717578,21.065275509,20.38883344,20.214925756,20.041018072,19.867110388,19.693202704,19.51929502,19.345387336,19.171479652,18.997571968,18.823664284,18.6497566,18.7714723286667,18.8931880573333,19.014903786,19.1366195146667,19.2583352433333,19.380050972,19.5017667006667,19.6234824293333,19.745198158,19.8669138866667,19.9886296153333,20.110345344,20.2320610726667,20.3537768013333,20.47549253,20.2372780684,19.9990636068,19.7608491452,19.5226346836,19.284420222
20,"Beef","Mixed","FeedCrops",71.591834867,73.623437114,75.655039361,77.686641608,79.718243855,81.749846102,83.781448349,85.813050596,87.844652843,89.87625509,84.942212245,80.0081694,75.074126555,70.14008371,65.206040865,60.27199802,55.337955175,50.40391233,45.469869485,40.53582664,40.128759332,39.721692024,39.314624716,38.907557408,38.5004901,38.093422792,37.686355484,37.279288176,36.872220868,36.46515356,36.058086252,35.651018944,35.243951636,34.836884328,34.42981702,34.02945175,33.62908648,33.22872121,32.82835594,32.42799067
21,"Beef","Mixed","FeedCrops",35.070755685,33.8726509,32.674546115,31.47644133,30.278336545,29.08023176,27.882126975,26.68402219,25.485917405,24.28781262,24.326735614,24.365658608,24.404581602,24.443504596,24.48242759,24.521350584,24.560273578,24.599196572,24.638119566,24.67704256,24.1495545593333,23.6220665586667,23.094578558,22.5670905573333,22.0396025566667,21.512114556,20.9846265553333,20.4571385546667,19.929650554,19.4021625533333,18.8746745526667,18.347186552,17.8196985513333,17.2922105506667,16.76472255,16.6944568632,16.6241911764,16.5539254896,16.4836598028,16.413394116
22,"Beef","Mixed","FeedCrops",199.54032142,193.65524434,187.77016726,181.88509018,176.0000131,170.11493602,164.22985894,158.34478186,152.45970478,146.5746277,143.80341483,141.03220196,138.26098909,135.48977622,132.71856335,129.94735048,127.17613761,124.40492474,121.63371187,118.862499,117.691245053333,116.519991106667,115.34873716,114.177483213333,113.006229266667,111.83497532,110.663721373333,109.492467426667,108.32121348,107.149959533333,105.978705586667,104.80745164,103.636197693333,102.464943746667,101.2936898,99.6150517096,97.9364136192,96.2577755288,94.5791374384,92.900499348
23,"Beef","Mixed","FeedCrops",24.263173585,24.52447016,24.785766735,25.04706331,25.308359885,25.56965646,25.830953035,26.09224961,26.353546185,26.61484276,26.471785825,26.32872889,26.185671955,26.04261502,25.899558085,25.75650115,25.613444215,25.47038728,25.327330345,25.18427341,24.8130674833333,24.4418615566667,24.07065563,23.6994497033333,23.3282437766667,22.95703785,22.5858319233333,22.2146259966667,21.84342007,21.4722141433333,21.1010082166667,20.72980229,20.3585963633333,19.9873904366667,19.61618451,19.6843106552,19.7524368004,19.8205629456,19.8886890908,19.956815236
24,"Beef","Mixed","FeedCrops",32.582297452,32.576107574,32.569917696,32.563727818,32.55753794,32.551348062,32.545158184,32.538968306,32.532778428,32.52658855,32.680970478,32.835352406,32.989734334,33.144116262,33.29849819,33.452880118,33.607262046,33.761643974,33.916025902,34.07040783,34.2565939106667,34.4427799913333,34.628966072,34.8151521526667,35.0013382333333,35.187524314,35.3737103946667,35.5598964753333,35.746082556,35.9322686366667,36.1184547173333,36.304640798,36.4908268786667,36.6770129593333,36.86319904,36.6371542824,36.4111095248,36.1850647672,35.9590200096,35.732975252
25,"Beef","Mixed","FeedCrops",41.368122954,41.924532038,42.480941122,43.037350206,43.59375929,44.150168374,44.706577458,45.262986542,45.819395626,46.37580471,46.634656551,46.893508392,47.152360233,47.411212074,47.670063915,47.928915756,48.187767597,48.446619438,48.705471279,48.96432312,49.421543406,49.878763692,50.335983978,50.793204264,51.25042455,51.707644836,52.164865122,52.622085408,53.079305694,53.53652598,53.993746266,54.450966552,54.908186838,55.365407124,55.82262741,55.3922256128,54.9618238156,54.5314220184,54.1010202212,53.670618424
26,"Beef","Mixed","FeedCrops",41.368122954,41.924532038,42.480941122,43.037350206,43.59375929,44.150168374,44.706577458,45.262986542,45.819395626,46.37580471,46.634656551,46.893508392,47.152360233,47.411212074,47.670063915,47.928915756,48.187767597,48.446619438,48.705471279,48.96432312,49.421543406,49.878763692,50.335983978,50.793204264,51.25042455,51.707644836,52.164865122,52.622085408,53.079305694,53.53652598,53.993746266,54.450966552,54.908186838,55.365407124,55.82262741,55.3922256128,54.9618238156,54.5314220184,54.1010202212,53.670618424
27,"Beef","Mixed","FeedCrops",199.54032142,193.65524434,187.77016726,181.88509018,176.0000131,170.11493602,164.22985894,158.34478186,152.45970478,146.5746277,143.80341483,141.03220196,138.26098909,135.48977622,132.71856335,129.94735048,127.17613761,124.40492474,121.63371187,118.862499,117.691245053333,116.519991106667,115.34873716,114.177483213333,113.006229266667,111.83497532,110.663721373333,109.492467426667,108.32121348,107.149959533333,105.978705586667,104.80745164,103.636197693333,102.464943746667,101.2936898,99.6150517096,97.9364136192,96.2577755288,94.5791374384,92.900499348
28,"Beef","Mixed","FeedCrops",78.554673146,75.004347822,71.454022498,67.903697174,64.35337185,60.803046526,57.252721202,53.702395878,50.152070554,46.60174523,46.784558892,46.967372554,47.150186216,47.332999878,47.51581354,47.698627202,47.881440864,48.064254526,48.247068188,48.42988185,46.6925077373333,44.9551336246667,43.217759512,41.4803853993333,39.7430112866667,38.005637174,36.2682630613333,34.5308889486667,32.793514836,31.0561407233333,29.3187666106667,27.581392498,25.8440183853333,24.1066442726667,22.36927016,22.198800188,22.028330216,21.857860244,21.687390272,21.5169203
29,"Beef","Mixed","FeedCrops",97.3740827592621,94.9440227083459,92.4182016279603,89.8653810358711,87.2802000752758,84.6755448842697,82.0086870152956,79.371178217138,76.7432187133502,74.1213324922473,74.1758380858654,74.22957929188,74.2860278756425,74.3261977833494,74.3523998465486,74.3946507182313,74.4906284490785,74.6060313536213,74.7792206650383,74.9969937075648,75.0140406551103,74.9697548969769,74.8252736396922,74.7977435976969,74.7600054836848,74.7110655559355,74.6774366926258,74.7039668443272,74.575293037399,74.4361761292727,74.3073885924864,74.1813445288728,74.0632900914219,73.9654137188743,73.8757552313931,73.1576540015604,72.4379925582672,71.7116389108776,70.9786166619998,70.2352692600458
30,"Beef","Mixed","FeedCrops",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
31,"Beef","Mixed","FeedCrops",41.368122954,41.924532038,42.480941122,43.037350206,43.59375929,44.150168374,44.706577458,45.262986542,45.819395626,46.37580471,46.634656551,46.893508392,47.152360233,47.411212074,47.670063915,47.928915756,48.187767597,48.446619438,48.705471279,48.96432312,49.421543406,49.878763692,50.335983978,50.793204264,51.25042455,51.707644836,52.164865122,52.622085408,53.079305694,53.53652598,53.993746266,54.450966552,54.908186838,55.365407124,55.82262741,55.3922256128,54.9618238156,54.5314220184,54.1010202212,53.670618424
32,"Beef","Mixed","FeedCrops",41.368122954,41.924532038,42.480941122,43.037350206,43.59375929,44.150168374,44.706577458,45.262986542,45.819395626,46.37580471,46.634656551,46.893508392,47.152360233,47.411212074,47.670063915,47.928915756,48.187767597,48.446619438,48.705471279,48.96432312,49.421543406,49.878763692,50.335983978,50.793204264,51.25042455,51.707644836,52.164865122,52.622085408,53.079305694,53.53652598,53.993746266,54.450966552,54.908186838,55.365407124,55.82262741,55.3922256128,54.9618238156,54.5314220184,54.1010202212,53.670618424
1,"Dairy","Mixed","FeedCrops",1.0668736127,1.0645411584,1.0622087041,1.0598762498,1.0575437955,1.0552113412,1.0528788869,1.0505464326,1.0482139783,1.045881524,1.0401376735,1.034393823,1.0286499725,1.022906122,1.0171622715,1.011418421,1.0056745705,0.99993072,0.9941868695,0.988443019,0.985262413,0.982081807,0.978901201,0.975720595,0.972539989,0.969359383,0.966178777,0.962998171,0.959817565,0.956636959,0.953456353,0.950275747,0.947095141,0.943914535,0.940733929,0.94028436272,0.93983479644,0.93938523016,0.93893566388,0.9384860976
2,"Dairy","Mixed","FeedCrops",4.2673060736,4.2349308062,4.2025555388,4.1701802714,4.137805004,4.1054297366,4.0730544692,4.0406792018,4.0083039344,3.975928667,3.9771514637,3.9783742604,3.9795970571,3.9808198538,3.9820426505,3.9832654472,3.9844882439,3.9857110406,3.9869338373,3.988156634,3.9703733846,3.9525901352,3.9348068858,3.9170236364,3.899240387,3.8814571376,3.8636738882,3.8458906388,3.8281073894,3.81032414,3.7925408906,3.7747576412,3.7569743918,3.7391911424,3.721407893,3.68963889812,3.65786990324,3.62610090836,3.59433191348,3.5625629186
3,"Dairy","Mixed","FeedCrops",2.1375738909,2.1304551758,2.1233364607,2.1162177456,2.1090990305,2.1019803154,2.0948616003,2.0877428852,2.0806241701,2.073505455,2.0921757618,2.1108460686,2.1295163754,2.1481866822,2.166856989,2.1855272958,2.2041976026,2.2228679094,2.2415382162,2.260208523,2.2361688944,2.2121292658,2.1880896372,2.1640500086,2.14001038,2.1159707514,2.0919311228,2.0678914942,2.0438518656,2.019812237,1.9957726084,1.9717329798,1.9476933512,1.9236537226,1.899614094,1.88671023036,1.87380636672,1.86090250308,1.84799863944,1.8350947758
4,"Dairy","Mixed","FeedCrops",2.640235329,2.622304587,2.604373845,2.586443103,2.568512361,2.550581619,2.532650877,2.514720135,2.496789393,2.478858651,2.4587750821,2.4386915132,2.4186079443,2.3985243754,2.3784408065,2.3583572376,2.3382736687,2.3181900998,2.2981065309,2.278022962,2.28264461153333,2.28726626106667,2.2918879106,2.29650956013333,2.30113120966667,2.3057528592,2.31037450873333,2.31499615826667,2.3196178078,2.32423945733333,2.32886110686667,2.3334827564,2.33810440593333,2.34272605546667,2.347347705,2.34452505964,2.34170241428,2.33887976892,2.33605712356,2.3332344782
5,"Dairy","Mixed","FeedCrops",5.1364209862,5.1336521044,5.1308832226,5.1281143408,5.125345459,5.1225765772,5.1198076954,5.1170388136,5.1142699318,5.11150105,5.098179648,5.084858246,5.071536844,5.058215442,5.04489404,5.031572638,5.018251236,5.004929834,4.991608432,4.97828703,4.95618172066667,4.93407641133333,4.911971102,4.88986579266667,4.86776048333333,4.845655174,4.82354986466667,4.80144455533333,4.779339246,4.75723393666667,4.73512862733333,4.713023318,4.69091800866667,4.66881269933333,4.64670739,4.61178073288,4.57685407576,4.54192741864,4.50700076152,4.4720741044
6,"Dairy","Mixed","FeedCrops",0.9231992165,0.916477968,0.9097567195,0.903035471,0.8963142225,0.889592974,0.8828717255,0.876150477,0.8694292285,0.86270798,0.8603057022,0.8579034244,0.8555011466,0.8530988688,0.850696591,0.8482943132,0.8458920354,0.8434897576,0.8410874798,0.838685202,0.840719672466667,0.842754142933333,0.8447886134,0.846823083866667,0.848857554333333,0.8508920248,0.852926495266667,0.854960965733333,0.8569954362,0.859029906666667,0.861064377133333,0.8630988476,0.865133318066667,0.867167788533333,0.869202259,0.8642798846,0.8593575102,0.8544351358,0.8495127614,0.844590387
7,"Dairy","Mixed","FeedCrops",2.7894981566,2.8135259972,2.8375538378,2.8615816784,2.885609519,2.9096373596,2.9336652002,2.9576930408,2.9817208814,3.005748722,2.9777195456,2.9496903692,2.9216611928,2.8936320164,2.86560284,2.8375736636,2.8095444872,2.7815153108,2.7534861344,2.725456958,2.69581062426667,2.66616429053333,2.6365179568,2.60687162306667,2.57722528933333,2.5475789556,2.51793262186667,2.48828628813333,2.4586399544,2.42899362066667,2.39934728693333,2.3697009532,2.34005461946667,2.31040828573333,2.280761952,2.27746661748,2.27417128296,2.27087594844,2.26758061392,2.2642852794
8,"Dairy","Mixed","FeedCrops",1.1437245544,1.1426903998,1.1416562452,1.1406220906,1.139587936,1.1385537814,1.1375196268,1.1364854722,1.1354513176,1.134417163,1.122231337,1.110045511,1.097859685,1.085673859,1.073488033,1.061302207,1.049116381,1.036930555,1.024744729,1.012558903,1.01153240626667,1.01050590953333,1.0094794128,1.00845291606667,1.00742641933333,1.0063999226,1.00537342586667,1.00434692913333,1.0033204324,1.00229393566667,1.00126743893333,1.0002409422,0.999214445466667,0.998187948733333,0.997161452,0.9991040088,1.0010465656,1.0029891224,1.0049316792,1.006874236
9,"Dairy","Mixed","FeedCrops",2.5282070577,2.5081359354,2.4880648131,2.4679936908,2.4479225685,2.4278514462,2.4077803239,2.3877092016,2.3676380793,2.347566957,2.3285697852,2.3095726134,2.2905754416,2.2715782698,2.252581098,2.2335839262,2.2145867544,2.1955895826,2.1765924108,2.157595239,2.16958202806667,2.18156881713333,2.1935556062,2.20554239526667,2.21752918433333,2.2295159734,2.24150276246667,2.25348955153333,2.2654763406,2.27746312966667,2.28944991873333,2.3014367078,2.31342349686667,2.32541028593333,2.337397075,2.32714775312,2.31689843124,2.30664910936,2.29639978748,2.2861504656
10,"Dairy","Mixed","FeedCrops",1.73257522748854,1.74458997721911,1.75657703777694,1.76858073766057,1.78057458224683,1.79256677055431,1.80456608680347,1.81656898631524,1.82853648014002,1.84052718961252,1.84254935195686,1.84453562560307,1.84649017164292,1.84844842407776,1.85036143125801,1.85224028485795,1.85407732588246,1.85586458376922,1.85760541556153,1.85936492901225,1.87858781770746,1.89667505922867,1.9120798715359,1.92308949001746,1.93028508932667,1.93220989728686,1.93196044203265,1.93317419139262,1.93657549922324,1.9393220366513,1.94125517119069,1.93871179082344,1.93204117050296,1.9205689269149,1.90448071113294,1.88071987862841,1.8591762589377,1.83481513276526,1.8088753314333,1.77988298796709
11,"Dairy","Mixed","FeedCrops",3.1639003787,3.1234024684,3.0829045581,3.0424066478,3.0019087375,2.9614108272,2.9209129169,2.8804150066,2.8399170963,2.799419186,2.7984690901,2.7975189942,2.7965688983,2.7956188024,2.7946687065,2.7937186106,2.7927685147,2.7918184188,2.7908683229,2.789918227,2.71899647966667,2.64807473233333,2.577152985,2.50623123766667,2.43530949033333,2.364387743,2.29346599566667,2.22254424833333,2.151622501,2.08070075366667,2.00977900633333,1.938857259,1.86793551166667,1.79701376433333,1.726092017,1.71659992208,1.70710782716,1.69761573224,1.68812363732,1.6786315424
12,"Dairy","Mixed","FeedCrops",1.31892394719675,1.3185766517631,1.31822867901131,1.31788017839855,1.31753106926585,1.31718052396807,1.31683044135674,1.31648209306182,1.31613454374788,1.31578724218363,1.30788247451208,1.29997694083767,1.29207004922798,1.28416262616647,1.27625534995358,1.26834829740927,1.26044152931185,1.25253445407249,1.24462649010579,1.23671768892698,1.22892026324258,1.2211218125232,1.21332377424658,1.2055211395454,1.1977177413808,1.18991539292013,1.18211274768884,1.17430980063376,1.1665124601508,1.15871755599868,1.15092281744365,1.1431299656144,1.13533698471799,1.12754451636743,1.11975106398018,1.11813252989095,1.11651282464311,1.11489319559742,1.11327315804226,1.11165311255501
13,"Dairy","Mixed","FeedCrops",1.227444765,1.223354066,1.219263367,1.215172668,1.211081969,1.20699127,1.202900571,1.198809872,1.194719173,1.190628474,1.18566282,1.180697166,1.175731512,1.170765858,1.165800204,1.16083455,1.155868896,1.150903242,1.145937588,1.140971934,1.1340156882,1.1270594424,1.1201031966,1.1131469508,1.106190705,1.0992344592,1.0922782134,1.0853219676,1.0783657218,1.071409476,1.0644532302,1.0574969844,1.0505407386,1.0435844928,1.036628247,1.03922962156,1.04183099612,1.04443237068,1.04703374524,1.0496351198
14,"Dairy","Mixed","FeedCrops",1.4337361837,1.4408033064,1.4478704291,1.4549375518,1.4620046745,1.4690717972,1.4761389199,1.4832060426,1.4902731653,1.497340288,1.485708937,1.474077586,1.462446235,1.450814884,1.439183533,1.427552182,1.415920831,1.40428948,1.392658129,1.381026778,1.3733965298,1.3657662816,1.3581360334,1.3505057852,1.342875537,1.3352452888,1.3276150406,1.3199847924,1.3123545442,1.304724296,1.2970940478,1.2894637996,1.2818335514,1.2742033032,1.266573055,1.25357290928,1.24057276356,1.22757261784,1.21457247212,1.2015723264
