# This table contains final demand parameters,,,,,
# Source: Tables_Ind_Data.xlsx,,,,,
energy_final_demand,year,perCapitaBased,price_elast,income_elast,aeei
industry,2020,1,-0.65,-0.154960161,0.003411791
industry,2035,1,-0.65,-0.179742736,0.003411791
industry,2050,1,-0.65,-0.070352203,0.003411791
industry,2065,1,-0.65,-0.068249248,0.003411791
industry,2080,1,-0.65,-0.028832637,0.003411791
industry,2095,1,-0.65,-0.010828858,0.003411791
