# This table lists the various elements to be deleted from the existing USA transportation,,
# Source: Tables_Trn_Data.xlsx,,
region,type,sector
USA,supplysector,trn_freight
USA,supplysector,trn_passenger
USA,supplysector,trn_shipping_intl
USA,supplysector,trn_pass_road
USA,energy-final-demand,trn_freight
USA,energy-final-demand,trn_passenger
USA,energy-final-demand,trn_shipping_intl
