# Additional technology charactoristics for technologies with backup requirements,,,,,,,,,,,,
# Source: Tables_Res_Data.xlsx,,,,,,,,,,,,
supplysector,subsector,technology,period,capacity_limit,trial_market_name,electricity_sector,electricity_sector_market,backup_capital_cost,backup_capacity_factor,backup_energy_input,backup_efficiency,backup_market
elect_td_bld,rooftop_pv,rooftop_pv,1975,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,1990,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2005,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2020,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2035,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2050,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2065,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2080,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
elect_td_bld,rooftop_pv,rooftop_pv,2095,0.25,renewable,electricity,USA,30,0.05,backup_electricity,1,USA
