# File: Pot_veg_carbon_Mg_per_ha.csv
# Title: Potential veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: lds
# Description: pot veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; sage potential veg; country raster; new glu raster; hyde land area
# ----------
iso,glu_code,land_type,c_type,value
civ,142,102,veg_c,200
civ,142,901,soil_c,95
civ,142,901,veg_c,25
civ,142,902,soil_c,95
civ,142,902,veg_c,25
civ,142,1001,soil_c,123
civ,142,1001,veg_c,7
civ,142,1002,soil_c,123
civ,142,1002,veg_c,7
civ,142,1101,soil_c,69
civ,142,1101,veg_c,55
civ,142,1102,soil_c,69
civ,142,1102,veg_c,55
civ,142,1401,soil_c,38
civ,142,1401,veg_c,1
civ,142,1402,soil_c,38
civ,142,1402,veg_c,1
civ,149,101,soil_c,98
civ,149,101,veg_c,200
civ,149,102,soil_c,98
civ,149,102,veg_c,200
civ,149,902,soil_c,95
civ,149,902,veg_c,25
civ,160,101,soil_c,98
civ,160,101,veg_c,200
civ,160,102,soil_c,98
civ,160,102,veg_c,200
civ,160,902,soil_c,95
civ,160,902,veg_c,25
cmr,149,101,soil_c,98
cmr,149,101,veg_c,200
cmr,149,102,soil_c,98
cmr,149,102,veg_c,200
cmr,149,901,soil_c,95
cmr,149,901,veg_c,25
cmr,149,902,soil_c,95
cmr,149,902,veg_c,25
cmr,151,101,soil_c,98
cmr,151,101,veg_c,200
cmr,151,102,soil_c,98
cmr,151,102,veg_c,200
cmr,151,901,soil_c,95
cmr,151,901,veg_c,25
cmr,151,902,soil_c,95
cmr,151,902,veg_c,25
cmr,151,1002,soil_c,123
cmr,151,1002,veg_c,7
cmr,151,1402,soil_c,38
cmr,151,1402,veg_c,1
cmr,162,101,soil_c,98
cmr,162,101,veg_c,200
cmr,162,102,soil_c,98
cmr,162,102,veg_c,200
cmr,162,901,soil_c,95
cmr,162,901,veg_c,25
cmr,162,902,soil_c,95
cmr,162,902,veg_c,25
cmr,162,1001,soil_c,123
cmr,162,1001,veg_c,7
cmr,162,1002,soil_c,123
cmr,162,1002,veg_c,7
cmr,162,1202,soil_c,69
cmr,162,1202,veg_c,27
cmr,162,1401,soil_c,38
cmr,162,1401,veg_c,1
cmr,162,1402,soil_c,38
cmr,162,1402,veg_c,1
cmr,183,101,soil_c,98
cmr,183,101,veg_c,200
cmr,183,102,soil_c,98
cmr,183,102,veg_c,200
cmr,183,901,soil_c,95
cmr,183,901,veg_c,25
cmr,183,902,soil_c,95
cmr,183,902,veg_c,25
cod,87,101,soil_c,98
cod,87,101,veg_c,200
cod,87,102,soil_c,98
cod,87,102,veg_c,200
cod,87,901,soil_c,95
cod,87,901,veg_c,25
cod,87,902,soil_c,95
cod,87,902,veg_c,25
cod,87,1001,soil_c,123
cod,87,1001,veg_c,7
cod,87,1101,soil_c,69
cod,87,1101,veg_c,55
cod,87,1201,soil_c,69
cod,87,1201,veg_c,27
cod,87,1401,soil_c,38
cod,87,1401,veg_c,1
cod,87,1402,soil_c,38
cod,87,1402,veg_c,1
cod,162,102,soil_c,98
cod,162,102,veg_c,200
cod,162,202,soil_c,98
cod,162,202,veg_c,140
cod,162,901,soil_c,95
cod,162,901,veg_c,25
cod,162,902,soil_c,95
cod,162,902,veg_c,25
cod,183,101,soil_c,98
cod,183,101,veg_c,200
cod,183,102,soil_c,98
cod,183,102,veg_c,200
cod,183,201,soil_c,98
cod,183,201,veg_c,140
cod,183,202,soil_c,98
cod,183,202,veg_c,140
cod,183,901,soil_c,95
cod,183,901,veg_c,25
cod,183,902,soil_c,95
cod,183,902,veg_c,25
cod,183,1001,soil_c,123
cod,183,1001,veg_c,7
cod,183,1002,soil_c,123
cod,183,1002,veg_c,7
cod,183,1101,soil_c,69
cod,183,1101,veg_c,55
cod,183,1102,soil_c,69
cod,183,1102,veg_c,55
cod,183,1201,soil_c,69
cod,183,1201,veg_c,27
cod,183,1202,soil_c,69
cod,183,1202,veg_c,27
cod,183,1401,soil_c,38
cod,183,1401,veg_c,1
cod,183,1402,soil_c,38
cod,183,1402,veg_c,1
cod,188,102,soil_c,98
cod,188,102,veg_c,200
cod,188,202,soil_c,98
cod,188,202,veg_c,140
cod,188,902,soil_c,95
cod,188,902,veg_c,25
cog,162,101,soil_c,98
cog,162,101,veg_c,200
cog,162,102,soil_c,98
cog,162,102,veg_c,200
cog,162,202,soil_c,98
cog,162,202,veg_c,140
cog,162,901,soil_c,95
cog,162,901,veg_c,25
cog,162,902,soil_c,95
cog,162,902,veg_c,25
cog,162,1001,soil_c,123
cog,162,1001,veg_c,7
cog,162,1002,soil_c,123
cog,162,1002,veg_c,7
cog,162,1402,soil_c,38
cog,162,1402,veg_c,1
cog,183,101,soil_c,98
cog,183,101,veg_c,200
cog,183,102,soil_c,98
cog,183,102,veg_c,200
cog,183,202,soil_c,98
cog,183,202,veg_c,140
cog,183,901,soil_c,95
cog,183,901,veg_c,25
cog,183,902,soil_c,95
cog,183,902,veg_c,25
cog,183,1402,soil_c,38
cog,183,1402,veg_c,1
col,143,101,soil_c,98
col,143,101,veg_c,200
col,143,102,soil_c,98
col,143,102,veg_c,200
col,143,201,soil_c,98
col,143,201,veg_c,140
col,143,202,soil_c,98
col,143,202,veg_c,140
col,143,901,soil_c,95
col,143,901,veg_c,25
col,143,902,soil_c,95
col,143,902,veg_c,25
col,143,1001,soil_c,123
col,143,1001,veg_c,7
col,143,1002,soil_c,123
col,143,1002,veg_c,7
col,143,1102,soil_c,69
col,143,1102,veg_c,55
col,143,1201,soil_c,69
col,143,1201,veg_c,27
col,143,1202,soil_c,69
col,143,1202,veg_c,27
col,143,1301,soil_c,203
col,143,1301,veg_c,9
col,143,1302,soil_c,203
col,143,1302,veg_c,9
col,143,1401,soil_c,38
col,143,1401,veg_c,1
col,143,1402,soil_c,38
col,143,1402,veg_c,1
col,156,101,soil_c,98
col,156,101,veg_c,200
col,156,102,soil_c,98
col,156,102,veg_c,200
col,156,901,soil_c,95
col,156,901,veg_c,25
col,156,902,soil_c,95
col,156,902,veg_c,25
col,156,1001,soil_c,123
col,156,1001,veg_c,7
col,156,1002,soil_c,123
col,156,1002,veg_c,7
col,156,1201,soil_c,69
col,156,1201,veg_c,27
col,156,1202,soil_c,69
col,156,1202,veg_c,27
col,156,1301,soil_c,203
col,156,1301,veg_c,9
col,156,1302,soil_c,203
col,156,1302,veg_c,9
col,157,101,soil_c,98
col,157,101,veg_c,200
col,157,102,soil_c,98
col,157,102,veg_c,200
col,157,201,soil_c,98
col,157,201,veg_c,140
col,157,202,soil_c,98
col,157,202,veg_c,140
col,157,802,soil_c,143
col,157,802,veg_c,103
col,157,901,soil_c,95
col,157,901,veg_c,25
col,157,902,soil_c,95
col,157,902,veg_c,25
col,157,1001,soil_c,123
col,157,1001,veg_c,7
col,157,1002,soil_c,123
col,157,1002,veg_c,7
col,157,1101,soil_c,69
col,157,1101,veg_c,55
col,157,1201,soil_c,69
col,157,1201,veg_c,27
col,157,1202,soil_c,69
col,157,1202,veg_c,27
col,157,1302,soil_c,203
col,157,1302,veg_c,9
col,166,101,soil_c,98
col,166,101,veg_c,200
col,166,102,soil_c,98
col,166,102,veg_c,200
col,166,201,soil_c,98
col,166,201,veg_c,140
col,166,202,soil_c,98
col,166,202,veg_c,140
col,166,302,soil_c,71
col,166,302,veg_c,154
col,166,502,soil_c,134
col,166,502,veg_c,135
col,166,802,soil_c,143
col,166,802,veg_c,103
col,166,901,soil_c,95
col,166,901,veg_c,25
col,166,902,soil_c,95
col,166,902,veg_c,25
col,166,1001,soil_c,123
col,166,1001,veg_c,7
col,166,1002,soil_c,123
col,166,1002,veg_c,7
col,166,1102,soil_c,69
col,166,1102,veg_c,55
col,166,1201,soil_c,69
col,166,1201,veg_c,27
col,166,1202,soil_c,69
col,166,1202,veg_c,27
col,166,1301,soil_c,203
col,166,1301,veg_c,9
col,166,1302,soil_c,203
col,166,1302,veg_c,9
col,166,1402,soil_c,38
col,166,1402,veg_c,1
col,168,101,soil_c,98
col,168,101,veg_c,200
col,168,102,soil_c,98
col,168,102,veg_c,200
col,168,901,soil_c,95
col,168,901,veg_c,25
col,168,902,soil_c,95
col,168,902,veg_c,25
col,168,1001,soil_c,123
col,168,1001,veg_c,7
col,168,1002,soil_c,123
col,168,1002,veg_c,7
col,168,1202,soil_c,69
col,168,1202,veg_c,27
col,168,1302,soil_c,203
col,168,1302,veg_c,9
cri,135,101,soil_c,98
cri,135,101,veg_c,200
cri,135,102,soil_c,98
cri,135,102,veg_c,200
cri,135,201,soil_c,98
cri,135,201,veg_c,140
cri,135,202,soil_c,98
cri,135,202,veg_c,140
cri,135,801,soil_c,143
cri,135,801,veg_c,103
cri,135,802,soil_c,143
cri,135,802,veg_c,103
cri,135,901,soil_c,95
cri,135,901,veg_c,25
cri,135,902,soil_c,95
cri,135,902,veg_c,25
cri,135,1101,soil_c,69
cri,135,1101,veg_c,55
cub,101,101,soil_c,98
cub,101,101,veg_c,200
cub,101,102,soil_c,98
cub,101,102,veg_c,200
cub,101,201,soil_c,98
cub,101,201,veg_c,140
cub,101,202,soil_c,98
cub,101,202,veg_c,140
cub,101,901,soil_c,95
cub,101,901,veg_c,25
cub,101,902,soil_c,95
cub,101,902,veg_c,25
cub,101,1001,soil_c,123
cub,101,1001,veg_c,7
cub,101,1002,soil_c,123
cub,101,1002,veg_c,7
cub,101,1201,soil_c,69
cub,101,1201,veg_c,27
cyp,75,301,soil_c,71
cyp,75,301,veg_c,154
cyp,75,302,soil_c,71
cyp,75,302,veg_c,154
cyp,75,402,soil_c,134
cyp,75,402,veg_c,160
cyp,75,801,soil_c,143
cyp,75,801,veg_c,103
cyp,75,902,soil_c,95
cyp,75,902,veg_c,25
cyp,75,1102,soil_c,69
cyp,75,1102,veg_c,55
cyp,75,1202,soil_c,69
cyp,75,1202,veg_c,27
cze,29,401,soil_c,134
cze,29,401,veg_c,160
cze,29,402,soil_c,134
cze,29,402,veg_c,160
cze,29,501,soil_c,134
cze,29,501,veg_c,135
cze,29,502,soil_c,134
cze,29,502,veg_c,135
cze,29,801,soil_c,143
cze,29,801,veg_c,103
cze,29,802,soil_c,143
cze,29,802,veg_c,103
cze,31,401,soil_c,134
cze,31,401,veg_c,160
cze,31,402,soil_c,134
cze,31,402,veg_c,160
cze,31,501,soil_c,134
cze,31,501,veg_c,135
cze,31,502,soil_c,134
cze,31,502,veg_c,135
cze,31,801,soil_c,143
cze,31,801,veg_c,103
cze,31,802,soil_c,143
cze,31,802,veg_c,103
cze,31,1002,soil_c,123
cze,31,1002,veg_c,7
cze,54,401,soil_c,134
cze,54,401,veg_c,160
cze,54,402,soil_c,134
cze,54,402,veg_c,160
cze,54,501,soil_c,134
cze,54,501,veg_c,135
cze,54,502,soil_c,134
cze,54,502,veg_c,135
cze,54,801,soil_c,143
cze,54,801,veg_c,103
cze,54,802,soil_c,143
cze,54,802,veg_c,103
deu,21,401,soil_c,134
deu,21,401,veg_c,160
deu,21,402,soil_c,134
deu,21,402,veg_c,160
deu,21,501,soil_c,134
deu,21,501,veg_c,135
deu,21,502,soil_c,134
deu,21,502,veg_c,135
deu,21,801,soil_c,143
deu,21,801,veg_c,103
deu,21,802,soil_c,143
deu,21,802,veg_c,103
deu,28,401,soil_c,134
deu,28,401,veg_c,160
deu,28,402,soil_c,134
deu,28,402,veg_c,160
deu,28,501,soil_c,134
deu,28,501,veg_c,135
deu,28,502,soil_c,134
deu,28,502,veg_c,135
deu,28,801,soil_c,143
deu,28,801,veg_c,103
deu,28,802,soil_c,143
deu,28,802,veg_c,103
deu,29,401,soil_c,134
deu,29,401,veg_c,160
deu,29,402,soil_c,134
deu,29,402,veg_c,160
deu,29,501,soil_c,134
deu,29,501,veg_c,135
deu,29,502,soil_c,134
deu,29,502,veg_c,135
deu,29,801,soil_c,143
deu,29,801,veg_c,103
deu,29,802,soil_c,143
deu,29,802,veg_c,103
deu,31,401,soil_c,134
deu,31,401,veg_c,160
deu,31,402,soil_c,134
deu,31,402,veg_c,160
deu,31,501,soil_c,134
deu,31,501,veg_c,135
deu,31,502,soil_c,134
deu,31,502,veg_c,135
deu,31,801,soil_c,143
deu,31,801,veg_c,103
deu,31,802,soil_c,143
deu,31,802,veg_c,103
deu,31,1002,soil_c,123
deu,31,1002,veg_c,7
deu,32,401,soil_c,134
deu,32,401,veg_c,160
deu,32,402,soil_c,134
deu,32,402,veg_c,160
deu,32,501,soil_c,134
deu,32,501,veg_c,135
deu,32,502,soil_c,134
deu,32,502,veg_c,135
deu,32,602,soil_c,206
deu,32,602,veg_c,90
deu,32,801,soil_c,143
deu,32,801,veg_c,103
deu,32,802,soil_c,143
deu,32,802,veg_c,103
deu,54,401,soil_c,134
deu,54,401,veg_c,160
deu,54,402,soil_c,134
deu,54,402,veg_c,160
deu,54,501,soil_c,134
deu,54,501,veg_c,135
deu,54,502,soil_c,134
deu,54,502,veg_c,135
deu,54,601,soil_c,206
deu,54,601,veg_c,90
deu,54,602,soil_c,206
deu,54,602,veg_c,90
deu,54,701,soil_c,206
deu,54,701,veg_c,90
deu,54,702,soil_c,206
deu,54,702,veg_c,90
deu,54,801,soil_c,143
deu,54,801,veg_c,103
deu,54,802,soil_c,143
deu,54,802,veg_c,103
deu,54,1001,soil_c,123
deu,54,1001,veg_c,7
dji,100,902,soil_c,95
dji,100,902,veg_c,25
dji,100,1202,soil_c,69
dji,100,1202,veg_c,27
dji,100,1402,soil_c,38
dji,100,1402,veg_c,1
dji,179,1402,soil_c,38
dji,179,1402,veg_c,1
dnk,12,402,soil_c,134
dnk,12,402,veg_c,160
dnk,21,401,soil_c,134
dnk,21,401,veg_c,160
dnk,21,402,soil_c,134
dnk,21,402,veg_c,160
dnk,21,501,soil_c,134
dnk,21,501,veg_c,135
dnk,21,502,soil_c,134
dnk,21,502,veg_c,135
dnk,21,801,soil_c,143
dnk,21,801,veg_c,103
dnk,21,802,soil_c,143
dnk,21,802,veg_c,103
dom,101,101,soil_c,98
dom,101,101,veg_c,200
dom,101,102,soil_c,98
dom,101,102,veg_c,200
dom,101,201,soil_c,98
dom,101,201,veg_c,140
dom,101,202,soil_c,98
dom,101,202,veg_c,140
dom,101,901,soil_c,95
dom,101,901,veg_c,25
dom,101,902,soil_c,95
dom,101,902,veg_c,25
dom,101,1001,soil_c,123
dom,101,1001,veg_c,7
dom,101,1002,soil_c,123
dom,101,1002,veg_c,7
dza,80,101,soil_c,98
dza,80,101,veg_c,200
dza,80,902,soil_c,95
dza,80,902,veg_c,25
dza,80,1002,soil_c,123
dza,80,1002,veg_c,7
dza,80,1101,soil_c,69
dza,80,1101,veg_c,55
dza,80,1102,soil_c,69
dza,80,1102,veg_c,55
dza,80,1202,soil_c,69
dza,80,1202,veg_c,27
dza,80,1402,soil_c,38
dza,80,1402,veg_c,1
dza,86,1402,soil_c,38
dza,86,1402,veg_c,1
dza,144,902,soil_c,95
dza,144,902,veg_c,25
dza,144,1002,soil_c,123
dza,144,1002,veg_c,7
dza,144,1102,soil_c,69
dza,144,1102,veg_c,55
dza,144,1202,soil_c,69
dza,144,1202,veg_c,27
dza,144,1401,soil_c,38
dza,144,1401,veg_c,1
dza,144,1402,soil_c,38
dza,144,1402,veg_c,1
dza,149,1402,soil_c,38
dza,149,1402,veg_c,1
dza,151,1401,soil_c,38
dza,151,1401,veg_c,1
dza,151,1402,soil_c,38
dza,151,1402,veg_c,1
ecu,157,101,soil_c,98
ecu,157,101,veg_c,200
ecu,157,102,soil_c,98
ecu,157,102,veg_c,200
ecu,157,201,soil_c,98
ecu,157,201,veg_c,140
ecu,157,202,soil_c,98
ecu,157,202,veg_c,140
ecu,157,802,soil_c,143
ecu,157,802,veg_c,103
ecu,157,901,soil_c,95
ecu,157,901,veg_c,25
ecu,157,902,soil_c,95
ecu,157,902,veg_c,25
ecu,157,1001,soil_c,123
ecu,157,1001,veg_c,7
ecu,157,1002,soil_c,123
ecu,157,1002,veg_c,7
ecu,157,1101,soil_c,69
ecu,157,1101,veg_c,55
ecu,157,1102,soil_c,69
ecu,157,1102,veg_c,55
ecu,157,1201,soil_c,69
ecu,157,1201,veg_c,27
ecu,157,1202,soil_c,69
ecu,157,1202,veg_c,27
ecu,157,1301,soil_c,203
ecu,157,1301,veg_c,9
ecu,157,1302,soil_c,203
ecu,157,1302,veg_c,9
ecu,157,1401,soil_c,38
ecu,157,1401,veg_c,1
ecu,157,1402,soil_c,38
ecu,157,1402,veg_c,1
ecu,168,101,soil_c,98
ecu,168,101,veg_c,200
ecu,168,102,soil_c,98
ecu,168,102,veg_c,200
ecu,168,201,soil_c,98
ecu,168,201,veg_c,140
ecu,168,202,soil_c,98
ecu,168,202,veg_c,140
ecu,168,802,soil_c,143
ecu,168,802,veg_c,103
ecu,168,901,soil_c,95
ecu,168,901,veg_c,25
ecu,168,902,soil_c,95
ecu,168,902,veg_c,25
ecu,168,1001,soil_c,123
ecu,168,1001,veg_c,7
ecu,168,1002,soil_c,123
ecu,168,1002,veg_c,7
ecu,168,1201,soil_c,69
ecu,168,1201,veg_c,27
ecu,168,1202,soil_c,69
ecu,168,1202,veg_c,27
ecu,168,1301,soil_c,203
ecu,168,1301,veg_c,9
ecu,168,1302,soil_c,203
ecu,168,1302,veg_c,9
ecu,180,101,soil_c,98
ecu,180,101,veg_c,200
ecu,180,102,soil_c,98
ecu,180,102,veg_c,200
ecu,180,202,soil_c,98
ecu,180,202,veg_c,140
ecu,180,802,soil_c,143
ecu,180,802,veg_c,103
ecu,180,902,soil_c,95
ecu,180,902,veg_c,25
ecu,180,1001,soil_c,123
ecu,180,1001,veg_c,7
ecu,180,1002,soil_c,123
ecu,180,1002,veg_c,7
ecu,180,1102,soil_c,69
ecu,180,1102,veg_c,55
ecu,180,1202,soil_c,69
ecu,180,1202,veg_c,27
ecu,180,1301,soil_c,203
ecu,180,1301,veg_c,9
ecu,180,1302,soil_c,203
ecu,180,1302,veg_c,9
egy,75,1002,soil_c,123
egy,75,1002,veg_c,7
egy,75,1102,soil_c,69
egy,75,1102,veg_c,55
egy,75,1402,soil_c,38
egy,75,1402,veg_c,1
egy,80,1401,soil_c,38
egy,80,1401,veg_c,1
egy,80,1402,soil_c,38
egy,80,1402,veg_c,1
egy,87,102,soil_c,98
egy,87,102,veg_c,200
egy,87,901,soil_c,95
egy,87,901,veg_c,25
egy,87,902,soil_c,95
egy,87,902,veg_c,25
egy,87,1002,soil_c,123
egy,87,1002,veg_c,7
egy,87,1102,soil_c,69
egy,87,1102,veg_c,55
egy,87,1202,soil_c,69
egy,87,1202,veg_c,27
egy,87,1401,soil_c,38
egy,87,1401,veg_c,1
egy,87,1402,soil_c,38
egy,87,1402,veg_c,1
egy,95,1401,soil_c,38
egy,95,1401,veg_c,1
egy,95,1402,soil_c,38
egy,95,1402,veg_c,1
egy,98,1401,soil_c,38
egy,98,1401,veg_c,1
egy,98,1402,soil_c,38
egy,98,1402,veg_c,1
egy,100,1401,soil_c,38
egy,100,1401,veg_c,1
egy,100,1402,soil_c,38
egy,100,1402,veg_c,1
egy,144,902,soil_c,95
egy,144,902,veg_c,25
egy,144,1002,soil_c,123
egy,144,1002,veg_c,7
egy,144,1202,soil_c,69
egy,144,1202,veg_c,27
egy,144,1401,soil_c,38
egy,144,1401,veg_c,1
egy,144,1402,soil_c,38
egy,144,1402,veg_c,1
eri,87,102,soil_c,98
eri,87,102,veg_c,200
eri,87,901,soil_c,95
eri,87,901,veg_c,25
eri,87,902,soil_c,95
eri,87,902,veg_c,25
eri,87,1001,soil_c,123
eri,87,1001,veg_c,7
eri,87,1002,soil_c,123
eri,87,1002,veg_c,7
eri,87,1102,soil_c,69
eri,87,1102,veg_c,55
eri,87,1202,soil_c,69
eri,87,1202,veg_c,27
eri,87,1402,soil_c,38
eri,87,1402,veg_c,1
eri,100,102,soil_c,98
eri,100,102,veg_c,200
eri,100,902,soil_c,95
eri,100,902,veg_c,25
eri,100,1002,soil_c,123
eri,100,1002,veg_c,7
eri,100,1101,soil_c,69
eri,100,1101,veg_c,55
eri,100,1102,soil_c,69
eri,100,1102,veg_c,55
eri,100,1201,soil_c,69
eri,100,1201,veg_c,27
eri,100,1202,soil_c,69
eri,100,1202,veg_c,27
eri,100,1401,soil_c,38
eri,100,1401,veg_c,1
eri,100,1402,soil_c,38
eri,100,1402,veg_c,1
eri,179,902,soil_c,95
eri,179,902,veg_c,25
eri,179,1002,soil_c,123
eri,179,1002,veg_c,7
eri,179,1102,soil_c,69
eri,179,1102,veg_c,55
eri,179,1202,soil_c,69
eri,179,1202,veg_c,27
eri,179,1402,soil_c,38
eri,179,1402,veg_c,1
esh,86,1401,soil_c,38
esh,86,1401,veg_c,1
esh,86,1402,soil_c,38
esh,86,1402,veg_c,1
esh,144,1402,soil_c,38
esh,144,1402,veg_c,1
esp,41,402,soil_c,134
esp,41,402,veg_c,160
esp,41,1102,soil_c,69
esp,41,1102,veg_c,55
esp,41,1302,soil_c,203
esp,41,1302,veg_c,9
esp,60,301,soil_c,71
esp,60,301,veg_c,154
esp,60,302,soil_c,71
esp,60,302,veg_c,154
esp,60,401,soil_c,134
esp,60,401,veg_c,160
esp,60,402,soil_c,134
esp,60,402,veg_c,160
esp,60,502,soil_c,134
esp,60,502,veg_c,135
esp,60,801,soil_c,143
esp,60,801,veg_c,103
esp,60,802,soil_c,143
esp,60,802,veg_c,103
esp,60,901,soil_c,95
esp,60,901,veg_c,25
esp,60,902,soil_c,95
esp,60,902,veg_c,25
esp,60,1001,soil_c,123
esp,60,1001,veg_c,7
esp,60,1002,soil_c,123
esp,60,1002,veg_c,7
esp,60,1101,soil_c,69
esp,60,1101,veg_c,55
esp,60,1102,soil_c,69
esp,60,1102,veg_c,55
esp,61,302,soil_c,71
esp,61,302,veg_c,154
esp,61,801,soil_c,143
esp,61,801,veg_c,103
esp,61,802,soil_c,143
esp,61,802,veg_c,103
esp,61,902,soil_c,95
esp,61,902,veg_c,25
esp,61,1101,soil_c,69
esp,61,1101,veg_c,55
esp,61,1102,soil_c,69
esp,61,1102,veg_c,55
esp,63,901,soil_c,95
esp,63,901,veg_c,25
esp,63,902,soil_c,95
esp,63,902,veg_c,25
esp,63,1102,soil_c,69
esp,63,1102,veg_c,55
esp,64,402,soil_c,134
esp,64,402,veg_c,160
esp,64,802,soil_c,143
esp,64,802,veg_c,103
esp,67,101,soil_c,98
esp,67,101,veg_c,200
esp,67,201,soil_c,98
esp,67,201,veg_c,140
esp,67,202,soil_c,98
esp,67,202,veg_c,140
esp,67,301,soil_c,71
esp,67,301,veg_c,154
esp,67,302,soil_c,71
esp,67,302,veg_c,154
esp,67,401,soil_c,134
esp,67,401,veg_c,160
esp,67,402,soil_c,134
esp,67,402,veg_c,160
esp,67,502,soil_c,134
esp,67,502,veg_c,135
esp,67,801,soil_c,143
esp,67,801,veg_c,103
esp,67,802,soil_c,143
esp,67,802,veg_c,103
esp,67,901,soil_c,95
esp,67,901,veg_c,25
esp,67,902,soil_c,95
esp,67,902,veg_c,25
esp,67,1001,soil_c,123
esp,67,1001,veg_c,7
esp,67,1101,soil_c,69
esp,67,1101,veg_c,55
esp,67,1102,soil_c,69
esp,67,1102,veg_c,55
esp,67,1201,soil_c,69
esp,67,1201,veg_c,27
esp,67,1202,soil_c,69
esp,67,1202,veg_c,27
esp,71,201,soil_c,98
esp,71,201,veg_c,140
esp,71,202,soil_c,98
esp,71,202,veg_c,140
esp,71,502,soil_c,134
esp,71,502,veg_c,135
esp,71,802,soil_c,143
esp,71,802,veg_c,103
esp,71,901,soil_c,95
esp,71,901,veg_c,25
esp,71,902,soil_c,95
esp,71,902,veg_c,25
esp,71,1001,soil_c,123
esp,71,1001,veg_c,7
esp,71,1002,soil_c,123
esp,71,1002,veg_c,7
esp,71,1101,soil_c,69
esp,71,1101,veg_c,55
esp,71,1102,soil_c,69
esp,71,1102,veg_c,55
esp,71,1202,soil_c,69
esp,71,1202,veg_c,27
esp,73,302,soil_c,71
esp,73,302,veg_c,154
esp,73,401,soil_c,134
esp,73,401,veg_c,160
esp,73,402,soil_c,134
esp,73,402,veg_c,160
esp,73,502,soil_c,134
esp,73,502,veg_c,135
esp,73,801,soil_c,143
esp,73,801,veg_c,103
esp,73,802,soil_c,143
esp,73,802,veg_c,103
esp,73,901,soil_c,95
esp,73,901,veg_c,25
esp,73,902,soil_c,95
esp,73,902,veg_c,25
esp,73,1001,soil_c,123
esp,73,1001,veg_c,7
esp,73,1002,soil_c,123
esp,73,1002,veg_c,7
esp,73,1101,soil_c,69
esp,73,1101,veg_c,55
esp,73,1102,soil_c,69
esp,73,1102,veg_c,55
esp,73,1201,soil_c,69
esp,73,1201,veg_c,27
esp,73,1202,soil_c,69
esp,73,1202,veg_c,27
esp,73,1302,soil_c,203
esp,73,1302,veg_c,9
esp,74,302,soil_c,71
esp,74,302,veg_c,154
esp,74,501,soil_c,134
esp,74,501,veg_c,135
esp,74,502,soil_c,134
esp,74,502,veg_c,135
esp,74,801,soil_c,143
esp,74,801,veg_c,103
esp,74,802,soil_c,143
esp,74,802,veg_c,103
esp,74,901,soil_c,95
esp,74,901,veg_c,25
esp,74,902,soil_c,95
esp,74,902,veg_c,25
esp,74,1002,soil_c,123
esp,74,1002,veg_c,7
esp,74,1101,soil_c,69
esp,74,1101,veg_c,55
esp,74,1102,soil_c,69
esp,74,1102,veg_c,55
esp,74,1202,soil_c,69
esp,74,1202,veg_c,27
esp,81,202,soil_c,98
esp,81,202,veg_c,140
esp,81,302,soil_c,71
esp,81,302,veg_c,154
esp,81,402,soil_c,134
esp,81,402,veg_c,160
esp,81,502,soil_c,134
esp,81,502,veg_c,135
esp,81,901,soil_c,95
esp,81,901,veg_c,25
esp,81,902,soil_c,95
esp,81,902,veg_c,25
esp,81,1101,soil_c,69
esp,81,1101,veg_c,55
esp,81,1102,soil_c,69
esp,81,1102,veg_c,55
esp,81,1202,soil_c,69
esp,81,1202,veg_c,27
esp,83,301,soil_c,71
esp,83,301,veg_c,154
esp,83,302,soil_c,71
esp,83,302,veg_c,154
esp,83,401,soil_c,134
esp,83,401,veg_c,160
esp,83,402,soil_c,134
esp,83,402,veg_c,160
esp,83,802,soil_c,143
esp,83,802,veg_c,103
esp,83,901,soil_c,95
esp,83,901,veg_c,25
esp,83,902,soil_c,95
esp,83,902,veg_c,25
esp,83,1001,soil_c,123
esp,83,1001,veg_c,7
esp,83,1101,soil_c,69
esp,83,1101,veg_c,55
esp,83,1102,soil_c,69
esp,83,1102,veg_c,55
esp,83,1201,soil_c,69
esp,83,1201,veg_c,27
esp,83,1202,soil_c,69
esp,83,1202,veg_c,27
est,20,401,soil_c,134
est,20,401,veg_c,160
est,20,402,soil_c,134
est,20,402,veg_c,160
est,20,501,soil_c,134
est,20,501,veg_c,135
est,20,601,soil_c,206
est,20,601,veg_c,90
est,20,602,soil_c,206
est,20,602,veg_c,90
est,20,801,soil_c,143
est,20,801,veg_c,103
est,20,802,soil_c,143
est,20,802,veg_c,103
est,22,401,soil_c,134
est,22,401,veg_c,160
est,22,402,soil_c,134
est,22,402,veg_c,160
est,22,801,soil_c,143
est,22,801,veg_c,103
est,22,802,soil_c,143
est,22,802,veg_c,103
est,25,401,soil_c,134
est,25,401,veg_c,160
est,25,402,soil_c,134
est,25,402,veg_c,160
eth,87,101,soil_c,98
eth,87,101,veg_c,200
eth,87,102,soil_c,98
eth,87,102,veg_c,200
eth,87,201,soil_c,98
eth,87,201,veg_c,140
eth,87,202,soil_c,98
eth,87,202,veg_c,140
eth,87,301,soil_c,71
eth,87,301,veg_c,154
eth,87,302,soil_c,71
eth,87,302,veg_c,154
eth,87,901,soil_c,95
eth,87,901,veg_c,25
