# File: LDS_ag_HA_ha.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: ha
# Author: moirai
# Description: Initialization of harvested area (ha) by country/GLU/crop
# Original source: many, including HYDE and SAGE
# Source: https://github.com/JGCRI/moirai
# ----------
ctry_iso,glu_code,SAGE_crop,value
afg,52,Barley,22868
afg,52,Maize,17477
afg,52,Millet,4918
afg,52,PaddyRice,23654
afg,52,Wheat,369883
afg,52,BeansDry,1009
afg,52,ChickPeas,3802
afg,52,Lentils,230
afg,52,PeasDry,519
afg,52,Pulsesnes,525
afg,52,Potatoes,42750
afg,58,Barley,41700
afg,58,Maize,32378
afg,58,Millet,9110
afg,58,PaddyRice,43895
afg,58,Wheat,684652
afg,58,BeansDry,1869
afg,58,ChickPeas,6848
afg,58,Lentils,366
afg,58,PeasDry,962
afg,58,Pulsesnes,973
afg,58,Potatoes,79302
afg,89,Barley,18284
afg,89,Maize,14197
afg,89,Millet,3995
afg,89,PaddyRice,19247
afg,89,Wheat,300201
afg,89,BeansDry,819
afg,89,ChickPeas,3003
afg,89,Lentils,165
afg,89,PeasDry,422
afg,89,Pulsesnes,427
afg,89,Potatoes,34772
afg,90,Barley,5594
afg,90,Maize,4344
afg,90,Millet,1222
afg,90,PaddyRice,5889
afg,90,Wheat,91848
afg,90,BeansDry,251
afg,90,ChickPeas,919
afg,90,Lentils,50
afg,90,PeasDry,129
afg,90,Pulsesnes,130
afg,90,Potatoes,10639
afg,97,Barley,19191
afg,97,Maize,14920
afg,97,Millet,4193
afg,97,PaddyRice,20201
afg,97,Wheat,315089
afg,97,Alff4FrgSlg,78
afg,97,FrgProdNES,36
afg,97,Apples,20
afg,97,Apricots,4
afg,97,Berriesnes,3
afg,97,Cherries,3
afg,97,CitrusFrtNES,1
afg,97,Dates,26
afg,97,Figs,6
afg,97,FrtFrshNES,11
afg,97,Grapes,37
afg,97,Lmn_Lme,7
afg,97,Oranges,16
afg,97,Peach_Nctrn,3
afg,97,Pears,2
afg,97,Plums,2
afg,97,Quinces,1
afg,97,SourCherries,1
afg,97,StnFrtNESFrh,5
afg,97,TngMndClmnt,6
afg,97,Olives,1
afg,97,SesameSeed,5
afg,97,Soybeans,11
afg,97,SnflwrSeed,11
afg,97,Ans_bdn_fnnl,4
afg,97,Tea,5
afg,97,BeansDry,875
afg,97,ChickPeas,3152
afg,97,Lentils,170
afg,97,PeasDry,443
afg,97,Pulsesnes,454
afg,97,Potatoes,36498
afg,97,SugarCane,5
afg,97,Almonds,13
afg,97,HzlntFlbrt,1
afg,97,Walnuts,8
afg,97,Cabbages,1
afg,97,Cntlp_othMln,10
afg,97,Ccmbr_Ghrkn,10
afg,97,Eggplants,1
afg,97,Garlic,1
afg,97,PmpknSqshGrd,6
afg,97,Tomatoes,16
afg,97,VgtbFrshNES,11
afg,102,Barley,33
afg,102,Maize,26
afg,102,PaddyRice,35
afg,102,Wheat,549
afg,102,Potatoes,64
ago,162,Maize,2944
ago,162,Millet,1076
ago,162,PaddyRice,17
ago,162,Wheat,13
ago,162,JuteLikeFibr,5
ago,162,SeedCotton,50
ago,162,Sisal,2
ago,162,Bananas,146
ago,162,CitrusFrtNES,66
ago,162,FrtFrshNES,32
ago,162,Pineapples,15
ago,162,CastorBeans,66
ago,162,GrndntWShll,304
ago,162,OilPalmFruit,109
ago,162,SesameSeed,32
ago,162,SnflwrSeed,73
ago,162,TbccLeaves,17
ago,162,BeansDry,1062
ago,162,Cassava,2679
ago,162,Potatoes,80
ago,162,SweetPotato,298
ago,162,SugarCane,45
ago,162,CashewNuts,14
ago,162,OnionShlltGn,62
ago,162,Tomatoes,17
ago,162,VgtbFrshNES,151
ago,182,Maize,526576
ago,182,Millet,97354
ago,182,PaddyRice,1540
ago,182,Wheat,1148
ago,182,JuteLikeFibr,366
ago,182,SeedCotton,4491
ago,182,Sisal,150
ago,182,Bananas,13209
ago,182,CitrusFrtNES,5998
ago,182,FrtFrshNES,2932
ago,182,Pineapples,1352
ago,182,CastorBeans,5945
ago,182,GrndntWShll,21685
ago,182,OilPalmFruit,9838
ago,182,SesameSeed,2920
ago,182,SnflwrSeed,6609
ago,182,TbccLeaves,1553
ago,182,BeansDry,76700
ago,182,Cassava,242370
ago,182,Potatoes,7236
ago,182,SweetPotato,26957
ago,182,SugarCane,4037
ago,182,CashewNuts,1233
ago,182,OnionShlltGn,5627
ago,182,Tomatoes,1565
ago,182,VgtbFrshNES,13623
ago,183,Maize,30432
ago,183,Millet,23306
ago,183,PaddyRice,1086
ago,183,Wheat,280
ago,183,JuteLikeFibr,100
ago,183,SeedCotton,1093
ago,183,Sisal,45
ago,183,Bananas,3744
ago,183,CitrusFrtNES,1460
ago,183,FrtFrshNES,714
ago,183,Pineapples,329
ago,183,CastorBeans,1447
ago,183,GrndntWShll,8329
ago,183,OilPalmFruit,2394
ago,183,SesameSeed,711
ago,183,SnflwrSeed,1608
ago,183,TbccLeaves,378
ago,183,BeansDry,24348
ago,183,Cassava,65760
ago,183,Potatoes,1720
ago,183,SweetPotato,6508
ago,183,SugarCane,983
ago,183,CashewNuts,300
ago,183,OnionShlltGn,1370
ago,183,Tomatoes,381
