# File: LDS_ag_prod_t.csv
# Title: Initialization of production (t) by country/GLU/crop
# Units: tons
# Author: moirai
# Description: Initialization of production (t) by country/GLU/crop
# Original source: many, including HYDE and SAGE
# Source: https://github.com/JGCRI/moirai
# ----------
ctry_iso,glu_code,SAGE_crop,value
afg,97,SugarCane,181
afg,97,Almonds,6
afg,97,HzlntFlbrt,1
afg,97,Walnuts,9
afg,97,Cabbages,14
afg,97,Cntlp_othMln,67
afg,97,Ccmbr_Ghrkn,80
afg,97,Eggplants,8
afg,97,Garlic,4
afg,97,PmpknSqshGrd,34
afg,97,Tomatoes,208
afg,97,VgtbFrshNES,102
afg,102,Barley,2
afg,102,Maize,2
afg,102,PaddyRice,3
afg,102,Wheat,31
afg,102,Potatoes,83
ago,162,Maize,1821
ago,162,Millet,462
ago,162,PaddyRice,23
ago,162,Wheat,20
ago,162,JuteLikeFibr,4
ago,162,SeedCotton,46
ago,162,Sisal,2
ago,162,Bananas,776
ago,162,CitrusFrtNES,351
ago,162,FrtFrshNES,135
ago,162,Pineapples,168
ago,162,CastorBeans,15
ago,162,GrndntWShll,107
ago,162,OilPalmFruit,1203
ago,162,SesameSeed,8
ago,162,SnflwrSeed,47
ago,162,TbccLeaves,15
ago,162,BeansDry,394
ago,162,Cassava,18888
ago,162,Potatoes,359
ago,162,SweetPotato,750
ago,162,SugarCane,1535
ago,162,CashewNuts,5
ago,162,OnionShlltGn,55
ago,162,Tomatoes,58
ago,162,VgtbFrshNES,1051
ago,182,Maize,326410
ago,182,Millet,38391
ago,182,PaddyRice,2506
ago,182,Wheat,1540
ago,182,JuteLikeFibr,352
ago,182,SeedCotton,4006
ago,182,Sisal,203
ago,182,Bananas,100666
ago,182,CitrusFrtNES,30368
ago,182,FrtFrshNES,11717
ago,182,Pineapples,14554
ago,182,CastorBeans,1300
ago,182,GrndntWShll,8498
ago,182,OilPalmFruit,104181
ago,182,SesameSeed,664
ago,182,SnflwrSeed,4103
ago,182,TbccLeaves,1304
ago,182,BeansDry,23776
ago,182,Cassava,1607667
ago,182,Potatoes,37428
ago,182,SweetPotato,130269
ago,182,SugarCane,132926
ago,182,CashewNuts,420
ago,182,OnionShlltGn,4773
ago,182,Tomatoes,5063
ago,182,VgtbFrshNES,91012
ago,183,Maize,34059
ago,183,Millet,39391
ago,183,PaddyRice,3930
ago,183,Wheat,1466
ago,183,JuteLikeFibr,325
ago,183,SeedCotton,3596
ago,183,Sisal,189
ago,183,Bananas,58813
ago,183,CitrusFrtNES,27930
ago,183,FrtFrshNES,10776
ago,183,Pineapples,13386
ago,183,CastorBeans,1195
ago,183,GrndntWShll,14063
ago,183,OilPalmFruit,95816
ago,183,SesameSeed,611
ago,183,SnflwrSeed,3723
ago,183,TbccLeaves,1199
ago,183,BeansDry,28522
ago,183,Cassava,1650330
ago,183,Potatoes,27567
ago,183,SweetPotato,114387
ago,183,SugarCane,122253
ago,183,CashewNuts,387
ago,183,OnionShlltGn,4390
ago,183,Tomatoes,4657
ago,183,VgtbFrshNES,83705
ago,188,Maize,12896
ago,188,Millet,12839
ago,188,PaddyRice,507
ago,188,Wheat,268
ago,188,JuteLikeFibr,80
ago,188,SeedCotton,369
ago,188,Sisal,44
ago,188,Bananas,20269
ago,188,CitrusFrtNES,6967
ago,188,FrtFrshNES,2688
ago,188,Pineapples,3339
ago,188,CastorBeans,298
ago,188,GrndntWShll,1642
ago,188,OilPalmFruit,23901
ago,188,SesameSeed,152
ago,188,SnflwrSeed,690
ago,188,TbccLeaves,299
ago,188,BeansDry,6955
ago,188,Cassava,351434
ago,188,Potatoes,8099
ago,188,SweetPotato,33740
ago,188,SugarCane,30495
ago,188,CashewNuts,96
ago,188,OnionShlltGn,1095
ago,188,Tomatoes,1162
ago,188,VgtbFrshNES,20879
ago,197,Maize,37221
ago,197,Millet,6126
ago,197,PaddyRice,506
ago,197,Wheat,273
ago,197,JuteLikeFibr,66
ago,197,SeedCotton,761
ago,197,Sisal,36
ago,197,Bananas,21362
ago,197,CitrusFrtNES,5808
ago,197,FrtFrshNES,2241
ago,197,Pineapples,2784
ago,197,CastorBeans,249
ago,197,GrndntWShll,1092
ago,197,OilPalmFruit,19925
ago,197,SesameSeed,127
ago,197,SnflwrSeed,782
ago,197,TbccLeaves,249
ago,197,BeansDry,3956
ago,197,Cassava,301179
ago,197,Potatoes,7479
ago,197,SweetPotato,26645
ago,197,SugarCane,25423
ago,197,CashewNuts,80
ago,197,OnionShlltGn,913
ago,197,Tomatoes,968
ago,197,VgtbFrshNES,17407
alb,54,Barley,30
alb,54,Maize,248
alb,54,Oats,64
alb,54,Wheat,266
alb,54,Alff4FrgSlg,7618
alb,54,Maize4FrgSlg,2023
alb,54,Apples,55
alb,54,Cherries,22
alb,54,Figs,61
alb,54,Grapes,366
alb,54,Pears,18
alb,54,Plums,56
alb,54,SourCherries,37
alb,54,Olives,119
alb,54,TbccLeaves,78
alb,54,BeansDry,16
alb,54,Pulsesnes,2
alb,54,Vetches,7
alb,54,Potatoes,897
alb,54,SugarBeets,419
alb,54,Nutsnes,11
alb,54,Tomatoes,666
alb,54,VgtbFrshNES,929
alb,55,Barley,2808
alb,55,Maize,185152
alb,55,Oats,14917
alb,55,Rye,2491
alb,55,Wheat,309254
alb,55,SeedCotton,802
alb,55,Alff4FrgSlg,1783217
alb,55,Maize4FrgSlg,473646
alb,55,Apples,12810
alb,55,Apricots,925
alb,55,Cherries,5140
alb,55,Figs,14169
alb,55,Grapes,77074
alb,55,Oranges,2335
alb,55,Peach_Nctrn,2001
alb,55,Pears,4119
alb,55,Plums,13162
alb,55,Quinces,651
alb,55,SourCherries,8628
alb,55,Olives,36375
alb,55,Soybeans,467
alb,55,SnflwrSeed,2177
alb,55,Hops,347
alb,55,spicesnes,281
alb,55,TbccLeaves,4887
alb,55,BeansDry,21991
alb,55,BrdBeansDry,186
alb,55,Pulsesnes,450
alb,55,Vetches,1582
alb,55,Potatoes,148294
alb,55,SugarBeets,38993
alb,55,Chestnuts,403
alb,55,Nutsnes,2516
alb,55,BeanGreen,3297
alb,55,BrdBeanGreen,122
alb,55,Tomatoes,155887
alb,55,VgtbFrshNES,217391
are,94,Wheat,139
are,94,Alff4FrgSlg,234197
are,94,GrsNESFrgSlg,1725011
are,94,Bananas,19
are,94,CitrusFrtNES,6222
are,94,Dates,763256
are,94,Figs,477
are,94,FrtFrshNES,5571
are,94,Grapes,179
are,94,Lmn_Lme,15960
are,94,Mangoes,8180
are,94,TbccLeaves,759
are,94,Potatoes,8530
are,94,Almonds,384
are,94,BeanGreen,1662
are,94,Cabbages,58231
are,94,Cntlp_othMln,50917
are,94,Carrots,1873
are,94,Cauliflower,15605
are,94,Chll_PpprGrn,7490
are,94,Ccmbr_Ghrkn,22961
are,94,Eggplants,13830
are,94,Lettuce,1397
are,94,OnionShlltGn,27983
are,94,PmpknSqshGrd,34638
are,94,Spinach,55871
are,94,Tomatoes,544451
are,94,VgtbFrshNES,115486
are,94,Watermelons,8328
arg,169,Barley,112
arg,169,Cerealsnes,1
arg,169,Maize,26
arg,169,Millet,5
arg,169,Oats,56
arg,169,PaddyRice,1
arg,169,Rye,6
arg,169,Wheat,589
arg,169,Alff4FrgSlg,9401
arg,169,Clovr4FrgSlg,326
arg,169,GrsNESFrgSlg,19621
arg,169,Maize4FrgSlg,145
arg,169,Apples,776
arg,169,Cherries,100
arg,169,Grapes,459
arg,169,Peach_Nctrn,40
arg,169,Pears,80
arg,169,Plums,38
arg,169,Quinces,18
arg,169,Linseed,5
arg,169,Olives,11
arg,169,Rapeseed,5
arg,169,SnflwrSeed,3
arg,169,TungNuts,4
arg,169,BeansDry,1
arg,169,Potatoes,946
arg,169,Cntlp_othMln,21
arg,169,Carrots,258
arg,169,Garlic,387
arg,169,OnionDry,178
arg,169,PeasGreen,2
arg,169,PmpknSqshGrd,31
arg,169,Tomatoes,368
arg,169,VgtbFrshNES,587
arg,169,Watermelons,15
arg,200,Oats,3
arg,200,Alff4FrgSlg,19
arg,200,Clovr4FrgSlg,18
arg,200,GrsNESFrgSlg,1909
arg,200,PeasDry,1
arg,200,Potatoes,6
arg,200,SweetPotato,4
arg,200,Carrots,86
arg,200,Garlic,15
arg,203,Barley,787
arg,203,CanarySeed,1615
arg,203,Cerealsnes,870
arg,203,Maize,1050987
arg,203,Millet,3374
arg,203,Oats,48991
arg,203,PaddyRice,252
arg,203,Rye,6642
arg,203,Sorghum,448733
arg,203,Wheat,984708
arg,203,FibreCropNES,126
arg,203,FlaxFibr_Tow,161
arg,203,SeedCotton,19483
arg,203,Alff4FrgSlg,3523473
arg,203,Clovr4FrgSlg,235576
arg,203,GrsNESFrgSlg,3167898
arg,203,Maize4FrgSlg,1581977
arg,203,Srgm4FrgSlg,2343491
arg,203,Apples,708
arg,203,Apricots,2221
arg,203,Avocados,263
arg,203,Bananas,379
arg,203,Cherries,17
arg,203,Figs,69
arg,203,Grpfrt_Pmlos,17286
arg,203,Grapes,18242
arg,203,Lmn_Lme,470458
arg,203,Mangoes,548
arg,203,Oranges,19313
arg,203,Papayas,36
arg,203,Peach_Nctrn,12921
arg,203,Pears,1820
arg,203,Plums,1782
arg,203,Quinces,4525
arg,203,Strawberries,711
arg,203,TngMndClmnt,9646
arg,203,GrndntWShll,13171
arg,203,Linseed,3962
arg,203,Olives,7981
arg,203,SfflwrSeed,2
arg,203,Soybeans,2351070
arg,203,SnflwrSeed,14272
arg,203,TungNuts,2831
arg,203,Ans_bdn_fnnl,220
arg,203,Hops,24
arg,203,Pimento,263
arg,203,spicesnes,124
arg,203,TbccLeaves,11238
arg,203,BeansDry,29806
arg,203,BrdBeansDry,1140
arg,203,ChickPeas,5
arg,203,Lentils,555
arg,203,Lupins,6
arg,203,PeasDry,825
arg,203,Potatoes,626049
arg,203,SweetPotato,49541
arg,203,SugarCane,10290585
arg,203,Almonds,36
arg,203,Walnuts,741
arg,203,Artichokes,6968
arg,203,Asparagus,547
arg,203,BeanGreen,318
arg,203,Cntlp_othMln,9855
arg,203,Carrots,38828
arg,203,Chll_PpprGrn,10210
arg,203,Garlic,385
arg,203,OnionDry,59332
arg,203,PeasGreen,2092
arg,203,PmpknSqshGrd,25199
arg,203,StringBeans,3712
arg,203,Tomatoes,38617
arg,203,VgtbFrshNES,75236
arg,203,Watermelons,14423
arg,205,Barley,90
arg,205,Cerealsnes,107
arg,205,Maize,164997
arg,205,Millet,446
arg,205,Oats,6598
arg,205,PaddyRice,80
arg,205,Rye,877
arg,205,Sorghum,20298
arg,205,Wheat,15736
arg,205,FibreCropNES,15
arg,205,FlaxFibr_Tow,20
arg,205,SeedCotton,1083
arg,205,Alff4FrgSlg,149861
arg,205,Clovr4FrgSlg,31073
arg,205,GrsNESFrgSlg,1899148
arg,205,Maize4FrgSlg,420292
arg,205,Srgm4FrgSlg,454959
arg,205,Apples,881
arg,205,Apricots,280
arg,205,Avocados,27
arg,205,Bananas,175
arg,205,Figs,6
arg,205,Grpfrt_Pmlos,5594
arg,205,Grapes,87276
arg,205,Lmn_Lme,5456
arg,205,Mangoes,25
arg,205,Oranges,6944
arg,205,Peach_Nctrn,1293
arg,205,Pears,478
arg,205,Plums,465
arg,205,Quinces,699
arg,205,Strawberries,83
arg,205,TngMndClmnt,10911
arg,205,GrndntWShll,10394
arg,205,Linseed,522
arg,205,Olives,1052
arg,205,Soybeans,56267
arg,205,SnflwrSeed,15333
arg,205,TungNuts,373
arg,205,Ans_bdn_fnnl,28
arg,205,Hops,2
arg,205,Pimento,33
arg,205,spicesnes,15
arg,205,TbccLeaves,172
arg,205,BeansDry,3250
arg,205,BrdBeansDry,139
arg,205,ChickPeas,7
arg,205,Lentils,71
arg,205,PeasDry,5
arg,205,Potatoes,382301
arg,205,SweetPotato,5665
arg,205,SugarCane,15301
arg,205,Almonds,3
arg,205,Walnuts,95
arg,205,Artichokes,899
arg,205,Asparagus,14
arg,205,BeanGreen,34
arg,205,Cntlp_othMln,3257
arg,205,Carrots,5704
arg,205,Chll_PpprGrn,1331
arg,205,Garlic,2484
arg,205,OnionDry,11084
arg,205,PeasGreen,274
arg,205,PmpknSqshGrd,3317
arg,205,StringBeans,481
arg,205,Tomatoes,29791
arg,205,VgtbFrshNES,20648
arg,205,Watermelons,2295
arg,206,Barley,63580
arg,206,CanarySeed,4355
arg,206,Cerealsnes,6616
arg,206,Maize,7456111
arg,206,Millet,16158
arg,206,Oats,208939
arg,206,PaddyRice,992302
arg,206,Rye,32530
arg,206,Sorghum,2186574
arg,206,Wheat,5188427
arg,206,FibreCropNES,611
arg,206,FlaxFibr_Tow,783
arg,206,SeedCotton,529771
arg,206,Alff4FrgSlg,13441512
arg,206,Clovr4FrgSlg,1149728
arg,206,GrsNESFrgSlg,12259677
arg,206,Maize4FrgSlg,4720955
arg,206,Srgm4FrgSlg,5760773
arg,206,Apples,18689
arg,206,Apricots,10825
arg,206,Avocados,1279
arg,206,Bananas,114668
arg,206,Cherries,247
arg,206,Figs,339
arg,206,Grpfrt_Pmlos,164781
arg,206,Grapes,76094
arg,206,Lmn_Lme,510895
arg,206,Mangoes,982
arg,206,Oranges,659536
arg,206,Papayas,1658
arg,206,Peach_Nctrn,81159
arg,206,Pears,5429
arg,206,Pineapples,2352
arg,206,Plums,4478
arg,206,Quinces,1416
arg,206,Strawberries,3454
arg,206,TngMndClmnt,375229
arg,206,GrndntWShll,320866
arg,206,Linseed,19876
arg,206,Olives,38949
arg,206,Rapeseed,250
arg,206,SfflwrSeed,18359
arg,206,Soybeans,14122963
arg,206,SnflwrSeed,898167
arg,206,TungNuts,13814
arg,206,Ans_bdn_fnnl,1071
arg,206,Hops,115
arg,206,Mate,283833
arg,206,Pimento,1281
arg,206,spicesnes,603
arg,206,Tea,57042
arg,206,TbccLeaves,94425
arg,206,BeansDry,165883
arg,206,BrdBeansDry,5513
arg,206,ChickPeas,1066
arg,206,Lentils,2709
arg,206,Lupins,28
arg,206,PeasDry,19656
arg,206,Cassava,160615
arg,206,Potatoes,153289
arg,206,SweetPotato,179601
arg,206,SugarCane,5642249
arg,206,Almonds,171
arg,206,Walnuts,3624
arg,206,Artichokes,33990
arg,206,Asparagus,2511
arg,206,BeanGreen,1536
arg,206,Cntlp_othMln,27218
arg,206,Carrots,67380
arg,206,Chll_PpprGrn,49809
arg,206,Garlic,2348
arg,206,OnionDry,74474
arg,206,PeasGreen,10206
arg,206,PmpknSqshGrd,122976
arg,206,StringBeans,18108
arg,206,Tomatoes,117176
arg,206,VgtbFrshNES,341018
arg,206,Watermelons,92164
arg,209,Barley,158382
arg,209,CanarySeed,3669
arg,209,Cerealsnes,2434
arg,209,Maize,3192769
arg,209,Millet,9891
arg,209,Oats,116603
arg,209,PaddyRice,3115
arg,209,Rye,17819
arg,209,Sorghum,236179
arg,209,Wheat,2651963
arg,209,FibreCropNES,338
arg,209,FlaxFibr_Tow,430
arg,209,Alff4FrgSlg,16212531
arg,209,Clovr4FrgSlg,628428
arg,209,GrsNESFrgSlg,12246218
arg,209,Maize4FrgSlg,8855447
arg,209,Srgm4FrgSlg,2184947
arg,209,Apples,1521
arg,209,Apricots,5949
arg,209,Avocados,725
arg,209,Cherries,29
arg,209,Figs,195
arg,209,Grpfrt_Pmlos,256
arg,209,Grapes,161
arg,209,Lmn_Lme,32
arg,209,Oranges,97
arg,209,Peach_Nctrn,1528
arg,209,Pears,472
arg,209,Plums,161
arg,209,Quinces,33
arg,209,Strawberries,1929
arg,209,GrndntWShll,199401
arg,209,Linseed,10569
arg,209,Olives,21291
arg,209,Rapeseed,2079
arg,209,Soybeans,2340291
arg,209,SnflwrSeed,2022315
arg,209,TungNuts,7552
arg,209,Ans_bdn_fnnl,588
arg,209,Hops,68
arg,209,Pimento,703
arg,209,spicesnes,333
arg,209,BeansDry,19
arg,209,BrdBeansDry,3067
arg,209,ChickPeas,59
arg,209,Lentils,1485
arg,209,Lupins,17
arg,209,PeasDry,1242
arg,209,Potatoes,37707
arg,209,SweetPotato,676
arg,209,Almonds,101
arg,209,Walnuts,1982
arg,209,Artichokes,18624
arg,209,Asparagus,23
arg,209,BeanGreen,870
arg,209,Cntlp_othMln,107
arg,209,Carrots,1197
arg,209,Chll_PpprGrn,27261
arg,209,Garlic,1157
arg,209,OnionDry,2082
arg,209,PeasGreen,5581
arg,209,PmpknSqshGrd,67232
arg,209,StringBeans,9916
arg,209,Tomatoes,1208
arg,209,VgtbFrshNES,2649
arg,209,Watermelons,63
arg,210,Barley,384546
arg,210,CanarySeed,9824
arg,210,Cerealsnes,2641
arg,210,Maize,3735444
arg,210,Millet,10296
arg,210,Oats,103892
arg,210,PaddyRice,386
arg,210,Rye,17639
arg,210,Sorghum,84240
arg,210,Wheat,4977465
arg,210,FibreCropNES,334
arg,210,FlaxFibr_Tow,425
arg,210,Alff4FrgSlg,4441338
arg,210,Clovr4FrgSlg,621906
arg,210,GrsNESFrgSlg,19750352
arg,210,Maize4FrgSlg,1684906
arg,210,Srgm4FrgSlg,1368425
arg,210,Apples,25633
arg,210,Apricots,5886
arg,210,Avocados,715
arg,210,Cherries,1049
arg,210,Figs,189
arg,210,Grpfrt_Pmlos,3039
arg,210,Grapes,3645
arg,210,Lmn_Lme,4735
arg,210,Oranges,20025
arg,210,Peach_Nctrn,13232
arg,210,Pears,7588
arg,210,Plums,2548
arg,210,Quinces,129
arg,210,Strawberries,1908
arg,210,TngMndClmnt,6056
arg,210,GrndntWShll,2035
arg,210,Linseed,10459
arg,210,Olives,21070
arg,210,Rapeseed,2954
arg,210,Soybeans,3144284
arg,210,SnflwrSeed,1792941
arg,210,TungNuts,7473
arg,210,Ans_bdn_fnnl,581
arg,210,Hops,65
arg,210,Pimento,696
arg,210,spicesnes,330
arg,210,BeansDry,6
arg,210,BrdBeansDry,3034
arg,210,ChickPeas,77
arg,210,Lentils,1469
arg,210,Lupins,13
arg,210,PeasDry,2142
arg,210,Potatoes,772610
arg,210,SweetPotato,13073
arg,210,Almonds,98
arg,210,Walnuts,1961
arg,210,Artichokes,18428
arg,210,Asparagus,1919
arg,210,BeanGreen,859
arg,210,Cntlp_othMln,1191
arg,210,Carrots,38044
arg,210,Chll_PpprGrn,26977
arg,210,Garlic,3581
arg,210,OnionDry,134253
arg,210,PeasGreen,5523
arg,210,PmpknSqshGrd,66533
arg,210,StringBeans,9812
arg,210,Tomatoes,14448
arg,210,VgtbFrshNES,39184
arg,210,Watermelons,6247
arg,212,Barley,280
arg,212,CanarySeed,2
arg,212,Cerealsnes,153
arg,212,Maize,24261
arg,212,Millet,545
arg,212,Oats,5136
arg,212,PaddyRice,120
arg,212,Rye,768
arg,212,Sorghum,3654
arg,212,Wheat,77739
arg,212,FibreCropNES,18
arg,212,FlaxFibr_Tow,24
arg,212,Alff4FrgSlg,257937
arg,212,Clovr4FrgSlg,36044
arg,212,GrsNESFrgSlg,801940
arg,212,Maize4FrgSlg,130272
arg,212,Srgm4FrgSlg,69156
arg,212,Apples,244561
arg,212,Apricots,331
arg,212,Avocados,34
arg,212,Cherries,2673
arg,212,Figs,8
arg,212,Grpfrt_Pmlos,268
arg,212,Grapes,1791765
arg,212,Lmn_Lme,1384
arg,212,Oranges,749
arg,212,Peach_Nctrn,93259
arg,212,Pears,156501
arg,212,Plums,65558
arg,212,Quinces,11698
arg,212,Strawberries,100
arg,212,GrndntWShll,66
arg,212,Linseed,606
arg,212,Olives,1219
arg,212,Rapeseed,26
arg,212,Soybeans,2898
arg,212,SnflwrSeed,7874
arg,212,TungNuts,432
arg,212,Ans_bdn_fnnl,33
arg,212,Hops,3
arg,212,Pimento,39
arg,212,spicesnes,18
arg,212,TbccLeaves,17
arg,212,BeansDry,441
arg,212,BrdBeansDry,166
arg,212,ChickPeas,2
arg,212,Lentils,56
arg,212,PeasDry,5
arg,212,Potatoes,60064
arg,212,SweetPotato,6735
arg,212,Almonds,4
arg,212,Walnuts,111
arg,212,Artichokes,1053
arg,212,Asparagus,1478
arg,212,BeanGreen,43
arg,212,Cntlp_othMln,21398
arg,212,Carrots,62439
arg,212,Chll_PpprGrn,1549
arg,212,Garlic,90978
arg,212,OnionDry,191246
arg,212,PeasGreen,318
arg,212,PmpknSqshGrd,3846
arg,212,StringBeans,562
arg,212,Tomatoes,241498
arg,212,VgtbFrshNES,64348
arg,212,Watermelons,3285
arg,213,Barley,111
arg,213,Cerealsnes,119
arg,213,Maize,4048
arg,213,Millet,468
arg,213,Oats,4754
arg,213,PaddyRice,22
arg,213,Rye,806
arg,213,Sorghum,721
arg,213,Wheat,270097
arg,213,FibreCropNES,15
arg,213,FlaxFibr_Tow,19
arg,213,Alff4FrgSlg,182001
arg,213,Clovr4FrgSlg,28373
arg,213,GrsNESFrgSlg,414933
arg,213,Maize4FrgSlg,8034
arg,213,Srgm4FrgSlg,36803
arg,213,Apples,608471
arg,213,Apricots,266
arg,213,Avocados,30
arg,213,Cherries,613
arg,213,Figs,7
arg,213,Grapes,20346
arg,213,Peach_Nctrn,11083
arg,213,Pears,291530
arg,213,Plums,3976
arg,213,Quinces,407
arg,213,Strawberries,84
arg,213,Linseed,477
arg,213,Olives,961
arg,213,Rapeseed,8
arg,213,Soybeans,93
arg,213,SnflwrSeed,6073
arg,213,TungNuts,341
arg,213,Ans_bdn_fnnl,26
arg,213,Hops,3
arg,213,Pimento,31
arg,213,spicesnes,15
arg,213,BeansDry,9
arg,213,BrdBeansDry,136
arg,213,Lentils,66
arg,213,Potatoes,14715
arg,213,SweetPotato,18
arg,213,Almonds,4
arg,213,Walnuts,89
arg,213,Artichokes,836
arg,213,Asparagus,10
arg,213,BeanGreen,37
arg,213,Cntlp_othMln,1610
arg,213,Carrots,2496
arg,213,Chll_PpprGrn,1226
arg,213,Garlic,507
arg,213,OnionDry,90850
arg,213,PeasGreen,252
arg,213,PmpknSqshGrd,3034
arg,213,StringBeans,446
arg,213,Tomatoes,31178
arg,213,VgtbFrshNES,14639
arg,213,Watermelons,251
arg,214,Millet,1
arg,214,Oats,7
arg,214,Rye,1
arg,214,Alff4FrgSlg,833
arg,214,Clovr4FrgSlg,37
arg,214,GrsNESFrgSlg,658
arg,214,Apples,3852
arg,214,Grapes,130
arg,214,Peach_Nctrn,79
arg,214,Pears,1819
arg,214,Plums,25
arg,214,Quinces,9
arg,214,Linseed,1
arg,214,Olives,1
arg,214,OnionDry,188
arg,214,Tomatoes,343
arg,214,VgtbFrshNES,42
arg,215,Barley,106
arg,215,Cerealsnes,8
arg,215,Maize,239
arg,215,Millet,30
arg,215,Oats,344
arg,215,Rye,58
arg,215,Sorghum,64
arg,215,Wheat,6213
arg,215,FlaxFibr_Tow,1
arg,215,Alff4FrgSlg,60728
arg,215,Clovr4FrgSlg,1976
arg,215,GrsNESFrgSlg,137318
arg,215,Maize4FrgSlg,2089
arg,215,Srgm4FrgSlg,338
arg,215,Apples,4061
arg,215,Apricots,15
arg,215,Cherries,256
arg,215,Grapes,294
arg,215,Peach_Nctrn,208
arg,215,Pears,602
arg,215,Plums,72
arg,215,Quinces,27
arg,215,Linseed,33
arg,215,Olives,66
arg,215,Rapeseed,1
arg,215,Soybeans,2
arg,215,SnflwrSeed,148
arg,215,TungNuts,23
arg,215,Ans_bdn_fnnl,1
arg,215,Pimento,2
arg,215,Lentils,4
arg,215,Potatoes,24084
arg,215,Walnuts,5
arg,215,Artichokes,48
arg,215,Cntlp_othMln,592
arg,215,Carrots,2047
arg,215,Chll_PpprGrn,74
arg,215,Garlic,704
arg,215,OnionDry,4543
arg,215,PeasGreen,16
arg,215,PmpknSqshGrd,202
arg,215,StringBeans,26
arg,215,Tomatoes,4457
arg,215,VgtbFrshNES,4848
arg,215,Watermelons,44
arm,72,Barley,73576
arm,72,Cerealsnes,5168
arm,72,Maize,7512
arm,72,Oats,970
arm,72,PaddyRice,3
arm,72,Rye,199
arm,72,Wheat,220115
arm,72,SeedCotton,24
arm,72,FrgProdNES,2556599
arm,72,Maize4FrgSlg,3794
arm,72,MxGrss_Lgm,492
arm,72,Vgt_RootFddr,6127
arm,72,Apples,33905
arm,72,Apricots,15092
arm,72,Berriesnes,394
arm,72,Cherries,3578
arm,72,FrtFrshNES,1345
arm,72,FrtTrpFrNES,1406
arm,72,Grapes,99948
arm,72,Oranges,7
arm,72,Peach_Nctrn,14063
arm,72,Pears,15958
arm,72,Plums,9015
arm,72,StnFrtNESFrh,9546
arm,72,TngMndClmnt,1
arm,72,Oilseedsnes,1
arm,72,SnflwrSeed,1
arm,72,TbccLeaves,1767
arm,72,BeansDry,3591
arm,72,BrdBeansDry,1
arm,72,Lentils,11
arm,72,PeasDry,51
arm,72,Pulsesnes,51
arm,72,Vetches,101
arm,72,Potatoes,396564
arm,72,SugarBeets,49
arm,72,Almonds,27
arm,72,HzlntFlbrt,3
arm,72,Nutsnes,1
arm,72,Walnuts,2
arm,72,Cabbages,69142
arm,72,Carrots,10992
arm,72,Cauliflower,2536
arm,72,Chll_PpprGrn,1
arm,72,Ccmbr_Ghrkn,30597
arm,72,Eggplants,3
arm,72,Garlic,6112
arm,72,OnionDry,27389
arm,72,PeasGreen,562
arm,72,Tomatoes,122282
arm,72,VgtbFrshNES,78332
arm,72,Watermelons,53586
aus,184,CanarySeed,1
aus,184,Maize,885
aus,184,Oats,331
aus,184,Rye,5
aus,184,Sorghum,43
