# File: MIRCA_irrHA_ha.csv
# Title: MIRCA irrigated harvested area
# Units: ha
# Author: lds
# Description: mirca irrigated harvested area (ha) for sage land cells in country X glu
# Original source: MIRCA2000; country raster; new glu raster
# Source: https://github.com/JGCRI/lds
# ----------
iso,glu_code,mirca_crop,value
bra,195,21,1070
bra,195,22,2522
bra,195,23,51846
bra,195,24,126258
bra,195,25,29323
bra,195,26,86611
bra,206,1,1031
bra,206,2,65379
bra,206,3,382620
bra,206,4,4
bra,206,7,24
bra,206,8,58992
bra,206,10,30530
bra,206,11,1554
bra,206,12,194994
bra,206,16,430
bra,206,17,41248
bra,206,18,37557
bra,206,20,6502
bra,206,21,9569
bra,206,23,32845
bra,206,24,198062
bra,206,25,21333
bra,206,26,113052
brn,159,3,322
brn,159,24,250
brn,159,26,375
btn,110,1,1756
btn,110,3,39278
btn,110,4,1756
btn,110,10,717
bwa,188,26,4
bwa,194,26,2
bwa,197,18,84
bwa,197,26,3
bwa,199,18,237
bwa,199,26,290
caf,151,3,3
caf,151,26,4
caf,183,3,37
caf,183,26,25
can,2,1,26
can,2,2,9
can,2,4,46
can,2,5,1
can,2,9,4
can,2,24,11
can,2,25,528
can,2,26,1
can,7,2,613
can,7,4,26
can,7,9,27
can,7,24,4079
can,7,25,1853
can,7,26,379
can,10,1,55
can,10,2,11
can,10,4,91
can,10,5,1
can,10,9,8
can,10,24,535
can,10,25,928
can,10,26,1
can,15,2,1
can,15,4,2
can,15,24,2
can,15,25,43
can,19,1,33
can,19,2,65
can,19,4,34
can,19,5,10
can,19,9,1
can,19,24,1057
can,19,25,3215
can,23,1,85604
can,23,2,15049
can,23,4,91382
can,23,5,1142
can,23,7,65
can,23,9,56918
can,23,24,10659
can,23,25,195490
can,23,26,58395
can,27,1,52
can,27,2,813
can,27,4,462
can,27,5,19
can,27,7,1
can,27,9,34
can,27,24,35668
can,27,25,22256
can,27,26,656
can,40,1,2
can,40,2,11
can,40,4,37
can,40,9,3
can,40,24,323
can,40,25,695
can,40,26,7
can,223,1,296
can,223,2,10
can,223,4,172
can,223,5,5
can,223,9,15
can,223,24,80
can,223,25,2603
can,223,26,34
can,227,1,1296
can,227,2,10310
can,227,4,1011
can,227,5,968
can,227,9,42
can,227,24,4721
can,227,25,49470
can,227,26,3
can,229,1,100
can,229,2,9659
can,229,4,362
can,229,5,13
can,229,7,1
can,229,9,207
can,229,24,12107
can,229,25,17688
can,229,26,644
can,232,1,5
can,232,2,9
can,232,4,33
can,232,5,1
can,232,9,2
can,232,24,246
can,232,25,904
che,32,2,1073
che,32,10,745
che,32,13,727
che,32,24,1595
che,32,25,701
che,32,26,1618
che,54,26,41
che,57,2,37
che,57,10,33
che,57,13,34
che,57,24,52
che,57,25,40
che,57,26,1942
che,62,2,389
che,62,10,221
che,62,13,239
che,62,24,344
che,62,25,259
che,62,26,4399
chl,169,1,98449
chl,169,2,60662
chl,169,3,18772
chl,169,4,13039
chl,169,10,15190
chl,169,13,30097
chl,169,16,31967
chl,169,18,8398
chl,169,20,40361
chl,169,24,128017
chl,169,26,231086
chl,180,24,1
chl,200,20,1
chl,200,24,1898
chl,207,1,13130
chl,207,2,22832
chl,207,3,6951
chl,207,4,960
chl,207,10,5786
chl,207,13,8041
chl,207,16,8027
chl,207,18,4579
chl,207,20,9141
chl,207,24,86695
chl,207,26,47768
chl,215,25,7
chn,37,1,61155
chn,37,2,12651
chn,37,3,34448
chn,37,4,85
chn,37,5,39
chn,37,6,125
chn,37,7,93
chn,37,8,8728
chn,37,9,203
chn,37,10,605
chn,37,12,1086
chn,37,16,6544
chn,37,18,399
chn,37,21,10543
chn,37,24,1096
chn,37,26,4905
chn,42,1,650673
chn,42,2,301914
chn,42,3,917477
chn,42,4,9267
chn,42,5,4407
chn,42,6,10400
chn,42,7,15095
chn,42,8,80920
chn,42,9,13341
chn,42,10,3758
chn,42,12,15995
chn,42,16,65197
chn,42,18,10293
chn,42,21,30116
chn,42,24,23020
chn,42,26,53891
chn,43,1,1950133
chn,43,2,1347112
chn,43,3,838728
chn,43,4,14484
chn,43,5,6978
chn,43,6,22388
chn,43,7,23059
chn,43,8,180736
chn,43,9,17632
chn,43,10,29233
chn,43,12,26843
chn,43,16,108443
chn,43,18,26101
chn,43,21,160144
chn,43,24,84528
chn,43,26,80247
chn,56,1,50958
chn,56,2,9854
chn,56,3,111262
chn,56,4,762
chn,56,5,373
chn,56,6,1957
chn,56,7,1265
chn,56,8,9679
chn,56,9,221
chn,56,10,56
chn,56,12,1600
chn,56,16,7889
chn,56,18,1093
chn,56,21,2
chn,56,24,2060
chn,56,26,3456
chn,66,1,1674018
chn,66,2,1214757
chn,66,3,622009
chn,66,4,13353
chn,66,5,6412
chn,66,6,20487
chn,66,7,22513
chn,66,8,174223
chn,66,9,11010
chn,66,10,24586
chn,66,12,24368
chn,66,16,109224
chn,66,17,1
chn,66,18,19961
chn,66,21,161871
chn,66,24,73963
chn,66,26,99672
chn,68,1,114333
chn,68,2,48067
chn,68,3,191535
chn,68,4,2419
chn,68,5,1175
chn,68,6,2709
chn,68,7,3547
chn,68,8,26163
chn,68,9,4249
chn,68,10,434
chn,68,12,3591
chn,68,16,16492
chn,68,18,3392
chn,68,21,280
chn,68,24,9882
chn,68,26,14407
chn,77,1,4418777
chn,77,2,3138611
chn,77,3,1821437
chn,77,4,32818
chn,77,5,15666
chn,77,6,52761
chn,77,7,47730
chn,77,8,382763
chn,77,9,40760
chn,77,10,57287
chn,77,12,64881
chn,77,16,230738
chn,77,18,57930
chn,77,21,429058
chn,77,24,187999
chn,77,26,171097
chn,78,1,2547800
chn,78,2,1363497
chn,78,3,7833774
chn,78,4,39962
chn,78,5,19206
chn,78,6,59611
chn,78,7,66982
chn,78,8,463689
chn,78,9,42308
chn,78,10,84636
chn,78,12,62657
chn,78,16,325022
chn,78,18,65839
chn,78,21,258063
chn,78,24,241331
chn,78,26,233985
chn,79,1,3786350
chn,79,2,2465427
chn,79,3,1797222
chn,79,4,26470
chn,79,5,12719
chn,79,6,38721
chn,79,7,38462
chn,79,8,348042
chn,79,9,38674
chn,79,10,53744
chn,79,12,64593
chn,79,16,180333
chn,79,18,46972
chn,79,21,298918
chn,79,24,153995
chn,79,26,161004
chn,85,1,519748
chn,85,2,282352
chn,85,3,737097
chn,85,4,4165
chn,85,5,2022
chn,85,6,11362
chn,85,7,7724
chn,85,8,89256
chn,85,9,4076
chn,85,10,29929
chn,85,12,13525
chn,85,16,59336
chn,85,18,15204
chn,85,21,88667
chn,85,24,63181
chn,85,26,34757
chn,89,1,302
chn,89,2,11
chn,89,3,42
chn,89,8,286
chn,89,10,1
chn,89,12,1
chn,89,16,2
chn,89,18,77
chn,89,21,2
chn,89,24,281
chn,92,1,2450
chn,92,8,2450
chn,92,18,219
chn,92,24,2419
chn,106,1,5181628
chn,106,2,2424167
chn,106,3,17474250
chn,106,4,78548
chn,106,5,37818
chn,106,6,120453
chn,106,7,124940
chn,106,8,1031455
chn,106,9,97877
chn,106,10,186526
chn,106,12,143937
chn,106,16,689120
chn,106,18,149329
chn,106,21,564543
chn,106,24,482791
chn,106,26,503294
chn,108,1,431372
chn,108,2,157464
chn,108,3,2809923
chn,108,4,10461
chn,108,5,5010
chn,108,6,14866
chn,108,7,13466
chn,108,8,132360
chn,108,9,14593
chn,108,10,17796
chn,108,12,18987
chn,108,16,86203
chn,108,18,17977
chn,108,21,63607
chn,108,24,51892
chn,108,26,67320
chn,109,1,39329
chn,109,2,14184
chn,109,3,304843
chn,109,4,719
chn,109,5,356
chn,109,6,1504
chn,109,7,1554
chn,109,8,13370
chn,109,9,1240
chn,109,10,1082
chn,109,12,1399
chn,109,16,8195
chn,109,18,2131
chn,109,21,3270
chn,109,24,5970
chn,109,26,5923
chn,110,1,44362
chn,110,2,19455
chn,110,3,79733
chn,110,4,683
chn,110,5,326
chn,110,6,1054
chn,110,7,1077
chn,110,8,6267
chn,110,9,852
chn,110,10,1515
chn,110,12,1353
chn,110,16,5646
chn,110,18,967
chn,110,21,4563
chn,110,24,1724
chn,110,26,4106
chn,112,1,92902
chn,112,2,21205
chn,112,3,821808
chn,112,4,2229
chn,112,5,1069
chn,112,6,3140
chn,112,7,1790
chn,112,8,26063
chn,112,9,2549
chn,112,10,8941
chn,112,12,11386
chn,112,16,24025
chn,112,18,5468
chn,112,21,11593
chn,112,24,24885
chn,112,26,16865
chn,124,1,30926
chn,124,2,4687
chn,124,3,221918
chn,124,4,705
chn,124,5,378
chn,124,6,637
chn,124,7,1218
chn,124,8,7544
chn,124,9,958
chn,124,10,1665
chn,124,12,1547
chn,124,16,6458
chn,124,18,1399
chn,124,21,4402
chn,124,24,4693
chn,124,26,4817
chn,125,1,38694
chn,125,2,16488
chn,125,3,332632
chn,125,4,1045
chn,125,5,517
chn,125,6,2309
chn,125,7,1881
chn,125,8,12052
chn,125,9,1388
chn,125,10,1310
chn,125,12,2375
chn,125,16,8443
chn,125,18,1429
chn,125,21,3527
chn,125,24,5977
chn,125,26,4143
chn,127,1,17374
chn,127,2,7755
chn,127,3,112025
chn,127,4,395
chn,127,5,196
chn,127,6,236
chn,127,7,509
chn,127,8,5476
chn,127,9,451
chn,127,10,708
chn,127,12,2498
chn,127,16,3047
chn,127,18,843
chn,127,21,2672
chn,127,24,3847
chn,127,26,2332
chn,137,1,17699
chn,137,2,5790
chn,137,3,158593
chn,137,4,407
chn,137,5,188
chn,137,6,2366
chn,137,7,1180
chn,137,8,4386
chn,137,9,614
chn,137,10,1230
chn,137,12,4209
chn,137,16,5677
chn,137,18,887
chn,137,21,4270
chn,137,24,5733
chn,137,26,2201
civ,142,3,1602
civ,142,12,16251
civ,142,24,15716
civ,142,26,3594
civ,149,3,116
civ,149,12,1245
civ,149,24,1648
civ,149,26,318
civ,160,3,33
civ,160,12,514
civ,160,24,385
civ,160,26,88
cmr,149,2,715
cmr,149,3,4256
cmr,149,24,872
cmr,149,26,3210
cmr,151,1,3
cmr,151,2,2194
cmr,151,3,13559
cmr,151,10,1
cmr,151,12,7
cmr,151,17,6
cmr,151,21,3
cmr,151,24,973
cmr,151,26,10181
cmr,162,2,452
cmr,162,3,2485
cmr,162,24,4153
cmr,162,26,1866
cod,183,3,1943
cod,183,12,5829
cod,188,12,4
cod,188,18,1
cod,188,23,11
cog,162,12,1685
cog,162,26,126
cog,183,12,77
cog,183,26,90
col,143,2,1224
col,143,3,57222
col,143,12,36417
col,143,18,1290
col,143,21,1841
col,143,24,4632
col,143,26,9946
col,156,2,290
col,156,3,22699
col,156,12,9060
col,156,18,485
col,156,21,626
col,156,24,1580
col,156,26,5515
col,157,2,3770
col,157,3,24102
col,157,12,17174
col,157,18,827
col,157,21,1321
col,157,24,11244
col,157,26,5612
col,166,2,10708
col,166,3,199404
col,166,12,104781
col,166,18,12345
col,166,21,18137
col,166,24,39317
col,166,26,39418
col,168,2,2
col,168,3,980
col,168,12,504
col,168,18,32
col,168,21,50
col,168,24,183
col,168,26,392
cri,135,3,39817
cri,135,12,31720
cri,135,17,3415
cri,135,18,9190
cri,135,24,33418
cri,135,26,2561
cub,101,2,146289
cub,101,10,99519
cub,101,12,383110
cub,101,18,59470
cub,101,26,110640
cyp,75,1,566
cyp,75,2,20
cyp,75,4,2171
cyp,75,10,5201
cyp,75,17,666
cyp,75,18,1036
cyp,75,20,1930
cyp,75,24,6952
cyp,75,25,1395
cyp,75,26,6551
cze,29,10,17
cze,29,20,112
cze,29,24,107
cze,29,26,22
cze,31,10,1100
cze,31,20,890
cze,31,24,2393
cze,31,26,4544
cze,54,10,540
cze,54,13,3
cze,54,20,654
cze,54,24,2467
cze,54,26,3710
deu,21,2,260
deu,21,10,1588
deu,21,13,3400
deu,21,24,499
deu,21,26,3510
deu,28,2,2882
deu,28,10,22083
deu,28,13,24649
deu,28,24,1641
deu,28,26,13861
deu,29,2,290
deu,29,10,1441
deu,29,13,1230
deu,29,24,368
deu,29,25,11
deu,29,26,2986
deu,31,2,3758
deu,31,10,23821
deu,31,13,28244
deu,31,24,3204
deu,31,26,30369
deu,32,2,3337
deu,32,10,18135
deu,32,13,32299
deu,32,24,2592
deu,32,25,144
deu,32,26,21486
deu,54,2,660
deu,54,10,6505
deu,54,13,6093
deu,54,24,931
deu,54,26,4255
dji,100,2,1
dji,100,19,38
dji,100,26,257
dji,179,19,6
dji,179,26,50
dnk,12,1,4
dnk,12,2,11
dnk,12,4,5
dnk,12,5,10
dnk,12,10,17
dnk,12,24,2
dnk,12,25,1
dnk,21,1,42802
dnk,21,2,23543
dnk,21,4,50494
dnk,21,5,46516
dnk,21,10,22837
dnk,21,24,938
dnk,21,25,8768
dnk,21,26,4387
dom,101,3,110492
dom,101,12,95832
dom,101,24,1993
dom,101,26,2988
dza,80,1,30365
dza,80,10,26645
dza,80,15,5583
dza,80,18,23963
dza,80,19,97562
dza,80,20,35563
dza,80,24,55468
dza,80,26,104621
dza,86,10,166
dza,86,15,53
dza,86,18,99
dza,86,20,80
dza,86,24,178
dza,86,26,356
dza,144,1,2392
dza,144,10,29303
dza,144,15,9380
dza,144,18,17236
dza,144,19,12592
dza,144,20,15401
dza,144,24,32224
dza,144,26,63436
ecu,157,1,18481
ecu,157,2,119350
ecu,157,3,158561
ecu,157,4,12533
ecu,157,10,36205
ecu,157,12,69004
ecu,157,17,12392
ecu,157,18,20891
ecu,157,24,63616
ecu,157,26,38672
ecu,168,1,345
ecu,168,2,24865
ecu,168,3,13841
ecu,168,4,1415
ecu,168,10,3709
ecu,168,12,12970
ecu,168,17,2352
ecu,168,18,2505
ecu,168,21,12
ecu,168,24,4754
ecu,168,26,9703
ecu,180,1,164
ecu,180,2,15458
ecu,180,3,15482
ecu,180,4,31
ecu,180,10,70
ecu,180,12,2082
ecu,180,17,3215
ecu,180,18,1364
ecu,180,24,7832
ecu,180,26,6596
egy,75,1,5046
egy,75,2,10782
egy,75,3,2659
egy,75,4,4137
egy,75,7,1914
egy,75,8,17
egy,75,9,55
egy,75,10,295
egy,75,12,478
egy,75,13,454
egy,75,16,6822
egy,75,17,3317
egy,75,18,1752
egy,75,21,11717
egy,75,24,30896
egy,75,26,110770
egy,80,1,171
egy,80,2,4759
egy,80,3,11
egy,80,4,4598
egy,80,7,5
egy,80,9,3
egy,80,10,15
egy,80,12,24
egy,80,16,38
egy,80,17,4509
egy,80,18,7
egy,80,21,17580
egy,80,24,47607
egy,80,26,100710
egy,87,1,1020168
egy,87,2,807874
egy,87,3,644670
egy,87,4,83560
egy,87,7,153627
egy,87,8,5891
egy,87,9,15393
egy,87,10,93419
egy,87,12,134553
egy,87,13,62733
egy,87,16,51673
egy,87,17,152460
egy,87,18,143344
egy,87,21,254230
egy,87,24,255575
egy,87,26,1605474
egy,98,1,90
egy,98,2,368
egy,98,3,4
egy,98,4,276
egy,98,7,100
egy,98,9,1
egy,98,10,3
egy,98,12,5
egy,98,13,1
egy,98,16,5
egy,98,17,201
egy,98,18,7
egy,98,21,773
egy,98,24,2188
egy,98,26,7297
egy,100,2,30
egy,100,4,29
egy,100,17,29
egy,100,21,112
egy,100,24,304
egy,100,26,642
egy,144,1,2305
egy,144,2,1689
egy,144,3,751
egy,144,4,1351
egy,144,7,50
egy,144,8,2
egy,144,9,24
egy,144,10,152
egy,144,12,607
egy,144,13,1183
egy,144,16,70
egy,144,17,1557
egy,144,18,253
egy,144,21,5085
egy,144,24,13134
egy,144,26,41978
eri,87,7,1
eri,87,10,1
eri,87,12,57
