# File: MIRCA_rfdHA_ha.csv
# Title: MIRCA rainfed havested area
# Units: ha
# Author: lds
# Description: mirca rainfed havested area (ha) for sage land cells in country X glu
# Source: MIRCA2000; country raster; new glu raster
iso,glu_code,mirca_crop,value
aus,189,2,4212
aus,189,3,62
aus,189,4,642282
aus,189,5,5751
aus,189,6,10743
aus,189,7,289388
aus,189,8,17435
aus,189,9,68392
aus,189,10,3078
aus,189,12,166482
aus,189,15,269203
aus,189,16,8931
aus,189,17,331213
aus,189,18,144
aus,189,24,6352
aus,189,25,45738
aus,189,26,254204
aus,191,1,3968298
aus,191,2,107
aus,191,4,598948
aus,191,5,8073
aus,191,6,575
aus,191,7,300
aus,191,9,10
aus,191,10,607
aus,191,15,232188
aus,191,17,1047112
aus,191,18,42
aus,191,25,104459
aus,191,26,239645
aus,193,1,523792
aus,193,2,12
aus,193,4,214678
aus,193,5,1354
aus,193,6,32
aus,193,7,1392
aus,193,8,28
aus,193,9,446
aus,193,10,158
aus,193,12,808
aus,193,15,37494
aus,193,16,16
aus,193,17,137902
aus,193,18,20
aus,193,24,23
aus,193,25,17633
aus,193,26,43676
aus,202,1,1369277
aus,202,2,2
aus,202,4,822995
aus,202,5,4002
aus,202,6,97
aus,202,7,169
aus,202,9,7
aus,202,10,1049
aus,202,15,136665
aus,202,17,208551
aus,202,18,256
aus,202,25,58771
aus,202,26,178998
aus,208,1,4540639
aus,208,2,10002
aus,208,3,7561
aus,208,4,1235501
aus,208,5,13400
aus,208,6,22532
aus,208,7,307239
aus,208,8,18281
aus,208,9,40065
aus,208,10,3001
aus,208,12,3371
aus,208,15,637300
aus,208,16,1416
aus,208,17,393286
aus,208,18,134
aus,208,20,2
aus,208,21,17
aus,208,24,1698
aus,208,25,28589
aus,208,26,432257
aus,211,1,1036
aus,211,4,14121
aus,211,5,114
aus,211,7,30
aus,211,10,1148
aus,211,15,75
aus,211,17,1414
aus,211,18,3
aus,211,20,535
aus,211,24,1147
aus,211,25,39857
aut,31,1,2067
aut,31,2,1151
aut,31,4,1580
aut,31,5,364
aut,31,6,9
aut,31,8,78
aut,31,9,176
aut,31,10,182
aut,31,13,334
aut,31,15,448
aut,31,17,212
aut,31,20,337
aut,31,24,233
aut,31,25,665
aut,31,26,959
aut,32,1,453
aut,32,2,525
aut,32,4,401
aut,32,5,65
aut,32,6,3
aut,32,8,38
aut,32,9,2
aut,32,10,25
aut,32,13,55
aut,32,15,71
aut,32,17,70
aut,32,24,77
aut,32,25,219
aut,32,26,326
aut,54,1,271558
aut,54,2,253953
aut,54,4,229718
aut,54,5,51407
aut,54,6,1522
aut,54,8,16148
aut,54,9,21966
aut,54,10,15636
aut,54,13,35813
aut,54,15,53446
aut,54,17,35489
aut,54,20,42419
aut,54,24,32282
aut,54,25,111455
aut,54,26,147408
aut,57,1,23
aut,57,2,26
aut,57,4,20
aut,57,5,3
aut,57,8,2
aut,57,13,2
aut,57,15,4
aut,57,17,4
aut,57,24,2
aut,57,25,11
aut,57,26,12
aze,45,1,510
aze,45,4,100
aze,45,5,1
aze,45,9,9
aze,45,13,1
aze,45,17,12
aze,45,18,1
aze,45,20,30
aze,45,21,35
aze,45,24,143
aze,45,25,558
aze,45,26,117
aze,72,1,208859
aze,72,2,116
aze,72,3,1
aze,72,4,42901
aze,72,5,257
aze,72,6,29
aze,72,7,24
aze,72,8,108
aze,72,9,5368
aze,72,10,17
aze,72,13,662
aze,72,17,7160
aze,72,18,284
aze,72,20,11555
aze,72,21,15183
aze,72,24,63420
aze,72,25,331913
aze,72,26,44807
bdi,87,1,6440
bdi,87,2,65736
bdi,87,6,5479
bdi,87,7,31961
bdi,87,8,183
bdi,87,10,5885
bdi,87,11,44322
bdi,87,12,866
bdi,87,14,654
bdi,87,16,6893
bdi,87,17,187005
bdi,87,21,1918
bdi,87,23,19319
bdi,87,24,203221
bdi,87,26,96889
bdi,183,1,3983
bdi,183,2,46060
bdi,183,6,3845
bdi,183,7,21901
bdi,183,8,66
bdi,183,10,4018
bdi,183,11,25844
bdi,183,12,361
bdi,183,14,390
bdi,183,16,4779
bdi,183,17,115495
bdi,183,21,1143
bdi,183,23,11178
bdi,183,24,120375
bdi,183,26,58336
bel,32,1,41977
bel,32,2,34647
bel,32,4,13285
bel,32,5,155
bel,32,10,4824
bel,32,13,17108
bel,32,15,2273
bel,32,17,249
bel,32,20,6
bel,32,24,3298
bel,32,25,163
bel,32,26,17237
bel,36,1,70281
bel,36,2,86305
bel,36,4,13062
bel,36,5,289
bel,36,10,30000
bel,36,13,35968
bel,36,15,408
bel,36,17,512
bel,36,24,6594
bel,36,25,336
bel,36,26,31418
bel,41,1,332
bel,41,2,506
bel,41,4,21
bel,41,10,280
bel,41,13,173
bel,41,17,3
bel,41,24,40
bel,41,25,2
bel,41,26,224
bel,46,1,42
bel,46,2,25
bel,46,4,7
bel,46,10,12
bel,46,13,20
bel,46,24,3
bel,46,26,14
ben,142,2,377900
ben,142,3,5146
ben,142,6,11635
ben,142,7,59390
ben,142,8,2026
ben,142,11,136949
ben,142,12,322
ben,142,14,13244
ben,142,16,76705
ben,142,17,76162
ben,142,18,1186
ben,142,19,171
ben,142,21,169418
ben,142,23,265
ben,142,24,171004
ben,142,26,166459
ben,149,2,34210
ben,149,3,4799
ben,149,6,13676
ben,149,7,60352
ben,149,8,354
ben,149,11,10932
ben,149,12,79
ben,149,14,3223
ben,149,16,17485
ben,149,17,18922
ben,149,18,314
ben,149,19,47
ben,149,21,131906
ben,149,23,64
ben,149,24,42444
ben,149,26,31951
ben,160,2,11249
ben,160,3,8936
ben,160,6,10503
ben,160,7,31477
ben,160,8,114
ben,160,11,4059
ben,160,12,29
ben,160,14,1239
ben,160,16,9893
ben,160,17,11366
ben,160,18,185
ben,160,19,27
ben,160,21,11603
ben,160,23,25
ben,160,24,16867
ben,160,26,16730
bfa,142,2,42832
bfa,142,3,2625
bfa,142,6,13801
bfa,142,7,20540
bfa,142,8,71
bfa,142,10,6
bfa,142,11,17
bfa,142,16,21211
bfa,142,17,15822
bfa,142,18,5
bfa,142,21,9094
bfa,142,24,1028
bfa,142,26,3535
bfa,149,2,38649
bfa,149,3,6273
bfa,149,6,332392
bfa,149,7,249143
bfa,149,8,1323
bfa,149,10,89
bfa,149,11,319
bfa,149,16,51963
bfa,149,17,248654
bfa,149,18,32
bfa,149,21,20299
bfa,149,24,16679
bfa,149,26,22971
bfa,160,2,142101
bfa,160,3,17529
bfa,160,6,688450
bfa,160,7,822784
bfa,160,8,1706
bfa,160,10,107
bfa,160,11,411
bfa,160,16,155635
bfa,160,17,336625
bfa,160,18,94
bfa,160,21,139491
bfa,160,24,23913
bfa,160,26,32521
bgd,110,1,445479
bgd,110,2,3373
bgd,110,3,4871302
bgd,110,4,6517
bgd,110,6,50826
bgd,110,7,745
bgd,110,10,127407
bgd,110,12,4086
bgd,110,15,267484
bgd,110,16,26317
bgd,110,17,495321
bgd,110,18,12920
bgd,110,21,17871
bgd,110,24,493851
bgd,110,25,1736
bgd,110,26,809051
bgd,116,1,11859
bgd,116,2,166
bgd,116,3,311057
bgd,116,4,221
bgd,116,6,1743
bgd,116,7,25
bgd,116,10,5166
bgd,116,12,355
bgd,116,15,9883
bgd,116,16,3554
bgd,116,17,17421
bgd,116,18,511
bgd,116,21,601
bgd,116,24,16285
bgd,116,25,58
bgd,116,26,30087
bgr,54,1,562296
bgr,54,2,311093
bgr,54,3,152
bgr,54,4,114019
bgr,54,5,2845
bgr,54,6,1972
bgr,54,7,2178
bgr,54,8,3489
bgr,54,9,294898
bgr,54,10,15497
bgr,54,13,1595
bgr,54,15,5547
bgr,54,16,5335
bgr,54,17,18203
bgr,54,20,40948
bgr,54,21,149
bgr,54,24,38759
bgr,54,25,98931
bgr,54,26,111571
bgr,55,1,555045
bgr,55,2,147930
bgr,55,3,897
bgr,55,4,177532
bgr,55,5,14596
bgr,55,6,1868
bgr,55,7,2063
bgr,55,8,835
bgr,55,9,217545
bgr,55,10,29579
bgr,55,13,914
bgr,55,15,4861
bgr,55,16,5054
bgr,55,17,17243
bgr,55,20,82253
bgr,55,21,7487
bgr,55,24,36627
bgr,55,25,93686
bgr,55,26,129961
bhr,94,19,72
bhr,94,24,415
bih,54,1,60094
bih,54,2,132693
bih,54,4,14414
bih,54,5,2527
bih,54,8,2118
bih,54,9,27
bih,54,10,28138
bih,54,15,504
bih,54,17,9636
bih,54,20,1930
bih,54,24,25108
bih,54,25,24213
bih,54,26,103143
bih,55,1,34765
bih,55,2,76391
bih,55,4,8339
bih,55,5,1462
bih,55,8,1225
bih,55,9,16
bih,55,10,15572
bih,55,15,292
bih,55,17,5575
bih,55,20,1116
bih,55,24,14529
bih,55,25,14012
bih,55,26,58508
blr,17,1,204
blr,17,2,181
blr,17,4,411
blr,17,5,389
blr,17,9,5
blr,17,10,223
blr,17,15,48
blr,17,17,114
blr,17,24,55
blr,17,25,1059
blr,17,26,454
blr,25,1,57669
blr,25,2,55095
blr,25,4,116475
blr,25,5,110094
blr,25,9,1494
blr,25,10,66679
blr,25,13,337
blr,25,15,13647
blr,25,17,32348
blr,25,24,15578
blr,25,25,307628
blr,25,26,128570
blr,30,1,17849
blr,30,2,15338
blr,30,4,35614
blr,30,5,33728
blr,30,9,462
blr,30,10,29883
blr,30,13,7101
blr,30,15,4230
blr,30,17,9955
blr,30,24,4819
blr,30,25,91792
blr,30,26,37491
blr,35,1,93033
blr,35,2,86663
blr,35,4,187254
blr,35,5,177187
blr,35,9,2409
blr,35,10,147414
blr,35,13,25938
blr,35,15,22005
blr,35,17,52081
blr,35,24,25113
blr,35,25,491669
blr,35,26,203249
blr,39,1,206176
blr,39,2,181899
blr,39,4,413767
blr,39,5,391371
blr,39,9,5332
blr,39,10,378299
blr,39,13,20998
blr,39,15,48948
blr,39,17,115224
blr,39,24,55656
blr,39,25,1070026
blr,39,26,443721
blz,111,2,13186
blz,111,3,4099
blz,111,7,2576
blz,111,8,529
blz,111,10,73
blz,111,11,106
blz,111,12,25287
blz,111,16,95
blz,111,17,6421
blz,111,18,22922
blz,111,22,235
blz,111,23,24
blz,111,24,4617
blz,111,26,1082
blz,133,2,34
blz,133,3,26
blz,133,8,1
blz,133,12,6
blz,133,17,10
blz,133,18,23
blz,133,24,3
blz,133,26,1
bol,156,1,82970
bol,156,2,141829
bol,156,3,86933
bol,156,4,44748
bol,156,5,164
bol,156,7,29345
bol,156,8,331086
bol,156,9,79341
bol,156,10,49198
bol,156,11,26701
bol,156,12,43470
bol,156,16,6472
bol,156,17,18373
bol,156,18,14212
bol,156,20,1437
bol,156,21,39058
bol,156,22,3251
bol,156,23,13544
bol,156,24,82734
bol,156,25,69719
bol,156,26,86236
bol,200,1,15973
bol,200,2,15986
bol,200,3,5103
bol,200,4,6155
bol,200,5,24
bol,200,7,1
bol,200,8,32
bol,200,9,5
bol,200,10,24816
bol,200,11,2067
bol,200,12,120
bol,200,16,931
bol,200,17,2608
bol,200,18,1495
bol,200,20,600
bol,200,21,1506
bol,200,22,468
bol,200,23,10526
bol,200,24,7265
bol,200,25,10034
bol,200,26,20732
bol,206,1,43763
bol,206,2,104951
bol,206,3,45999
bol,206,4,29667
bol,206,5,109
bol,206,7,21181
bol,206,8,267397
bol,206,9,56960
bol,206,10,19553
bol,206,11,8628
bol,206,12,42879
bol,206,16,4290
bol,206,17,12064
bol,206,18,9852
bol,206,20,2275
bol,206,21,28438
bol,206,22,2158
bol,206,23,1041
bol,206,24,24203
bol,206,25,46277
bol,206,26,52103
bol,207,1,7
bol,207,2,5
bol,207,4,1
bol,207,10,5
bol,207,24,1
bol,207,25,2
bol,207,26,4
bra,156,1,323
bra,156,2,584997
bra,156,3,477227
bra,156,4,888
bra,156,5,2
bra,156,7,37055
bra,156,8,1647100
bra,156,9,4348
bra,156,10,16
bra,156,11,245384
bra,156,12,46961
bra,156,14,42
bra,156,15,1538
bra,156,16,2409
bra,156,17,96988
bra,156,18,8758
bra,156,20,206
bra,156,21,72423
bra,156,22,55982
bra,156,23,199606
bra,156,24,151466
bra,156,25,22
bra,156,26,31787
bra,161,2,756
bra,161,3,971
bra,161,9,10
bra,161,11,3275
bra,161,12,23
bra,161,15,4
bra,161,17,335
bra,161,18,490
bra,161,24,458
bra,161,26,38
bra,168,2,1061
bra,168,3,1343
bra,168,9,83
bra,168,11,3561
bra,168,12,117
bra,168,15,30
bra,168,17,286
bra,168,18,273
bra,168,22,12
bra,168,23,1
bra,168,24,2502
bra,168,26,512
bra,172,2,233112
bra,172,3,328034
bra,172,8,11661
bra,172,9,1926
bra,172,11,157714
bra,172,12,5780
bra,172,14,1603
bra,172,15,682
bra,172,16,35
bra,172,17,69695
bra,172,18,3036
bra,172,21,384
bra,172,22,316
bra,172,23,68
bra,172,24,45505
bra,172,26,10828
bra,174,1,3664
bra,174,2,451998
bra,174,3,340662
bra,174,4,2
bra,174,7,23553
bra,174,8,883721
bra,174,9,3780
bra,174,10,126
bra,174,11,176516
bra,174,12,59138
bra,174,14,12427
bra,174,15,1338
bra,174,16,903
bra,174,17,101620
bra,174,18,12896
bra,174,20,71
bra,174,21,125551
bra,174,22,17367
bra,174,23,5046
bra,174,24,97137
bra,174,26,28997
bra,186,2,763003
bra,186,3,57270
bra,186,7,21862
bra,186,8,13772
bra,186,9,6391
bra,186,10,727
bra,186,11,170493
bra,186,12,686768
bra,186,15,2261
bra,186,16,2590
bra,186,17,779620
bra,186,18,21473
bra,186,20,979
bra,186,21,40942
bra,186,23,23533
bra,186,24,643762
bra,186,26,70243
bra,187,2,332234
bra,187,3,199713
bra,187,7,170
bra,187,8,284654
bra,187,9,2523
bra,187,11,53416
bra,187,12,24900
bra,187,15,893
bra,187,16,92
bra,187,17,238290
bra,187,18,1572
bra,187,20,116
bra,187,21,12547
bra,187,23,2198
bra,187,24,146696
bra,187,26,12012
bra,192,1,6286
bra,192,2,724837
bra,192,3,77312
bra,192,4,196
bra,192,7,42421
bra,192,8,921965
bra,192,9,6192
bra,192,10,16461
bra,192,11,153091
bra,192,12,152990
bra,192,15,2191
bra,192,16,10349
bra,192,17,541689
bra,192,18,11971
bra,192,20,3738
bra,192,21,91983
bra,192,22,1916
bra,192,23,73882
bra,192,24,96351
bra,192,26,196684
bra,195,1,178890
bra,195,2,1313857
bra,195,3,226444
bra,195,4,33978
bra,195,5,1223
bra,195,7,10813
bra,195,8,771548
bra,195,9,11759
bra,195,10,54037
bra,195,11,366458
bra,195,12,312656
bra,195,14,28046
bra,195,15,4161
bra,195,16,8600
bra,195,17,601653
bra,195,18,177438
bra,195,20,28618
bra,195,21,10547
bra,195,22,586581
bra,195,23,844696
bra,195,24,394984
bra,195,26,368205
bra,206,1,1458887
bra,206,2,6821969
bra,206,3,355753
bra,206,4,102205
bra,206,5,5376
bra,206,7,292232
bra,206,8,8993389
bra,206,9,29518
bra,206,10,48342
bra,206,11,261696
bra,206,12,3331562
bra,206,14,659
bra,206,15,10450
bra,206,16,71875
bra,206,17,1178659
bra,206,18,749420
bra,206,20,15659
bra,206,21,364729
bra,206,22,89
bra,206,23,970066
bra,206,24,348127
bra,206,26,437145
brn,159,3,50
brn,159,11,144
brn,159,18,70
brn,159,24,3987
brn,159,26,10956
btn,110,1,6120
btn,110,2,38699
btn,110,4,1095
btn,110,6,6284
btn,110,8,1154
btn,110,10,2393
btn,110,12,411
btn,110,17,1984
btn,110,18,6953
btn,110,24,12396
btn,110,26,258
bwa,188,1,4
bwa,188,2,1334
bwa,188,6,213
bwa,188,7,275
bwa,188,9,62
bwa,188,16,53
bwa,188,17,432
bwa,188,21,13
bwa,188,24,25
bwa,188,26,229
bwa,194,1,114
bwa,194,2,15761
bwa,194,6,1
bwa,194,7,10640
bwa,194,9,2690
bwa,194,16,623
bwa,194,17,13250
bwa,194,21,413
bwa,194,24,781
bwa,194,26,7131
bwa,197,1,74
bwa,197,2,13098
bwa,197,6,3081
bwa,197,7,10412
bwa,197,9,1209
bwa,197,16,606
bwa,197,17,8693
bwa,197,21,268
bwa,197,24,512
bwa,197,26,4679
bwa,199,1,93
bwa,199,2,13560
bwa,199,6,2727
bwa,199,7,34236
bwa,199,9,610
bwa,199,16,1254
bwa,199,17,10768
bwa,199,21,332
bwa,199,24,632
bwa,199,26,5518
caf,87,2,40
caf,87,3,20
caf,87,6,14
caf,87,7,111
caf,87,10,1
caf,87,11,47
caf,87,12,36
caf,87,14,11
caf,87,16,200
caf,87,17,49
caf,87,18,4
caf,87,21,11
caf,87,24,139
caf,87,26,530
caf,151,2,17832
caf,151,3,1190
caf,151,6,9270
caf,151,7,23216
caf,151,10,172
caf,151,11,59890
caf,151,12,5786
caf,151,14,1750
caf,151,16,51730
caf,151,17,28220
caf,151,18,1754
caf,151,21,30377
caf,151,22,6
caf,151,23,173
caf,151,24,23817
caf,151,26,72470
caf,162,2,166
caf,162,3,7
caf,162,6,21
caf,162,7,118
caf,162,10,1
caf,162,11,364
caf,162,12,26
caf,162,14,8
caf,162,16,197
caf,162,17,31
caf,162,18,16
caf,162,21,26
caf,162,23,6
caf,162,24,131
caf,162,26,556
caf,183,2,76625
caf,183,3,11886
caf,183,6,1473
caf,183,7,20072
caf,183,10,188
caf,183,11,121439
caf,183,12,6391
caf,183,14,1930
caf,183,16,52395
caf,183,17,2533
caf,183,18,4599
caf,183,21,8723
caf,183,22,603
caf,183,23,20211
caf,183,24,29064
caf,183,26,87923
can,2,1,82351
can,2,2,15
can,2,4,61854
can,2,5,1419
can,2,8,1
can,2,10,73
can,2,13,40
can,2,15,74568
can,2,17,18423
can,2,25,142041
can,2,26,32087
can,7,2,560
can,7,4,349
can,7,5,63
can,7,10,739
can,7,17,2
can,7,20,32
can,7,25,13884
can,7,26,887
can,10,1,480078
can,10,2,124
can,10,4,261656
can,10,5,4596
can,10,8,7
can,10,10,527
can,10,13,550
can,10,15,435893
can,10,17,46361
can,10,25,962294
can,10,26,145727
can,15,1,333
can,15,2,168
can,15,4,4561
can,15,8,25
can,15,9,1
can,15,10,110
can,15,15,30
can,15,17,191
can,15,25,58592
can,15,26,3189
can,19,1,3210
can,19,2,5323
can,19,4,14025
can,19,5,495
can,19,8,776
can,19,9,19
can,19,10,4822
can,19,15,188
can,19,17,232
can,19,20,39
can,19,25,129343
can,19,26,20979
can,23,1,9193088
can,23,2,62564
can,23,4,3471146
can,23,5,100019
can,23,8,28024
can,23,9,20494
can,23,10,71095
can,23,13,11420
can,23,15,4148883
can,23,17,1721466
can,23,20,1
can,23,25,3783229
can,23,26,2371104
can,27,1,1364
can,27,2,7218
can,27,4,4007
can,27,5,470
can,27,9,1
can,27,10,1307
can,27,17,19
can,27,20,36
can,27,25,128456
can,27,26,8065
can,40,1,6259
can,40,2,8592
can,40,4,48956
can,40,5,57
can,40,8,1506
can,40,9,7
can,40,10,5654
can,40,15,2150
can,40,17,1185
can,40,25,165617
can,40,26,32869
can,223,1,413750
can,223,2,1596
can,223,4,83513
can,223,5,3899
can,223,8,1
can,223,9,126
can,223,10,3158
can,223,13,76
can,223,15,27086
can,223,17,74147
can,223,25,98881
can,223,26,58359
can,227,1,290460
can,227,2,1274337
can,227,4,193864
can,227,5,30972
can,227,8,1027865
can,227,9,268
can,227,10,46003
can,227,13,2317
can,227,15,24305
can,227,17,53778
can,227,20,6144
can,227,25,1492325
can,227,26,234354
can,229,1,1996
can,229,2,2209
can,229,4,2232
can,229,5,205
can,229,10,1916
can,229,15,919
can,229,17,17
can,229,20,1672
can,229,25,35698
can,229,26,6903
can,232,1,4272
can,232,2,2602
can,232,4,16847
can,232,5,488
can,232,8,702
can,232,9,1
can,232,10,26588
can,232,15,299
can,232,17,182
can,232,20,6
can,232,25,68998
can,232,26,9085
che,32,1,79814
che,32,2,52141
che,32,4,38658
che,32,5,2925
che,32,8,1547
che,32,9,2686
che,32,10,11289
che,32,13,14640
che,32,15,12467
che,32,17,2827
che,32,20,12667
che,32,24,14671
che,32,25,88223
che,32,26,18951
che,54,1,517
che,54,2,655
che,54,4,397
che,54,5,22
che,54,8,12
che,54,9,19
che,54,10,53
che,54,13,40
che,54,15,140
che,54,17,22
che,54,20,153
che,54,24,124
che,54,25,696
che,54,26,163
che,57,1,1906
che,57,2,1192
che,57,4,904
che,57,5,67
che,57,8,35
che,57,9,65
che,57,10,259
che,57,13,339
che,57,15,294
che,57,17,67
che,57,20,303
che,57,24,336
che,57,25,2064
che,57,26,385
che,62,1,11559
che,62,2,7121
che,62,4,5514
che,62,5,397
che,62,8,228
che,62,9,413
che,62,10,1522
che,62,13,1989
che,62,15,1829
che,62,17,407
che,62,20,1817
che,62,24,1998
che,62,25,12540
che,62,26,2546
chl,169,1,139784
chl,169,2,16693
chl,169,4,1604
chl,169,5,467
chl,169,9,2156
chl,169,10,15551
chl,169,13,5409
