# File: Mekonnen_Hoekstra_Rep47_A2.csv
# Title: Water footprint per ton of crop or derived crop product at national and sub-national level (1996-2005)
# Units: m3/ton
# Description: FAO_crop (item) and item_code are both updated to match primary (land-based) crops aglu/FAO/FAO_ag_items_PRODSTAT
# Source: http://waterfootprint.org/media/downloads/Report47-Appendix-II.zip
# Date of last update: 2022-03-15 (XZ)
# Column types: cicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
FAO_crop_item,item_code,water_type,afg,alb,dza,asm,ago,atg,arg,arm,aus,aut,aze,bhs,bhr,bgd,brb,blr,bel,blz,ben,bmu,btn,bol,bih,bwa,bra,brn,bgr,bfa,mmr,bdi,khm,cmr,can,cpv,cym,caf,tcd,chl,chn,col,com,cog,cod,cok,cri,civ,hrv,cub,cyp,cze,dnk,dji,dma,dom,tls,ecu,egy,slv,gnq,eri,est,eth,fsm,fji,fin,fra,guf,pyf,gab,gmb,pse,geo,deu,gha,grc,grd,glp,gum,gtm,gin,gnb,guy,hti,hnd,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,kir,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mdv,mli,mlt,mhl,mtq,mrt,mus,mex,mda,mng,msr,mar,moz,nam,nru,npl,nld,ncl,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,reu,rom,rus,rwa,kna,lca,spm,vct,wsm,stp,sau,sen,scg,syc,sle,sgp,svk,svn,slb,som,zaf,esp,lka,sdn,sur,swz,swe,che,syr,tjk,tza,tha,tgo,tkl,ton,tto,tun,tur,tkm,tuv,uga,ukr,are,gbr,usa,ury,uzb,vut,ven,vnm,wlf,esh,yem,zmb,zwe
"Beans, green",414,Green,,140.7257494,209.8242883,,,828.2746644,342.5470907,,404.9879367,184.1260426,,,,,,,140.8120951,,,,,1236.115998,553.5445396,,,,507.1539415,250.2267656,,,,622.7306199,399.020258,151.5332585,,,,171.2103936,220.349454,,,174.3966556,172.5622209,,,633.8257301,765.4522356,,114.9947299,358.9289812,2393.352905,,,,1912.912219,1537.156826,53.03582435,,,,,562.7492887,,,696.5530746,175.2622577,209.6615565,,,,38.65588123,,203.363412,213.9425527,118.8006104,,260.0656687,,334.7236852,,,270.8191837,,,243.899011,,998.28087,396.240558,98.15266667,180.2380591,203.2197108,69.75423928,228.0845278,,339.9930376,116.1592812,1446.301595,431.7042626,,,,23.00230243,256.328923,,,103.2817955,,,,1136.39619,,2013.863763,,,,,407.3361499,,,288.5326905,,502.2098189,227.7292406,465.7856815,,,72.89849368,,,,,158.0402707,,275.0627121,,608.5283054,,,226.8573063,,50.00506307,,1352.747674,,737.655576,681.383252,109.037337,144.3188679,1629.975773,46.17988704,1088.830076,427.1952123,,,,,,,,,,178.0507546,974.5351115,,,,576.4867793,53.04125046,,,333.4313388,101.7232057,449.7576756,,136.437799,,,259.9936964,54.99142507,63.43145049,605.4826797,682.5234149,,,,,185.5201715,179.6437393,,,,249.6051455,120.5790774,166.640777,324.1803425,810.7817733,115.5690729,,,,,,209.8773348,,
"Beans, green",414,Blue,,107.9959673,1.438260126,,,11.83730789,61.73389609,,68.80394562,5.530975882,,,,,,,4.834152527,,,,,76.8124627,2.607145245,,,,39.47324186,1.070454179,,,,0.723979613,6.473295242,63.39185553,,,,469.9843483,7.242069048,,,5.115902691,,,,0.129283923,5.299797026,,70.07334212,5.2046369,24.31308259,,,,,670.4906537,264.8526837,,,,,2.991532996,,,4.02428804,21.93054836,0.095923757,,,,155.1030651,,1.181610581,0.256536142,130.9884642,,0.651052854,,2.056856477,,,0.055920361,,,12.6762257,,25.62295729,32.47228469,41.72693333,449.9560273,0.449792572,273.1217617,49.63549877,,0.968534274,30.76735869,4349.725504,6.817624412,,,,286.4254321,366.196542,,,1.951611879,,,,4.998809005,,286.3392429,,,,,6.868983838,,,1.518236129,,15.62016852,70.58125434,269.6449145,,,20.57248216,,,,,7.64981701,,48.40324051,,66.410604,,,4.152864489,,108.993453,,,,171.8985151,2.469370867,0.108248084,58.93717552,399.5622332,620.1473592,65.44231552,17.67932529,,,,,,,,,,44.29383723,39.51762808,,,,117.3922363,,,,249.7651551,88.12320749,170.3590862,,,,,2.556914084,388.7491493,288.9560669,4.689976336,28.20627368,,,,,4.665995208,79.92878521,,,,7.599919311,304.009061,5.693938197,133.9096913,68.97778243,529.5036517,,,,,,152.4492819,,
Berries Nes,558,Green,149.3324896,,,,,,,749.6790902,940.6996047,246.1820598,207.0664157,,,,,,222.8510511,,,,,,381.9107638,,,,975.6295315,,,,,,,,,,,,207.1464668,,,,,,129.6962,,914.9688457,,,380.7485015,,,,,,1238.445054,79.36638187,,,,703.473163,,,,494.3,,,,,,,1392.062698,,,409.4330569,,,,,,,,,,,,262.1360319,,171.4867299,,371.4187975,349.1712795,193.8791281,,,,561.6502917,812.3964497,,,,,771.1486468,,704.8602955,,,,,1593.276,,,,,,,,867.8895635,,,,,155.3766448,,,,243.6680172,,,,,333.3015474,,174.6874846,,,,,,,171.3935195,,,,,,198.2842893,,,,553.3897391,207.7674815,328.6516104,,,,,,,,,,,,,,308.8034292,281.159969,,,246.1632075,218.2256653,,,,,1004,282.1652533,,,,,,,,,,212.9017908,,,,998.8255677,,211.2791926,199.413352,,135.2206865,,,289.1777211,,,,,345.044186
Berries Nes,558,Blue,317.1606108,,,,,,,500.9635302,1739.254928,57.44233003,163.6197325,,,,,,2.959831105,,,,,,,,,,14.20226816,,,,,,,,,,,,20.33106623,,,,,,,,4.484440859,,,26.96424951,,,,,,57.13423372,752.6369982,,,,1.486243207,,,,,,,,,,,287.2227946,,,267.5357633,,,,,,,,,,,,383.5688171,,466.4867299,,,988.2152472,57.70179685,,,,507.2251857,,,,,,521.2707675,,0.00289026,,,,,17.55188205,,,,,,,,,,,,,346.8608507,,,,505.7457448,,,,,33.166597,,8.251076292,,,,,,,310.5131231,,,,,,2.408113108,,,,,2.975282219,,,,,,,,,,,,,,,29.04034256,30.61059731,,,229.995283,142.2066687,,,,,,5.583449081,,,,,,,,,,56.15356267,,,,5.68E-07,,6.216717593,263.6118329,,202.6295797,,,,,,,,
Blueberries,552,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6941725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.4975231,,,,,,,,,,,,,,,,,746.1677437,,,,,,,,,,,,,210.8923811,,,,256.6437635,,,,,328.1263132,,445.8222607,,,,,,,,,,,,,259.1196476,,,,,237.0312433,225.23775,,,,,,,,,,,,,,,,,,,,,,,,2080.172498,,,,,,,,,,,,,,,250.3206261,,,229.1245055,,270.4285599,,,,,,,,
Blueberries,552,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7407424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.02330573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.6904827,,,,532.3952693,,,,,32.74650984,,21.05779397,,,,,,,,,,,,,3.148152509,,,,,3.39586984,5.856891034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92E-06,,,302.8878383,,405.2757244,,,,,,,,
"Brazil nuts, with shell",216,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26002.04479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brazil nuts, with shell",216,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broad beans, horse beans, dry",181,Green,,977.7794118,2192.063493,,,,152.5831029,,1153.941979,803.7380441,1129.95128,,,,,,,,,,,1559.121503,,,4623.781287,,2166.556432,,,,,4064.842857,1417.802102,,,,,,1264.745573,584.0570217,,,,,,,,,931.8883917,1241.090218,,,,2489.141114,,4022.888009,243.3473899,,,5101.41573,,2838.118373,,,,443.5493305,,,,,698.8654732,,503.4868678,,838.3305778,,,,4706.49136,,,4337.411443,,,1750.071114,,,,,571.2943265,,170.4822804,1156.371094,3457.20743,2143.922402,1053.99612,,,,,,,,,,431.4339536,,,666.9988518,,,,,,,,,352.8609215,,,,,3418.794859,,,,2151.113472,,,,5074.305734,281.56987,,,,,,,,,,,,2780.763234,1196.886734,,,3014.910099,,,,,2076.860763,,,,,,,,,,,,2807.142734,,1315.903331,1852.1,,,,1754.872208,,1169.063927,,,,,505.7612445,,,,,,,,1978.310696,783.0219174,,,,1372.495045,,730.675147,,692.5182805,744.7935337,,,,,,899.1960249,,
"Broad beans, horse beans, dry",181,Blue,,,,,,,2.742591788,,,,,,,,,,,,,,,,,,221.993701,,,,,,,,,,,,,,,,,,,,,,,,2732.781666,,,,,,,726.2063133,1545.618063,,,,,4.168519807,,,,27.90533588,,,,,,,,,296.5999296,,,,,,,,,,145.4124474,,,,,599.1925895,,857.1879815,,,15.41092973,,,,,,,,,,,,,,1855.592514,,,,,,,,,,,,,,143.6028578,,,,497.8745012,,,,,,,,,,,,,,,,,,840.7920576,,,0.00221844,,,,,45.29160703,,,,,,,,,,,,,,,,,,,144.2875982,,310.7661095,,,,,82.39168065,,,,,,,,64.43954237,95.6273741,,,,,,,,,1645.490235,,,,,,1170.749829,,
Buckwheat,89,Green,,,,,,,,,,,,,,,,3587.211466,,,,,3003.106069,,,,1632.15058,,,,,,,,2857.398502,,,,,,1961.090583,,,,,,,,913.7897275,,,1522.317826,,,,,,,,,,,2673.467697,,,,,869.1964341,,,,,,4289.285859,,,,,,,,,,,,,2871.74248,,,,,,,,,,4048.023502,,3664.127053,,,,3182.732111,,1780.011364,,2886.04667,,,,,3621.334716,,,,,,,,,,,,,,6734.340121,,,,,,,,,,,,,,,,,,,,,,,2206.248981,,,,,,4560.395886,,,,,,,,,,,,,,2880.310444,2470.530389,,,3133.988429,,,,,,,,,255.7330669,,,,,,,,,,,,3777.646352,,,2743.38837,,,,,,,,,,
Buckwheat,89,Blue,,,,,,,,,,,,,,,,1.859324909,,,,,,,,,0.2105023,,,,,,,,33.82512477,,,,,,25.15774966,,,,,,,,4.249146913,,,5.060501017,,,,,,,,,,,,,,,,69.45138876,,,,,,822.1965208,,,,,,,,,,,,,97.04235919,,,,,,,,,,4.762776938,,6158.623695,,,,4.715998429,,1215.604802,,0.577373529,,,,,6.298428075,,,,,,,,,,,,,,192.9853838,,,,,,,,,,,,,,,,,,,,,,,0.821547687,,,,,,139.7317597,,,,,,,,,,,,,,143.311164,,,,2508.758981,,,,,,,,,517.4072073,,,,,,,,,,,,69.86648608,,,790.5152007,,,,,,,,,,
Cabbages and other brassicas,358,Green,,124.9144928,185.2741352,913.4182879,,1282.039628,,108.8104525,81.07677176,76.11200255,137.4103071,,34.98861106,406.6563127,477.9920502,155.3919534,128.7336101,249.9146341,,,,253.6668805,361.7177782,,,,160.9892017,,,,,341.4607891,167.6545458,135.4732484,,,,87.02389282,237.1294686,122.6171109,,257.3750921,194.4010575,,753.0611605,,301.8024838,230.0210783,47.47988827,98.84847659,97.95454246,,629.3415385,374.113735,1072.082832,272.9612075,33.15980816,585.8322538,,,194.6331033,425.8310817,,511.8905768,127.1077098,145.7190429,283.663653,436.3663555,,,29.04211481,447.8804556,68.46272612,,98.3242789,592.2126247,679.1614975,,352.3271674,,,816.8400241,805.5278832,179.9298112,129.810928,74.30496158,70.15972169,319.1078434,53.09403141,62.4908284,68.31174097,46.3919255,184.1292588,332.0403735,103.63585,30.60172318,119.4356779,218.4591575,,232.1427048,88.45878588,19.04188235,124.0415528,,167.6462422,38.29191932,,,85.88334798,148.4303223,154.2183081,150.5587845,182.5627416,134.160208,363.1677228,,,130.5757467,,403.6247331,,168.5189607,48.22100851,305.9103237,340.9363128,,70.02885858,,,,,104.8635705,,96.47425936,3237.131002,301.5152622,,,104.6921872,35.07238659,69.7884878,365.3220662,,,148.0994806,470.026606,88.02781346,143.4543596,372.789898,43.02377286,356.7775968,156.58229,153.0519855,,,,,,,,,212.4766622,280.6800017,,,272.5246377,186.7254135,128.6969397,,,88.3789062,80.95644417,418.6265775,,187.74,,70.66144559,169.5195995,62.29248691,93.94733059,15.23406675,452.8824156,265.2271117,,,237.2620784,175.1727954,92.88554866,263.4869572,,,200.9098946,48.57096005,127.5610121,122.8409094,666.7407772,53.65510634,,158.3890093,294.497381,,,217.0798325,,495.9896258
Cabbages and other brassicas,358,Blue,,107.5992754,171.6982957,,,12.493898,,144.1668243,142.185098,26.4666627,241.4226402,,447.7390929,11.51424552,0.772802682,0.474910802,2.784556201,,,,,120.1364204,14.13802161,,,,33.15455368,,,,,10.34215016,,80.37324841,,,,9.3686746,3.975417442,5.576542007,,7.338267743,,,2.218199592,,3.154747082,7.789273492,125.452514,10.23610141,6.062245488,,,3.653290562,,193.9123797,208.9985681,0.000102419,,,1.342666384,94.46406127,,203.8786166,22.78315165,39.9693804,46.12919136,,,,95.10310932,57.10169927,9.515705679,,92.61965648,3.913187309,2.033002015,,3.072354276,,,187.4858593,21.94426387,0.601426464,29.36628054,,50.12699438,19.76280204,336.6,405.8093171,0.289742503,117.6539889,67.13048771,0.802952923,,212.9335742,185.7264508,26.30053178,,6.807620455,1.647090152,183.4211765,115.949612,,0.436382469,104.4629378,,,326.5159365,1.576600608,13.67242595,34.98915594,33.56300161,31.1488115,18.47263188,,,95.79249301,,2.041952835,,9.278136529,58.67477097,195.1710049,319.622905,,138.3890883,,,,,2.60849123,,37.40145491,19.61522161,170.3055897,,,5.01528978,244.7830375,188.8827551,0.16439374,,,262.0324724,1.954390866,0.997292476,78.37491823,0.634818092,499.9682387,8.295041299,15.89957047,19.89380477,,,,,,,,,66.04692019,12.79204593,,,,59.6084249,,,,59.81493193,87.60461403,90.66464654,,,,9.736530319,0.949127436,196.6430288,287.5184526,5.573989135,27.45012446,3.333391873,,,0.075456703,199.5347961,89.87380514,715.2667907,,,18.08536701,112.1765057,6.65886314,118.6040539,85.31667277,217.5408369,,13.06022122,4.509594391,,,381.5641904,,45.11120864
Canary seed,101,Green,,,,,,,1260.995232,,3068.783505,,,,,,,,,,,,,,,,,,,,,,,,5001.536189,,,,,,,,,,,,,,,,,1182.857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446.130418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020.942452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.576538,,,,,,,,,,10965,,,,,,3001.428063,,,,,,,,2010.261411,,,,,,,,,
Canary seed,101,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.985295763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891433871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.2052123,,,,,,,,,,,,,,,,296.9729626,,,,,,,,,,,,,,,,,
Carobs,461,Green,,,2592.716418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7168.7,,2916.131968,,,,,,,,,,,,,,,,,,,,,,,,,,4759.611394,,,,,,,,,,,,,,,,,55245,2742.523178,,,,,,,,,,,,,891.2230435,,,,,,,,,,,,,,,,,13210.05714,,,,3346.932203,,,,,,,,,,,,,,,,,,,,,3911.635,,,,,,,,,,,,,,,,,,,,,,,,6287.325594,,,,,,,,,,,,,,,3577.42,1774.013091,,,,8846,,,,,,,,,,,,,
Carobs,461,Blue,,,184.7473528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.315029,,,,,,,,,,,,,,,,,,,,,,,,,,202.3524446,,,,,,,,,,,,,,,,,92287.5,,,,,,,,,,,,,,428.3400624,,,,,,,,,,,,,,,,,,,,,237.3750639,,,,,,,,,,,,,,,,,,,,,432.5961013,,,,,,,,,,,,,,,,,,,,,,,,258.4470352,,,,,,,,,,,,,,,134.4455927,149.2915983,,,,,,,,,,,,,,,,,
Carrots and turnips,426,Green,,168.8745618,154.0259279,,,982.7441479,123.316888,125.2683269,85.97234866,65.71900103,219.820656,,59.69372549,,342.2118812,87.54175454,54.60578149,304.4887218,,96.7982317,989.4756138,456.4826323,489.8930333,,,,144.3761746,,,,,,54.66663672,79.3470297,,,,71.18379906,143.6687091,112.9134791,,652.6037176,549.0292748,,,,422.1310101,,49.15062793,141.4903479,60.6872174,,433.3577075,157.0826232,,545.907045,43.20891117,,,,67.37505049,185.6507051,,,26.26479816,73.38049601,,185.1557621,,,40.40096889,335.3945294,66.26250302,,69.67141149,526.1254813,444.6917029,,105.4958652,,,,,212.5190672,70.55747593,67.56033904,94.75682537,307.3455994,105.0025,136.3372677,78.04972502,25.36198661,71.00339583,221.7246185,96.08966109,57.84656841,128.4107575,197.361449,,,84.83826107,26.10924259,113.2696123,,99.79744906,70.46441774,,,383.3077781,88.52765402,146.4268187,284.6740359,,,,,,53.0671925,,741.6277767,,288.0552574,58.3035251,228.0841559,133.879061,636.4,79.05489541,,,,,57.37878996,,70.28214612,,50.62614255,,,33.70453686,114.80908,61.27445726,265.9527031,,443.8195119,194.9675319,345.7169062,55.42427398,86.27206597,,89.08602994,341.5136973,104.2247982,80.18689892,,80.16808511,,,307.9567308,,,70.30476904,44.19257395,287.9460502,,,,121.4708051,95.19525631,,,127.7209421,56.33638363,302.0659766,,,,20.9560405,45.1458271,81.1432867,147.5785609,,,,,,,259.7483184,139.5824672,136.2556537,,,134.3411042,130.0123367,26.6220679,65.20895357,333.4029088,84.74911229,,69.52165874,,,,163.4075678,,
Carrots and turnips,426,Blue,,91.92696716,210.8868007,,,82.41853709,53.39000136,23.73300749,157.5548181,31.59222143,64.04469031,,682.6941176,,79.60921682,0.024185366,2.726540072,,,25.35392866,,53.25162393,25.17706555,,,,3.386025452,,,,,,,68.80049505,,,,13.62763132,3.441605644,18.04110742,,2.348288297,,,,,6.672524271,,167.921865,20.32067243,7.841806193,,,7.465396145,,33.54355989,271.5754072,,,,0.000792277,180.6119892,,,5.39E-06,23.48860927,,,,,135.5378053,9.658149023,14.86854029,,111.4996772,234.4221776,12.90320758,,24.62452668,,,,,34.63172238,5.565283143,,50.1032219,3.211999721,88.265625,873.0238688,1.028202056,74.18936306,31.81839148,5.826837763,,248.4677691,22.25103159,34.25719353,,,9.522602583,234.7517432,11.32362603,,0.003266634,225.2137246,,,1813.672925,0.026460243,21.50243765,10.04159213,,,,,,47.47336796,,82.36261472,,1.65217057,49.28219061,26.03980834,58.72839522,,202.0182048,,,,,3.042945016,,5.507523827,,263.0796124,,,,301.2348166,95.89073934,34.28571322,,12.6120221,65.00871802,12.48059892,0.077926133,70.8852766,,837.2071263,7.728192138,0.428534683,1.750470652,,0.685876938,,,,,,556.1040309,95.30312912,3.741194579,,,,15.13095815,,,,91.27358218,90.63292949,119.4375846,,,,0.019601894,0.071265134,256.5665226,27.96948527,,,,,,,528.8054346,7.28205148,77.86115719,,,1.518348323,148.5087083,0.08352783,19.96017733,55.3577769,36.57358282,,56.15411316,,,,293.3654576,,
"Cashew nuts, with shell",217,Green,,,,,15304.34387,,,,,,,,,,,,,5569.684213,37277.83176,,,,,,27543.43032,,,16139.01776,,,,,,,,,,,19818.15081,,,,,,,23812.44138,,,,,,,,50771.46505,,,,11109.22935,,,,,,,,,,,,,,,,22347.2381,,,,,,8971.927229,15441.72,,,6285.596363,,,11521.67647,62308.2732,,,,,,,,,,1130.312612,,,,,,,,,,,,,,,,,6656.722918,,,,,,,,6278.636484,,,,,5360.714946,,,,,,,,,,,,,,,,,1016.978859,6340.803945,,,,,,,,,,,,,,,,16367.27868,,,,,,,,,,,41361.13839,,,,,,,,5004.380791,9459.122854,7584.475658,,,,,,,,,,,,,,,,,4410.906221,,,,,
"Cashew nuts, with shell",217,Blue,,,,,1264.409223,,,,,,,,,,,,,97.33386088,5.242204427,,,,,,4985.986586,,,915.7416283,,,,,,,,,,,1106.256317,,,,,,,137.1990956,,,,,,,,250.2362213,,,,,,,,,,,,,,,,,,,,,,,,,,41.11155726,355.7220561,,,374.347923,,,2099.436936,,,,,,,,,,,19.87138102,,,,,,,,,,,,,,,,,0.382488144,,,,,,,,3276.100537,,,,,,,,,,,,,,,,,,,,,,572.9023082,,,,,,,,,,,,,,,,,3057.855684,,,,,,,,,,,,,,,,,,,144.0153124,839.2228796,77.75165794,,,,,,,,,,,,,,,,,51.54349507,,,,,
Cashewapple,591,Green,,,,,,,,,,,,,,,,,,,,,,,,,3786.690849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.261978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashewapple,591,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.6865169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassava,125,Green,,,,963.3205479,819.1292326,1964.201681,2440.440067,,,,,809.8947368,,,484.5942743,,,554.4790482,418.2494932,,,631.6129739,,,433.1792477,613.5184397,,2665.583406,725.649143,418.6480607,634.4093805,634.4470816,,303.3238206,2905.001765,1748.899482,714.6302094,,331.1457602,598.6273813,881.527163,396.452012,601.4381621,263.514508,521.571153,974.3993772,,1653.494636,,,,,971.5284211,1057.740524,905.3028088,752.5962155,,547.7929643,,,,,618.9737288,385.7439518,,,1006.339949,354.2251304,847.3191964,2081.765217,,,,540.4765925,,1196.145127,785.094035,,2830.556522,929.2259749,449.7728131,535.3692308,1649.209779,1561.236185,,,257.5530297,420.418474,,,,,,408.6985312,,,,430.9974566,,,,,,695.7676686,,,,1486.94953,,,,,1111.691556,510.5628082,743.0698446,,368.5111581,,,3485.146667,,355.2469027,545.8309735,,,,,1076.587238,,,,,715.2475,,712.6298135,199.7219171,518.730538,1006.671944,,,,599.7792406,627.2298246,534.3937865,582.7804341,890.1591159,,,1909.953806,,384.9083003,,,780.4118839,,47.48012232,,1159.330081,515.8072,667.6440241,,755.6246466,,1159.046,1649.096548,1318.646,,,453.765942,241.9449373,,,790.4868474,2937.842725,319.584188,,,,,,390.3130631,435.1503173,744.2147181,,401.7152699,611.6164706,,,,,459.7967979,,,,,,,,509.1765628,563.9710915,483.0958333,,,923.5657914,1308.654321
Cassava,125,Blue,,,,,,,,,,,,,,,,,,,,,,,,,0.645718566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68222794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.1083895,,,,,,,,,,,,,,,,,,,,,,,,,,1.680883833,,380.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castor oil seed,265,Green,,,,,26432.63028,,,,,,,,,,,,,,14570.02747,,,,,,10101.6082,,,,,,12145.51632,,,9529.826464,,,,,7213.567076,,,,,,,,,,,,,,,,,10621.07331,,,,,,8640.245812,,,,,,,,,,,,,,,,,,,,,18033.30083,,,,7623.509829,57148.72339,,,,,,,,,,28095.66758,,,,,,,,,,,,,,,,,,,,,,,,,20454.32127,,,,8414.58973,18288.54689,,,,,,,,,,,,,6105.367161,,,8812.125669,,13876.76878,,,,,,15646.38689,5559.281315,,,,,,,,,,,,,,,,,,9515.835079,,,12941.5612,,,,,,,11406.52895,16813.08062,111198.109,,,,,,,,28433.57205,13497.62599,,,,,,,,13007.39124,,,,,
Castor oil seed,265,Blue,,,,,2174.782029,,,,,,,,,,,,,,1.886779819,,,,,,1540.501217,,,,,,,,,2703.676851,,,,,310.9305635,,,,,,,,,,,,,,,,,913.5490355,,,,,,121.1473444,,,,,,,,,,,,,,,,,,,,,25.94888115,,,,1422.316248,,,,,,,,,,,453.1532055,,,,,,,,,,,,,,,,,,,,,,,,,8526.440648,,,,5000.207702,,,,,,,,,,,,,,6948.780236,,,,,,,,,,,134.8871861,,,,,,,,,,,,,,,,,,,9131.420657,,,,,,,,,,315.4957218,1237.364643,1000.022363,,,,,,,,,,,,,,,,,124.4445483,,,,,
Cauliflowers and broccoli,393,Green,,128.5736848,116.1606238,,,,,99.64407508,137.7983358,129.1410097,,,19.14654255,,,,175.2298861,,,,872.2362417,457.8110729,,,,,241.4861384,,,,,,210.2587771,168.3387447,,,,53.76210479,184.8698893,178.3737397,,,,,,,252.7996035,,51.87505568,208.1735287,254.6245336,,,,,2128.587057,20.32453715,,,,525.2081397,,,,273.2305525,204.3531777,,,,,15.86235201,,121.70414,,63.3541751,,,,290.9582896,,,,,429.7618062,172.0187603,318.6878941,223.315296,216.6758078,62.06044444,80.61183206,299.6059744,27.6664426,139.4962546,284.0723604,326.1812642,78.69881345,134.2636199,141.0037809,,,,7.351160131,242.0758947,,392.4195466,75.91793731,,,107.3991516,502.035244,,138.5754059,,,,,,38.23765147,,,,174.9038982,212.3706022,216.8085734,,,86.62968618,,,,,178.7694098,,53.27727432,,,,,181.8326892,42.00777311,23.72338574,,,,197.5889638,267.5919729,165.662502,80.38791667,,22.5448999,190.6496334,240.6312417,357.8695698,,,,,,,,,,,,,,257.9436953,73.22165566,,,146.9662938,73.77169026,,,,,144.6166115,246.3654028,18.72183479,,,542.1725147,,,,551.9025018,80.45335737,85.65453126,,,,356.1433061,55.55880455,226.03,161.2097253,,,,128.9655751,203.9650854,,,,,261.7517932
