# File: Food_Demand_Training_Data.csv
# Title: Food_Demand_Training_Data
# Description: Training dataset for the food demand model
# Original source: analysis by RYC STW RPL and KBN
# Units: NA
# Column types: cinnnnnnnnnnnnnnnn
# ----------
iso,year,pop_thous,gdp_pcap_2010usd,cons_price_ns,ns_usd_p1000cal,share_s_ns.x,cons_exp_ns,ns_cal_pcap_day_thous,ns_cons_thous_t,cons_price_s,s_usd_p1000cal,share_s_ns.y,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_cons_thous_t,gdp_pcap_thous2005usd
dom,1970,4524,1603.566564,778.0173152,0.957008799,0.712431466,1861602.226,1.178027688,0.880660377,269.8775942,0.293022402,0.287568534,230075.33,0.475503555,1.653531243,0.119339623,1.603566564
dom,1971,4652,1728.983407,970.3045351,1.305475513,0.714264809,2676277.02,1.207340487,0.880380607,267.9329103,0.293348036,0.285735191,240574.7244,0.482985665,1.690326152,0.119619393,1.728983407
lbn,1984,2667,6122.753225,6591.292198,11.87592001,0.528897246,16502065.9,1.42743116,0.812815338,2444.390157,1.578738101,0.471102754,1954004.147,1.271450658,2.698881818,0.187184662,6.122753225
bmu,1981,56,64529.09141,8408.915398,11.83970406,0.712941176,394617.3365,1.630626223,0.913043478,652.2762499,0.679114236,0.287058824,9113.713053,0.656555773,2.287181996,0.086956522,64.52909141
lka,2000,18846,1814.304907,5981.3095,11.8170918,0.466708635,79723537.18,0.980762605,0.655333333,8177.198998,5.385979948,0.533291365,41520196.26,1.120682562,2.101445167,0.344666667,1.814304907
phl,1988,58867,1467.280098,6581.640671,11.81108667,0.466001891,241776960,0.952709044,0.741795972,3002.869244,1.901130887,0.533998109,44595302.51,1.091722669,2.044431713,0.258204028,1.467280098
aut,1980,7555,27575.50041,14921.32384,11.80643249,0.740393398,74931058.64,2.301525797,0.892231773,2020.33005,2.358152278,0.259606602,5247690.59,0.80699165,3.108517447,0.107768227,27.57550041
ury,2016,3424.13,14124.17465,5900.719848,11.76728962,0.509863768,22566366.66,1.534412361,0.761946515,2511.801538,1.508288938,0.490136232,2780560.822,1.475043216,3.009455577,0.238053485,14.12417465
tha,1985,52032,1644.472187,5766.708295,11.73822366,0.426235414,164434201.8,0.737609311,0.695958063,3191.86296,1.959469498,0.573764586,36949833.89,0.992911633,1.730520944,0.304041937,1.644472187
kwt,1985,1730,24324.01139,4490.792777,11.73188995,0.565236725,11035602.29,1.48966664,0.838235294,3428.368842,2.605279715,0.434763275,1884971.979,1.145807269,2.635473909,0.161764706,24.32401139
fin,1985,4902,28789.88601,8986.278605,11.70775458,0.686998181,39268862.57,1.874599688,0.877458799,1740.044528,1.697031753,0.313001819,2593319.073,0.854082482,2.728682171,0.122541201,28.78988601
rus,2012,143170,11623.96135,8983.287691,11.66170175,0.591204134,1202420458,1.973102003,0.816104686,1487.144022,1.102543526,0.408795866,78606634.53,1.364327301,3.337429304,0.183895314,11.62396135
bhs,1987,243,28260.28844,9071.01866,11.65968485,0.662679426,1614866.352,1.56153109,0.877777778,1661.040563,1.573476594,0.337320574,110930.0999,0.794858786,2.356389875,0.122222222,28.26028844
moz,2015,27042,529.0908128,6726.39075,11.60869135,0.530474226,135137356.4,1.179398257,0.759659311,5280.664913,3.611129459,0.469525774,37207489.05,1.04389215,2.223290407,0.240340689,0.529090813
phl,2010,93444,2135.941673,10062.35678,11.55145274,0.442932075,415182545.2,1.053800005,0.703871813,7550.039174,4.695542178,0.557067925,212255645.2,1.325345837,2.379145843,0.296128187,2.135941673
mus,1990,1056,3842.850033,11469.15062,11.5453055,0.502921762,5673709.483,1.274984433,0.663811563,7678.30589,5.328037472,0.497078238,2587934.361,1.260170195,2.535154628,0.336188437,3.842850033
dnk,1989,5129,44023.30489,15185.13931,11.53893898,0.730814344,49391966.73,2.286466694,0.885181551,995.196607,1.095943241,0.269185656,1727918.911,0.842189324,3.128656017,0.114818449,44.02330489
phl,2006,87367,1889.715082,10372.65147,11.529971,0.430845907,361034523,0.981929323,0.68212523,6806.990729,4.125813479,0.569154093,170662459.2,1.297143792,2.279073115,0.31787477,1.889715082
jam,1997,2509,4974.106381,10108.0067,11.51845994,0.650063121,16370265.63,1.551914478,0.850603942,1210.365799,1.096935362,0.349936879,839221.3681,0.835414426,2.387328904,0.149396058,4.974106381
dma,1989,71,4268.715451,6638.959544,11.51439034,0.496805464,259649.5021,0.870152421,0.708333333,4634.887294,2.874276013,0.503194536,65648.46413,0.881342852,1.751495273,0.291666667,4.268715451
fin,1989,4968,33412.6591,7578.960003,11.51343867,0.68201944,42226457.4,2.022577372,0.881172127,1765.230909,1.700243672,0.31798056,2907331.668,0.942994066,2.965571438,0.118827873,33.4126591
phl,2014,100513.14,2495.577227,7992.017294,11.51151646,0.343071401,388669546.5,0.920306035,0.578821641,10991.09565,5.847828408,0.656928599,378073509.9,1.762243525,2.68254956,0.421178359,2.495577227
tur,1970,34772,4228.517822,4022.073859,11.46677258,0.364276861,168002781.2,1.15439048,0.715685183,3420.648811,1.618993364,0.635723139,41395847.05,2.014601577,3.168992056,0.284314817,4.228517822
ken,2016,49051.53,1129.636859,4921.714559,11.43024801,0.346336798,142020145.6,0.693983073,0.682375816,11713.30794,5.308582368,0.653663202,124488220.7,1.30979786,2.003780933,0.317624184,1.129636859
tha,1983,50165,1541.267778,5210.886474,11.40753783,0.387544089,145596230.5,0.697050965,0.668441953,3204.228396,1.844224353,0.612455911,37198521.59,1.101585589,1.798636554,0.331558047,1.541267778
tha,1989,55833,2251.331256,6698.449109,11.37520777,0.48052694,195079694.5,0.841528639,0.723234137,3221.301242,2.16558251,0.51947306,40148816.95,0.909733503,1.751262142,0.276765863,2.251331256
ecu,1973,6557,2929.037403,9375.380886,11.36533082,0.675226696,34859401.73,1.281562525,0.866297699,3373.274296,3.17739589,0.324773304,4687485.061,0.616411197,1.897973723,0.133702301,2.929037403
lka,1989,17106,1128.382915,4946.887501,11.35904493,0.432110696,61761512.69,0.870832793,0.630747794,6639.865269,3.982056197,0.567889304,28454578.97,1.144467454,2.015300247,0.369252206,1.128382915
lka,1988,16878,1121.485351,4899.110314,11.3412037,0.418638637,58837597.72,0.842135421,0.624418965,4276.736627,2.566285999,0.581361363,18488756.15,1.169469213,2.011604634,0.375581035,1.121485351
jam,1990,2365,4592.804677,7427.715986,11.33190853,0.62976628,15028943.68,1.536389701,0.819277108,3061.701379,2.766009127,0.37023372,2156629.656,0.90322917,2.439618871,0.180722892,4.592804677
rus,2007,143652,10572.73592,7715.709711,11.31113648,0.573965817,1100479245,1.85554321,0.808101235,2249.280811,1.587288845,0.426034183,114627810,1.377302988,3.232846197,0.191898765,10.57273592
tha,1980,47369,1385.534708,4418.755661,11.26961783,0.364365359,126757731.2,0.650546265,0.685016405,3722.232463,2.073124313,0.635634641,40678140.41,1.134876662,1.785422927,0.314983595,1.385534708
ury,2015,3412.01,13938.81184,5900.681319,11.2683603,0.505645671,21082876.76,1.502332233,0.77167019,2158.89628,1.288898083,0.494354329,2357652.374,1.468784338,2.971116571,0.22832981,13.93881184
nor,2016,5250.95,90119.71906,6972.225746,11.23195406,0.611851553,35078291.1,1.629492485,0.855965082,1557.934564,1.253441024,0.388148447,2483354.96,1.033722926,2.66321541,0.144034918,90.11971906
pak,1997,133597,780.9513148,3808.174096,11.22640905,0.404168491,515909403.4,0.942416782,0.680762053,5392.136231,2.745625833,0.595831509,186009423.4,1.389325554,2.331742336,0.319237947,0.780951315
nor,1981,4095,49201.05551,7974.103701,11.2261838,0.668054469,35270199.74,2.101982036,0.868847875,1063.60482,0.957575118,0.331945531,1494870.517,1.044441099,3.146423135,0.131152125,49.20105551
phl,2011,95053,2176.63268,10242.5217,11.21988237,0.45120774,409593025.7,1.052217588,0.705118877,6446.992197,4.049850543,0.54879226,179818628.9,1.279784933,2.332002521,0.294881123,2.17663268
lka,1997,18474,1598.888485,5455.766775,11.19975747,0.447219014,69597756.84,0.921579532,0.658458672,5883.819098,3.731939659,0.552780986,28665140.48,1.139109982,2.060689514,0.341541328,1.598888485
fin,1987,4937,30410.2556,7486.440274,11.15967234,0.694935018,37444271.78,1.861992614,0.885397888,929.1665026,0.937082633,0.305064982,1380257.123,0.81738397,2.679376583,0.114602112,30.4102556
dom,2012,10277,5479.720585,12993.85533,11.15134571,0.699686337,70596047.33,1.687694693,0.864080635,2854.746189,3.276147409,0.300313663,8902013.263,0.72437855,2.412073242,0.135919365,5.479720585
lka,1996,18368,1510.736236,5177.130967,11.1345347,0.433133376,66399127.52,0.889478724,0.647338403,5051.457949,3.127938509,0.566866624,24412246.33,1.164112095,2.053590819,0.352661597,1.510736236
lka,1998,18576,1665.628952,6048.7369,11.11781303,0.461631138,71822628.65,0.952789282,0.643129501,6507.81044,4.244950992,0.538368862,31981545.67,1.111173056,2.063962338,0.356870499,1.665628952
tha,1986,53003,1703.681044,5273.415536,11.10346759,0.420302984,159385502.8,0.741987983,0.688259291,2458.815457,1.500191638,0.579697016,29701304.11,1.023376552,1.765364535,0.311740709,1.703681044
swe,1989,8506,37515.07532,12030.91192,11.07684086,0.755400372,76518152.08,2.22500153,0.910721403,833.1836575,1.053788017,0.244599628,2357113.037,0.720458403,2.945459933,0.089278597,37.51507532
phl,1998,74393,1565.512813,8582.132003,11.07552597,0.464301494,298419082.5,0.992286982,0.717205622,4731.917363,3.080152466,0.535698506,95753531.36,1.144873882,2.137160865,0.282794378,1.565512813
ecu,1972,6376,2643.412037,8435.651594,11.06914178,0.635834545,32953499.21,1.279223458,0.848661234,3698.341595,3.035428937,0.364165455,5175618.818,0.732657569,2.011881026,0.151338766,2.643412037
phl,2013,98394,2401.731611,9345.496394,11.06756026,0.434038508,405265502.4,1.019591628,0.691658983,6889.431794,4.195205378,0.565961492,200308597.1,1.329489408,2.349081036,0.308341017,2.401731611
ury,2009,3360,11121.59504,6741.450839,11.05661078,0.523042305,21177390.02,1.561774299,0.781932773,2596.212107,1.610348552,0.476957695,2812634.781,1.424168297,2.985942596,0.218067227,11.12159504
lka,1995,18242,1466.086081,4278.139965,11.05341962,0.403016763,60595951.71,0.823344592,0.625487465,5236.850639,3.061283806,0.596983237,24859338.82,1.219609121,2.042953714,0.374512535,1.466086081
mwi,2003,12239,365.2621726,7464.459791,11.05086337,0.280130878,27049750.82,0.547934013,0.503200668,13188.57824,5.280090581,0.719869122,33212456.17,1.4080589,1.955992913,0.496799332,0.365262173
rus,2008,143677,11125.65199,7912.617416,11.04734025,0.581209745,1095276176,1.890539672,0.810733219,2027.281973,1.459109712,0.418790255,104235952.6,1.362226974,3.252766646,0.189266781,11.12565199
sen,1989,7285,1093.606234,3225.678588,11.04708346,0.182028307,10083225.43,0.343264919,0.43059867,4241.791412,1.781101866,0.817971693,7305331.791,1.542512763,1.885777682,0.56940133,1.093606234
ury,2008,3349,10703.89344,6573.108269,11.02157805,0.528744103,21430687,1.590685422,0.779820436,3955.305087,2.507715005,0.471255897,4345920.258,1.417736638,3.00842206,0.220179564,10.70389344
rom,1984,22800,5976.86389,8208.816202,11.02074642,0.531763342,153748118.9,1.67637467,0.79357357,2297.447281,1.475139941,0.468236658,18120869.8,1.476107907,3.152482576,0.20642643,5.97686389
tha,1988,54957,2038.634305,6171.694528,11.01747201,0.443164962,172145796.6,0.778930277,0.699636905,3752.757152,2.378102661,0.556835038,46688100.49,0.978722842,1.757653119,0.300363095,2.038634305
phl,2012,96707,2282.39925,9813.083625,11.01302028,0.449854256,411822862.6,1.059383584,0.701783853,7069.614171,4.439243837,0.550145744,203010704.8,1.295564869,2.354948453,0.298216147,2.28239925
lka,1993,17921,1338.536306,5238.782254,11.00054819,0.414898006,57752547.96,0.802604735,0.609056122,5810.279152,3.501572838,0.585101994,25924489.77,1.13185801,1.934462745,0.390943878,1.338536306
bmu,1976,55,58846.85558,8696.019267,10.95744785,0.705830776,352829.8208,1.603985056,0.911111111,758.2687344,0.764224802,0.294169224,10255.89684,0.668493151,2.272478207,0.088888889,58.84685558
ury,2017,3436.64,14446.63298,5802.296943,10.95402263,0.514693188,21422672.51,1.559096907,0.76834471,2112.66822,1.256015155,0.485306812,2316129.627,1.470080365,3.029177272,0.23165529,14.44663298
ecu,1976,7119,3575.65866,8414.285635,10.94131494,0.680590586,41008704.88,1.44242977,0.87610419,2822.783371,2.790380495,0.319409414,4908307.194,0.676949779,2.11937955,0.12389581,3.57565866
ury,2005,3325,9069.915453,6149.548804,10.93718459,0.511940565,19120276.73,1.440469667,0.77520436,2448.319628,1.497414623,0.488059435,2495651.107,1.373274282,2.813743949,0.22479564,9.069915453
wsm,1990,163,2367.644853,9983.578002,10.92968656,0.734173746,878418.9085,1.350869821,0.842105263,2462.93628,3.098186969,0.265826254,90157.24081,0.489116732,1.839986553,0.157894737,2.367644853
tha,1990,56583,2469.027639,6338.550952,10.92209375,0.472665396,194381594.6,0.8617284,0.708900961,2868.32982,1.913544114,0.527334604,37994451.71,0.961397235,1.823125635,0.291099039,2.469027639
fra,1985,55414,28949.80998,10029.96249,10.91558002,0.691244109,504030182.1,2.282955052,0.878205,920.8520463,0.90127279,0.308755891,18588733.26,1.019720549,3.302675601,0.121795,28.94980998
tha,1987,53993,1831.641773,5500.457176,10.90644626,0.435198221,162904788.9,0.757914585,0.692702472,2706.033439,1.689362339,0.564801779,32747815.92,0.983624209,1.741538794,0.307297528,1.831641773
nor,1975,4006,39616.68699,7970.160063,10.90083751,0.662391749,26422649.05,1.65772574,0.87977965,746.8709896,0.663008826,0.337608251,819094.3635,0.844910716,2.502636456,0.12022035,39.61668699
sur,1990,407,6120.937865,8164.737873,10.89578241,0.489578979,1786472.483,1.103698967,0.712121212,1619.813542,1.001226497,0.510421021,171149.6574,1.150684932,2.254383898,0.287878788,6.120937865
nor,1974,3984,37955.86624,7784.498758,10.89561937,0.672845909,27492916.35,1.735228586,0.882857143,963.3660793,0.885369485,0.327154091,1086250.968,0.843710458,2.578939044,0.117142857,37.95586624
kwt,1984,1650,26639.41981,4640.42875,10.8811174,0.57623928,10192342.67,1.555334164,0.84330053,2915.751916,2.2511205,0.42376072,1550661.845,1.143777501,2.699111665,0.15669947,26.63941981
mex,1976,63486,6388.08787,6646.858114,10.86001482,0.433717877,297596117.2,1.182567702,0.67717056,3652.281693,1.853522891,0.566282123,66316305.83,1.544015097,2.7265828,0.32282944,6.38808787
fin,1988,4952,31897.98207,6955.692499,10.84872585,0.678581307,37529648.26,1.913913294,0.880849011,1059.772808,1.012336382,0.321418693,1658784.025,0.90654945,2.820462744,0.119150989,31.89798207
omn,1990,1810,14948.25567,6494.232793,10.83135983,0.487199482,7173176.362,1.002436994,0.754716981,6503.607051,4.312570114,0.512800518,3006120.124,1.055112389,2.057549383,0.245283019,14.94825567
brn,1986,229,40567.98411,4728.064826,10.82544942,0.453098699,961624.6719,1.062750494,0.711864407,2832.489925,1.732765935,0.546901301,185787.1635,1.282766047,2.34551654,0.288135593,40.56798411
are,1981,1091,107298.7417,5839.401559,10.79304381,0.598953222,7904825.288,1.839207463,0.867005076,1363.131938,0.844459822,0.401046778,414123.0965,1.231495549,3.070703012,0.132994924,107.2987417
dnk,1985,5113,41726.29578,11230.24425,10.75519735,0.725368381,45219797.04,2.252898199,0.876299376,1472.266779,1.626479733,0.274631619,2589111.762,0.852969465,3.105867665,0.123700624,41.72629578
mus,2015,1259.46,9500.328887,5169.665059,10.73015555,0.448971756,6273492.745,1.271821431,0.62,4399.629481,2.688025672,0.551028244,1928819.701,1.560921195,2.832742626,0.38,9.500328887
pyf,1987,185,23538.7245,8543.589516,10.72919527,0.595537963,1065409.09,1.470566457,0.783505155,2017.247992,1.58398245,0.404462037,106823.7764,0.998741207,2.469307664,0.216494845,23.5387245
sau,1989,15665,16288.53242,14756.95226,10.67540469,0.467058288,74048023.03,1.21312585,0.75862069,1730.655005,1.010845311,0.532941712,8000598.034,1.384249855,2.597375704,0.24137931,16.28853242
phl,2007,88876,1980.543268,9764.948139,10.64164107,0.450566302,356312258.8,1.032154697,0.701475329,6555.201973,4.145833723,0.549433698,169274142.1,1.258639558,2.290794254,0.298524671,1.980543268
phl,2008,90371,2028.665842,9731.864397,10.62935594,0.453308243,363782372.7,1.037558873,0.704313186,7882.534498,5.033610431,0.546691757,207760609.5,1.251300613,2.288859485,0.295686814,2.028665842
tha,1982,49247,1486.963104,4914.767279,10.62334758,0.406322987,132142970.7,0.692006272,0.695253044,2785.881656,1.665690068,0.593677013,30273017.51,1.011087804,1.703094076,0.304746956,1.486963104
sau,1988,15108,16974.44029,15625.2372,10.62319915,0.477577186,73664768.59,1.257490362,0.767374417,1073.917256,0.665230639,0.522422814,5046093.705,1.375571683,2.633062045,0.232625583,16.97444029
ncl,1989,165,31286.60018,5985.771492,10.6133274,0.543390805,802792.0847,1.255956829,0.777777778,4740.438422,3.359544491,0.456609195,213532.6478,1.055375675,2.311332503,0.222222222,31.28660018
jam,1989,2353,4377.308372,6438.547773,10.59456439,0.619515042,13834594.07,1.520437332,0.807541241,3126.624476,2.554597981,0.380484958,2048762.035,0.933800628,2.454237959,0.192458759,4.377308372
nor,2015,5199.84,89937.64031,6277.947484,10.58047116,0.598177899,32768671.42,1.631815226,0.848448109,1760.155185,1.345522634,0.401822101,2799292.565,1.096161231,2.727976456,0.151551891,89.93764031
ecu,1971,6199,2588.983473,8378.710619,10.54139073,0.64888559,29492702.99,1.236522904,0.860653281,3721.109965,3.190403121,0.35111441,4829951.285,0.669087148,1.905610052,0.139346719,2.588983473
dom,2016,10397.74,6976.578116,12146.21695,10.53878729,0.691575873,80447727.4,2.011367012,0.869803563,3976.440309,4.528600819,0.308424127,15416851.63,0.897015266,2.908382277,0.130196437,6.976578116
tha,1975,42333,1058.319348,3617.565424,10.5297433,0.334494332,100719311.2,0.619046186,0.659250703,3716.38543,1.993405304,0.665505668,37936177.39,1.231646415,1.850692601,0.340749297,1.058319348
ury,2014,3400.44,13934.57286,5482.513788,10.51097819,0.517670322,20252552.77,1.552417955,0.776321353,1927.439732,1.169162774,0.482329678,2098951.161,1.446436505,2.998854459,0.223678647,13.93457286
fin,1986,4921,29460.5719,8089.625261,10.5077126,0.694614619,35729795.46,1.893111156,0.883570505,1509.567134,1.501274419,0.305385381,2244330.193,0.832301041,2.725412198,0.116429495,29.4605719
tha,1981,48320,1438.496548,4594.314305,10.50400883,0.394058655,134326210.3,0.725079946,0.705677227,3229.308202,1.883818381,0.605941345,37043706.05,1.114950558,1.840030504,0.294322773,1.438496548
tha,1976,43382,1129.551348,3631.716419,10.48665538,0.360872395,111164209.8,0.66946142,0.689954507,3137.979658,1.751218798,0.639127605,32877766.98,1.185658088,1.855119509,0.310045493,1.129551348
ken,1991,24237,910.1170219,19054.2923,10.48661029,0.410294952,71331181.58,0.768904782,0.668454936,3176.668892,1.530308332,0.589705048,14961044.11,1.105124566,1.874029348,0.331545064,0.910117022
fra,1984,55109,28645.1836,9933.039412,10.45005865,0.691097553,475247976.3,2.260924986,0.875279226,1209.856978,1.18055989,0.308902447,23997807.56,1.010574063,3.271499049,0.124720774,28.6451836
ncl,1985,154,21440.91815,3346.399096,10.4024249,0.426888911,444911.7128,0.760896638,0.763157895,4228.352155,2.417778413,0.573111089,138828.8365,1.021526419,1.782423056,0.236842105,21.44091815
afg,2005,24861,412.0672008,4558.196606,10.40056234,0.221515257,39283444,0.416237569,0.51230695,18331.34456,7.167781039,0.778484743,95144552.09,1.462809385,1.879046953,0.48769305,0.412067201
phl,2000,77652,1614.231123,8655.224613,10.37866896,0.479680858,306635906.1,1.042403445,0.719773544,5213.7246,3.475614528,0.520319142,111385938.3,1.13071526,2.173118705,0.280226456,1.614231123
brn,1985,223,47058.60278,4509.64861,10.36650972,0.468803548,964292.7343,1.142822041,0.722689076,3239.145404,2.061596697,0.531196452,217292.2918,1.294919835,2.437741876,0.277310924,47.05860278
phl,1986,55812,1389.78096,4762.213726,10.36053587,0.446409396,188861172.3,0.894828922,0.735503952,3380.710644,2.063531685,0.553590604,46647351.21,1.109673964,2.004502886,0.264496048,1.38978096
ukr,2016,44713.7,2776.806037,4862.554854,10.35329038,0.467739836,224299998.2,1.327447648,0.785057907,1924.011609,1.09531377,0.532260164,27002814.19,1.510556616,2.838004263,0.214942093,2.776806037
tha,1979,46398,1349.937954,3882.118203,10.29341606,0.363297748,112203999.4,0.643660243,0.677538812,3240.937362,1.814260699,0.636702252,34659491.26,1.128055236,1.771715479,0.322461188,1.349937954
bmu,1982,57,63455.78625,6411.289331,10.28276052,0.609302326,323289.9908,1.511175198,0.869565217,978.081187,0.747954236,0.390697674,15078.7574,0.968997837,2.480173035,0.130434783,63.45578625
phl,1999,76018,1579.264031,8363.700883,10.27171474,0.483351312,297040528.4,1.042229724,0.725216795,4453.93828,3.00117656,0.516648688,92767687.97,1.114027428,2.156257152,0.274783205,1.579264031
tha,1984,51090,1600.417787,4889.60499,10.26987934,0.413541576,139248472.4,0.727103661,0.681948694,3112.735037,1.869528855,0.586458424,35948048.63,1.031132275,1.758235936,0.318051306,1.600417787
bmu,1975,54,55018.7363,7955.235005,10.25862574,0.668887244,278111.3439,1.375443937,0.904761905,546.8880691,0.491397718,0.331112756,6594.557374,0.680872653,2.056316591,0.095238095,55.0187363
nor,1978,4056,44799.50348,7773.232243,10.23196503,0.700315292,31499411.32,2.079469617,0.882631891,921.5339504,0.923301369,0.299684708,1216347.99,0.889863824,2.969333441,0.117368109,44.79950348
ury,2006,3330,9427.482871,5757.684723,10.23052204,0.508000219,18010731.75,1.448426509,0.767356322,2993.987289,1.814458388,0.491999781,3093724.13,1.402805545,2.851232054,0.232643678,9.427482871
dnk,1990,5140,44577.15321,10463.08897,10.22257894,0.722041937,42829232.29,2.233180534,0.879070942,791.1136433,0.859636763,0.277958063,1386473.749,0.85968765,3.092868184,0.120929058,44.57715321
ecu,1981,8113,3828.814013,9236.632019,10.21359295,0.678495374,43769024.81,1.447151452,0.857553639,2066.639147,2.107046176,0.321504626,4278610.107,0.685731846,2.132883297,0.142446361,3.828814013
ecu,1977,7313,3536.664622,7822.966226,10.17853927,0.697137963,38605163.73,1.420926142,0.885044643,2281.484765,2.415531339,0.302862037,3980143.454,0.617301896,2.038228038,0.114955357,3.536664622
per,1987,20424,3795.711978,9039.886546,10.17819502,0.559142325,86502342.06,1.140048774,0.753618073,3735.678346,2.760768806,0.440857675,18499635.69,0.898875349,2.038924124,0.246381927,3.795711978
ecu,1978,7509,3640.913621,7797.876209,10.16204807,0.69021538,38476359.35,1.381458232,0.879548023,1912.297381,1.967914367,0.30978462,3344214.637,0.620030393,2.001488625,0.120451977,3.640913621
ukr,2017,44487.71,2861.369956,5245.26643,10.15494966,0.49107788,232857260.7,1.412144354,0.796852606,2031.916359,1.193480706,0.50892212,28361445.84,1.463457279,2.875601633,0.203147394,2.861369956
kwt,1981,1440,30448.32129,4405.653726,10.11070469,0.564029454,7760168.066,1.460273973,0.833183048,1254.025039,0.887927859,0.435970546,526772.0815,1.128729072,2.589003044,0.166816952,30.44832129
swe,1988,8457,36756.62099,11073.87298,10.09408103,0.752486298,69211176.91,2.221264382,0.906340655,574.0773407,0.715862275,0.247513702,1614505.664,0.730635722,2.951900104,0.093659345,36.75662099
bhs,1986,239,27900.56618,8216.071513,10.09032859,0.65601764,1290855.737,1.466498538,0.87037037,1572.677869,1.482153747,0.34398236,99422.87335,0.768957414,2.235455952,0.12962963,27.90056618
nor,1980,4083,48569.39028,7448.935028,10.08865584,0.686837082,31802268.04,2.115205379,0.878549339,872.3618016,0.834403898,0.313162918,1199272.034,0.964426506,3.079631885,0.121450661,48.56939028
tha,1977,44408,1212.682379,3818.438232,10.07977819,0.379280853,111752182.4,0.683991901,0.701321504,2867.093055,1.648048693,0.620719147,29902623.98,1.119399689,1.803391589,0.298678496,1.212682379
kwt,1983,1576,26501.16886,4258.055842,10.07915319,0.575951914,8943232.626,1.542486614,0.841307815,1571.412722,1.145366973,0.424048086,748245.3358,1.135665114,2.678151728,0.158692185,26.50116886
fin,1984,4879,27937.51101,8147.91135,10.07086696,0.694569667,34772790.14,1.938871372,0.885664248,1619.819802,1.609594105,0.305430333,2443911.114,0.852600044,2.791471416,0.114335752,27.93751101
tha,1998,60903,3272.618479,8394.242533,10.06136205,0.503107913,242835500.7,1.08573503,0.730548624,4394.034663,3.119309445,0.496892087,74355790.27,1.072320931,2.158055961,0.269451376,3.272618479
ncl,1986,157,20820.90615,4123.391086,10.06049882,0.47446458,521536.2588,0.904633104,0.766233766,2824.562961,1.738594156,0.52553542,99830.07642,1.002006806,1.906639909,0.233766234,20.82090615
chl,1976,10580,4000.330558,4004.38541,10.05196699,0.39717593,37887270.85,0.976031282,0.688687783,2756.941535,1.382966472,0.60282407,7911550.127,1.481396794,2.457428076,0.311312217,4.000330558
nld,1988,14701,33575.8127,13136.42294,10.04574605,0.786136964,135232417.7,2.508758606,0.920363051,631.6666277,0.892808851,0.213863036,3269599.933,0.682490148,3.191248755,0.079636949,33.5758127
dnk,1984,5115,40104.32927,11332.19386,10.03074012,0.717703897,39652217.84,2.117366328,0.866032844,1684.218821,1.794033754,0.282296103,2789489.263,0.832828506,2.950194834,0.133967156,40.10432927
nor,1972,3933,35392.33806,7904.325576,10.00116508,0.716799792,29806072.23,2.076047773,0.884915475,617.8132814,0.653489297,0.283200208,769464.0427,0.820225071,2.896272844,0.115084525,35.39233806
nor,2017,5296.33,91117.02826,6581.623172,9.936591001,0.619321812,31880956.03,1.659686344,0.856901136,1209.594787,0.956397912,0.380678188,1886141.014,1.020158466,2.679844811,0.143098864,91.11702826
swe,1990,8559,37564.13392,8954.710548,9.93172081,0.747391654,68306800.31,2.201524631,0.90622061,847.0279242,1.075144093,0.252608346,2499226.202,0.744085774,2.945610404,0.09377939,37.56413392
nld,1990,14890,36062.90277,6684.83668,9.916866186,0.805084474,139586139.2,2.589883805,0.925732755,1193.730428,1.872143248,0.194915526,6379871.04,0.627025585,3.21690939,0.074267245,36.06290277
bhs,1985,235,27874.56347,8238.324716,9.916346556,0.629576454,1130562.671,1.329175168,0.86,2703.69153,2.396578419,0.370423546,160762.4804,0.782046051,2.111221218,0.14,27.87456347
fji,1989,724,2786.900224,9972.300605,9.915995679,0.455153542,2523521.74,0.963028835,0.611336032,4064.324962,2.322026335,0.544846458,707382.1027,1.152804057,2.115832892,0.388663968,2.786900224
swe,1987,8414,36022.63367,9427.112515,9.910956196,0.756362034,66684877.67,2.190869099,0.907491487,629.5128974,0.789204523,0.243637966,1710474.531,0.705718779,2.896587879,0.092508513,36.02263367
lka,1987,16643,1106.568675,3875.631422,9.909992885,0.407089306,48934752.06,0.812867148,0.60351338,3734.47667,2.191943832,0.592910694,15764240.84,1.183911291,1.996778439,0.39648662,1.106568675
bmu,1972,53,52768.57611,6852.056822,9.900803764,0.695,302766.5791,1.580770225,0.911111111,918.3243967,0.891616357,0.305,11965.49151,0.693719307,2.274489532,0.088888889,52.76857611
dom,2015,10281.68,6617.750553,7518.283446,9.881834981,0.683974596,70684963.26,1.906042113,0.862103298,3306.767623,3.64877884,0.316025404,12059214.07,0.880672664,2.786714777,0.137896702,6.617750553
tha,1970,36879,925.2266699,3484.915598,9.864893015,0.302865494,71063532.52,0.53515848,0.590984628,2013.347776,1.029553005,0.697134506,17071430.19,1.231825515,1.766983995,0.409015372,0.92522667
mex,1974,59931,6148.928027,6437.288383,9.838779293,0.424451742,245088616.4,1.138773974,0.676300578,3094.767552,1.550463063,0.575548258,52371711.88,1.544155231,2.682929204,0.323699422,6.148928027
ury,2012,3395,12919.88123,5688.823002,9.830467793,0.532336596,19303401.47,1.584626869,0.796912114,627.9814376,0.375111326,0.467663404,647093.2952,1.392111687,2.976738556,0.203087886,12.91988123
