# File: GTAP_ag_HA_ha.csv,,,,,,,,,,,,,,,,,,,
# Author: Page Kyle,,,,,,,,,,,,,,,,,,,
# Description: GTAP v2.1 Land value by country / use / and AEZ,,,,,,,,,,,,,,,,,,,
# Original source: aglu-data/RawData/GTAP/GTPLU18V60_AGMP_DEC06.XLS [VFMA],,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,
ctry87,GTAP_use,AEZ01,AEZ02,AEZ03,AEZ04,AEZ05,AEZ06,AEZ07,AEZ08,AEZ09,AEZ10,AEZ11,AEZ12,AEZ13,AEZ14,AEZ15,AEZ16,AEZ17,AEZ18
arg,ocr,0,0,0,0,0,0,12.72185707,36.60319901,41.83209991,52.62741089,50.71879959,59.21375275,0.190620333,0.106080428,0.015428661,0,0,0
arg,osd,0,0,0,0,0,0,1.712881804,33.9108429,73.71020508,158.705719,135.0323334,237.796936,0,0.000289438,0,0,0,0
arg,pdr,0,0,0,0,0,0,0,0,0,0.002721243,2.409128428,25.47557068,0.003738752,0,0,0,0,0
arg,pfb,0,0,0,0,0,0,0.083319545,1.834061861,9.044169426,10.41803932,19.47089195,6.272525787,0,0,0,0,0,0
arg,rmk,0,0,0,0,0,0,85.68305969,13.02304935,6.899809837,6.709445,11.83969688,50.08050537,40.64908218,4.007242203,0,0,0,0
arg,v_f,0,0,0,0,0,0,264.5703125,49.95137024,39.0174408,68.53133392,38.21060562,71.98947144,13.36557579,0.102741644,0.011737937,0,0,0
arg,wht,0,0,0,0,0,0,10.64780712,28.24853897,62.04585266,92.89051056,129.3292236,132.4508667,0.152666092,0.057245944,0.015171405,0,0,0
arg,wol,0,0,0,0,0,0,8.300997734,1.26167655,0.668455482,0.650012851,1.147033095,4.85181284,3.938094139,0.388222724,0,0,0,0
aus,c_b,0.425869435,9.040931702,11.98669243,5.889086723,0.21500738,0.595258534,11.47163105,5.689702511,5.585062981,17.30899429,4.610750198,8.208927155,0,0,0,0,0,0
aus,ctl,75.90033722,33.08804703,12.24298763,3.162143946,0.15942356,0.528113961,297.2971191,37.79387283,24.52172089,13.18221092,13.08132839,10.26855278,0,0,0,0,0.041478477,0
aus,frs,0,0,0,1.204686403,3.583560944,3.679382324,0,0,0.52173382,3.583560944,75.63137054,103.0872345,0,0,0,0,1.791754365,0
aus,gro,0.086464182,0.284404486,0.166249871,0.601702809,0.004060494,0.009462552,22.54607964,37.45825577,45.79372787,13.81445408,4.773345947,9.45912075,0,0,0,0,0.008162701,0
aus,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aus,ocr,0.370815545,3.780043602,2.297613859,2.228988647,0.050769445,0.156978056,63.76631165,131.1734924,117.3130417,37.68005753,18.53567123,23.45767403,0,0,0,0,0.054816179,0
aus,osd,0.002839782,0.028691584,0.08787173,0.378278732,0,0.003057393,10.02612877,10.72352409,21.34226418,9.038164139,4.374527454,4.004580975,0,0,0,0,0,0
aus,pdr,0,0,0,0,0,0,5.341721535,2.958934069,5.574576378,1.331168652,0.486182272,0,0,0,0,0,0,0
aus,pfb,0.004263327,0,0,0,0,0,31.19163132,36.82647324,28.48129272,18.15821648,6.994270802,39.66570663,0,0,0,0,0,0
aus,rmk,38.5044899,16.78567505,6.210907459,1.604165912,0.08087609,0.267913938,150.8197937,19.17295456,12.43994904,6.687378407,6.636200428,5.209270477,0,0,0,0,0.021042166,0
aus,v_f,0.683079362,1.277173996,20.28489685,16.08845329,0.457593411,1.05183661,145.1279755,123.8055191,145.8886414,70.51515961,71.98667145,102.3031082,0,0,0,0,0.678678215,0
aus,wht,0.230472684,2.440728664,0,0.361199588,0,0,54.7673111,121.6471481,100.7660904,29.99068832,11.31659985,21.87509537,0,0,0,0,0.000620577,0
aus,wol,41.89955902,18.26572418,6.758543968,1.745610595,0.088007212,0.291536808,164.1180878,20.86349869,13.53682041,7.27702713,7.221336842,5.668589115,0,0,0,0,0.022897525,0
aut,c_b,0,0,0,0,0,0,0,0,0,9.714970589,1.533877969,0,0,0,0.119635895,0.176224709,0,0
aut,ctl,0,0,0,0,0,0,0,0,0,30.17639351,0.702571332,0,0,0,33.89369965,4.03008461,0,0
aut,frs,0,0,0,0,0,0,0,0,0,213.6104279,9.910014153,0,0,0,73.40591431,69.73497772,0,0
aut,gro,0,0,0,0,0,0,0,0,0,354.1353149,37.89799118,0,0,0,33.25948334,18.95640182,0,0
aut,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aut,ocr,0,0,0,0,0,0,0,0,0,118.6544647,11.86308384,0,0,0,6.652242661,3.935111284,0,0
aut,osd,0,0,0,0,0,0,0,0,0,68.60993195,7.732575893,0,0,0,2.195669889,1.878126144,0,0
aut,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008516965,0,0,0
aut,pfb,0,0,0,0,0,0,0,0,0,0.766803265,0,0,0,0,0,0,0,0
aut,rmk,0,0,0,0,0,0,0,0,0,55.61888123,1.294927239,0,0,0,62.47034073,7.427951813,0,0
aut,v_f,0,0,0,0,0,0,0,0,0,47.99842834,6.308626652,0,0,0,2.828440428,1.392603755,0,0
aut,wht,0,0,0,0,0,0,0,0,0,183.897522,25.93964195,0,0,0,3.307088375,5.105014801,0,0
aut,wol,0,0,0,0,0,0,0,0,0,0.074255295,0.001728823,0,0,0,0.083402492,0.009916862,0,0
bel,c_b,0,0,0,0,0,0,0,0,0,0.640032053,22.28064919,0,0,0,0,0,0,0
bel,ctl,0,0,0,0,0,0,0,0,0,6.442640781,43.71735382,0,0,0,0,0,0,0
bel,frs,0,0,0,0,0,0,0,0,0,16.23304749,57.22050476,0,0,0,0,0,0,0
bel,gro,0,0,0,0,0,0,0,0,0,8.278828621,86.09059906,0,0,0,0,0,0,0
bel,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,ocr,0,0,0,0,0,0,0,0,0,6.267923355,32.65618515,0,0,0,0,0,0,0
bel,osd,0,0,0,0,0,0,0,0,0,27.64988708,6.103922844,0,0,0,0,0,0,0
bel,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,pfb,0,0,0,0,0,0,0,0,0,0,28.49513245,0,0,0,0,0,0,0
bel,rmk,0,0,0,0,0,0,0,0,0,7.723473549,52.4086113,0,0,0,0,0,0,0
bel,v_f,0,0,0,0,0,0,0,0,0,10.98838997,97.85188293,0,0,0,0,0,0,0
bel,wht,0,0,0,0,0,0,0,0,0,8.83232975,75.94029999,0,0,0,0,0,0,0
bel,wol,0,0,0,0,0,0,0,0,0,0.211663172,1.436267376,0,0,0,0,0,0,0
bgd,c_b,0,0,0,23.10090446,66.9253006,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,ctl,0,0,0,7.888007164,219.6877899,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,frs,0,0,0,156.9067993,478.3434753,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,gro,0,0,0,1.695761561,5.012477398,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,ocr,0,0,0,133.3848114,139.3588257,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,osd,0,0,0,14.52650356,26.01531792,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,pdr,0,0,0,296.7599487,1003.003845,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,pfb,0,0,0,86.61004639,111.8429108,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,rmk,0,0,0,0.453202456,12.62207794,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,v_f,0,0,0,195.5748749,214.3566437,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,wht,0,0,0,11.45945072,24.10497284,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,wol,0,0,0,7.45E-05,0.002076185,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr,c_b,0,0,0,0,0,0,0,0,3.193853378,0.047951851,0,0,0,0,0,0,0,0
bgr,ctl,0,0,0,0,0,0,0,0,94.94672394,49.17385483,0,0,0,0,0,0,0,0
bgr,frs,0,0,0,0,0,0,0,0,26.90209579,33.96234512,0,0,0,0,0,0,0,0
bgr,gro,0,0,0,0,0,0,0,0,125.3027954,12.47087955,0,0,0,0,0,0,0,0
bgr,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr,ocr,0,0,0,0,0,0,0,0,216.1529388,21.71546936,0,0,0,0,0,0,0,0
bgr,osd,0,0,0,0,0,0,0,0,17.81744957,1.260237455,0,0,0,0,0,0,0,0
bgr,pdr,0,0,0,0,0,0,0,0,4.008809566,0.219159842,0,0,0,0,0,0,0,0
bgr,pfb,0,0,0,0,0,0,0,0,6.661202431,0.0508844,0,0,0,0,0,0,0,0
bgr,rmk,0,0,0,0,0,0,0,0,49.72095871,25.75098038,0,0,0,0,0,0,0,0
bgr,v_f,0,0,0,0,0,0,0,0,356.6087341,27.87992859,0,0,0,0,0,0,0,0
bgr,wht,0,0,0,0,0,0,0,0,195.10112,21.72089958,0,0,0,0,0,0,0,0
bgr,wol,0,0,0,0,0,0,0,0,2.933815241,1.519452214,0,0,0,0,0,0,0,0
bra,c_b,0.006998016,1.086628437,1.201058865,12.0774765,112.8636627,158.6103058,0,0,0,0.085320167,0.010738507,7.783606529,0,0,0,0,0,0
bra,ctl,0.256941438,3.154379845,11.57794952,34.68571854,335.7292175,114.0403214,0,0,0,0.782543123,0.042458545,91.06640625,0,0,0,0,0,0
bra,frs,0,0,0,1.667557955,102.2756195,357.3238831,0,0,0,0,0,41.23445129,0,0,0,0,0,0
bra,gro,0.019888796,0.823225319,6.807266712,9.474211693,62.17993164,45.92887115,0,0,0,0.049601939,0.03334808,115.0703049,0,0,0,0,0,0
bra,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bra,ocr,0,0.027629649,9.94571209,38.44363022,181.8295288,209.9908295,0,0,0,2.391678333,0.016201345,457.503418,0,0,0,0,0,0
bra,osd,0.090197593,1.816137433,2.728037596,34.7808609,235.5700073,73.25950623,0,0,0,0,0,212.3434601,0,0,0,0,0,0
bra,pdr,0,0.307187378,3.008418322,10.87119675,31.15031052,14.18927097,0,0,0,0.016630372,0,75.17503357,0,0,0,0,0,0
bra,pfb,0.008244464,0.640953302,3.517563105,10.24415016,56.45671844,7.38852644,0,0,0,0,0,2.539137602,0,0,0,0,0,0
bra,rmk,0.131181553,1.610469818,5.911126614,17.70880699,171.4066772,58.22333145,0,0,0,0.399527699,0.021677228,46.49398804,0,0,0,0,0,0
bra,v_f,0.051704276,3.917386293,13.61974525,18.7565918,54.05752182,60.78161621,0,0,0,0.074704602,0.012855963,40.34371185,0,0,0,0,0,0
bra,wht,0,0,0.091446795,0.094766155,0.451948732,4.856199741,0,0,0,0,0,13.39472485,0,0,0,0,0,0
bra,wol,0.002194518,0.026941322,0.098886408,0.296248138,2.867438078,0.974009871,0,0,0,0.006683643,0.000362635,0.777791381,0,0,0,0,0,0
bwa,c_b,0,0,0,0,0,0,0.019473717,0.043656241,0,0,0,0,0,0,0,0,0,0
bwa,ctl,0,0,0,0,0,0,15.04442024,3.872174025,0.289050043,0,0,0,0,0,0,0,0,0
bwa,frs,0,0,0,0,0,0,0,9.627437592,0,0,0,0,0,0,0,0,0,0
bwa,gro,0,0,0,0,0,0,3.661331654,1.693868399,0.067162044,0,0,0,0,0,0,0,0,0
bwa,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwa,ocr,0,0,0,0,0,0,0.675402701,0.240496412,0.000895404,0,0,0,0,0,0,0,0,0
bwa,osd,0,0,0,0,0,0,0.45475468,0.25811249,0.005515783,0,0,0,0,0,0,0,0,0
bwa,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwa,pfb,0,0,0,0,0,0,0.114914745,0,0,0,0,0,0,0,0,0,0,0
bwa,rmk,0,0,0,0,0,0,1.797310948,0.462596804,0.034531929,0,0,0,0,0,0,0,0,0
bwa,v_f,0,0,0,0,0,0,8.694227219,2.274910688,0.024114946,0,0,0,0,0,0,0,0,0
bwa,wht,0,0,0,0,0,0,0.003949251,0.004409997,0,0,0,0,0,0,0,0,0,0
bwa,wol,0,0,0,0,0,0,4.57E-05,1.18E-05,8.78E-07,0,0,0,0,0,0,0,0,0
can,c_b,0,0,0,0,0,0,0,0,1.028868556,0.304801375,0,0,0,0,0,0,0,0
can,ctl,0,0,0,0,0,0,102.9289017,57.06722641,104.5446014,138.2539215,0.990631461,0,46.1762886,22.7904892,153.6953278,9.643446922,0,0
can,frs,0,0,0,0,0,0,0,49.85271835,887.9783936,815.6367798,46.68432617,0,9.684116364,250.9197388,549.854248,13.60391617,0,0
can,gro,0,0,0,0,0,0,26.93295288,32.19643021,52.2939415,158.155899,0.041614801,0,10.13812733,8.679970741,59.52717209,2.524445772,0,0
can,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,ocr,0,0,0,0,0,0,33.71392822,29.01626778,177.5921783,283.3632202,1.672758698,0,10.24160862,9.878664017,124.8736572,13.01699734,0,0
can,osd,0,0,0,0,0,0,52.00847244,65.83388519,119.4046707,144.3938141,0,0,19.68728638,18.83299255,120.8631439,5.000729084,0,0
can,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,pfb,0,0,0,0,0,0,1.228900909,1.01787746,0.631763458,0.285502195,0,0,0.283542246,0.124131396,0.22800976,0.016986402,0,0
can,rmk,0,0,0,0,0,0,33.86170197,18.7740593,34.39323425,45.48297501,0.325899392,0,15.19114304,7.497648239,50.56291199,3.172515154,0,0
can,v_f,0,0,0,0,0,0,63.34701538,25.02429008,80.60697937,181.2905121,8.678313255,0,13.83697414,11.16411591,31.899189,1.23907423,0,0
can,wht,0,0,0,0,0,0,208.4623871,140.8488922,164.1135254,73.04199982,0.035855625,0,69.4180603,35.20376968,163.5160675,7.253669739,0,0
can,wol,0,0,0,0,0,0,0.014942311,0.008284517,0.015176863,0.020070484,0.000143811,0,0.006703466,0.003308522,0.022312133,0.001399951,0,0
che,c_b,0,0,0,0,0,0,0,0,0,31.32025146,0,0,0,0.347790927,3.451087952,0,0,0
che,ctl,0,0,0,0,0,0,0,0,0,135.896347,0,0,0,9.738465309,96.56741333,0,0,0
che,frs,0,0,0,0,0,0,0,0,0,247.9336395,0,0,0,0,72.56069183,0,0,0
che,gro,0,0,0,0,0,0,0,0,0,56.6536026,0,0,0,0.71772927,7.36978054,0,0,0
che,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che,ocr,0,0,0,0,0,0,0,0,0,191.3289337,0,0,0,3.219382524,23.29588509,0,0,0
che,osd,0,0,0,0,0,0,0,0,0,38.39705658,0,0,0,0.28149581,4.562848091,0,0,0
che,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065151498,0,0,0
che,pfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che,rmk,0,0,0,0,0,0,0,0,0,315.7639771,0,0,0,22.62795639,224.3806458,0,0,0
che,v_f,0,0,0,0,0,0,0,0,0,148.8488464,0,0,0,1.185072422,14.4556036,0,0,0
che,wht,0,0,0,0,0,0,0,0,0,79.74497986,0,0,0,0.990652859,8.212255478,0,0,0
che,wol,0,0,0,0,0,0,0,0,0,0.158651143,0,0,0,0.011369096,0.112736873,0,0,0
chl,c_b,0.102430627,0,0,0,0,0,0.932969391,1.492121577,4.114238739,17.10999298,5.603797913,5.097191811,0.160486251,0.066176951,0,0.045083903,0,0
chl,ctl,0.23605141,0,0,0,0,0,14.70590115,13.19420624,9.381314278,15.09718132,2.185028791,5.809270859,17.99702454,8.758389473,4.155162334,6.486442089,0,0
chl,frs,0,0,0,0,0,0,1.341817021,5.590891361,13.89903736,4.363013744,10.47803402,35.21792221,2.3956213,43.88055038,41.35097122,35.57449341,7.388313293,0
chl,gro,0.033559229,0,0,0,0,0,4.463522434,7.207691669,8.637591362,45.65211868,8.87103653,6.05092001,2.161753416,0.37824285,0.007609439,0.056721531,0,0
chl,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chl,ocr,0.343772292,0,0,0,0,0,2.334620714,3.353791952,8.452091217,33.84244537,11.0327158,10.33167362,1.146332622,0.690632403,0.124516755,0.229621813,0.01307705,0.004584226
chl,osd,0,0,0,0,0,0,0.036074258,0.113631845,0.272947609,1.501068115,0.476160407,0.373446077,0.001706215,0,0,0.003737424,0,0
chl,pdr,0.004358928,0,0,0,0,0,0.003580548,0.00583785,0.676801383,7.521096706,0.416355491,0,0.086244501,0.025686538,0,0,0,0
chl,pfb,0,0,0,0,0,0,0.005486098,0.055783622,0.070357852,0.579354942,0.173832491,0.101418674,0,0,0,0,0,0
chl,rmk,0.249083057,0,0,0,0,0,15.51776791,13.92261696,9.899227142,15.9306488,2.305657387,6.129982471,18.99058342,9.241912842,4.384555817,6.844537735,0,0
chl,v_f,4.711126804,0,0,0,0,0,21.59177589,37.00193787,108.4781876,444.8918762,123.8432083,114.0841904,18.39696693,3.746809959,0.250230819,1.472982407,0.034637667,0
chl,wht,0.152473107,0,0,0,0,0,2.133058786,3.526366949,13.76211929,70.37287903,31.66547775,37.30115128,2.648224592,4.90303421,1.387903452,1.456459522,0.160722569,0
chl,wol,0.04229689,0,0,0,0,0,2.635078192,2.364204884,1.68099165,2.705189705,0.391524553,1.040934682,3.224798441,1.569372773,0.744543135,1.162273645,0,0
chn,c_b,0,0,0,0.503991961,1.339627862,89.95197296,7.893789768,9.414628029,3.837289095,2.895929098,24.1097126,94.26215363,1.901403785,0.209439665,1.064894438,0.077972613,0,0
chn,ctl,0,0,0,0.411203623,0.695270717,10.13646889,374.2271118,343.8370056,109.5874023,62.10803604,94.94864655,112.8392105,257.7801514,200.6282196,227.0442352,32.57719421,0.818321943,0
chn,frs,0,0,0,0,33.12768555,42.55908585,124.3393784,471.1737366,770.0845947,902.2703857,1177.894775,836.0522461,169.9377747,203.4626312,726.8838501,1326.127686,33.12768555,0
chn,gro,0,0,0,0.335920125,0.802515745,4.649202347,43.3872757,423.8132629,539.1721802,201.3251343,159.1806946,135.7997284,6.998044491,2.012086391,13.88627625,2.820428848,0.223935097,0
chn,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chn,ocr,0,0,0,4.069529533,7.951357841,50.70643997,48.30227661,61.25723648,39.85890198,48.58805847,110.7362671,404.094574,14.82264709,4.140648842,3.087540627,5.319732189,0.164866328,0
chn,osd,0,0,0,0.522084594,1.635029912,53.4305191,19.33660698,232.7406311,360.008667,282.2498474,396.1072998,541.4677734,7.137609005,5.835844517,19.09357643,4.206794739,0.188940883,0
chn,pdr,0,0,0,3.640594006,10.0153513,245.2030334,14.58899117,93.29026031,179.2957916,166.2437286,938.227478,2983.044189,0.723159969,0.2838476,10.56432247,2.716887236,0.115798987,0
chn,pfb,0,0,0,0,0.070392892,0.175792873,129.3227692,53.07950211,231.2924652,86.079216,268.9597168,275.9271545,13.79780865,0.12859574,0.040281519,0.006163732,0,0
chn,rmk,0,0,0,0.136221766,0.230326295,3.357965946,123.9723511,113.9048462,36.30364227,20.57488441,31.45417976,37.38088989,85.39630127,66.46325684,75.21424103,10.7920332,0.27109018,0
chn,v_f,0,0,0,34.59183502,81.0835495,2287.292236,356.8619995,3223.621338,5011.685059,2920.448975,4696.712402,12115.13184,66.27931976,25.95736504,60.31702042,28.50799179,1.002988935,0
chn,wht,0,0,0,0,0.021155812,1.17722249,70.96247864,187.3239746,448.9831543,231.8881683,397.6651001,174.0379486,14.01967335,8.375883102,9.544699669,3.677186966,0.187124446,0
chn,wol,0,0,0,0.154072389,0.260508448,3.797996759,140.2177887,128.8310394,41.06090546,23.27103424,35.57596588,42.27931595,96.58670044,75.17266083,85.07038116,12.20623112,0.306614071,0
col,c_b,0,0,0,0.087646678,3.759651423,38.00689697,0,0,0,0,0.361878008,3.124481201,0,0,0,0,0,0
col,ctl,0,0,0,5.992106915,97.29353333,216.8154144,0,0,0,0,2.210430384,9.950153351,0,0,0,0,0,0
col,frs,0,0,0,0.034394063,6.842955589,140.4036102,0,0,0,0,0.728287637,3.918640137,0,0,0,0,0,0
col,gro,0,0,0,2.305398941,37.47732925,72.71311951,0,0,0,0,1.122851014,5.306156158,0,0,0,0,0,0
col,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,ocr,0,0,0,4.789736271,95.12862396,403.2410278,0,0,0,0,8.126804352,30.12164497,0,0,0,0,0,0
col,osd,0,0,0,0.45623067,8.767987251,50.15789413,0,0,0,0,0.630967379,2.694948196,0,0,0,0,0,0
col,pdr,0,0,0,0.209866583,6.077433586,87.33049774,0,0,0,0,0.225041479,5.008214951,0,0,0,0,0,0
col,pfb,0,0,0,0.311583072,4.429327965,20.64437675,0,0,0,0,0.196531236,1.437676549,0,0,0,0,0,0
col,rmk,0,0,0,5.730004311,93.03778839,207.3316193,0,0,0,0,2.113743305,9.514920235,0,0,0,0,0,0
col,v_f,0,0,0,6.405474663,104.8258133,565.1046143,0,0,0,0,9.485676765,45.29473495,0,0,0,0,0,0
col,wht,0,0,0,0,0,28.94582748,0,0,0,0,0.76212728,5.239048481,0,0,0,0,0,0
col,wol,0,0,0,0.019126022,0.310548246,0.692046463,0,0,0,0,0.007055405,0.03175959,0,0,0,0,0,0
cyp,c_b,0,0,0,0,0,0,0,0,2.51E-09,9.18E-07,5.18E-06,9.30E-08,6.55E-10,2.49E-08,1.25E-07,0,0,0
cyp,ctl,0,0,0,0,0,0,0,0,0.014051443,0.702193558,2.287009001,0.11813172,0.041166849,0.178103462,0.09523908,0,0,0
cyp,frs,0,0,0,0,0,0,0,0,0,1.53485024,0,0,0,0,0,0,0,0
cyp,gro,0,0,0,0,0,0,0,0,0.000222814,0.013871205,0.090222277,0.00474922,2.98E-06,0.00070742,0.002926175,0,0,0
cyp,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,ocr,0,0,0,0,0,0,0,0,0.000255055,0.041894656,0.160369024,0.005309319,2.77E-05,0.001481936,0.005048609,0,0,0
cyp,osd,0,0,0,0,0,0,0,0,8.52E-05,0.144969732,0.409824848,0.006263244,1.03E-06,0.000379608,0.002208115,0,0,0
cyp,pdr,0,0,0,0,0,0,0,0,0.00016124,0.001426608,0.022147452,3.53E-06,0,9.29E-05,0.000121058,0,0,0
cyp,pfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,rmk,0,0,0,0,0,0,0,0,0.002728966,0.136374772,0.444165736,0.022942657,0.007995117,0.034589916,0.01849662,0,0,0
cyp,v_f,0,0,0,0,0,0,0,0,0.012625054,4.031267166,16.23527527,0.490973085,0.000394731,0.121585965,0.508955538,0,0,0
cyp,wht,0,0,0,0,0,0,0,0,0.000142732,0.029139182,0.097600207,0.001316154,9.44E-06,0.000258952,0.000641813,0,0,0
cyp,wol,0,0,0,0,0,0,0,0,0.000227117,0.011349752,0.036965571,0.001909396,0.000665391,0.002878736,0.001539376,0,0,0
cze,c_b,0,0,0,0,0,0,0,0,0,40.11521149,0,0,0,0,0,0,0,0
cze,ctl,0,0,0,0,0,0,0,0,0,35.36050797,0,0,0,0,0,0,0,0
cze,frs,0,0,0,0,0,0,0,0,0,78.3106308,0,0,0,0,0,0,0,0
cze,gro,0,0,0,0,0,0,0,0,0,73.19883728,0,0,0,0,0,0,0,0
cze,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,ocr,0,0,0,0,0,0,0,0,0,175.2944794,0,0,0,0,0,0,0,0
cze,osd,0,0,0,0,0,0,0,0,0,67.94459534,0,0,0,0,0,0,0,0
cze,pdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,pfb,0,0,0,0,0,0,0,0,0,1.0714643,0,0,0,0,0,0,0,0
cze,rmk,0,0,0,0,0,0,0,0,0,120.2144775,0,0,0,0,0,0,0,0
cze,v_f,0,0,0,0,0,0,0,0,0,173.8352356,0,0,0,0,0,0,0,0
cze,wht,0,0,0,0,0,0,0,0,0,173.4620056,0,0,0,0,0,0,0,0
cze,wol,0,0,0,0,0,0,0,0,0,5.572887421,0,0,0,0,0,0,0,0
deu,c_b,0,0,0,0,0,0,0,0,0,76.89579773,24.42908287,0,0,0,0,0.017478067,0,0
deu,ctl,0,0,0,0,0,0,0,0,0,202.9640198,36.06177902,0,0,0,0,1.870170116,0,0
deu,frs,0,0,0,0,0,0,0,0,0,683.3022461,86.96559906,0,0,0,0,6.98830986,0,0
deu,gro,0,0,0,0,0,0,0,0,0,2098.241455,431.3137817,0,0,0,0,0.915623844,0,0
deu,oap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,ocr,0,0,0,0,0,0,0,0,0,954.5563965,162.6113434,0,0,0,0,0.423465937,0,0
deu,osd,0,0,0,0,0,0,0,0,0,625.9075317,39.9220047,0,0,0,0,0.214259803,0,0
