"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,"Forest","1990",0,0,0,0,0,0,26.8557139146197,37.9581451286156,22.3868370453247,103.576357123281,77.5926276484028,104.741313466395,34.6759869476647,120.731438919241,100.618348878027,5.96655540218941,0,0
2,"Forest","1990",0,0,0,0,0,0,0.0358634118518186,0.226295837819912,26.3074386126498,12.5226981105744,0.268207859631974,0,2.89101650641407,108.536273950605,163.605131745900,2.95507861267091,0,0
3,"Forest","1990",0,0,0,0,0,0,0,6.2612292664372,35.1761865765753,106.362237631576,51.0616093551184,8.75412958061239,0.185408440724669,41.318841947853,141.452160824753,9.4023018376754,0,0
4,"Forest","1990",0,0,0,0,0,0,0,0,0.733061449122029,17.2302562464556,11.9232871726499,4.30762992859939,0,0,0.434681333059832,0,0,0
5,"Forest","1990",0.00431673220646826,0,0.0786982112887611,0.899468653242402,0.616794683790804,0.357895721998346,0.130391986182078,0.111582478269395,0.391974586885734,1.24980666977764,10.7719420970240,14.6405179747774,0,0,0.162957866870856,0.400346545902771,0.303852197338102,0
6,"Forest","1990",0,0,0,0,0,0,0.055410191629068,2.02509883701733,28.3025593601501,34.6334851896697,0.752612073290577,0.198441895022293,9.81063147495705,303.467136935456,326.095266067888,1.07564126137627,0,0
7,"Forest","1990",0,0,0,6.75594892823381,37.5581758748694,20.4974795176506,0.353914088115928,22.4329533767107,47.8530672094964,56.6325966390817,63.317322278189,148.005146190084,0.826075285089783,4.37127364178869,34.6975378694632,2.86347637117172,0.126082638324589,0
8,"Forest","1990",0,0,0,0,0,0,0.525825443213469,1.05912165076946,0.492822288648423,0.0110280640545694,0,0,0,0,0,0,0,0
9,"Forest","1990",0.196098210589169,0.874051270620565,7.97699081080747,64.1050033256916,69.6686215672257,136.586046136985,0.0656666832380354,1.08303661826317,4.46798313602207,7.21526895881897,0.96899925916561,0.248408049724909,0,0,0,0,0,0
10,"Forest","1990",0.432714331587769,0.681506918122873,2.51259573266395,8.72041857065828,41.0625207431368,130.788513523371,1.43126163250603,2.66585403058718,4.56103217664757,3.24608139058366,1.06896417177791,5.90326274290472,0.2048471525633,1.22854097499303,0.747858839701762,0.998520934346947,0.395628349162499,0.173610453905438
11,"Forest","1990",0,0,0.234571539640443,17.8311239638743,39.1651489003510,134.913562294829,0,0.0201214583198331,0,1.09066718421948,16.5461382946548,7.66345679130012,0.00360263353417196,0.082837787558663,0.288007971994581,0.60493523588102,0,0
12,"Forest","1990",0,0,0,0,0,0,0,0.0898339823221079,5.87992486777622,64.5698583219364,7.76708666157262,0.098716613955751,0,0,1.38635396540920,1.45190495941937,0,0
13,"Forest","1990",0,0,0,0,0,0,0,0,0,2.86637531000724,2.12986302703472,0,0,0,0,0,0,0
14,"Forest","1990",0,11.4738632672725,84.0913792766646,44.0907013355863,17.1968903126987,14.7801290898657,0,7.84495081674144,10.0549685459719,4.96148949363298,6.03179761946712,15.3885129628982,0.0237526223747289,0.0185163074680571,0.39963786352501,0.266022716330567,0,0
1,"Forest","2005",0,0,0,0,0,0,21.7852956191304,30.9996626968549,18.5587800756827,103.097239818289,75.5047070876601,103.257149066946,28.3252105149639,99.7414295650298,83.3608180183727,4.96165498866866,0,0
2,"Forest","2005",0,0,0,0,0,0,0.0146640077576781,0.211789367966279,28.3453389215315,15.5934834163780,0.293227359548585,0,3.05145034334282,115.184099472221,173.430799954015,3.1890070812652,0,0
3,"Forest","2005",0,0,0,0,0,0,0,6.76939181101959,37.6013731461026,121.107199334799,65.4807531664963,14.1086358029146,0.269348050524057,47.6402924110841,164.310545530459,10.6828066823274,0,0
4,"Forest","2005",0,0,0,0,0,0,0,0,0.345315277799529,9.36350895138084,6.87661259822609,2.59518256617109,0,0,0.219481285158080,0,0,0
5,"Forest","2005",0.00837734355521043,0,0.127131852705951,1.54858430678315,0.971770499301217,0.589149348239808,0.157217914784591,0.108806740074340,0.705019025425472,2.24743964240328,16.4517276942122,23.3246301580837,0,0,0.251029943157192,0.610610857422036,0.443420547173917,0
6,"Forest","2005",0,0,0,0,0,0,0.0285863388295921,1.29658008932154,20.1983705154235,27.2962211300671,0.520765953673908,0.166076870896918,6.4023573324237,199.395905819423,214.02417838393,0.684626349834678,0,0
7,"Forest","2005",0,0,0,5.33658982823896,30.4027887866501,17.8110522256214,0.185687499225974,17.0151715627116,36.9903056205022,45.4433215267470,56.4639152957405,117.357691094941,0.411898549414233,3.62352503764757,29.9857032779172,2.25365137226019,0.100919007746093,0
8,"Forest","2005",0,0,0,0,0,0,0.559106270640206,1.05558873376128,0.282604295645369,0,0,0,0,0,0,0,0,0
9,"Forest","2005",0.0719077668153983,1.10904142224229,9.8965291213619,84.8784593653354,91.1636144825234,174.299626664291,0.0838598969515989,1.37789659915209,5.31491749305323,9.46642432940452,1.14026991439455,0.337986612419853,0,0,0,0,0,0
