"GCAM_region_ID","GCAM_commodity","year","Prod_Mt"
1,"Corn",1990,193.2168944
2,"Corn",1990,6.582594
3,"Corn",1990,31.4430964
4,"Corn",1990,0.39056
5,"Corn",1990,0.482309
6,"Corn",1990,11.6172724
7,"Corn",1990,94.5186794
8,"Corn",1990,0.639508
9,"Corn",1990,37.5139338
10,"Corn",1990,55.2751918
11,"Corn",1990,19.2604932
12,"Corn",1990,25.3715912
13,"Corn",1990,0.1026326
14,"Corn",1990,8.97964
1,"FiberCrop",1990,3.3502
2,"FiberCrop",1990,0.04828
3,"FiberCrop",1990,1.046641
4,"FiberCrop",1990,1.2e-05
5,"FiberCrop",1990,0.37486
6,"FiberCrop",1990,2.8732416
7,"FiberCrop",1990,5.7408978
8,"FiberCrop",1990,0.355502
9,"FiberCrop",1990,1.51641
10,"FiberCrop",1990,2.1543014
11,"FiberCrop",1990,2.9578494
12,"FiberCrop",1990,0.0789384
13,"FiberCrop",1990,0.0020046
14,"FiberCrop",1990,3.371482
1,"FodderGrass",1990,157.43838
2,"FodderGrass",1990,0
3,"FodderGrass",1990,77.268981
4,"FodderGrass",1990,12.3792
5,"FodderGrass",1990,9.227
6,"FodderGrass",1990,46.4042456
7,"FodderGrass",1990,42.335755
8,"FodderGrass",1990,4.1264702
9,"FodderGrass",1990,7.9178
10,"FodderGrass",1990,143.4096136
11,"FodderGrass",1990,3.7327778
12,"FodderGrass",1990,12.192045
13,"FodderGrass",1990,2.9817632
14,"FodderGrass",1990,75.907
1,"FodderHerb",1990,154.5555688
2,"FodderHerb",1990,6.2206
3,"FodderHerb",1990,352.543334
4,"FodderHerb",1990,6.9846
5,"FodderHerb",1990,9.806213
6,"FodderHerb",1990,381.0663466
7,"FodderHerb",1990,0.446116
8,"FodderHerb",1990,18.3547818
9,"FodderHerb",1990,56.4802058
10,"FodderHerb",1990,112.1557478
11,"FodderHerb",1990,0
12,"FodderHerb",1990,125.6482976
13,"FodderHerb",1990,0
14,"FodderHerb",1990,0
1,"MiscCrop",1990,56.1290442
2,"MiscCrop",1990,3.1710816
3,"MiscCrop",1990,147.4848486
4,"MiscCrop",1990,19.4843008
5,"MiscCrop",1990,6.907593
6,"MiscCrop",1990,52.839594
7,"MiscCrop",1990,175.7808184
8,"MiscCrop",1990,34.5034424
9,"MiscCrop",1990,93.5520046
10,"MiscCrop",1990,110.347493
11,"MiscCrop",1990,59.1162978
12,"MiscCrop",1990,30.8750906
13,"MiscCrop",1990,11.8914006
14,"MiscCrop",1990,92.7014802
1,"OilCrop",1990,60.9090406
2,"OilCrop",1990,5.85532
3,"OilCrop",1990,24.0441424
4,"OilCrop",1990,0.284706
5,"OilCrop",1990,0.9556412
6,"OilCrop",1990,13.220056
7,"OilCrop",1990,36.537994
8,"OilCrop",1990,1.5411982
9,"OilCrop",1990,12.0841366
10,"OilCrop",1990,40.9195868
11,"OilCrop",1990,8.9043306
12,"OilCrop",1990,4.8370734
13,"OilCrop",1990,0.3138262
14,"OilCrop",1990,21.723818
1,"OtherGrain",1990,30.14674
2,"OtherGrain",1990,15.59245
3,"OtherGrain",1990,79.5905392
4,"OtherGrain",1990,0.362539
5,"OtherGrain",1990,7.8945482
6,"OtherGrain",1990,83.0778366
7,"OtherGrain",1990,17.661101
8,"OtherGrain",1990,6.7925504
9,"OtherGrain",1990,33.4259236
10,"OtherGrain",1990,13.1416956
11,"OtherGrain",1990,1.5467648
12,"OtherGrain",1990,29.294864
13,"OtherGrain",1990,0.6098948
14,"OtherGrain",1990,23.33556
1,"PalmFruit",1990,0.005759
2,"PalmFruit",1990,0
3,"PalmFruit",1990,0.0014384
4,"PalmFruit",1990,0
5,"PalmFruit",1990,0.01168
6,"PalmFruit",1990,0
7,"PalmFruit",1990,1.6906986
8,"PalmFruit",1990,0
9,"PalmFruit",1990,14.1114246
10,"PalmFruit",1990,6.270805
11,"PalmFruit",1990,71.5113956
12,"PalmFruit",1990,0
13,"PalmFruit",1990,0
14,"PalmFruit",1990,7.2762
1,"Rice",1990,7.344232
2,"Rice",1990,0
3,"Rice",1990,2.3438098
4,"Rice",1990,12.7396
5,"Rice",1990,0.8798
6,"Rice",1990,2.1882598
7,"Rice",1990,208.5887942
8,"Rice",1990,2.1881794
9,"Rice",1990,12.8463706
10,"Rice",1990,18.2970174
11,"Rice",1990,128.3695376
12,"Rice",1990,0.1672708
13,"Rice",1990,7.7355234
14,"Rice",1990,109.8480032
1,"Root_Tuber",1990,18.4475876
2,"Root_Tuber",1990,3.0078558
3,"Root_Tuber",1990,56.9159082
4,"Root_Tuber",1990,5.53424
5,"Root_Tuber",1990,1.4337118
6,"Root_Tuber",1990,67.6721088
7,"Root_Tuber",1990,148.305845
8,"Root_Tuber",1990,3.5865926
9,"Root_Tuber",1990,114.1880474
10,"Root_Tuber",1990,46.2836902
11,"Root_Tuber",1990,50.5530402
12,"Root_Tuber",1990,41.653606
13,"Root_Tuber",1990,0.9682998
14,"Root_Tuber",1990,21.9437
1,"SugarCrop",1990,52.2690868
2,"SugarCrop",1990,0.86948
3,"SugarCrop",1990,128.4492874
4,"SugarCrop",1990,5.9605582
5,"SugarCrop",1990,24.092668
6,"SugarCrop",1990,78.8419082
7,"SugarCrop",1990,84.926891
8,"SugarCrop",1990,6.786464
9,"SugarCrop",1990,74.7010246
10,"SugarCrop",1990,491.1680918
11,"SugarCrop",1990,144.5452636
12,"SugarCrop",1990,34.7093074
13,"SugarCrop",1990,0
14,"SugarCrop",1990,224.07768
1,"Wheat",1990,60.0136
2,"Wheat",1990,26.9260016
3,"Wheat",1990,107.852215
4,"Wheat",1990,0.89494
5,"Wheat",1990,13.8824844
6,"Wheat",1990,85.9600366
7,"Wheat",1990,95.1195092
8,"Wheat",1990,15.331025
9,"Wheat",1990,14.1352084
10,"Wheat",1990,20.6486406
11,"Wheat",1990,18.0292324
12,"Wheat",1990,37.6831038
13,"Wheat",1990,0.0011172
14,"Wheat",1990,52.190624
1,"Corn",2005,291.714152
2,"Corn",2005,9.9592944
3,"Corn",2005,41.4776274
4,"Corn",2005,0.254593
5,"Corn",2005,0.6842734
6,"Corn",2005,13.7763366
7,"Corn",2005,143.7713948
8,"Corn",2005,2.8408352
9,"Corn",2005,49.532787
10,"Corn",2005,97.1039058
11,"Corn",2005,29.2018398
12,"Corn",2005,30.3073546
13,"Corn",2005,0.0738928
14,"Corn",2005,15.58372
1,"FiberCrop",2005,4.582664
2,"FiberCrop",2005,0.04251
3,"FiberCrop",2005,1.5091836
4,"FiberCrop",2005,0
5,"FiberCrop",2005,0.45904
6,"FiberCrop",2005,1.9764692
7,"FiberCrop",2005,7.328716
8,"FiberCrop",2005,0.431966
9,"FiberCrop",2005,1.8672178
10,"FiberCrop",2005,2.0455696
11,"FiberCrop",2005,3.201674
12,"FiberCrop",2005,0.0176706
13,"FiberCrop",2005,4.26e-05
14,"FiberCrop",2005,5.2759556
1,"FodderGrass",2005,112.2412318
2,"FodderGrass",2005,0
3,"FodderGrass",2005,114.2610178
4,"FodderGrass",2005,11.8766
5,"FodderGrass",2005,7.2376
6,"FodderGrass",2005,42.5954922
7,"FodderGrass",2005,55.91042
8,"FodderGrass",2005,12.0688774
9,"FodderGrass",2005,8.93
10,"FodderGrass",2005,106.152029
11,"FodderGrass",2005,6.644273
12,"FodderGrass",2005,7.3006064
13,"FodderGrass",2005,0.2281842
14,"FodderGrass",2005,94
1,"FodderHerb",2005,180.3989912
2,"FodderHerb",2005,8.09572
3,"FodderHerb",2005,301.1527588
4,"FodderHerb",2005,4.7739
5,"FodderHerb",2005,10.9963822
6,"FodderHerb",2005,72.4707084
7,"FodderHerb",2005,0.46892
8,"FodderHerb",2005,23.597775
9,"FodderHerb",2005,58.0840242
10,"FodderHerb",2005,102.758654
11,"FodderHerb",2005,0
12,"FodderHerb",2005,89.261278
13,"FodderHerb",2005,0
14,"FodderHerb",2005,0
1,"MiscCrop",2005,65.1467002
2,"MiscCrop",2005,6.9443996
3,"MiscCrop",2005,156.592386
4,"MiscCrop",2005,15.2155384
5,"MiscCrop",2005,9.2512652
6,"MiscCrop",2005,51.8477612
7,"MiscCrop",2005,548.4577952
8,"MiscCrop",2005,53.5580586
9,"MiscCrop",2005,145.0456404
10,"MiscCrop",2005,158.5950592
11,"MiscCrop",2005,96.2728542
12,"MiscCrop",2005,28.3560952
13,"MiscCrop",2005,14.0512528
14,"MiscCrop",2005,149.3940924
1,"OilCrop",2005,90.1740288
2,"OilCrop",2005,12.51025
3,"OilCrop",2005,32.3998498
4,"OilCrop",2005,0.237002
5,"OilCrop",2005,2.121447
6,"OilCrop",2005,17.5668256
7,"OilCrop",2005,59.1224014
8,"OilCrop",2005,2.8331848
9,"OilCrop",2005,19.9144854
10,"OilCrop",2005,107.0841768
11,"OilCrop",2005,10.875415
12,"OilCrop",2005,8.200306
13,"OilCrop",2005,0.1874638
14,"OilCrop",2005,32.524
1,"OtherGrain",2005,17.558994
2,"OtherGrain",2005,16.06186
3,"OtherGrain",2005,74.3183182
4,"OtherGrain",2005,0.219481
5,"OtherGrain",2005,11.9659338
6,"OtherGrain",2005,48.6692442
7,"OtherGrain",2005,10.24323
8,"OtherGrain",2005,5.5933164
9,"OtherGrain",2005,49.0149466
10,"OtherGrain",2005,16.6980018
11,"OtherGrain",2005,1.6619272
12,"OtherGrain",2005,24.119324
13,"OtherGrain",2005,0.2390938
14,"OtherGrain",2005,20.23806
1,"PalmFruit",2005,0.0050084
2,"PalmFruit",2005,0
3,"PalmFruit",2005,0.001148
4,"PalmFruit",2005,0
5,"PalmFruit",2005,0.0098
6,"PalmFruit",2005,0
7,"PalmFruit",2005,1.98485
8,"PalmFruit",2005,0
9,"PalmFruit",2005,18.1504836
10,"PalmFruit",2005,14.6357032
11,"PalmFruit",2005,189.4065774
12,"PalmFruit",2005,0
13,"PalmFruit",2005,0
14,"PalmFruit",2005,9.3846
1,"Rice",2005,9.507885
2,"Rice",2005,0
3,"Rice",2005,3.2471448
4,"Rice",2005,10.7164
5,"Rice",2005,0.493222
6,"Rice",2005,1.3720096
7,"Rice",2005,222.6604586
8,"Rice",2005,2.9783672
9,"Rice",2005,20.1314682
10,"Rice",2005,25.038274
11,"Rice",2005,186.633201
12,"Rice",2005,0.0610932
13,"Rice",2005,6.327175
14,"Rice",2005,135.77664
1,"Root_Tuber",2005,20.9289554
2,"Root_Tuber",2005,5.008369
3,"Root_Tuber",2005,49.3605066
4,"Root_Tuber",2005,4.24614
5,"Root_Tuber",2005,1.82164
6,"Root_Tuber",2005,74.5156466
7,"Root_Tuber",2005,178.7059652
8,"Root_Tuber",2005,7.588467
9,"Root_Tuber",2005,202.7140028
10,"Root_Tuber",2005,55.7746016
11,"Root_Tuber",2005,60.496597
12,"Root_Tuber",2005,20.055677
13,"Root_Tuber",2005,0.9550606
14,"Root_Tuber",2005,35.63948
1,"SugarCrop",2005,60.18632
2,"SugarCrop",2005,0.733
3,"SugarCrop",2005,116.7568376
4,"SugarCrop",2005,5.5676
5,"SugarCrop",2005,37.0671492
6,"SugarCrop",2005,47.8015906
7,"SugarCrop",2005,119.2955922
8,"SugarCrop",2005,12.2343606
9,"SugarCrop",2005,97.6433294
10,"SugarCrop",2005,674.0822798
11,"SugarCrop",2005,189.789356
12,"SugarCrop",2005,24.5190632
13,"SugarCrop",2005,0
14,"SugarCrop",2005,279.00498
1,"Wheat",2005,56.955737
2,"Wheat",2005,23.78232
3,"Wheat",2005,120.7400546
4,"Wheat",2005,0.86764
5,"Wheat",2005,19.8331594
6,"Wheat",2005,86.2027484
7,"Wheat",2005,99.035997
8,"Wheat",2005,24.463415
9,"Wheat",2005,21.756013
10,"Wheat",2005,25.8404106
11,"Wheat",2005,27.1783884
12,"Wheat",2005,30.0198246
13,"Wheat",2005,0.0086946
14,"Wheat",2005,70.34302
