"GCAM_region_ID","GCAM_commodity","year","HA_kHa_rainfed","Prod_kt_rainfed","HA_kHa_irrigated","Prod_kt_irrigated","HA_kHa","Prod_kt","Yield_tHa_rainfed","Yield_tHa_irrigated","Yield_tHa"
14,"SugarCrop",2030,1494,100397,3738,419019,5232,519416,67.2001338688086,112.097110754414,99.276758409786
1,"Wheat",2030,19521,69429,3220,18324,22741,87754,3.5566313201168,5.69068322981366,3.85884525746449
2,"Wheat",2030,9846,41117,80,738,9926,41855,4.17601056266504,9.225,4.2167036066895
3,"Wheat",2030,25857,136755,3410,18232,29266,154988,5.28889662373825,5.34662756598240,5.2958381739903
4,"Wheat",2030,59,177,76,385,134,562,3,5.06578947368421,4.19402985074627
5,"Wheat",2030,14696,33754,224,998,14920,34752,2.29681545998911,4.45535714285714,2.32922252010724
6,"Wheat",2030,35572,66369,2859,10943,38431,77312,1.86576520859103,3.82756208464498,2.01170929718196
7,"Wheat",2030,5461,19138,20370,100375,25831,119512,3.50448635780992,4.92758959253805,4.62668886221981
8,"Wheat",2030,4687,7385,5764,20256,10453,27641,1.57563473437167,3.51422623178348,2.64431263752033
9,"Wheat",2030,7813,12349,2967,19048,10780,31399,1.58057084346602,6.41995281429053,2.91270871985158
10,"Wheat",2030,11740,38526,825,5391,12565,43917,3.28160136286201,6.53454545454545,3.49518503780342
11,"Wheat",2030,2268,3064,10751,44602,13018,47666,1.35097001763668,4.14863733606176,3.66154555231218
12,"Wheat",2030,12956,35840,10,46,12966,35886,2.76628589070701,4.6,2.76770013882462
13,"Wheat",2030,2,5,0,0,2,5,2.5,NA,2.5
14,"Wheat",2030,10947,17271,22968,96729,33915,114000,1.57769251849822,4.21146812957158,3.36134453781513
1,"Corn",2050,30771,351523,3810,54000,34581,405523,11.4238406291638,14.1732283464567,11.7267574679737
2,"Corn",2050,1000,10099,248,3500,1248,13599,10.099,14.1129032258065,10.8966346153846
3,"Corn",2050,3581,32502,2171,28743,5754,61244,9.07623568835521,13.2395209580838,10.6437261035801
4,"Corn",2050,0,0,0,0,0,0,NA,NA,NA
5,"Corn",2050,81,612,21,247,103,859,7.55555555555556,11.7619047619048,8.33980582524272
6,"Corn",2050,662,2331,270,1737,932,4068,3.52114803625378,6.43333333333333,4.36480686695279
7,"Corn",2050,13218,63978,28759,178268,41977,242245,4.84021788470268,6.19868562884662,5.77089834909593
8,"Corn",2050,45,219,933,7045,978,7264,4.86666666666667,7.55091103965702,7.42740286298569
9,"Corn",2050,38753,97156,2360,23481,41113,120638,2.50705751812763,9.94957627118644,2.93430301850996
10,"Corn",2050,27859,139679,3920,32738,31779,172417,5.01378369647152,8.3515306122449,5.4255011170899
11,"Corn",2050,12087,48601,2173,12202,14260,60804,4.02093157938281,5.61527841693511,4.26395511921459
12,"Corn",2050,6075,27308,274,1654,6349,28961,4.49514403292181,6.03649635036496,4.56150574893684
13,"Corn",2050,10,44,7,53,17,97,4.4,7.57142857142857,5.70588235294118
14,"Corn",2050,6993,14000,4000,20000,10993,34000,2.002002002002,5,3.09287728554535
1,"FiberCrop",2050,1619,3184,1264,4463,2883,7647,1.96664607782582,3.53085443037975,2.65244536940687
2,"FiberCrop",2050,39,59,1,3,40,62,1.51282051282051,3,1.55
3,"FiberCrop",2050,168,485,1028,4569,1196,5054,2.88690476190476,4.44455252918288,4.2257525083612
4,"FiberCrop",2050,0,0,0,0,0,0,NA,NA,NA
5,"FiberCrop",2050,0,0,415,2233,415,2233,NA,5.38072289156626,5.38072289156626
6,"FiberCrop",2050,85,165,2445,5596,2530,5761,1.94117647058824,2.28875255623722,2.27707509881423
7,"FiberCrop",2050,2984,8334,4030,16057,7014,24391,2.79289544235925,3.98436724565757,3.47747362418021
8,"FiberCrop",2050,7,13,410,1959,416,1972,1.85714285714286,4.7780487804878,4.74038461538461
9,"FiberCrop",2050,6924,10735,693,1964,7617,12699,1.55040439052571,2.83405483405483,1.66719180779835
10,"FiberCrop",2050,3259,10636,895,4645,4155,15281,3.2635777845965,5.18994413407821,3.6777376654633
11,"FiberCrop",2050,675,1099,2367,7930,3042,9029,1.62814814814815,3.35023236163921,2.9681130834977
12,"FiberCrop",2050,0,0,0,0,0,0,NA,NA,NA
13,"FiberCrop",2050,0,0,0,0,0,0,NA,NA,NA
14,"FiberCrop",2050,2140,2872,2488,6977,4628,9849,1.34205607476636,2.80426045016077,2.12813310285220
1,"MiscCrop",2050,950,13235,3033,100566,3983,113802,13.9315789473684,33.1572700296736,28.5719307054984
2,"MiscCrop",2050,2389,7816,31,647,2422,8462,3.27166178317288,20.8709677419355,3.49380677126342
3,"MiscCrop",2050,8641,105337,4107,111694,12751,217031,12.1903714847819,27.1960068176284,17.0207042584895
4,"MiscCrop",2050,256,4232,364,10575,617,14807,16.53125,29.0521978021978,23.9983792544570
5,"MiscCrop",2050,2254,5726,490,9459,2745,15185,2.54037267080745,19.3040816326531,5.53187613843352
6,"MiscCrop",2050,1752,12887,1886,25936,3637,38825,7.35559360730594,13.7518557794274,10.6750068737971
7,"MiscCrop",2050,22162,250877,14722,492447,36885,743326,11.3201425864092,33.449735090341,20.1525281279653
8,"MiscCrop",2050,1384,9516,4818,91260,6203,100776,6.8757225433526,18.9414694894147,16.2463324197969
9,"MiscCrop",2050,49347,237317,5083,114075,54431,351392,4.80914746590472,22.4424552429668,6.45573294629898
10,"MiscCrop",2050,19135,142597,4884,107656,24016,250254,7.4521557355631,22.0425880425880,10.4203031312458
11,"MiscCrop",2050,13370,89697,4578,73084,17949,162780,6.70882572924458,15.9641764962866,9.0690289152599
12,"MiscCrop",2050,3161,21727,439,4866,3600,26593,6.87345776652958,11.0842824601367,7.38694444444444
13,"MiscCrop",2050,274,6096,274,11191,548,17288,22.2481751824818,40.8430656934307,31.5474452554745
14,"MiscCrop",2050,20989,103833,9552,192015,30541,295848,4.94701986754967,20.1020728643216,9.68691267476507
1,"OilCrop",2050,31780,133564,1631,7235,33413,140799,4.20276903713027,4.43592887798896,4.21389878191123
2,"OilCrop",2050,12694,37024,137,726,12831,37750,2.91665353710414,5.2992700729927,2.94209336762528
3,"OilCrop",2050,14928,48062,2407,9616,17334,57679,3.21958735262594,3.99501454092231,3.32750663436022
4,"OilCrop",2050,112,218,104,309,215,527,1.94642857142857,2.97115384615385,2.45116279069767
5,"OilCrop",2050,1652,3064,38,138,1688,3200,1.85472154963680,3.63157894736842,1.8957345971564
6,"OilCrop",2050,7028,10571,337,806,7362,11377,1.50412635173591,2.39169139465875,1.5453681064928
7,"OilCrop",2050,19374,41563,12941,45807,32316,87369,2.14529782182306,3.53968008654663,2.70358336427776
8,"OilCrop",2050,1035,1307,705,2280,1742,3587,1.26280193236715,3.23404255319149,2.05912743972445
9,"OilCrop",2050,27871,41471,784,3026,28656,44497,1.48796239819167,3.85969387755102,1.55279871580123
10,"OilCrop",2050,86670,329153,52,160,86723,329312,3.79777316257067,3.07692307692308,3.79728561050702
11,"OilCrop",2050,7333,11271,876,1947,8209,13219,1.53702441020046,2.22260273972603,1.61030576196857
12,"OilCrop",2050,7162,11066,268,831,7430,11898,1.54509913432002,3.10074626865672,1.60134589502019
13,"OilCrop",2050,96,127,33,89,129,215,1.32291666666667,2.69696969696970,1.66666666666667
14,"OilCrop",2050,29880,39545,4454,11455,34333,51000,1.32346050870147,2.57184553210597,1.48545131506131
1,"OtherGrain",2050,4968,18065,1351,8667,6318,26731,3.63627214170692,6.41524796447076,4.23092750870529
2,"OtherGrain",2050,6207,23181,55,467,6262,23649,3.73465442242629,8.49090909090909,3.7765889492175
3,"OtherGrain",2050,23439,97526,1366,7053,24804,104581,4.16084303937881,5.16325036603221,4.21629575874859
4,"OtherGrain",2050,20,28,25,123,44,151,1.4,4.92,3.43181818181818
5,"OtherGrain",2050,6001,20515,154,836,6155,21351,3.41859690051658,5.42857142857143,3.46888708367181
6,"OtherGrain",2050,20568,42505,722,2813,21290,45320,2.06655970439518,3.89612188365651,2.12869891968060
7,"OtherGrain",2050,3174,8316,2004,5904,5179,14220,2.62003780718336,2.94610778443114,2.74570380382313
8,"OtherGrain",2050,2187,2348,1965,6422,4151,8769,1.07361682670325,3.26819338422392,2.11250301132257
9,"OtherGrain",2050,66912,99199,642,3349,67553,102549,1.48252929220469,5.21651090342679,1.5180524921173
10,"OtherGrain",2050,7399,25984,2468,15586,9866,41571,3.51182592242195,6.31523500810373,4.21356172714373
11,"OtherGrain",2050,1251,1927,405,924,1656,2851,1.54036770583533,2.28148148148148,1.72161835748792
12,"OtherGrain",2050,8980,22899,9,26,8990,22925,2.55,2.88888888888889,2.55005561735261
13,"OtherGrain",2050,32,132,0,0,32,132,4.125,NA,4.125
14,"OtherGrain",2050,7717,8150,758,2953,8475,11102,1.05610988726189,3.89577836411610,1.30997050147493
1,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
2,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
3,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
4,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
5,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
6,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
7,"PalmFruit",2050,559,2626,0,0,559,2626,4.69767441860465,NA,4.69767441860465
8,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
9,"PalmFruit",2050,5187,10080,8,40,5195,10120,1.94331983805668,5,1.94802694898941
10,"PalmFruit",2050,1654,12631,0,0,1654,12631,7.636638452237,NA,7.636638452237
11,"PalmFruit",2050,18158,125389,0,0,18158,125389,6.90544112787752,NA,6.90544112787752
12,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
13,"PalmFruit",2050,0,0,0,0,0,0,NA,NA,NA
14,"PalmFruit",2050,2740,18000,0,0,2740,18000,6.56934306569343,NA,6.56934306569343
1,"Rice",2050,0,0,1210,10148,1210,10148,NA,8.38677685950413,8.38677685950413
2,"Rice",2050,0,0,0,0,0,0,NA,NA,NA
3,"Rice",2050,0,0,402,2982,402,2982,NA,7.4179104477612,7.4179104477612
4,"Rice",2050,0,0,1045,7398,1045,7398,NA,7.07942583732057,7.07942583732057
5,"Rice",2050,0,0,194,1825,194,1825,NA,9.40721649484536,9.40721649484536
6,"Rice",2050,0,0,455,2167,455,2167,NA,4.76263736263736,4.76263736263736
7,"Rice",2050,5739,20411,29912,206323,35651,226733,3.55654295173375,6.89766648836587,6.359793554178
8,"Rice",2050,0,0,786,5440,786,5440,NA,6.92111959287532,6.92111959287532
9,"Rice",2050,8955,24195,3160,24986,12116,49181,2.70184254606365,7.90696202531646,4.059177946517
10,"Rice",2050,1789,6646,4232,32565,6021,39209,3.71492453884852,7.69494328922495,6.51204118917123
11,"Rice",2050,15859,62729,32300,193618,48159,256347,3.95541963553818,5.9943653250774,5.3229302934031
12,"Rice",2050,0,0,35,161,35,161,NA,4.6,4.6
13,"Rice",2050,140,573,420,3148,560,3721,4.09285714285714,7.4952380952381,6.64464285714286
14,"Rice",2050,23600,68000,19400,109000,43000,177000,2.88135593220339,5.61855670103093,4.11627906976744
1,"Root_Tuber",2050,120,3716,515,24748,635,28463,30.9666666666667,48.0543689320388,44.8236220472441
2,"Root_Tuber",2050,90,2470,75,3766,165,6236,27.4444444444444,50.2133333333333,37.7939393939394
3,"Root_Tuber",2050,1945,62378,366,17168,2312,79546,32.0709511568123,46.9071038251366,34.4057093425606
4,"Root_Tuber",2050,52,1663,23,1080,76,2742,31.9807692307692,46.9565217391304,36.0789473684211
5,"Root_Tuber",2050,17,555,37,1739,54,2294,32.6470588235294,47,42.4814814814815
6,"Root_Tuber",2050,1217,24942,414,9805,1631,34747,20.4946589975349,23.6835748792271,21.3041079092581
7,"Root_Tuber",2050,10428,211244,1614,42567,12042,253811,20.2573839662447,26.3736059479554,21.0771466533798
8,"Root_Tuber",2050,12,222,385,13443,397,13664,18.5,34.9168831168831,34.4181360201511
9,"Root_Tuber",2050,28279,368251,418,12946,28697,381198,13.0220658439124,30.9712918660287,13.2835488030108
10,"Root_Tuber",2050,3490,62772,356,10736,3845,73504,17.9862464183381,30.1573033707865,19.1167750325098
11,"Root_Tuber",2050,3820,80254,647,18840,4467,99093,21.0089005235602,29.1190108191654,22.1833445265279
12,"Root_Tuber",2050,1724,28664,38,963,1762,29627,16.6264501160093,25.3421052631579,16.8144154370034
13,"Root_Tuber",2050,11,263,30,997,41,1260,23.9090909090909,33.2333333333333,30.7317073170732
14,"Root_Tuber",2050,313,9832,2079,58894,2392,68726,31.4121405750799,28.3280423280423,28.7316053511706
1,"SugarCrop",2050,301,16560,496,41871,797,58432,55.0166112956811,84.4173387096774,73.314930991217
2,"SugarCrop",2050,5,253,5,329,10,582,50.6,65.8,58.2
3,"SugarCrop",2050,762,47574,417,30252,1179,77826,62.4330708661417,72.546762589928,66.0101781170483
4,"SugarCrop",2050,28,1131,54,4208,82,5340,40.3928571428571,77.9259259259259,65.1219512195122
5,"SugarCrop",2050,249,24868,279,47979,528,72847,99.871485943775,171.967741935484,137.967803030303
6,"SugarCrop",2050,433,15428,139,5855,572,21283,35.6304849884527,42.1223021582734,37.2080419580420
7,"SugarCrop",2050,1224,70666,1651,144135,2875,214801,57.733660130719,87.3016353725015,74.7133913043478
8,"SugarCrop",2050,0,0,368,19110,368,19110,NA,51.929347826087,51.929347826087
9,"SugarCrop",2050,1561,92206,1444,177998,3005,270202,59.0685458039718,123.267313019391,89.9174708818636
10,"SugarCrop",2050,8248,884205,4640,851983,12889,1736189,107.202352085354,183.617025862069,134.703157731399
11,"SugarCrop",2050,527,32282,4287,402109,4814,434393,61.2561669829222,93.7972941450898,90.2353552139593
12,"SugarCrop",2050,370,12946,8,420,378,13366,34.9891891891892,52.5,35.3597883597884
13,"SugarCrop",2050,0,0,0,0,0,0,NA,NA,NA
14,"SugarCrop",2050,1751,127415,3896,501354,5647,628769,72.7669902912621,128.684291581109,111.345670267399
1,"Wheat",2050,20350,81401,3360,19850,23710,101251,4.00004914004914,5.9077380952381,4.27039223956137
2,"Wheat",2050,10000,45419,80,812,10080,46231,4.5419,10.15,4.58640873015873
3,"Wheat",2050,25331,138773,3475,19009,28807,157782,5.47838616714697,5.47021582733813,5.47721040024994
4,"Wheat",2050,49,154,60,325,109,479,3.14285714285714,5.41666666666667,4.39449541284404
5,"Wheat",2050,15239,38251,224,1052,15463,39303,2.51007283942516,4.69642857142857,2.54174481019207
6,"Wheat",2050,36991,72221,3099,13160,40090,85381,1.95239382552513,4.24653113907712,2.12973310052382
7,"Wheat",2050,4253,16947,18500,92330,22753,109277,3.98471667058547,4.99081081081081,4.80275128554476
8,"Wheat",2050,4153,8151,5902,24482,10055,32634,1.96267758247050,4.14808539478143,3.24554947787171
9,"Wheat",2050,8566,16249,3160,23791,11725,40041,1.89691804809713,7.52879746835443,3.41501066098081
10,"Wheat",2050,13200,48670,762,5498,13963,54168,3.68712121212121,7.21522309711286,3.87939554536991
11,"Wheat",2050,3241,5639,10622,58544,13863,64183,1.73989509410676,5.51157974016193,4.62980595830628
12,"Wheat",2050,14473,41565,11,53,14484,41618,2.87189939888067,4.81818181818182,2.87337752002209
13,"Wheat",2050,1,5,0,0,1,5,5,NA,5
14,"Wheat",2050,12900,22000,24000,113000,36900,135000,1.70542635658915,4.70833333333333,3.65853658536585
