"GCAM_region_ID","GCAM_commodity","HarvestIndex","ErosCtrl_tHa","ResEnergy_GJt","Root_Shoot","WaterContent"
1,"Corn",0.529999999999998,2.75399999999999,16.8999999999999,0.179999999999999,0.130000000000000
2,"Corn",0.529999999999943,2.75399999999970,16.8999999999982,0.179999999999981,0.129999999999986
3,"Corn",0.529999999999988,2.75399999999994,16.8999999999996,0.179999999999996,0.129999999999997
4,"Corn",0.529999996466667,2.75399998164,16.8999998873333,0.1799999988,0.129999999133333
5,"Corn",0.529999999999159,2.75399999999563,16.8999999999732,0.179999999999714,0.129999999999794
6,"Corn",0.529999999999962,2.7539999999998,16.8999999999988,0.179999999999987,0.129999999999991
7,"Corn",0.529999999999996,2.75399999999998,16.8999999999999,0.179999999999999,0.129999999999999
8,"Corn",0.529999999999811,2.75399999999902,16.8999999999940,0.179999999999936,0.129999999999954
9,"Corn",0.529999999999989,2.75399999999994,16.8999999999997,0.179999999999996,0.129999999999997
10,"Corn",0.529999999999994,2.75399999999997,16.8999999999998,0.179999999999998,0.129999999999999
11,"Corn",0.529999999999982,2.75399999999990,16.8999999999994,0.179999999999994,0.129999999999996
12,"Corn",0.529999999999985,2.75399999999992,16.8999999999995,0.179999999999995,0.129999999999996
13,"Corn",0.529999999992786,2.75399999996252,16.8999999997700,0.17999999999755,0.129999999998231
14,"Corn",0.529999999999964,2.75399999999981,16.8999999999988,0.179999999999988,0.129999999999991
1,"MiscCrop",0.704543426654155,3.17732107634833,11.2887311851613,0.148441552909107,0.7719088009117
2,"MiscCrop",0.48472073235306,2.23762407732668,7.59013545498818,0.118683667564618,0.376548973523003
3,"MiscCrop",0.708929123847258,2.80980431931669,11.137085033213,0.148717300986396,0.764344317165583
4,"MiscCrop",0.804136515787326,1.43161942290027,9.19290950276967,0.150689707618318,0.609102780528723
5,"MiscCrop",0.68922365128649,1.35447510836392,11.7517396054557,0.147816964905835,0.698520086764287
6,"MiscCrop",0.720099523593688,2.66354539233024,8.87266340151153,0.145920531001912,0.675521625420575
