"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"RockIceDesert","1700",0,0,0,0,0,0,14.893967647,0.472281254,0,0,0,0,20.934392123,44.34260116,14.509587147,0.046816799,0,0,"1RockIceDesert1700"
2,"RockIceDesert","1700",0,0,0,0,0,0,0,0,0,0,0,0,379.87366924,17.639706926,5.676809433,0,0,0,"2RockIceDesert1700"
3,"RockIceDesert","1700",0,0,0,0,0,0,0,0.523487547,0.031155499,0.139917594,0.05604278,0,5.016816712,25.258898606,4.615700023,0.040313154,0,0,"3RockIceDesert1700"
4,"RockIceDesert","1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1700"
5,"RockIceDesert","1700",2.309601212,0,0,0,0,0,19.100720898,0.072981201,0,0,0,0.062326,0,0,0.435937408,0,0,0,"5RockIceDesert1700"
6,"RockIceDesert","1700",0,0,0,0,0,0,303.993802673,9.883685019,0.042781698,0.053820735,0,0,112.931746989,27.661317312,0.787438407,0,0,0,"6RockIceDesert1700"
7,"RockIceDesert","1700",0,0,0,0,0.250246026,0.156092255,1161.16249734,1.216922944,2.223982501,0.126891361,0.587700871,0.148750223,357.628085997,18.642749483,6.379505054,1.537292638,0,0,"7RockIceDesert1700"
8,"RockIceDesert","1700",1355.564442617,0.732577279,0,0,0,0,1447.200098358,51.503336812,0.406814866,0,0,0,0,0,0,0,0,0,"8RockIceDesert1700"
9,"RockIceDesert","1700",4159.971547568,22.951117792,7.111671314,6.355734469,8.334175805,8.700262389,5099.195666233,113.838158807,29.498581872,4.034862309,0,0,0,0,0,0,0,0,"9RockIceDesert1700"
10,"RockIceDesert","1700",68.964954642,6.066040073,0.823713043,1.005299177,5.014239409,1.108510296,221.437925572,10.646661113,1.033422106,3.621260797,0.487655066,1.133170594,167.387608636,25.08532962,6.963629501,4.53237574,0.423171058,0,"10RockIceDesert1700"
11,"RockIceDesert","1700",33.123871608,0,0,0.321270706,0,0.084007134,325.081553991,10.559505034,0.20904683,0.27632679,0.300216094,0,42.198447912,10.901056386,1.336958524,0,0,0,"11RockIceDesert1700"
12,"RockIceDesert","1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1700"
13,"RockIceDesert","1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1700"
14,"RockIceDesert","1700",15.13423126,9.934079406,0,0,0.076587363,0,51.67075587,9.366681965,0,2.438515827,0,0,16.461382842,26.47879207,3.830261684,1.576042909,0,0,"14RockIceDesert1700"
1,"RockIceDesert","1750",0,0,0,0,0,0,14.858116278,0.470876845,0,0,0,0,20.934392123,44.34260116,14.509587147,0.046816799,0,0,"1RockIceDesert1750"
2,"RockIceDesert","1750",0,0,0,0,0,0,0,0,0,0,0,0,379.87366914,17.639706926,5.676809433,0,0,0,"2RockIceDesert1750"
3,"RockIceDesert","1750",0,0,0,0,0,0,0,0.523799433,0.029530699,0.133816484,0.055971301,0,5.016224816,25.150368747,4.563663477,0.040273809,0,0,"3RockIceDesert1750"
4,"RockIceDesert","1750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1750"
5,"RockIceDesert","1750",2.308800405,0,0,0,0,0,19.100720898,0.072981201,0,0,0,0.062326,0,0,0.435937408,0,0,0,"5RockIceDesert1750"
6,"RockIceDesert","1750",0,0,0,0,0,0,302.268917394,9.841344026,0.050153161,0.053728846,0,0,112.778132972,27.621738931,0.787404841,0,0,0,"6RockIceDesert1750"
7,"RockIceDesert","1750",0,0,0,0,0.247897831,0.15216174,1150.46099323,1.185528387,2.211022839,0.10437456,0.583277422,0.147898285,346.512166815,17.916667116,6.209977768,1.513701864,0,0,"7RockIceDesert1750"
8,"RockIceDesert","1750",1349.391070468,0.733649413,0,0,0,0,1439.560037983,51.371099421,0.406277128,0,0,0,0,0,0,0,0,0,"8RockIceDesert1750"
9,"RockIceDesert","1750",4155.53475133,22.856470809,7.054025156,6.330311327,8.32490441,8.676217641,5094.441391339,111.097355892,28.479959128,3.810133153,0,0,0,0,0,0,0,0,"9RockIceDesert1750"
10,"RockIceDesert","1750",69.703102414,5.975915822,0.826483419,1.004935426,5.014961829,1.108583829,221.533556876,10.643960155,1.033083116,3.617232824,0.487734327,1.132245312,167.31662896,25.078953715,6.961901531,4.530865657,0.422992207,0,"10RockIceDesert1750"
11,"RockIceDesert","1750",33.013476747,0,0,0.318404886,0,0.083661598,323.619779819,10.421850339,0.208698642,0.27572099,0.298388476,0,42.074841956,10.884559307,1.323938834,0,0,0,"11RockIceDesert1750"
12,"RockIceDesert","1750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1750"
13,"RockIceDesert","1750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1750"
14,"RockIceDesert","1750",15.115984761,9.908380522,0,0,0.076361462,0,51.174347095,9.303292477,0,2.417284464,0,0,16.405047477,26.384380834,3.817727667,1.554951993,0,0,"14RockIceDesert1750"
1,"RockIceDesert","1800",0,0,0,0,0,0,14.774257061,0.467867622,0,0,0,0,20.934392123,44.34260116,14.509587147,0.046816799,0,0,"1RockIceDesert1800"
2,"RockIceDesert","1800",0,0,0,0,0,0,0,0,0,0,0,0,379.87366864,17.639706926,5.676809433,0,0,0,"2RockIceDesert1800"
3,"RockIceDesert","1800",0,0,0,0,0,0,0,0.527546878,0.028060097,0.125566174,0.055841861,0,5.015174847,25.002300246,4.497433561,0.040206383,0,0,"3RockIceDesert1800"
4,"RockIceDesert","1800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1800"
5,"RockIceDesert","1800",2.307836473,0,0,0,0,0,19.100720898,0.072981201,0,0,0,0.062326,0,0,0.435937408,0,0,0,"5RockIceDesert1800"
6,"RockIceDesert","1800",0,0,0,0,0,0,299.93047943,9.610771561,0.045804825,0.053608184,0,0,112.633046197,27.577310493,0.786105075,0,0,0,"6RockIceDesert1800"
7,"RockIceDesert","1800",0,0,0,0,0.244907481,0.149117618,1142.58216209,1.162134183,2.200480755,0.091381229,0.580030496,0.147339188,338.987823311,17.4210977,6.094865241,1.496621503,0,0,"7RockIceDesert1800"
8,"RockIceDesert","1800",1339.043436427,0.733787655,0,0,0,0,1428.832013871,51.532481355,0.405332796,0,0,0,0,0,0,0,0,0,"8RockIceDesert1800"
9,"RockIceDesert","1800",4142.565108019,22.367850443,6.981441923,6.300276626,8.315643158,8.648088955,5086.057170419,108.041785333,27.360129856,3.582462406,0,0,0,0,0,0,0,0,"9RockIceDesert1800"
10,"RockIceDesert","1800",70.219824663,5.836515119,0.814821035,1.002670726,5.014055052,1.108162209,221.383293675,10.629199688,1.032224622,3.610321106,0.487625571,1.129296665,167.074987333,25.064381895,6.959619944,4.529139062,0.422806754,0,"10RockIceDesert1800"
11,"RockIceDesert","1800",32.870842167,0,0,0.314439637,0,0.083177308,321.642435698,10.205532135,0.208215241,0.275110317,0.296978067,0,41.946140511,10.866344833,1.315382783,0,0,0,"11RockIceDesert1800"
12,"RockIceDesert","1800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1800"
13,"RockIceDesert","1800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1800"
14,"RockIceDesert","1800",15.08933496,9.861387851,0,0,0.075972856,0,50.353765988,9.180601715,0,2.396944283,0,0,16.340811464,26.286300217,3.804149942,1.538264227,0,0,"14RockIceDesert1800"
1,"RockIceDesert","1850",0,0,0,0,0,0,14.520207506,0.457862505,0,0,0,0,20.934392123,44.34260116,14.509587147,0.046816799,0,0,"1RockIceDesert1850"
2,"RockIceDesert","1850",0,0,0,0,0,0,0,0,0,0,0,0,379.87366644,17.639706926,5.676809433,0,0,0,"2RockIceDesert1850"
3,"RockIceDesert","1850",0,0,0,0,0,0,0,0.532037562,0.0235397,0.117348702,0.05444836,0,5.013516768,24.732659978,4.366703443,0.040069743,0,0,"3RockIceDesert1850"
4,"RockIceDesert","1850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1850"
5,"RockIceDesert","1850",2.303857448,0,0,0,0,0,18.95416905,0.071738861,0,0,0,0.062326,0,0,0.435937408,0,0,0,"5RockIceDesert1850"
6,"RockIceDesert","1850",0,0,0,0,0,0,296.710942768,9.303122845,0.040298448,0.053397018,0,0,112.45255101,27.519935642,0.783757293,0,0,0,"6RockIceDesert1850"
7,"RockIceDesert","1850",0,0,0,0,0.238663752,0.145407204,1134.05623063,1.13683414,2.189160754,0.086112991,0.576348758,0.146834664,331.935976738,16.944845323,5.985241328,1.479050347,0,0,"7RockIceDesert1850"
8,"RockIceDesert","1850",1318.801170109,0.732700352,0,0,0,0,1404.581938516,51.361067253,0.400222658,0,0,0,0,0,0,0,0,0,"8RockIceDesert1850"
9,"RockIceDesert","1850",4109.980328363,21.156808029,6.825773061,6.230906156,8.272010228,8.605311185,5054.817553409,96.590833845,23.198864436,2.744963306,0,0,0,0,0,0,0,0,"9RockIceDesert1850"
10,"RockIceDesert","1850",69.75518625,5.558549782,0.759816561,0.985388281,4.975105138,1.102361693,218.978120951,10.512097615,1.025060145,3.58343991,0.484433925,1.117989666,166.200995157,24.950130361,6.933637277,4.512410129,0.419817993,0,"10RockIceDesert1850"
11,"RockIceDesert","1850",32.842706205,0,0,0.31581569,0,0.08081366,319.604628879,9.774298181,0.207454593,0.27381809,0.294679404,0,41.750171607,10.829000487,1.302811234,0,0,0,"11RockIceDesert1850"
12,"RockIceDesert","1850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1850"
13,"RockIceDesert","1850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1850"
14,"RockIceDesert","1850",15.059327735,9.758036871,0,0,0.075465257,0,48.741112977,8.88344288,0,2.369432113,0,0,16.241792123,26.1446797,3.784022895,1.519064258,0,0,"14RockIceDesert1850"
1,"RockIceDesert","1900",0,0,0,0,0,0,12.823026781,0.390921278,0,0,0,0,20.934392123,44.34260116,14.509587147,0.046816799,0,0,"1RockIceDesert1900"
2,"RockIceDesert","1900",0,0,0,0,0,0,0,0,0,0,0,0,379.87365334,17.639706926,5.676053286,0,0,0,"2RockIceDesert1900"
3,"RockIceDesert","1900",0,0,0,0,0,0,0,0.533126788,0.022688599,0.115601702,0.05267982,0,5.011950561,24.507343523,4.302268386,0.039801957,0,0,"3RockIceDesert1900"
4,"RockIceDesert","1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1900"
5,"RockIceDesert","1900",2.286388475,0,0,0,0,0,18.217659813,0.065565551,0,0,0,0.06114409,0,0,0.429827283,0,0,0,"5RockIceDesert1900"
6,"RockIceDesert","1900",0,0,0,0,0,0,291.135910504,9.008447928,0.050380939,0.05230689,0,0,112.211146153,27.382774618,0.779219241,0,0,0,"6RockIceDesert1900"
7,"RockIceDesert","1900",0,0,0,0,0.235625903,0.141793751,1127.64038422,1.125491311,2.182802738,0.084833463,0.574808132,0.146918614,331.935125529,16.904339881,5.986314846,1.476067268,0,0,"7RockIceDesert1900"
8,"RockIceDesert","1900",1276.337447278,0.732841984,0,0,0,0,1345.685538506,49.582496136,0.391264278,0,0,0,0,0,0,0,0,0,"8RockIceDesert1900"
9,"RockIceDesert","1900",4049.49718683,18.870408776,6.529592412,6.109110019,8.224805528,8.507192325,4995.265315745,77.839193321,16.326698603,1.36040116,0,0,0,0,0,0,0,0,"9RockIceDesert1900"
10,"RockIceDesert","1900",67.619102117,5.017771054,0.742205444,0.9464066,4.856629383,1.088959235,211.358762919,10.131971404,1.005000338,3.537012188,0.472387839,1.082486071,163.657868793,24.579170164,6.863521143,4.47339001,0.411362444,0,"10RockIceDesert1900"
11,"RockIceDesert","1900",32.585608481,0,0,0.313144379,0,0.077054032,316.026217646,8.785924119,0.20650016,0.271745212,0.291486773,0,41.415203777,10.756534586,1.292649354,0,0,0,"11RockIceDesert1900"
12,"RockIceDesert","1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1900"
13,"RockIceDesert","1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1900"
14,"RockIceDesert","1900",15.044055499,9.733856482,0,0,0.075043723,0,47.857492194,8.682030067,0,2.3487926,0,0,16.144869885,26.023220734,3.765778249,1.510854514,0,0,"14RockIceDesert1900"
1,"RockIceDesert","1950",0,0,0,0,0,0,11.264013314,0.325964316,0,0,0,0,20.934392123,44.34248173,14.509449297,0.046816799,0,0,"1RockIceDesert1950"
2,"RockIceDesert","1950",0,0,0,0,0,0,0,0,0,0,0,0,379.87358494,17.639706926,5.673473377,0,0,0,"2RockIceDesert1950"
3,"RockIceDesert","1950",0,0,0,0,0,0,0,0.530800269,0.028876099,0.113336702,0.051892381,0,5.004311489,23.559194946,4.239089046,0.039406451,0,0,"3RockIceDesert1950"
4,"RockIceDesert","1950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1950"
5,"RockIceDesert","1950",2.250840331,0,0,0,0,0,16.621777407,0.0521147,0,0,0,0.0474938,0,0,0.359259869,0,0,0,"5RockIceDesert1950"
6,"RockIceDesert","1950",0,0,0,0,0,0,278.54785883,7.87056377,0.055632288,0.050460939,0,0,111.642558329,27.079832238,0.771439659,0,0,0,"6RockIceDesert1950"
7,"RockIceDesert","1950",0,0,0,0,0.23374168,0.133886852,1107.92598067,1.069112818,2.152373706,0.075233124,0.566690457,0.145620752,316.425951727,15.789268256,5.731454614,1.438415419,0,0,"7RockIceDesert1950"
8,"RockIceDesert","1950",1184.007446337,0.728063678,0,0,0,0,1215.346162453,44.662774582,0.317116586,0,0,0,0,0,0,0,0,0,"8RockIceDesert1950"
9,"RockIceDesert","1950",3887.374399058,14.222954166,5.858786528,5.786487405,7.743787502,8.239193539,4888.417258479,57.207660988,9.51726699,0.460752781,0,0,0,0,0,0,0,0,"9RockIceDesert1950"
10,"RockIceDesert","1950",65.538105087,3.864646221,0.625456274,0.818607968,4.37721854,1.036929577,196.370929255,9.39855005,0.961292481,3.39725517,0.448795675,0.958027592,156.130411166,23.907748431,6.738980197,4.39939793,0.39528153,0,"10RockIceDesert1950"
11,"RockIceDesert","1950",31.183071768,0,0,0.301643622,0,0.061445034,299.063701283,8.303304827,0.2014895,0.261129546,0.277959858,0,40.415490705,10.492642715,1.223552505,0,0,0,"11RockIceDesert1950"
12,"RockIceDesert","1950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert1950"
13,"RockIceDesert","1950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert1950"
14,"RockIceDesert","1950",14.958546222,9.612178619,0,0,0.072188669,0,45.447063714,7.980887526,0,2.291402904,0,0,15.916663401,25.730656602,3.724016994,1.470271853,0,0,"14RockIceDesert1950"
1,"RockIceDesert","1975",0,0,0,0,0,0,10.9837766505,0.3123101265,0,0,0,0,20.934392123,44.34247334,14.509439607,0.046816799,0,0,"1RockIceDesert1975"
2,"RockIceDesert","1975",0,0,0,0,0,0,0,0,0,0,0,0,379.87341724,17.639706926,5.673821695,0,0,0,"2RockIceDesert1975"
3,"RockIceDesert","1975",0,0,0,0,0,0,0,0.529007831,0.0293017485,0.115608104,0.04979591,0,5.0002700485,23.0950811015,4.2297498665,0.0394810055,0,0,"3RockIceDesert1975"
4,"RockIceDesert","1975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert1975"
5,"RockIceDesert","1975",2.243706312,0,0,0,0,0,16.3225014515,0.0495679015,0,0,0,0.045007701,0,0,0.3464073085,0,0,0,"5RockIceDesert1975"
6,"RockIceDesert","1975",0,0,0,0,0,0,265.897572908,6.7632753365,0.052515368,0.049282574,0,0,110.73208323,26.696254843,0.766569028,0,0,0,"6RockIceDesert1975"
