"GCAM_region_ID","GCAM_commodity","year","Feed_Mt","ID_R_C_Y"
1,"FodderHerb",1990,78.2325000034567,"1FodderHerb1990"
2,"FodderHerb",1990,8.45619108898568,"2FodderHerb1990"
3,"FodderHerb",1990,228.035700689710,"3FodderHerb1990"
4,"FodderHerb",1990,8.11361311778248,"4FodderHerb1990"
5,"FodderHerb",1990,14.9193457348739,"5FodderHerb1990"
6,"FodderHerb",1990,108.105705813483,"6FodderHerb1990"
7,"FodderHerb",1990,207.351000133779,"7FodderHerb1990"
8,"FodderHerb",1990,6.84170219738396,"8FodderHerb1990"
9,"FodderHerb",1990,45.4779722090129,"9FodderHerb1990"
10,"FodderHerb",1990,102.484297290978,"10FodderHerb1990"
11,"FodderHerb",1990,60.249940218083,"11FodderHerb1990"
12,"FodderHerb",1990,46.9852444066301,"12FodderHerb1990"
13,"FodderHerb",1990,4.54994533013747,"13FodderHerb1990"
14,"FodderHerb",1990,71.8846427420477,"14FodderHerb1990"
1,"FodderHerb",2005,85.5936892700198,"1FodderHerb2005"
2,"FodderHerb",2005,8.61218822333468,"2FodderHerb2005"
3,"FodderHerb",2005,215.521585673844,"3FodderHerb2005"
4,"FodderHerb",2005,5.76921368941081,"4FodderHerb2005"
5,"FodderHerb",2005,6.74030379159511,"5FodderHerb2005"
6,"FodderHerb",2005,62.3136859555317,"6FodderHerb2005"
7,"FodderHerb",2005,151.474088148729,"7FodderHerb2005"
8,"FodderHerb",2005,12.3821454563400,"8FodderHerb2005"
9,"FodderHerb",2005,63.8775227745431,"9FodderHerb2005"
10,"FodderHerb",2005,133.396295168503,"10FodderHerb2005"
11,"FodderHerb",2005,36.6131064495635,"11FodderHerb2005"
12,"FodderHerb",2005,29.1758385283798,"12FodderHerb2005"
13,"FodderHerb",2005,2.24963313219293,"13FodderHerb2005"
14,"FodderHerb",2005,37.1446318417255,"14FodderHerb2005"
1,"Residue",1990,0,"1Residue1990"
2,"Residue",1990,0,"2Residue1990"
3,"Residue",1990,0,"3Residue1990"
4,"Residue",1990,0,"4Residue1990"
5,"Residue",1990,0,"5Residue1990"
6,"Residue",1990,0,"6Residue1990"
7,"Residue",1990,0,"7Residue1990"
8,"Residue",1990,0,"8Residue1990"
9,"Residue",1990,0,"9Residue1990"
10,"Residue",1990,0,"10Residue1990"
11,"Residue",1990,0,"11Residue1990"
12,"Residue",1990,0,"12Residue1990"
13,"Residue",1990,0,"13Residue1990"
14,"Residue",1990,0,"14Residue1990"
1,"Residue",2005,0,"1Residue2005"
2,"Residue",2005,0.814973101891218,"2Residue2005"
3,"Residue",2005,0,"3Residue2005"
4,"Residue",2005,1.55131063722648,"4Residue2005"
5,"Residue",2005,0,"5Residue2005"
6,"Residue",2005,0,"6Residue2005"
7,"Residue",2005,235.358882421744,"7Residue2005"
8,"Residue",2005,0,"8Residue2005"
9,"Residue",2005,9.0298323785211,"9Residue2005"
10,"Residue",2005,49.671712665334,"10Residue2005"
11,"Residue",2005,57.0657277529461,"11Residue2005"
12,"Residue",2005,0,"12Residue2005"
13,"Residue",2005,3.50631138176094,"13Residue2005"
14,"Residue",2005,57.8941710691306,"14Residue2005"
