"GCAM_region_ID","GCAM_commodity","year","Feed_Mt","ID_R_C_Y"
1,"Scavenging_Other",1990,0.401168897494735,"1Scavenging_Other1990"
2,"Scavenging_Other",1990,0.0472472237776735,"2Scavenging_Other1990"
3,"Scavenging_Other",1990,4.67083486448288,"3Scavenging_Other1990"
4,"Scavenging_Other",1990,0.196436881353979,"4Scavenging_Other1990"
5,"Scavenging_Other",1990,4.12428116151723,"5Scavenging_Other1990"
6,"Scavenging_Other",1990,7.07585460019666,"6Scavenging_Other1990"
7,"Scavenging_Other",1990,12.9766001670552,"7Scavenging_Other1990"
8,"Scavenging_Other",1990,2.45944626069343,"8Scavenging_Other1990"
9,"Scavenging_Other",1990,21.5846037610493,"9Scavenging_Other1990"
10,"Scavenging_Other",1990,41.2531127272481,"10Scavenging_Other1990"
11,"Scavenging_Other",1990,39.1327051037618,"11Scavenging_Other1990"
12,"Scavenging_Other",1990,5.54490598424714,"12Scavenging_Other1990"
13,"Scavenging_Other",1990,0.488441324985386,"13Scavenging_Other1990"
14,"Scavenging_Other",1990,202.091448315398,"14Scavenging_Other1990"
1,"Scavenging_Other",2005,0.226717061595344,"1Scavenging_Other2005"
2,"Scavenging_Other",2005,0.0624046539489308,"2Scavenging_Other2005"
3,"Scavenging_Other",2005,4.63638627610363,"3Scavenging_Other2005"
4,"Scavenging_Other",2005,0.159031755982410,"4Scavenging_Other2005"
5,"Scavenging_Other",2005,4.19323667188295,"5Scavenging_Other2005"
6,"Scavenging_Other",2005,3.74274762037033,"6Scavenging_Other2005"
7,"Scavenging_Other",2005,21.3199693899559,"7Scavenging_Other2005"
8,"Scavenging_Other",2005,3.52139344773818,"8Scavenging_Other2005"
9,"Scavenging_Other",2005,29.6906186450167,"9Scavenging_Other2005"
10,"Scavenging_Other",2005,54.8533249167945,"10Scavenging_Other2005"
11,"Scavenging_Other",2005,51.5992672636257,"11Scavenging_Other2005"
12,"Scavenging_Other",2005,0.538112120697823,"12Scavenging_Other2005"
13,"Scavenging_Other",2005,0.378486747679772,"13Scavenging_Other2005"
14,"Scavenging_Other",2005,225.760772264490,"14Scavenging_Other2005"
