"GCAM_region_ID","GCAM_commodity","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,"Corn",1990,0,0,0,0,0,0,1.04613505661418,0.796353857358209,0.93162257003331,0.749015659713795,0.651169290609873,0.565016520980286,0.716634304793659,0.78185246837098,0,0,0,0
2,"Corn",1990,0,0,0,0,0,0,0.846099103787956,0.846155388647307,0.551562981989051,0.639188090464605,0.908916950267735,0,0,0,0.58604921734173,0.946031523558137,0,0
3,"Corn",1990,0,0,0,0.817512771795943,0,0,0.463421805919686,0.492573076006907,0.579985986458367,0.795972486848808,0.762566591614457,0.669851596057021,0.320562563529654,0.751045371406416,0.69571693739803,0.750478057023691,0,0
4,"Corn",1990,0,0,0,0,0,0,0,0,2.48906313002615,2.05732147589576,0.995578468860794,1.46407487469197,0,0,2.48848912101712,0,0,0
5,"Corn",1990,0.595975538378597,0.358797408915669,0.357819999496361,0.357992502953153,0.353160496198780,0.449584701751425,0.423097408241444,0.531936963163342,0.496766271575551,0.432796597561999,0.781555008186493,0.792730980136415,0,0,0,0.942932806178358,0,0
6,"Corn",1990,0,0,0,0,0,0,0.311139429171403,0.318778965952427,0.328197296080155,0.379352735143404,0.251850959181986,0.250513482817045,0.426055026200279,0.43321618543772,0.267709432110573,0.258391684098988,0,0
7,"Corn",1990,0,0,0,0.586687245906011,0.38646138655992,0.389149414810276,0.53291527966738,0.678771292089553,0.624523211692942,0.577801831974327,0.497995770023925,0.401702460839150,1.25385742185049,0.464705961443567,1.00613584340514,0.676805140966512,0.52219644069728,0
8,"Corn",1990,0.149858843953641,0.814185584261058,0.454150300493152,0,0,0,0.308557668860373,0.440326693228482,0.277126758465256,0.263679322961516,0,0,0,0,0,0,0,0
9,"Corn",1990,0.392010369153024,0.157922309736557,0.114227020792427,0.119031998279193,0.143370724534061,0.106785159722642,0.382989902987153,0.147078381220506,0.153545720811201,0.236459688556623,0.167937785209202,0.151681035180068,0,0,0,0,0,0
10,"Corn",1990,0.253368556670549,0.134491602303647,0.0978419548461518,0.159984961678351,0.235614080734393,0.189143286665042,0.130207199124833,0.319142129974937,0.42344229646866,0.482109097748273,0.745020877921795,0.582233513016547,0.283224562842234,0.539474175634007,0.206081928024049,0.344322629474236,0,0
11,"Corn",1990,0.0419732488157625,0,0.134782276660421,0.290120068091300,0.316500605176848,0.212810026830592,0.137408552053608,0.117904440964063,0.194002080897763,0.17501250701391,0.359952129228292,0.337267135851315,0.257926236049154,0.174687926913164,0.318190720685485,0.120309087893661,0,0
12,"Corn",1990,0,0,0,0,0,0,0,0.363609177794349,0.325694688088078,0.380704601356638,0.433198771186496,0.602884497468902,0,0,0.560459657661064,0.270451202229999,0,0
13,"Corn",1990,0,0,0,0,0,0,0,0,0,0.75966225218959,0.82809604558342,0,0,0,0,0,0,0
14,"Corn",1990,0.318611564996928,0.189757107877065,0.193151108683003,0.242426425992634,0.192767002015492,0.102310013585515,0.41943608275001,0.164509692655187,0.155479711594557,0.760649368704103,0.648441011104263,0.556186937443638,0.193577973265457,0.98731476438287,2.28901766831283,0.176697394260896,0,0
1,"FiberCrop",1990,0,0,0,0,0,0,0.185934450282561,0.347256395514435,0.402579791568308,0.200382926782521,0.209379787506957,0.189024843989948,0.375372040977696,0,0,0,0,0
2,"FiberCrop",1990,0,0,0,0,0,0,0.120724964822811,0.120685567010514,0.120815501633918,0.120564593395616,0,0,0.120729213682137,0.120333805804563,0.120771272963438,0.119009444591480,0,0
3,"FiberCrop",1990,0,0,0,0.292013674231128,0,0,0,0.281402557104811,0.250904042939241,0.308797252437654,0.126429980563014,0.119328066295924,0,0,0,0.0634378823339795,0,0
4,"FiberCrop",1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"FiberCrop",1990,0.308193733696229,0,0,0,0,0,0.294361280050635,0.409873455869044,0.375712446162009,0.387365562429515,0.268126129404822,0.378771321740922,0,0,0,0.0462317959437182,0,0
6,"FiberCrop",1990,0,0,0,0,0,0,0.176020281515467,0.189627945209798,0.0746035203366245,0.0398911148955935,0,0,0.172910374603881,0.185289978549767,0.0480867071636707,0,0,0
7,"FiberCrop",1990,0,0,0,0.0353849085568808,0.347498345439874,0.242702934704838,0.264164904244823,0.375493878454518,0.236133292428394,0.273897422318200,0.332216277336041,0.343648871913204,0.58306238998218,0.327988576924571,0.170992457577872,0.257184627861422,0,0
8,"FiberCrop",1990,0.135402457365333,0.334269916362338,0.334456544558682,0,0,0,0.181103863806916,0.301591942155706,0.306391442931761,0.471173737771002,0,0,0,0,0,0,0,0
9,"FiberCrop",1990,0.204313044335674,0.0879202112283765,0.0857214175969491,0.0747589781645742,0.0994550095337686,0.0768223074984051,0.209006788148067,0.0570613502032885,0.080326907805563,0.0358590030833989,0.0146043319022102,0.0102003766474488,0,0,0,0,0,0
10,"FiberCrop",1990,0.178849232288129,0.0700505209202614,0.0682484200420163,0.124096025374257,0.210845759725488,0.135981290906238,0.212643017007779,0.189773225014241,0.167235601685655,0.166443221589116,0.205576866235674,0.199113252213419,0.139776217370005,0.330651412112060,0.130573203345854,0.202276677243022,0,0
11,"FiberCrop",1990,0.222541247591129,0,0.217816768519464,0.219594665654517,0.226274326074012,0.0591027919990287,0.184629688366133,0.180481799531658,0.257375174408055,0.223873746386086,0.394587406677448,0.342594742640753,0.433358605971129,0.211111987362178,0.232629700085996,0.0975608548918394,0,0
12,"FiberCrop",1990,0,0,0,0,0,0,0,0,0.0767664468764793,0.0648363000314374,0.016089783971963,0,0,0,0.0633029912388049,0,0,0
13,"FiberCrop",1990,0,0,0,0,0,0,0,0,0,0.445542031771016,0,0,0,0,0,0,0,0
14,"FiberCrop",1990,0.216962076495465,0.105880665504688,0.0860117502515175,0.259157407562405,0.250996325488031,0.138033737411748,0.184675420939097,0.160876544981476,0.114573659029348,0.291698445169296,0.339322481557648,0.275724495127856,0,0,0,0,0,0
1,"FodderGrass",1990,0,0,0,0,0,0,2.39393556054710,1.93844271101462,2.24414663924105,1.89654973710495,1.54558179639854,1.6489634535058,0,0,0,0,0,0
2,"FodderGrass",1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"FodderGrass",1990,0,0,0,0,0,0,0,1.20671186896812,2.13357371383732,2.13764441382761,2.64189994723102,2.82093666041001,0,2.37864035987204,2.13357371465432,2.18383441434545,0,0
4,"FodderGrass",1990,0,0,0,0,0,0,0,0,12.2150526369115,10.0983595818896,4.88714180055735,7.18636942904114,0,0,12.2074217770181,0,0,0
5,"FodderGrass",1990,0,0,0,0,0,0.653468679369917,0,0,0,0.651864379685385,0.651703174298146,0.651696695956704,0,0,0.676596582706711,0.651903787534362,0,0
6,"FodderGrass",1990,0,0,0,0,0,0,1.42909538183184,1.39087873248566,1.29078601153263,1.35701486120178,0.845001398781179,0.283935031503022,1.60224914128883,1.62565867786518,1.44739765280192,0.564969160133975,0,0
7,"FodderGrass",1990,0,0,0,1.96179915107451,2.26051149685368,2.90433670262068,2.19727426057652,3.11379463734514,2.70283482759469,2.93950002474138,3.36390949721232,3.07030865004536,4.65772591114143,2.15956107935620,3.73506303298687,5.398902655609,5.39889998225901,0
