"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"Forest","1990",0,0,0,0,0,0,0.0281612268634054,0.040594165387359,0.0212986104091251,0.0913486963170287,0.070587815244994,0.109833009834547,0.0204684991937057,0.059527427420787,0.0496105365234871,0.00410201280556062,0,0,"1Forest1990"
2,"Forest","1990",0,0,0,0,0,0,3.11314697625600e-05,0.000207438077630757,0.0215575107261377,0.0108704101881273,0.000279383455324499,0,0.00144551114422354,0.0482384525143208,0.0897557567157296,0.00182640570874327,0,0,"2Forest1990"
3,"Forest","1990",0,0,0,0,0,0,0,0.00604383173369295,0.0348970456688208,0.0997147041418403,0.0450335537567485,0.00796383496982557,0.000104292433316067,0.0180770346710276,0.085460821950449,0.00548468547427916,0,0,"3Forest1990"
4,"Forest","1990",0,0,0,0,0,0,0,0,0.000666883023582183,0.015315800560439,0.00968768275106523,0.00326064085080585,0,0,0.000322992814107736,0,0,0,"4Forest1990"
5,"Forest","1990",8.10197917872218e-06,0,0.000147706931717658,0.00120464641720401,0.00115764829658223,0.000618160703939874,0.000152803239199109,0.000124138781425838,0.000448003753721881,0.00151886352210588,0.0115261109466205,0.0151488839338640,0,0,0.000106375437165231,0.000316941415852907,0.000241152841422120,0,"5Forest1990"
6,"Forest","1990",0,0,0,0,0,0,4.20131683942497e-05,0.00178602669385718,0.0279094965604851,0.0329499476264348,0.000689895153128436,0.000177771062732699,0.00354273784325486,0.126444943856910,0.158518858211601,0.000590109823201852,0,0,"6Forest1990"
7,"Forest","1990",0,0,0,0.00787524484193576,0.054839254469488,0.0315711027317527,0.000262978183278007,0.0186941502468790,0.0382160390273178,0.0444409137174316,0.0595432627976793,0.152074596684016,0.000326988959756658,0.00179101232172873,0.0137344767708671,0.00293759699425544,0.000216589453613914,0,"7Forest1990"
8,"Forest","1990",0,0,0,0,0,0,0.000460097788637228,0.00098557259525434,0.000499667535479717,9.11348062871513e-06,0,0,0,0,0,0,0,0,"8Forest1990"
9,"Forest","1990",0.000270518560931242,0.00136980720094348,0.0110043027328908,0.0968554088444585,0.114414566424107,0.253791776367607,0.000117085931049817,0.00148442627254206,0.00587892964695954,0.0102190010805553,0.00148534028055901,0.000407952657396968,0,0,0,0,0,0,"9Forest1990"
10,"Forest","1990",0.000625357105617076,0.00099635582496141,0.00351208878421468,0.0132762869930554,0.071289139574911,0.241791958529731,0.00146830960854844,0.00317363841655306,0.00569375339266068,0.00407907377657672,0.00152088505320104,0.0094078053243805,0.000177818913669462,0.000921019162760816,0.000328566848067947,0.000452844959676012,0.000137371350198661,6.02815812165087e-05,"10Forest1990"
