"GCAM_region_ID","GCAM_commodity","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,"Corn",1990,0,0,0,0,0,0,14.0413736151162,16.9397339015380,20.8749102721556,127.285728165285,67.9669581002225,10.590565046897,0.0125789597861607,0.000387460795705522,0,0,0,0
2,"Corn",1990,0,0,0,0,0,0,0.0070978215593805,0.00247505588684809,0.543985347724219,9.78725720628587,0.00495011177369618,0,0,0,0.023505046873809,0.000295409896172192,0,0
3,"Corn",1990,0,0,0,0.00138980891370038,0,0,6.67122734569124e-05,0.382155128414305,5.26522533534853,12.0038450264776,19.4075059340478,4.87706485259309,0.000178421414596671,0.0733568252880452,0.621977051283995,0.121130621064576,0,0
4,"Corn",1990,0,0,0,0,0,0,0,0,0.00584182958947855,0.0782011927798935,0.125028999537796,0.0570915874735956,0,0,0.00284179294928358,0,0,0
5,"Corn",1990,0.00427630066520229,0.00113161159664127,0.0196543066785063,0.0137461029739372,0.000524114844760169,0.00115543499867583,0.106931340032092,0.0714083948078766,0.0706125636304155,0.0625006952376501,0.15194565817638,0.251503655278777,0,0,0,0.0034067464909411,0,0
6,"Corn",1990,0,0,0,0,0,0,0.747249028897582,7.76279190833304,11.3868909255405,10.3636906715615,0.178412623714798,0.447947802208644,0.60307164613444,1.02953059002042,1.13166082778071,0.303647975808336,0,0
7,"Corn",1990,0,0,0,0.0574830349863448,2.35207338567287,2.07379390393387,5.06659170858883,34.4363509233212,53.2527220600322,23.8288859597005,19.6501126577481,20.5053939831994,0.33961357782763,0.201209176746781,0.955891250609483,0.224513484486885,0.0244533020312346,0
8,"Corn",1990,0.147092284490627,0.00123909817917301,0.00768114432497556,0,0,0,0.55331423436612,0.703622722207526,0.397851666386306,0.0840380863880902,0,0,0,0,0,0,0,0
9,"Corn",1990,12.7045102491690,14.8396762758897,32.3889616903047,50.8341785139778,45.536431621099,18.5604650776377,5.88851022334897,12.1216158649058,19.6227012012803,18.6109819750540,2.80179968882815,0.0437219012919315,0,0,0,0,0,0
10,"Corn",1990,1.11513399372368,1.22656071801661,13.9041995571012,28.7125358057713,38.0217650711790,38.6791373091882,5.04164313537897,4.68330399665691,13.4800387790586,10.6084658516947,3.08863840622866,29.3284896949538,0.178335277089212,0.185007957078452,0.312443962522768,0.0986005254072364,0,0
11,"Corn",1990,0.00617949010780134,0,0.166111374627546,15.7962731724974,12.3171405887971,37.7045566321473,4.50338970623741,1.55703109127055,0.989338492792622,2.72353278151562,1.94262682031079,1.44386291567471,0.0522818265769225,0.226370530164549,0.0480751146100784,0.0600245606687514,0,0
12,"Corn",1990,0,0,0,0,0,0,0,1.82110238596964,10.2946705134700,39.4145907520965,14.1122628334156,0.238913197689387,0,0,0.101846019980173,0.135527312880294,0,0
13,"Corn",1990,0,0,0,0,0,0,0,0,0,0.0371038291017179,0.0899004645151578,0,0,0,0,0,0,0
14,"Corn",1990,0.00156677369330300,2.78758687650866,15.5596303289545,6.11430523314706,0.794020583992203,0.239674804359809,0.0133901122122099,2.54961969821115,7.28155495777846,1.79990795436806,0.854852762453665,0.307217409642506,0.00491846925972201,0.00558087889604651,0.0548044381469944,0.00892190575353096,0,0
1,"FiberCrop",1990,0,0,0,0,0,0,5.38112093052562,0.718435378860431,0.518863613001126,0.303774070548235,2.64228370792720,6.74869944156179,0.00403639888157243,0,0,0,0,0
