"GCAM_region_ID","year","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1700"
2,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1700"
3,1700,"ExtraCropLand",0,0,0,0,0,0,0.000654278043876769,0,0,0,0,0,0,0.000775206673781169,0,0,0,0,"3ExtraCropLand1700"
4,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0.00976940326779904,8.50310731233511e-10,0,1.50098723328460e-09,0,0,0.0146987426054455,0,0,0,"4ExtraCropLand1700"
5,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1700"
6,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1700"
7,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.0854242452434083,0,0.00092555565890128,0.0164394605071830,0.00288392947605239,0,"7ExtraCropLand1700"
8,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.000961024458186473,0,0,0,0,0,0,0,0,"8ExtraCropLand1700"
9,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1700"
10,1700,"ExtraCropLand",0,0,0,0,0,0,0,0.00638102616102297,0,0,0.000692112898756856,0,0,0.0574793611295421,0,0.000471998759620116,0,0,"10ExtraCropLand1700"
11,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.0332488915550256,0.217445040700292,0.0037186874240675,0,0,0,0,0,"11ExtraCropLand1700"
12,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.00469445969505352,0,0,0.0259838247344486,0,0,0,"12ExtraCropLand1700"
13,1700,"ExtraCropLand",0,0,0,0,0,0,0,0,0,4.84016469147355e-10,0,0,0,0,0,0,0,0,"13ExtraCropLand1700"
14,1700,"ExtraCropLand",0.265031354221186,0.00559894229443448,0,0,0,0,0.325052833948415,0,0,0.0115415094781433,0.0380391028421426,0.00389609277659212,0,0,0.00198000242159356,0.000325471063858551,0,0,"14ExtraCropLand1700"
1,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1750"
2,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1750"
3,1750,"ExtraCropLand",0,0,0,0,0,0,0.000626484822616616,0,0,0,0,0,0,0.000748245264776425,0,0,0,0,"3ExtraCropLand1750"
4,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0.0109474845695088,9.3504158432992e-10,0,1.67105316500334e-09,0,0,0.0153656827935406,0,0,0,"4ExtraCropLand1750"
5,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1750"
6,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1750"
7,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.106329848480992,0,0.00115112515882421,0.0206383904030317,0.00327659749115858,0,"7ExtraCropLand1750"
8,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.000893463524513635,0,0,0,0,0,0,0,0,"8ExtraCropLand1750"
9,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1750"
10,1750,"ExtraCropLand",0,0,0,0,0,0,0,0.00837228833715944,0,0,0.000558374814841451,0,0,0.0485707647434525,0,0.000334514376263639,0,0,"10ExtraCropLand1750"
11,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.0414186368397701,0.23663025518632,0.00736406535518807,0,0,0,0,0,"11ExtraCropLand1750"
12,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.00519404567655052,0,0,0.0331431691088222,0,0,0,"12ExtraCropLand1750"
13,1750,"ExtraCropLand",0,0,0,0,0,0,0,0,0,7.31508776809185e-10,0,0,0,0,0,0,0,0,"13ExtraCropLand1750"
14,1750,"ExtraCropLand",0.416497759605594,0.00860870656338253,0,0,0,0,0.551217972575253,0,0,0.015729641255703,0.0503855287427246,0.00658070655631958,0,0,0.00383163270567534,0.000515175200435881,0,0,"14ExtraCropLand1750"
1,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1800"
2,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1800"
3,1800,"ExtraCropLand",0,0,0,0,0,0,0.000569040977961326,0,0,0,0,0,0,0.000704224923673173,0,0,0,0,"3ExtraCropLand1800"
4,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0.00957357828058275,9.65174110211155e-10,0,1.72941291623644e-09,0,0,0.0139046242701369,0,0,0,"4ExtraCropLand1800"
5,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1800"
6,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1800"
7,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.121712463658574,0,0.00128441831234074,0.0264139292511395,0.003482125461168,0,"7ExtraCropLand1800"
8,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.000828987682606651,0,0,0,0,0,0,0,0,"8ExtraCropLand1800"
9,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1800"
10,1800,"ExtraCropLand",0,0,0,0,0,0,0,0.0113146552658709,0,0,0.000640645739700665,0,0,0.0439159069795279,0,0.000256639313075258,0,0,"10ExtraCropLand1800"
11,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.0522157290831951,0.261515476210088,0.0158876002609307,0,2.35002049874484e-11,0,0,0,"11ExtraCropLand1800"
12,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.00584086809168263,0,0,0.0405535355707656,0,0,0,"12ExtraCropLand1800"
13,1800,"ExtraCropLand",0,0,0,0,0,0,0,0,0,7.4482907963815e-10,0,0,0,0,0,0,0,0,"13ExtraCropLand1800"
14,1800,"ExtraCropLand",0.686716376717375,0.0137815874483814,0,0,0,0,1.00309348123824,0,0,0.0207422844588736,0.066328586412774,0.0115237103974734,0,0,0.00648128887044114,0.00090610120185278,0,0,"14ExtraCropLand1800"
1,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1850"
2,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1850"
3,1850,"ExtraCropLand",0,0,0,0,0,0,0.000550285360790981,0,0,0,0,0,0,0.000658177278849567,0,0,0,0,"3ExtraCropLand1850"
4,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0.00936360079395497,1.21060637887534e-09,0,2.04644438675993e-09,0,0,0.0141488936333522,0,0,0,"4ExtraCropLand1850"
5,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1850"
6,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1850"
7,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.138901972916794,0,0.00142038128826392,0.0340009162670538,0.00385372873430592,0,"7ExtraCropLand1850"
8,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.00084319565890309,0,0,0,0,0,0,0,0,"8ExtraCropLand1850"
9,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1850"
10,1850,"ExtraCropLand",0,0,0,0,0,0,0,0.0186657166614676,0,0,0.00131256280215876,0,0,0.0546357873000959,0,0.000339258357647536,0,0,"10ExtraCropLand1850"
11,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.073188758230735,0.338510009843357,0.0342025382360260,0,5.10276221993367e-11,0,0,0,"11ExtraCropLand1850"
12,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.0071015268612554,0,0,0.0498560613104501,0,0,0,"12ExtraCropLand1850"
13,1850,"ExtraCropLand",0,0,0,0,0,0,0,0,0,1.02597878750626e-09,0,0,0,0,0,0,0,0,"13ExtraCropLand1850"
14,1850,"ExtraCropLand",1.23344876003774,0.0233441895572017,0,0,0,0,1.93697875549856,0,0,0.027666218781743,0.0966789759575062,0.0227834684963086,1.66343591302307e-05,5.67256594739800e-06,0.0180580202653744,0.00192448646779613,0,0,"14ExtraCropLand1850"
1,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1900"
2,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1900"
3,1900,"ExtraCropLand",0,0,0,0,0,0,0.000638652045052958,0,0,0,0,0,0,0.000685404700446742,0,0,0,0,"3ExtraCropLand1900"
4,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0.0145195694664442,1.91636543613303e-09,0,2.76992296354829e-09,0,0,0.0233918371070201,0,0,0,"4ExtraCropLand1900"
5,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1900"
6,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1900"
7,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.158829348538706,0,0.00150567073951625,0.0416889891594319,0.00396902455109657,0,"7ExtraCropLand1900"
8,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.00102509288881442,0,0,0,0,0,0,0,0,"8ExtraCropLand1900"
9,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1900"
10,1900,"ExtraCropLand",0,0,0,0,0,0,0,0.0326735148863852,0,0,0.0056222517231195,0,0,0.0812384301461557,0,0.000939978242278835,0,0,"10ExtraCropLand1900"
11,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.112686960616074,0.53545856241115,0.0917991157905632,0,1.65735063439714e-10,0,0,0,"11ExtraCropLand1900"
12,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.0113572044012281,0,0,0.0588744916354496,0,0,0,"12ExtraCropLand1900"
