"GCAM_region_ID","year","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
13,1900,"ExtraCropLand",0,0,0,0,0,0,0,0,0,1.40287471712302e-09,0,0,0,0,0,0,0,0,"13ExtraCropLand1900"
14,1900,"ExtraCropLand",1.40169422216671,0.0256597537491758,0,0,0,0,2.28415077878618,0,0,0.0293715167836807,0.106743381686672,0.0257626942585753,1.78891137127609e-05,5.6586398188081e-06,0.0195775023739386,0.00210240304924885,0,0,"14ExtraCropLand1900"
1,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1950"
2,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1950"
3,1950,"ExtraCropLand",0,0,0,0,0,0,0.00121918235478850,0,0,0,0,0,0,0.00197440008133761,0,0,0,0,"3ExtraCropLand1950"
4,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0.085928795991763,5.16668116902241e-09,0,4.09148118703730e-09,0,0,0.084755378358854,0,0,0,"4ExtraCropLand1950"
5,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1950"
6,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1950"
7,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.266898628965039,0,0.00268716463618276,0.135168699384259,0.0121473528152628,0,"7ExtraCropLand1950"
8,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.00174962203553538,0,0,0,0,0,0,0,0,"8ExtraCropLand1950"
9,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1950"
10,1950,"ExtraCropLand",0,0,0,0,0,0,0,0.0954616406517135,0,0,0.0340537032986616,0,0,0.140250093754108,0,0.000835679786395288,8.85021838572294e-10,0,"10ExtraCropLand1950"
11,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.225542924191044,1.24817551081786,0.317798979707935,0,2.07957509052055e-09,0,0,0,"11ExtraCropLand1950"
12,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.0294574436992197,0,0,0.0749030902220909,0,0,0,"12ExtraCropLand1950"
13,1950,"ExtraCropLand",0,0,0,0,0,0,0,0,0,3.26245046113759e-09,0,0,0,0,0,0,0,0,"13ExtraCropLand1950"
14,1950,"ExtraCropLand",2.46711859237667,0.0346159386942291,0,0,0,0,3.60936599853374,0,0,0.0344967611466283,0.143833898427099,0.0399431336963007,0.000151113184095156,0.000159402765641545,0.128782824447815,0.00696767734419798,0,0,"14ExtraCropLand1950"
1,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1975"
2,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1975"
3,1975,"ExtraCropLand",0,0,0,0,0,0,0.0017632212940886,0,0,0,0,0,0,0.00337786221805788,0,0,0,0,"3ExtraCropLand1975"
4,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0.200887361299801,6.07893261161049e-09,0,4.14174734162757e-09,0,0,0.138377449791971,0,0,0,"4ExtraCropLand1975"
5,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1975"
6,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1975"
7,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.404638376698713,0,0.00502887730056856,0.212401849683284,0.0192354213482219,0,"7ExtraCropLand1975"
8,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.00227644092556801,0,0,0,0,0,0,0,0,"8ExtraCropLand1975"
9,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1975"
10,1975,"ExtraCropLand",0,0,0,0,0,0,0,0.126248879172969,0,0,0.0546220068397827,0,0,0.314258052684599,0,0.00182214250669818,2.58293469027515e-09,0,"10ExtraCropLand1975"
11,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.333220738540141,2.06550886281561,0.503231961917067,0,5.22003909756178e-09,0,0,0,"11ExtraCropLand1975"
12,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.0309988029194754,0,0,0.0957806684362158,0,0,0,"12ExtraCropLand1975"
13,1975,"ExtraCropLand",0,0,0,0,0,0,0,0,0,5.19297635486163e-09,0,0,0,0,0,0,0,0,"13ExtraCropLand1975"
14,1975,"ExtraCropLand",4.22984206589236,0.0452046842220101,0,0,0,0,5.64141673045009,0,0,0.0396122255728955,0.186720073354663,0.0539164498964929,0.000527877804441887,0.000435597321649046,0.300733118607759,0.0148454062398348,0,0,"14ExtraCropLand1975"
1,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand1990"
2,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand1990"
3,1990,"ExtraCropLand",0,0,0,0,0,0,0.00178254644146333,0,0,0,0,0,0,0.00367586727915215,0,0,0,0,"3ExtraCropLand1990"
4,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0.340344995919165,5.89857318544773e-09,0,3.68341801504357e-09,0,0,0.155192903375486,0,0,0,"4ExtraCropLand1990"
5,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand1990"
6,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ExtraCropLand1990"
7,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0.898814809984804,0,0.00931867374361772,0.626361328748384,0.0624696933442223,0,"7ExtraCropLand1990"
8,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0.00232891478998631,0,0,0,0,0,0,0,0,"8ExtraCropLand1990"
9,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand1990"
10,1990,"ExtraCropLand",0,0,0,0,0,0,0,0.136446544651307,0,0,0.0590604847457783,0,0,0.353697776926302,0,0.00214083422542211,2.99260561687290e-09,0,"10ExtraCropLand1990"
11,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0.377936138466538,2.65056202691358,0.493439237182691,0,9.49631956403962e-09,0,0,0,"11ExtraCropLand1990"
12,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0.0322242897598309,0,0,0.113245160033284,0,0,0,"12ExtraCropLand1990"
13,1990,"ExtraCropLand",0,0,0,0,0,0,0,0,0,5.69194513744264e-09,0,0,0,0,0,0,0,0,"13ExtraCropLand1990"
14,1990,"ExtraCropLand",5.16881927705511,0.0463461467530664,0,0,0,0,6.63365699603223,0,0,0.0425539141248699,0.222914198880908,0.0622422987187878,0.00110757023080806,0.000866895339671457,0.550127957611649,0.0254189464797078,0,0,"14ExtraCropLand1990"
1,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ExtraCropLand2005"
2,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ExtraCropLand2005"
3,2005,"ExtraCropLand",0,0,0,0.0130995768902012,0,0,0.00584609292938845,0,0,0,0,0,0,0,0,0,0,0,"3ExtraCropLand2005"
4,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,8.07187827689404e-09,0,0,0,0,0,0,"4ExtraCropLand2005"
5,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5ExtraCropLand2005"
6,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,5.07089659151916e-09,0,0,0,0,0,0,"6ExtraCropLand2005"
7,2005,"ExtraCropLand",0,0,0,0,0.00435473440475675,0.00587002265982761,0,0,0,0,0,0,0,0,0,0,0,0,"7ExtraCropLand2005"
8,2005,"ExtraCropLand",0.00248706174380509,0.086051155954212,0.394502108888171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8ExtraCropLand2005"
9,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9ExtraCropLand2005"
10,2005,"ExtraCropLand",0,0,0,0,0,0,0.0126567618531368,0.0179574209398226,0,0,0.045169518227496,0,0,0.230616045440441,0,0,0,0,"10ExtraCropLand2005"
11,2005,"ExtraCropLand",0,0,0.0309088263810242,0,0,0,0,0,0,0,0,0,0.307106575590743,0,0,0,0,0,"11ExtraCropLand2005"
12,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12ExtraCropLand2005"
13,2005,"ExtraCropLand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13ExtraCropLand2005"
14,2005,"ExtraCropLand",0.0942818725211616,0.0563459013255283,0,0,0,0,1.15346662381487,0,0,0,0,0,0,0,0,0,0,0,"14ExtraCropLand2005"
