"GCAM_region_ID","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,"AllForestLand",0,0,0,0,0,0,0.00104861111111111,0.00106944444444444,0.000951388888888889,0.000881944444444444,0.000909722222222222,0.00104861111111111,0.000590277777777778,0.000493055555555555,0.000493055555555555,0.0006875,0,0
2,"AllForestLand",0,0,0,0,0,0,0.000868055555555556,0.000916666666666667,0.000819444444444444,0.000868055555555556,0.00104166666666667,0,5e-04,0.000444444444444444,0.000548611111111111,0.000618055555555556,0,0
3,"AllForestLand",0,0,0,0,0,0,0,0.000965277777777778,0.000992063492063492,0.0009375,0.000881944444444444,0.000909722222222222,0.0005625,0.0004375,0.000604166666666667,0.000583333333333333,0,0
4,"AllForestLand",0,0,0,0,0,0,0,0,0.000909722222222222,0.000888888888888889,0.0008125,0.000756944444444445,0,0,0.000743055555555556,0,0,0
5,"AllForestLand",0.00187687687687688,0,0.00187687687687688,0.00133928571428571,0.00187687687687688,0.00172720797720798,0.001171875,0.00111252834467120,0.00114293981481481,0.00121527777777778,0.00107001133786848,0.00103472222222222,0,0,0.000652777777777778,0.000791666666666667,0.000793650793650794,0
6,"AllForestLand",0,0,0,0,0,0,0.000758219954648526,0.000881944444444444,0.000986111111111111,0.000951388888888889,0.000916666666666667,0.000895833333333333,0.000361111111111111,0.000416666666666667,0.000486111111111111,0.000548611111111111,0,0
7,"AllForestLand",0,0,0,0.00116567460317460,0.00146011396011396,0.00154024216524217,0.000743055555555556,0.000833333333333333,0.000798611111111111,0.000784722222222222,0.000940393518518518,0.00102749433106576,0.000395833333333333,0.000409722222222222,0.000395833333333333,0.00102588383838384,0.00171783625730994,0
8,"AllForestLand",0,0,0,0,0,0,0.000875,0.000930555555555556,0.00101388888888889,0.000826388888888889,0,0,0,0,0,0,0,0
9,"AllForestLand",0.00137950450450450,0.00156719219219219,0.00137950450450450,0.00151088588588589,0.00164226726726727,0.00185810810810811,0.00178303303303303,0.00137061403508772,0.00131578947368421,0.00141630116959064,0.00153285907859079,0.00164226726726727,0,0,0,0,0,0
10,"AllForestLand",0.00144519519519520,0.00146198830409357,0.00139779202279202,0.00152243589743590,0.00173611111111111,0.00184872372372372,0.00102588383838384,0.00119047619047619,0.00124834656084656,0.00125661375661376,0.00142276422764228,0.00159366096866097,0.000868055555555556,0.000749684343434343,0.000439342403628118,0.000453514739229025,0.000347222222222222,0.000347222222222222
11,"AllForestLand",0,0,0.00169042397660819,0.00152595029239766,0.00154024216524217,0.00185810810810811,0,0.00107638888888889,0,0.00109953703703704,0.00133807588075881,0.00130420054200542,0.00104993386243386,0.000868055555555556,0.0010093669250646,0.00112635501355014,0,0
12,"AllForestLand",0,0,0,0,0,0,0,0.0009375,0.000875,0.0009375,0.000909722222222222,0.000805555555555555,0,0,0.000701388888888889,0.000666666666666667,0,0
13,"AllForestLand",0,0,0,0,0,0,0,0,0,0.000791666666666667,0.000770833333333333,0,0,0,0,0,0,0
14,"AllForestLand",0,0.00133258258258258,0.00133258258258258,0.00147334834834835,0.00166301169590643,0.00154024216524217,0,0.00132319819819820,0.00131381381381381,0.00107121749408983,0.00116003787878788,0.00132656695156695,0.00131381381381381,0.000506944444444444,0.00112654320987654,0.0011739417989418,0,0
