"GCAM_region_ID","GCAM_commodity","year","Prod_Mt","NetExp_Mt","Supply_Mt","Food_Mt","OtherUses_Mt","ID_R_C_Y"
1,"Beef",1990,10.6246,-0.67514650635068,11.2997465063507,11.2251484,0.0745981063506793,"1Beef1990"
2,"Beef",1990,0.912832,-0.08935102269398,1.00218302269398,0.991517,0.0106660226939801,"2Beef1990"
3,"Beef",1990,9.4107918,0.315898433032404,9.0948933669676,8.8889394,0.205953966967597,"3Beef1990"
4,"Beef",1990,0.566812,-0.47407883864705,1.04089083864705,1.0189634,0.0219274386470496,"4Beef1990"
5,"Beef",1990,2.1977272,1.19527500299779,1.00245219700221,0.8851648,0.117287397002207,"5Beef1990"
6,"Beef",1990,8.3909324,-0.443072136805562,8.83400453680556,8.6644476,0.169556936805563,"6Beef1990"
7,"Beef",1990,1.6808874,0.0695682560978572,1.61131914390214,1.5915176,0.0198015439021424,"7Beef1990"
8,"Beef",1990,0.372246,-0.231884282040380,0.60413028204038,0.5911884,0.0129418820403797,"8Beef1990"
9,"Beef",1990,3.451588,-0.281327584463019,3.73291558446302,3.7253744,0.00754118446301932,"9Beef1990"
10,"Beef",1990,10.9528692,0.71519439279384,10.2376748072062,9.8628484,0.374826407206157,"10Beef1990"
11,"Beef",1990,1.8733932,-0.0766660817520767,1.95005928175208,1.9457668,0.00429248175207664,"11Beef1990"
12,"Beef",1990,1.8629304,0.0361603138298279,1.82677008617017,1.53257,0.294200086170172,"12Beef1990"
13,"Beef",1990,0.1471942,-0.122040296473523,0.269234496473523,0.2692218,1.26964735226442e-05,"13Beef1990"
14,"Beef",1990,2.1160722,0.0614703504745467,2.05460184952545,2.0485988,0.00600304952545327,"14Beef1990"
1,"Dairy",1990,84.97464,-2.04338375870711,87.0180237587071,74.1042812,12.9137425587071,"1Dairy1990"
2,"Dairy",1990,10.364552,0.500936315866396,9.8636156841336,6.8833952,2.98022048413360,"2Dairy1990"
3,"Dairy",1990,191.153322,14.0562426978160,177.097079302184,108.1502824,68.946796902184,"3Dairy1990"
4,"Dairy",1990,8.5324396,-2.70270228580069,11.2351418858007,10.0879076,1.14723428580069,"4Dairy1990"
5,"Dairy",1990,16.7663632,7.938681151946,8.827682048054,5.2797052,3.547976848054,"5Dairy1990"
6,"Dairy",1990,116.4249588,-0.66512693547083,117.090085735471,52.8870606,64.2030251354708,"6Dairy1990"
7,"Dairy",1990,8.4713684,-1.56487240729112,10.0362408072911,7.7226,2.31364080729112,"7Dairy1990"
8,"Dairy",1990,8.8842856,-3.14221204299644,12.0264976429964,8.9520486,3.07444904299644,"8Dairy1990"
9,"Dairy",1990,20.8996422,-4.77493181177343,25.6745740117734,22.1343052,3.54026881177343,"9Dairy1990"
10,"Dairy",1990,47.2038824,-5.55170447918595,52.755586879186,42.4529438,10.3026430791859,"10Dairy1990"
11,"Dairy",1990,19.4509762,-4.32862190986636,23.7795981098664,20.152776,3.62682210986636,"11Dairy1990"
12,"Dairy",1990,43.6809802,2.72143954438285,40.9595406556171,21.6144488,19.3450918556171,"12Dairy1990"
13,"Dairy",1990,1.7868166,-0.312153831029753,2.09897043102975,0.902504,1.19646643102975,"13Dairy1990"
14,"Dairy",1990,53.78015,-0.131590247889581,53.9117402478896,46.2602996,7.65144064788958,"14Dairy1990"
1,"OtherMeat_Fish",1990,12.8442082,1.47271062555975,11.3714975744402,6.81556,4.55593757444024,"1OtherMeat_Fish1990"
2,"OtherMeat_Fish",1990,2.2457628,1.03572775633691,1.21003504366309,0.90062,0.309415043663091,"2OtherMeat_Fish1990"
3,"OtherMeat_Fish",1990,19.22071,-4.84092378483674,24.0616337848367,14.2900418,9.77159198483674,"3OtherMeat_Fish1990"
4,"OtherMeat_Fish",1990,11.6312396,-3.30807593089000,14.93931553089,9.3073924,5.63192313089,"4OtherMeat_Fish1990"
5,"OtherMeat_Fish",1990,2.2603792,0.891853852451242,1.36852534754876,0.713129,0.655396347548758,"5OtherMeat_Fish1990"
6,"OtherMeat_Fish",1990,13.8812018,0.56671237299186,13.3144894270081,7.9453,5.36918942700814,"6OtherMeat_Fish1990"
7,"OtherMeat_Fish",1990,20.74147,-3.75142057979623,24.4928905797962,18.4183912,6.07449937979624,"7OtherMeat_Fish1990"
8,"OtherMeat_Fish",1990,0.9508244,-0.631580286801469,1.58240468680147,0.9667612,0.615643486801469,"8OtherMeat_Fish1990"
9,"OtherMeat_Fish",1990,7.5440602,-1.74669583946120,9.2907560394612,7.5169084,1.77384763946120,"9OtherMeat_Fish1990"
