"GCAM_region_ID","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT"
10,"RockIceDesert",0.173587833,0.024094541,0.01840738,0.00070688,0.048371755,0.04054785,0.155599599,0.005169177,0,0.01433639,0.00472567,0.02923775,0.53639961,0.010085962,0.004947136,0.001481656,0.004875143,0,"10RockIceDesert"
10,"Shrubland",9.719845738,11.613759825,49.93070148,51.96097872,22.738455374,9.57007758,28.538154629,26.420848944,32.777041427,51.658147714,23.269221028,5.301226812,0.01263885,0.088487708,0.782561826,0.442176875,0,0,"10Shrubland"
10,"Tundra",0.130163529,0.03707743,0.008321802,0.030903371,0.07889725,0.350937829,0.398175564,0.140792782,0.251165671,0.21499044,0.454431606,0.114524154,1.099124881,0.362428883,0.661381118,0.307781568,0,0,"10Tundra"
11,"Forest",0,0,1.529652083,192.351475393,211.197971484,406.193280472,0,0.578828202,0.15520519,8.489831876,20.297716543,10.227940555,0.0152413,0.324196785,0.941556582,0.764424562,0,0,"11Forest"
11,"Grassland",0,0,0.017161699,5.175411727,19.794709205,20.420769864,1.966766452,45.925441006,3.041784462,2.182089359,2.568862148,1.860502578,0.454010375,1.873009979,0.2175048,0.378389821,0,0,"11Grassland"
11,"RockIceDesert",3.081363472,0,0,0.124723299,0,0.021728201,31.897159304,0.836728111,0.001809222,0.00202388,0.000627353,0,0.062045441,0.043018439,0.00963019,0,0,0,"11RockIceDesert"
11,"Shrubland",23.61548952,0,0.102376688,0.832465786,1.612683608,1.063787772,100.963705813,34.803500547,13.052634614,20.439524491,4.163183228,4.993233687,0.396146809,0.717006097,0.108286478,0.087005637,0,0,"11Shrubland"
11,"Tundra",0,0,0,0,0,0,0,0.034978809,0.09020878,0.017795839,0.0064192,0.01629821,0.11807527,0.382792068,0.869466148,0.044877087,0,0,"11Tundra"
12,"Forest",0,0,0,0,0,0,0,0.07117939,27.262335375,278.4400112,39.445567241,1.151582372,0,0,1.442794182,2.034466376,0,0,"12Forest"
12,"Grassland",0,0,0,0,0,0,0,6.08867686,26.119724629,40.078378208,3.562749817,0.03838027,0,0,0.0134545,0,0,0,"12Grassland"
12,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert"
12,"Shrubland",0,0,0,0,0,0,0,0.741771323,1.145699582,0,0.520338231,0,0,0,0,0,0,0,"12Shrubland"
12,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12Tundra"
13,"Forest",0,0,0,0,0,0,0,0,0,5.55983116,8.778282717,0,0,0,0,0,0,0,"13Forest"
13,"Grassland",0,0,0,0,0,0,0,0,0,0.03924624,0,0,0,0,0,0,0,0,"13Grassland"
13,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert"
13,"Shrubland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Shrubland"
13,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Tundra"
14,"Forest",0,73.983905215,606.27066256,293.395534488,56.431813499,28.828172112,0,50.340625414,91.937795769,16.678295533,12.582302872,8.825212374,0.00474682,0.042169102,0.61166131,0.332607803,0,0,"14Forest"
14,"Grassland",0,5.541435457,37.09032386,18.47023871,0.844883145,0.148594795,0,10.718184128,8.542117573,5.315731296,2.099135473,0.149921781,0.00164557,0.273955061,1.117864574,0.407987318,0,0,"14Grassland"
14,"RockIceDesert",0.439074905,1.028143416,0,0,0.074998299,0,11.080819239,6.08292757,0,0.024993404,0,0,0.08264889,0.050153657,0.023668452,0.007503572,0,0,"14RockIceDesert"
14,"Shrubland",11.74801402,24.516054353,84.063568015,30.634874869,0.744197083,0.074297401,19.8366217,83.086600776,20.44917293,8.096876216,8.002590346,1.798216972,0.10530508,0.112547121,0.200014379,0.222621301,0,0,"14Shrubland"
14,"Tundra",0,0,0,0,0,0,0,0,0,0.081572743,0,0,0.141788171,0.097089245,0.088816847,0.00850575,0,0,"14Tundra"
