"GCAM_region_ID","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT"
1,"Forest",0,0,0,0,0,0,17.532532729,15.356000268,6.425291613,190.975698463,239.178106893,152.303702207,7.631245685,5.077705757,1.042325805,0.224306044,0,0,"1Forest"
1,"Grassland",0,0,0,0,0,0,209.522100786,238.445111017,120.053860412,311.069188418,149.380567043,11.180684673,10.216190721,1.379061053,0.011125529,0,0,0,"1Grassland"
1,"RockIceDesert",0,0,0,0,0,0,0.200813631,0.02345922,0,0,0,0,0,0,0,0,0,0,"1RockIceDesert"
1,"Shrubland",0,0,0,0,0,0,55.566971966,13.912900347,1.397764319,0.114760908,0,0,3.924609296,0.642675767,0,0,0,0,"1Shrubland"
1,"Tundra",0,0,0,0,0,0,0.00936817,0.008296308,0.00370676,0,0,0,0.127412243,0.018376268,0.0134209,0,0,0,"1Tundra"
2,"Forest",0,0,0,0,0,0,2.47104051,4.161182652,44.032090926,68.250725617,0.519557097,0,1.660981501,1.103480781,66.250199113,2.171693677,0,0,"2Forest"
2,"Grassland",0,0,0,0,0,0,102.533183484,57.756446204,53.003019565,9.164995822,0,0,33.378908376,15.320920581,47.843974613,1.933488863,0,0,"2Grassland"
2,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2RockIceDesert"
2,"Shrubland",0,0,0,0,0,0,0.879259752,0,0,0,0,0,0.2120068,0,0.02305453,0,0,0,"2Shrubland"
2,"Tundra",0,0,0,0,0,0,0.093608799,0.01755795,0,0,0,0,0,0.011875743,0.196897832,0.00318369,0,0,"2Tundra"
3,"Forest",0,0,0,0,0,0,0,15.71153718,91.876765962,280.961610898,240.590148669,35.391614451,0.039898322,2.565618247,19.77490698,7.969094325,0,0,"3Forest"
3,"Grassland",0,0,0,0.02069264,0,0,0.087801372,73.526443701,40.283745108,30.721341583,9.415861186,3.554650341,0,0.417719362,1.837726168,0.611566284,0,0,"3Grassland"
3,"RockIceDesert",0,0,0,0,0,0,0,0.00184735,0,0.000285366,0.00665271,0,0,0.007601348,0.012110103,0.000502434,0,0,"3RockIceDesert"
3,"Shrubland",0,0,0,0.119752372,0,0,0.126946433,12.312137535,102.769318583,76.675571114,12.07884052,0.495575439,0,0.00528948,0.003424408,0.0055244,0,0,"3Shrubland"
3,"Tundra",0,0,0,0,0,0,0,0.048030742,0.037859022,0.035974321,0.04250544,0,0.008801554,0.288656879,0.14789653,0.022036798,0,0,"3Tundra"
4,"Forest",0,0,0,0,0,0,0,0,1.148388064,14.456351432,13.026586778,4.039880452,0,0,0.531535036,0,0,0,"4Forest"
4,"Grassland",0,0,0,0,0,0,0,0,0.15530005,0.280352522,0.097361308,0,0,0,0.060572811,0,0,0,"4Grassland"
4,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4RockIceDesert"
4,"Shrubland",0,0,0,0,0,0,0,0,0,0.01196571,1.778998987,0.72350379,0,0,0,0,0,0,"4Shrubland"
4,"Tundra",0,0,0,0,0,0,0,0,0,0.047637899,0,0,0,0,0,0,0,0,"4Tundra"
5,"Forest",0.00502735,0,0.01810953,0.743062555,0.00303155,0.10843259,0.716823858,0.911362063,2.658694756,8.304981966,24.294218787,10.138088069,0,0,0.029501204,0.234471369,0.394992447,0,"5Forest"
5,"Grassland",2.722342521,4.073244111,13.625769133,6.068325656,0.338177017,0.881869206,40.679938054,22.225119624,71.150338369,36.22819163,38.249567471,30.280065594,0,0,0.096313751,1.281718003,0.777889819,0,"5Grassland"
5,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5RockIceDesert"
5,"Shrubland",2.063326066,1.711133201,0.543353525,2.210418675,0.15409042,0.09996091,65.144915216,68.871462744,44.122003806,12.470078182,2.917108715,1.593490425,0,0,0,0,0.02469123,0,"5Shrubland"
5,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5Tundra"
6,"Forest",0,0,0,0,0,0,0.593231916,17.616529925,156.81692608,356.76198953,2.530726776,1.141669626,4.202727429,14.989769735,182.43046171,3.406467,0,0,"6Forest"
6,"Grassland",0,0,0,0,0,0,62.473409569,411.070010139,221.903480742,83.101905101,0.075082001,0,182.869417105,97.024677474,88.464115364,0.581524185,0,0,"6Grassland"
6,"RockIceDesert",0,0,0,0,0,0,1.724063322,0.624827727,0.00200278,0,0,0,0.127355405,0.136591543,0,0,0,0,"6RockIceDesert"
6,"Shrubland",0,0,0,0,0,0,43.622995014,48.450417236,7.796484819,0,0,0,0.860116643,1.752030468,0.068141967,0,0,0,"6Shrubland"
6,"Tundra",0,0,0,0,0,0,0.2704377,1.382646335,3.566580526,3.814918279,0.018156029,0.077565979,2.90410168,6.781788666,14.550552326,0.00116222,0,0,"6Tundra"
7,"Forest",0,0,0,5.745295773,65.425776427,40.559536432,1.511619511,82.59180521,199.41432481,142.051598064,185.088164419,402.80017659,2.265465824,1.421317073,6.411153076,2.266223566,0.079759629,0,"7Forest"
7,"Grassland",0,0,0,0.01698997,14.379531639,18.885937556,52.366173992,163.211243671,82.434263035,38.795912979,12.070173936,17.597491922,22.668703753,14.854321387,17.473235495,14.801147838,0.19364315,0,"7Grassland"
7,"RockIceDesert",0,0,0,0,0.069096002,0.0418904,2.749422008,0.09599994,0.379560171,0.041956249,0.02645009,0.01841429,0.108996717,0,0.121142472,0.00273516,0,0,"7RockIceDesert"
7,"Shrubland",0,0,0,0.20752201,0.742788959,0.57981489,24.467686177,25.2886969,5.909286471,1.116881401,14.133659237,2.286269247,1.031366478,0.344311216,0.809472836,1.845631265,0.02076779,0,"7Shrubland"
7,"Tundra",0,0,0,0,0,0,1.800019945,0.127345329,0.00497762,0.634319561,0.256424143,0.00598855,13.238076342,8.193921622,12.908275824,1.138161626,0,0,"7Tundra"
8,"Forest",0,0,0,0,0,0,7.252323992,11.892985219,3.921028183,0.139513702,0,0,0,0,0,0,0,0,"8Forest"
8,"Grassland",0.542484793,0.062261231,0.334885498,0,0,0,14.661803101,88.176450978,20.489540696,4.281722485,0,0,0,0,0,0,0,0,"8Grassland"
8,"RockIceDesert",4.204301452,0,0,0,0,0,14.961120698,2.33319824,0,0,0,0,0,0,0,0,0,0,"8RockIceDesert"
8,"Shrubland",11.720194328,0.01155256,0.343724187,0,0,0,32.06658667,36.888355947,51.79486071,15.170628445,0,0,0,0,0,0,0,0,"8Shrubland"
8,"Tundra",0,0,0,0,0,0,0,0.0534238,0,0,0,0,0,0,0,0,0,0,"8Tundra"
9,"Forest",2.631485046,4.318271727,16.295757915,57.544391807,122.656339665,187.479435381,0.296685601,0.685878138,12.936685377,9.01620554,6.016458062,0.744194397,0,0,0,0,0,0,"9Forest"
9,"Grassland",94.481818852,377.665369533,411.735150143,257.275146673,167.991865557,91.330065184,29.524755604,39.050036274,95.937882873,67.997612098,14.086037775,0.798953499,0,0,0,0,0,0,"9Grassland"
9,"RockIceDesert",20.532408223,1.035164913,0.583781415,0.30426339,0.711712085,0.351645497,29.732601418,4.092949611,1.274797497,0.220494611,0,0,0,0,0,0,0,0,"9RockIceDesert"
9,"Shrubland",16.786644264,18.00986331,15.664400943,12.461304163,15.465205375,2.636019655,2.559863774,14.808371438,44.934499228,79.497537545,2.224865829,0.891878689,0,0,0,0,0,0,"9Shrubland"
9,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9Tundra"
10,"Forest",3.79657826,5.536055506,29.905992059,71.902661768,201.260709199,237.954520121,5.081687221,15.888371304,23.967683894,18.374894857,8.647966729,81.230885208,0.392512224,0.460156613,0.289054719,0.722106418,0.003450838,0,"10Forest"
10,"Grassland",0.722384278,0.802175907,8.534740358,58.495817556,113.781640014,37.913881135,16.263801017,11.577582303,28.14790657,32.569913511,36.556133236,227.583222256,0.392590274,0.875557239,1.445324653,1.288093876,0,0,"10Grassland"
