"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,"Pasture","1990",0,0,0,0,0,0,1.48914079219707,1.27183196705593,1.12976380942134,1.72296453917246,2.72458039053666,1.92991460782859,1.66244745397322,1.30382528388063,1.19367599826237,2.11011986646741,0,0
2,"Pasture","1990",0,0,0,0,0,0,1.48914079194521,1.27183196657261,1.12976380996942,1.72296453878574,2.72458004152444,0,1.66244745460784,1.30382528744944,1.1936760140407,2.11011992898276,0,0
3,"Pasture","1990",0,0,0,1.0832178036817,0,0,1.48914076969786,1.27183196710312,1.12976381022586,1.72296453957404,2.72458039118569,1.92991460867150,1.66244744703473,1.30382528865726,1.19367601395141,2.11011993265799,0,0
4,"Pasture","1990",0,0,0,0,0,0,0,0,1.12976380253676,1.7229645388857,2.7245803885635,1.92991460179928,0,0,1.19367599925018,0,0,0
5,"Pasture","1990",1.07210324145701,1.03981279818499,1.06928216632940,1.08321799366848,1.10809788617185,1.66739815738673,1.48914079222697,1.2718319669153,1.12976380974257,1.72296453815675,2.72458038956326,1.92991460796697,0,0,1.19367600476234,2.11011992988221,2.62024289509599,0
6,"Pasture","1990",0,0,0,0,0,0,1.4891407922285,1.27183196714502,1.12976381015063,1.72296453944417,2.72458036111874,1.92991456525669,1.66244745540712,1.30382528886008,1.19367601408776,2.11011991992523,0,0
7,"Pasture","1990",0,0,0,1.08321796015213,1.10809790496410,1.66739817331464,1.48914079220133,1.27183196710666,1.12976380988377,1.72296453870398,2.72458039069669,1.92991460860828,1.66244745538034,1.30382528895335,1.19367601406978,2.11011993225976,2.62024288384405,0
8,"Pasture","1990",1.07210324132605,1.03981036809813,1.06928136763621,0,0,0,1.48914079203735,1.27183196658766,1.12976380652698,1.72296434662770,0,0,0,0,0,0,0,0
9,"Pasture","1990",1.07210324153917,1.03981279828096,1.06928216655469,1.08321799493063,1.10809791165401,1.66739817670598,1.48914079221711,1.27183196713732,1.12976381021924,1.72296453932593,2.72458038899745,1.92991458162446,0,0,0,0,0,0
10,"Pasture","1990",1.07210324132266,1.03981279808585,1.06928216651283,1.08321799492123,1.10809791169916,1.66739817681900,1.48914079223459,1.27183196716397,1.12976381021868,1.72296453944396,2.72458039094163,1.92991460887538,1.66244745530031,1.30382528880378,1.19367601381931,2.11011993202375,2.62024290047299,0
11,"Pasture","1990",1.07210324066250,0,1.06928212819531,1.08321799453274,1.10809791136503,1.66739817677681,1.48914079217881,1.27183196718068,1.12976380938723,1.72296453717803,2.72458039015935,1.92991460778186,1.66244745524228,1.30382528868578,1.19367601261644,2.11011992914656,0,0
12,"Pasture","1990",0,0,0,0,0,0,0,1.27183196432505,1.12976381000510,1.72296453953051,2.72458039063639,1.92991460228874,0,0,1.19367600862114,2.11011992239800,0,0
13,"Pasture","1990",0,0,0,0,0,0,0,0,0,1.72296452467521,2.72458037233162,0,0,0,0,0,0,0
14,"Pasture","1990",1.07210324105738,1.03981279807579,1.06928216651399,1.08321799471646,1.10809791077889,1.66739817496325,1.48914079203254,1.27183196689194,1.12976380974008,1.72296453933483,2.72458039018589,1.92991460729378,1.66244745468920,1.30382528864653,1.19367601366073,2.11011993165177,0,0
1,"Pasture","2005",0,0,0,0,0,0,1.48914079221884,1.27183196711565,1.12976380978787,1.72296453937916,2.72458039090882,1.92991460839935,1.66244745451168,1.30382528567609,1.1936760039286,2.11011988920526,0,0
2,"Pasture","2005",0,0,0,0,0,0,1.48914079199532,1.27183196667612,1.12976381002880,1.72296453917423,2.72458026192104,0,1.66244745475420,1.30382528770411,1.19367601407417,2.11011992981453,0,0
3,"Pasture","2005",0,0,0,1.08321785709327,0,0,1.48914076493451,1.27183196707760,1.12976381019807,1.72296453954801,2.72458039113598,1.92991460848773,1.66244743760124,1.30382528845298,1.19367601371642,2.11011993222897,0,0
4,"Pasture","2005",0,0,0,0,0,0,0,0,1.12976379999884,1.72296453871687,2.72458038896544,1.92991460208146,0,0,1.19367599431747,0,0,0
5,"Pasture","2005",1.07210324148629,1.0398127982227,1.06928216640263,1.08321799403799,1.10809789347582,1.66739816358054,1.48914079223511,1.27183196700061,1.12976380990484,1.72296453859727,2.72458039008602,1.92991460828416,0,0,1.19367600776202,2.11011993095328,2.62024290124663,0
6,"Pasture","2005",0,0,0,0,0,0,1.48914079217754,1.2718319670214,1.12976380989218,1.72296453915295,2.72458031531609,1.92991451523216,1.66244745530745,1.30382528855440,1.19367601381941,2.11011989385245,0,0
7,"Pasture","2005",0,0,0,1.08321798347482,1.10809790975185,1.66739817528396,1.48914079222380,1.27183196714815,1.12976381008358,1.72296453909482,2.72458039096342,1.92991460876775,1.66244745541253,1.30382528898011,1.19367601412823,2.11011993260795,2.62024289668108,0
8,"Pasture","2005",1.07210324135245,1.03981077943828,1.06928145585777,0,0,0,1.48914079204663,1.27183196643436,1.12976380660315,1.72296440524562,0,0,0,0,0,0,0,0
9,"Pasture","2005",1.07210324154270,1.03981279828954,1.06928216656268,1.08321799493691,1.10809791166883,1.66739817674751,1.48914079222672,1.27183196715871,1.12976381024267,1.72296453941437,2.72458038939024,1.92991457804114,0,0,0,0,0,0
10,"Pasture","2005",1.07210324139608,1.03981279816730,1.06928216653748,1.08321799493247,1.10809791170313,1.66739817682855,1.48914079224099,1.27183196718028,1.12976381024479,1.72296453950506,2.72458039105054,1.92991460888909,1.66244745534826,1.30382528886600,1.19367601393622,2.11011993237315,2.62024290513082,0
11,"Pasture","2005",1.07210324087193,0,1.06928214736126,1.0832179946727,1.10809791150221,1.66739817678643,1.48914079220022,1.27183196719061,1.12976380956459,1.72296453821458,2.72458039043493,1.92991460800263,1.66244745529591,1.30382528876176,1.19367601270078,2.11011993039076,0,0
12,"Pasture","2005",0,0,0,0,0,0,0,1.27183196362369,1.1297638098773,1.72296453946739,2.72458039023903,1.92991459545217,0,0,1.19367600247282,2.11011990926646,0,0
13,"Pasture","2005",0,0,0,0,0,0,0,0,0,2.27986554127347,3.6052262394104,0,0,0,0,0,0,0
14,"Pasture","2005",1.07210324029996,1.03981279792215,1.06928216650181,1.08321799459745,1.10809790893596,1.66739817117849,1.48914079168292,1.27183196644231,1.12976380974320,1.72296453886579,2.72458038916019,1.92991459835012,1.66244745026577,1.30382528803154,1.19367601278928,2.11011993076804,0,0
