"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"Grassland","1700",0,0,0,0,0,0,1021.93482761,617.48965842,212.453858107,572.64349199,256.85510474,34.576117132,42.398358986,9.021884102,36.724526314,0,0,0,"1Grassland1700"
2,"Grassland","1700",0,0,0,0,0,0,147.144866618,76.956629033,66.880769093,14.806566463,0,0,52.65590852,23.804235521,72.818614089,3.062900732,0,0,"2Grassland1700"
3,"Grassland","1700",0,0,0,0.193849721,0,0,0.5314782533019,203.683876438,79.118133334,66.389359386,29.51151372,19.84552613,0,13.3527783694603,8.870535296,1.806311987,0,0,"3Grassland1700"
4,"Grassland","1700",0,0,0,0,0,0,0,0,0.85126123864465,2.46088292898508,0.330273554,0,0,0,0.667241173273503,0,0,0,"4Grassland1700"
5,"Grassland","1700",168.656392433,456.86070998,368.96194171,55.701900947,5.585617616,8.378672868,1180.3977149,197.55146745,198.42932503,119.176262533,131.827327799,166.4109763,0,0,7.072410116,37.58718329,7.246519093,0,"5Grassland1700"
6,"Grassland","1700",0,0,0,0,0,0,821.384125562,841.82731723,368.75918891,125.843552556,0.117422713,0,1050.373807082,816.810677705,597.301335687,2.886115495,0,0,"6Grassland1700"
7,"Grassland","1700",0,0,0,0.166579222,31.028838118,48.741737951,618.035277316,538.79573046,145.663222741,66.320118117,79.71793507,129.396930654,225.752024613152,361.568573388,199.691037675072,114.243272862888,4.64678914108636,0,"7Grassland1700"
8,"Grassland","1700",1.177856631,0.358599135,0.908696649,0,0,0,44.12849766,240.086249794,28.94173127,4.45590596677213,0,0,0,0,0,0,0,0,"8Grassland1700"
9,"Grassland","1700",756.051035057,1275.31942918,2127.97177994,2326.311551891,1134.163466776,466.048659591,675.438760167,597.552978097,622.945630305,288.283799552,73.251083355,3.516898835,0,0,0,0,0,0,"9Grassland1700"
10,"Grassland","1700",16.434183512,11.020979877,70.275792922,641.325756858,1440.107815049,407.07195219,864.008025184,274.445597644042,227.172387544,136.267103512,164.14835650217,1002.677563115,195.810203441,98.4525371259828,50.833021785,36.1776822882405,2.188856082,0.055679231,"10Grassland1700"
11,"Grassland","1700",0,0,0.07173748,18.696474575,84.768106214,202.267473947,8.793348202,181.710971314,10.279518383,6.483282858,8.94380758380243,6.23918212550045,11.5842445410445,15.338416514,1.866047428,4.415732239,0,0,"11Grassland1700"
12,"Grassland","1700",0,0,0,0,0,0,0,9.45736321,42.394544352,51.81090454,7.388625256,0.290515255534132,0,0,0.0505595360192848,0,0,0,"12Grassland1700"
13,"Grassland","1700",0,0,0,0,0,0,0,0,0,0.202839730997745,0,0,0,0,0,0,0,0,"13Grassland1700"
14,"Grassland","1700",0,10.7663176993988,144.91063209,62.827907184,1.651982465,0.14465557,0,17.185095087,15.164854035,14.7322478000824,6.29736438449841,0.588291832623427,0.067277162,1.24137523,4.47007017375255,1.58865716594376,0,0,"14Grassland1700"
1,"Grassland","1750",0,0,0,0,0,0,1015.86752747,614.3505041,211.528283341,570.08899701,255.734249789,34.438799639,42.20404417,8.991957032,36.724279708,0,0,0,"1Grassland1750"
2,"Grassland","1750",0,0,0,0,0,0,147.144859818,76.956626373,66.880757393,14.806481133,0,0,52.65590499,23.804234991,72.818600299,3.062902362,0,0,"2Grassland1750"
3,"Grassland","1750",0,0,0,0.19306331,0,0,0.528576945474275,203.183098856,77.851904114,64.30686861,28.485028739,19.318390696,0,13.3986646096086,8.7487428,1.796183071,0,0,"3Grassland1750"
4,"Grassland","1750",0,0,0,0,0,0,0,0,0.852164415880446,2.45552546698360,0.324157777,0,0,0,0.668052283156191,0,0,0,"4Grassland1750"
5,"Grassland","1750",168.65632898,456.86070998,368.961709,55.701900947,5.585634536,8.37874536,1180.3974311,197.55146295,198.42938243,119.177996896,131.818271998,166.43269883,0,0,7.073320173,37.57996301,7.246519093,0,"5Grassland1750"
6,"Grassland","1750",0,0,0,0,0,0,810.636206014,801.758695959,351.322361308,118.981089834,0.114896129,0,1043.247866307,809.742275547,591.791791446,2.887710608,0,0,"6Grassland1750"
