"GCAM_region_ID","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
1,0,0,0,0,0,0,0.0162116605397853,0.0114024153897657,0.0116794919349590,0.0109489892957198,0.00950869213015934,0.0110247434633737,0.00343089712989885,0.000439695365008558,9.39067300605248e-05,0.00251738968655423,0,0
2,0,0,0,0,0,0,0.0036353173864515,0.00376348180593626,0.00771558093470388,0.0127084449020482,0.0558901721532632,0,0.00335658929037219,0.00107853168662971,0.00206192282440403,0.00397407227210171,0,0
3,0,0,0,0.00850165676439864,0,0,0.00450121086122065,0.00314974311183606,0.00693764860603613,0.0166580102601036,0.0207987697081266,0.0179996891726663,0.00832425713768237,0.00586097026930186,0.00730171155667173,0.0168712837786081,0,0
4,0,0,0,0,0,0,0,0,0.0911422108818414,0.0789954301116464,0.0633540602519357,0.130389219828984,0,0,0.087921443091566,0,0,0
5,0.277824406594851,0.0144666767678165,0.0259514459291304,0.00503883241248338,0.00344473782575117,0.0577801164376562,0.00937659730809483,0.00426730385870022,0.00314017270737777,0.00375041731830439,0.00684608117297365,0.00796852936904958,0,0,0.017924329105446,0.0435690865130456,0.00216279350431322,0
6,0,0,0,0,0,0,0.0114156066349129,0.003504103374456,0.0024263919685039,0.00397596329452728,0.00386959486385637,0.0094159681347213,0.000992227446648144,0.00146504521233149,0.00140470327948622,0.00493161926357666,0,0
7,0,0,0,0.00248126745574962,0.00438319485680573,0.0192459677735113,0.0156995548884698,0.00862672538361564,0.0103904420661155,0.00927719350468872,0.0132794713299522,0.0140720884538523,0.0393065156903708,0.0263733488147091,0.0112379355458309,0.0920834336637389,0.0421969984940706,0
8,0.0181577834254372,0.00705026562285429,0.00742169637757489,0,0,0,0.0123010844261969,0.00695309786357098,0.00467947518982143,0.00613778686450195,0,0,0,0,0,0,0,0
9,0.00446844423029555,0.000816234000787505,0.00112233067744420,0.00296917003693912,0.00207293241251753,0.00284126792666713,0.0158606486705094,0.00423945366732213,0.00305361465451553,0.00319074090476516,0.00371862965882841,0.000640549761740687,0,0,0,0,0,0
10,0.0238344316656179,0.0149200126201150,0.0078582128354828,0.0085599211607396,0.00952601701209528,0.00711566781072974,0.0250139668595004,0.0144423875822062,0.0197332828342326,0.0125619467655447,0.00749104408407343,0.006261629712564,0.091190746876419,0.0358888321439195,0.0250682442879892,0.0199973730509749,0.00542631158392376,7.50418341770573e-06
11,0.0101921094658328,0,0.0444358614459123,0.0156522496225367,0.0142876119329656,0.0134291679300794,0.0107722417030392,0.0127564851137021,0.0101875382079371,0.0364497335292898,0.0195161769154209,0.016563181953572,0.0220954358561205,0.0350756419883560,0.0758581329724723,0.00826624607640212,0,0
12,0,0,0,0,0,0,0,0.00784630034859887,0.00996118398864087,0.00691841533037831,0.007109766561487,0.0149051081843738,0,0,0.00504569547815354,0.00422791442653419,0,0
13,0,0,0,0,0,0,0,0,0,0.123967870669143,0.197268690733055,0,0,0,0,0,0,0
14,0.0114367105194595,0.0135146442326977,0.00976959662658417,0.0143111083386878,0.0130447391505323,0.00496406765251155,0.0125157019171483,0.0149569733050241,0.0151452682786213,0.0382789946529849,0.0192017467195517,0.00580779991341899,0.0905810467694983,0.612762607507735,0.465065178870768,0.0539013132967629,0,0
