"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"Cropland","1700",0,0,0,0,0,0,1.121096264,0.300900959,0.375477589,1.772061585,1.79440349,0.780036591,0.011655094,0,0,0,0,0,"1Cropland1700"
2,"Cropland","1700",0,0,0,0,0,0,0,0,0.016741316,0.019114356,0,0,0,0,0,0,0,0,"2Cropland1700"
3,"Cropland","1700",0,0,0,0.248748628,0,0,0.099505875,31.882290367,99.335911559,181.487027695,216.128595959,46.174356242,0,0.47153648,4.094266159,0.635751772,0,0,"3Cropland1700"
4,"Cropland","1700",0,0,0,0,0,0,0,0,0.005578276,1.297655856,5.088075115,3.454997403,0,0,0.015264239,0,0,0,"4Cropland1700"
5,"Cropland","1700",0,0,0,0,0,0.024143818,0,0,0,0.011586724,0.224549486,2.015664679,0,0,0.003976328,0.022029596,0.00082979,0,"5Cropland1700"
6,"Cropland","1700",0,0,0,0,0,0,19.925925879,97.018537574,80.921914341,131.131045291,0.751880487,1.530894977,4.68306818,7.269070554,30.933437295,0.233857789,0,0,"6Cropland1700"
7,"Cropland","1700",0,0,0,0.13679629,4.308786231,22.947525892,23.979993013,69.266384264,152.878804181,63.115235265,106.431542423,236.465930429,0.349339409,0.226703813,0.696471148,0.034537123,0.001945735,0,"7Cropland1700"
8,"Cropland","1700",11.345665281,0.019117792,0.360992944,0,0,0,28.629352444,40.574899866,21.955457214,6.437298605,0,0,0,0,0,0,0,0,"8Cropland1700"
9,"Cropland","1700",40.747485036,50.190328883,67.449567853,69.574797515,70.646480711,60.994856285,11.031107294,3.954409988,7.171142928,5.409428938,0.645957917,0.109177905,0,0,0,0,0,0,"9Cropland1700"
10,"Cropland","1700",5.832043712,3.429587086,4.231157084,8.582344422,12.572445799,26.479895901,3.53083873,1.959021894,4.880212818,4.662384395,0.59354145,2.300482874,0.15841693,0.20817627,1.849466115,0.39838354,0,0,"10Cropland1700"
11,"Cropland","1700",3.916499275,0,0.207667344,13.026201488,29.878759924,10.522527777,28.779091342,6.50674045,2.306723982,7.021614764,1.274498199,0.373753301,0.005220706,0.002615028,0,0.016763163,0,0,"11Cropland1700"
12,"Cropland","1700",0,0,0,0,0,0,0,2.221410081,22.432490745,124.540572349,14.576518734,0.13256096,0,0,0.191158703,0.177577419,0,0,"12Cropland1700"
13,"Cropland","1700",0,0,0,0,0,0,0,0,0,0.343937881,1.002243434,0,0,0,0,0,0,0,"13Cropland1700"
14,"Cropland","1700",0.307787789,13.653200531,176.349582343,78.190088808,15.234530294,2.489148563,0.866558646,29.489350197,42.755046331,3.609392075,1.27160633,0.194465958,0,0,0.000781299,0.001929955,0,0,"14Cropland1700"
1,"Forest","1700",0,0,0,0,0,0,179.88003559,218.11445984,119.21360722,884.42894391,869.29879203,881.00474499,182.31562958,589.5816122,485.5540428,30.39968365,0,0,"1Forest1700"
2,"Forest","1700",0,0,0,0,0,0,3.251444618,9.571438759,554.00119149,360.43703582,6.223993225,0,55.148312574,2007.511394,3116.7156448,60.249389854,0,0,"2Forest1700"
3,"Forest","1700",0,0,0,0,0,0,0,42.48712663,217.200454196,561.400491059,338.997732596,63.83167217,1.073034904,186.864507361,631.417325331,55.014887729,0,0,"3Forest1700"
4,"Forest","1700",0,0,0,0,0,0,0,0,5.790229628,140.41638175,106.06273555,39.301589238,0,0,3.475854604,0,0,0,"4Forest1700"
5,"Forest","1700",0.081756798,0,0.821783607,12.641810562,5.563951538,4.209306529,2.226789116,2.190067817,8.773121605,26.275962496,136.16465569,165.48699745,0,0,2.20711549,5.463740865,4.394116477,0,"5Forest1700"
6,"Forest","1700",0,0,0,0,0,0,2.007880117,64.251856548,705.628278922,1124.958171116,16.607684135,5.200856343,162.455713552,4748.265918174,5339.570174705,22.126438996,0,0,"6Forest1700"
7,"Forest","1700",0,0,0,37.670023574,243.747485152,145.076029856,7.066502816,213.203329158,365.637693086,399.38054145,531.46819727,1153.874184211,11.751749469,41.036464893,197.974080556,20.222209778,1.09282676,0,"7Forest1700"
8,"Forest","1700",0,0,0,0,0,0,10.213549211,18.072023658,6.37969401,0.1352252,0,0,0,0,0,0,0,0,"8Forest1700"
9,"Forest","1700",7.011240802,25.88818235,176.43449872,1228.671801744,1343.550384896,2275.890266289,2.118461485,17.966425148,108.154493824,133.171694314,23.241128804,4.731583507,0,0,0,0,0,0,"9Forest1700"
10,"Forest","1700",31.069250451,50.286376694,181.593091086,542.12339716,2404.535554356,6161.700010496,109.345367502,180.089308644,262.928390065,180.04513412,66.820748964,441.072153353,15.107647206,78.313937734,35.515268832,45.857937616,18.048926628,8.144462002,"10Forest1700"
