"GCAM_region_ID","GCAM_commodity","year","kcalg","ID_R_C_Y"
1,"Corn",1990,4.22212560013847,"1Corn1990"
2,"Corn",1990,4.70547381731243,"2Corn1990"
3,"Corn",1990,3.961992263749,"3Corn1990"
4,"Corn",1990,3.77601166908224,"4Corn1990"
5,"Corn",1990,3.705973871718,"5Corn1990"
6,"Corn",1990,3.78399651851529,"6Corn1990"
7,"Corn",1990,3.61588814118264,"7Corn1990"
8,"Corn",1990,4.41404923484256,"8Corn1990"
9,"Corn",1990,3.58833850514386,"9Corn1990"
10,"Corn",1990,3.5907535890452,"10Corn1990"
11,"Corn",1990,3.57092757072271,"11Corn1990"
12,"Corn",1990,3.59313978482402,"12Corn1990"
13,"Corn",1990,3.63684140522462,"13Corn1990"
14,"Corn",1990,3.56325117232150,"14Corn1990"
1,"MiscCrop",1990,0.419938719638494,"1MiscCrop1990"
2,"MiscCrop",1990,0.440572756378553,"2MiscCrop1990"
3,"MiscCrop",1990,0.443530911657638,"3MiscCrop1990"
4,"MiscCrop",1990,0.372696043379973,"4MiscCrop1990"
5,"MiscCrop",1990,0.457921791228512,"5MiscCrop1990"
6,"MiscCrop",1990,0.3681364461473,"6MiscCrop1990"
7,"MiscCrop",1990,0.33125943990742,"7MiscCrop1990"
8,"MiscCrop",1990,0.464799862632264,"8MiscCrop1990"
9,"MiscCrop",1990,0.66136967342787,"9MiscCrop1990"
10,"MiscCrop",1990,0.627705545366159,"10MiscCrop1990"
11,"MiscCrop",1990,0.606849000434655,"11MiscCrop1990"
12,"MiscCrop",1990,0.394815294575098,"12MiscCrop1990"
13,"MiscCrop",1990,0.310744842797635,"13MiscCrop1990"
14,"MiscCrop",1990,0.793688051604117,"14MiscCrop1990"
1,"OilCrop",1990,7.80551595727804,"1OilCrop1990"
2,"OilCrop",1990,7.79657270799445,"2OilCrop1990"
3,"OilCrop",1990,7.9142876994051,"3OilCrop1990"
4,"OilCrop",1990,6.32820095265392,"4OilCrop1990"
5,"OilCrop",1990,7.75446495069513,"5OilCrop1990"
6,"OilCrop",1990,7.98835571715508,"6OilCrop1990"
7,"OilCrop",1990,5.90067331915997,"7OilCrop1990"
8,"OilCrop",1990,7.64336351486911,"8OilCrop1990"
9,"OilCrop",1990,6.55531263911371,"9OilCrop1990"
10,"OilCrop",1990,8.11989626573599,"10OilCrop1990"
11,"OilCrop",1990,6.50974406897266,"11OilCrop1990"
12,"OilCrop",1990,8.49631736793708,"12OilCrop1990"
13,"OilCrop",1990,5.43988889465207,"13OilCrop1990"
14,"OilCrop",1990,8.143052735777,"14OilCrop1990"
1,"OtherGrain",1990,3.72951178716553,"1OtherGrain1990"
2,"OtherGrain",1990,3.7089952845005,"2OtherGrain1990"
3,"OtherGrain",1990,3.33800109208239,"3OtherGrain1990"
4,"OtherGrain",1990,3.39473236370171,"4OtherGrain1990"
5,"OtherGrain",1990,3.61894114920266,"5OtherGrain1990"
6,"OtherGrain",1990,3.3593673513587,"6OtherGrain1990"
7,"OtherGrain",1990,3.39840498243804,"7OtherGrain1990"
8,"OtherGrain",1990,3.41647114787506,"8OtherGrain1990"
9,"OtherGrain",1990,3.40500946701678,"9OtherGrain1990"
10,"OtherGrain",1990,3.52889693650255,"10OtherGrain1990"
11,"OtherGrain",1990,3.3917935258992,"11OtherGrain1990"
12,"OtherGrain",1990,3.2309033289637,"12OtherGrain1990"
13,"OtherGrain",1990,3.32414314357478,"13OtherGrain1990"
14,"OtherGrain",1990,3.40957606647043,"14OtherGrain1990"
1,"PalmFruit",1990,5.29722998242923,"1PalmFruit1990"
2,"PalmFruit",1990,3.95141447415852,"2PalmFruit1990"
3,"PalmFruit",1990,7.01888845537004,"3PalmFruit1990"
4,"PalmFruit",1990,7.56004690316807,"4PalmFruit1990"
5,"PalmFruit",1990,6.04156044829115,"5PalmFruit1990"
6,"PalmFruit",1990,1.84,"6PalmFruit1990"
7,"PalmFruit",1990,7.70444664040818,"7PalmFruit1990"
8,"PalmFruit",1990,7.45402626770308,"8PalmFruit1990"
9,"PalmFruit",1990,7.34368241914551,"9PalmFruit1990"
10,"PalmFruit",1990,4.73514977830275,"10PalmFruit1990"
11,"PalmFruit",1990,3.65940250309083,"11PalmFruit1990"
12,"PalmFruit",1990,5.46013659250347,"12PalmFruit1990"
13,"PalmFruit",1990,8.8187907831938,"13PalmFruit1990"
14,"PalmFruit",1990,2.51487039540105,"14PalmFruit1990"
1,"Rice",1990,2.8,"1Rice1990"
2,"Rice",1990,2.8,"2Rice1990"
3,"Rice",1990,2.8,"3Rice1990"
4,"Rice",1990,2.82200353009618,"4Rice1990"
5,"Rice",1990,2.8,"5Rice1990"
6,"Rice",1990,2.8,"6Rice1990"
7,"Rice",1990,2.80321178292708,"7Rice1990"
8,"Rice",1990,2.8,"8Rice1990"
9,"Rice",1990,2.8,"9Rice1990"
10,"Rice",1990,2.80346256427815,"10Rice1990"
