"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"Urbanland","1700",0,0,0,0,0,0,0.003307868,0.000391213,0.000369392,0.004714594,0.004117035,0.001279414,0,1.0395e-05,7.09e-05,7.374e-06,0,0,"1Urbanland1700"
2,"Urbanland","1700",0,0,0,0,0,0,1.5578e-05,0,1.448e-05,0.000715219,0,0,2.9404e-05,8.442e-06,0.000126466,1.6956e-05,0,0,"2Urbanland1700"
3,"Urbanland","1700",0,0,0,0,0,0,0,0.085328322,0.470842306,0.816316795,0.801975529,0.267011974,0,0.00401919,0.029078396,0.003037095,0,0,"3Urbanland1700"
4,"Urbanland","1700",0,0,0,0,0,0,0,0,0,0.077009955,0.331419448,0.21467152,0,0,0,0,0,0,"4Urbanland1700"
5,"Urbanland","1700",0.000129571,0,0.00065275,0,4.4852e-05,0.000270324,0.000158105,0.000269415,0.000691773,0.000485159,0.003008742,0.032224671,0,0,0,0.00141101,0,0,"5Urbanland1700"
6,"Urbanland","1700",0,0,0,0,0,0,0.009831656,0.050265722,0.048652363,0.081237402,0,0.00329356,0.005947529,0.01043615,0.028268889,0,0,0,"6Urbanland1700"
7,"Urbanland","1700",0,0,0,0.001672928,0.036706765,0.089704067,0.088606227,0.355985798,0.786996476,0.283419097,0.403015508,1.449067769,0.000222621,0.000977075,0.008792549,0,0,0,"7Urbanland1700"
8,"Urbanland","1700",0.062863136,0.00331821,0.01792133,0,0,0,0.151003849,0.11568311,0.034311135,0.003896134,0,0,0,0,0,0,0,0,"8Urbanland1700"
9,"Urbanland","1700",0.078259817,0.032279605,0.128633817,0.235097417,0.305008629,0.209862353,0.041370112,0.013136628,0.028023439,0.040079574,0.000385501,0,0,0,0,0,0,0,"9Urbanland1700"
10,"Urbanland","1700",0.05250174,0.01069208,0.011181728,0.040304365,0.061752594,0.100893295,0.010264246,0.052956649,0.05507336,0.034273073,0.002216553,0.07830166,1.294e-06,0.00147665,0.003859049,0.011070353,0,0,"10Urbanland1700"
11,"Urbanland","1700",0.013076025,0,0.000228484,0.060002719,0.089940999,0.091434669,0.013994965,0.002349279,0.00017904,0.066421764,0.011404551,0.013002355,0.000675532,0.000257423,0,4.11e-06,0,0,"11Urbanland1700"
12,"Urbanland","1700",0,0,0,0,0,0,0,0.000610831,0.008769551,1.38252964,0.010461134,0,0,0,0.008485364,0,0,0,"12Urbanland1700"
13,"Urbanland","1700",0,0,0,0,0,0,0,0,0,0.00471753,0.010928102,0,0,0,0,0,0,0,"13Urbanland1700"
