"GCAM_region_ID","GCAM_commodity","year","Food_Mt","ID_R_C_Y"
1,"Beef",1990,11.2251484,"1Beef1990"
2,"Beef",1990,0.991517,"2Beef1990"
3,"Beef",1990,8.8889394,"3Beef1990"
4,"Beef",1990,1.0189634,"4Beef1990"
5,"Beef",1990,0.8851648,"5Beef1990"
6,"Beef",1990,8.6644476,"6Beef1990"
7,"Beef",1990,1.5915176,"7Beef1990"
8,"Beef",1990,0.5911884,"8Beef1990"
9,"Beef",1990,3.7253744,"9Beef1990"
10,"Beef",1990,9.8628484,"10Beef1990"
11,"Beef",1990,1.9457668,"11Beef1990"
12,"Beef",1990,1.53257,"12Beef1990"
13,"Beef",1990,0.2692218,"13Beef1990"
14,"Beef",1990,2.0485988,"14Beef1990"
1,"Dairy",1990,74.1042812,"1Dairy1990"
2,"Dairy",1990,6.8833952,"2Dairy1990"
3,"Dairy",1990,108.1502824,"3Dairy1990"
4,"Dairy",1990,10.0879076,"4Dairy1990"
5,"Dairy",1990,5.2797052,"5Dairy1990"
6,"Dairy",1990,52.8870606,"6Dairy1990"
7,"Dairy",1990,7.7226,"7Dairy1990"
8,"Dairy",1990,8.9520486,"8Dairy1990"
9,"Dairy",1990,22.1343052,"9Dairy1990"
10,"Dairy",1990,42.4529438,"10Dairy1990"
11,"Dairy",1990,20.152776,"11Dairy1990"
12,"Dairy",1990,21.6144488,"12Dairy1990"
13,"Dairy",1990,0.902504,"13Dairy1990"
14,"Dairy",1990,46.2602996,"14Dairy1990"
1,"OtherMeat_Fish",1990,6.81556,"1OtherMeat_Fish1990"
2,"OtherMeat_Fish",1990,0.90062,"2OtherMeat_Fish1990"
3,"OtherMeat_Fish",1990,14.2900418,"3OtherMeat_Fish1990"
4,"OtherMeat_Fish",1990,9.3073924,"4OtherMeat_Fish1990"
5,"OtherMeat_Fish",1990,0.713129,"5OtherMeat_Fish1990"
6,"OtherMeat_Fish",1990,7.9453,"6OtherMeat_Fish1990"
7,"OtherMeat_Fish",1990,18.4183912,"7OtherMeat_Fish1990"
8,"OtherMeat_Fish",1990,0.9667612,"8OtherMeat_Fish1990"
9,"OtherMeat_Fish",1990,7.5169084,"9OtherMeat_Fish1990"
10,"OtherMeat_Fish",1990,6.4344716,"10OtherMeat_Fish1990"
11,"OtherMeat_Fish",1990,10.1707484,"11OtherMeat_Fish1990"
12,"OtherMeat_Fish",1990,2.0406594,"12OtherMeat_Fish1990"
13,"OtherMeat_Fish",1990,2.1602884,"13OtherMeat_Fish1990"
14,"OtherMeat_Fish",1990,3.8613386,"14OtherMeat_Fish1990"
1,"Pork",1990,7.4780462,"1Pork1990"
2,"Pork",1990,0.8018444,"2Pork1990"
3,"Pork",1990,15.2278842,"3Pork1990"
4,"Pork",1990,1.8984614,"4Pork1990"
5,"Pork",1990,0.3563412,"5Pork1990"
6,"Pork",1990,6.3064954,"6Pork1990"
7,"Pork",1990,24.938919,"7Pork1990"
8,"Pork",1990,0.0162142,"8Pork1990"
9,"Pork",1990,0.5787626,"9Pork1990"
10,"Pork",1990,3.1110034,"10Pork1990"
11,"Pork",1990,1.9712464,"11Pork1990"
12,"Pork",1990,4.63575,"12Pork1990"
13,"Pork",1990,0.5501058,"13Pork1990"
14,"Pork",1990,0.4122972,"14Pork1990"
1,"Poultry",1990,13.4487742,"1Poultry1990"
2,"Poultry",1990,1.0535542,"2Poultry1990"
3,"Poultry",1990,12.0754232,"3Poultry1990"
4,"Poultry",1990,4.0581728,"4Poultry1990"
5,"Poultry",1990,0.6674378,"5Poultry1990"
6,"Poultry",1990,7.3769614,"6Poultry1990"
7,"Poultry",1990,12.3540626,"7Poultry1990"
8,"Poultry",1990,2.050209,"8Poultry1990"
9,"Poultry",1990,3.2544046,"9Poultry1990"
10,"Poultry",1990,8.4112692,"10Poultry1990"
11,"Poultry",1990,3.996987,"11Poultry1990"
12,"Poultry",1990,2.5592084,"12Poultry1990"
13,"Poultry",1990,0.6605936,"13Poultry1990"
14,"Poultry",1990,1.3357008,"14Poultry1990"
1,"SheepGoat",1990,0.1763914,"1SheepGoat1990"
2,"SheepGoat",1990,0.0219654,"2SheepGoat1990"
3,"SheepGoat",1990,1.753036,"3SheepGoat1990"
4,"SheepGoat",1990,0.0675898,"4SheepGoat1990"
5,"SheepGoat",1990,0.4748986,"5SheepGoat1990"
6,"SheepGoat",1990,1.0183276,"6SheepGoat1990"
7,"SheepGoat",1990,1.187742,"7SheepGoat1990"
8,"SheepGoat",1990,0.7606706,"8SheepGoat1990"
9,"SheepGoat",1990,1.5028226,"9SheepGoat1990"
10,"SheepGoat",1990,0.4245034,"10SheepGoat1990"
11,"SheepGoat",1990,0.7485996,"11SheepGoat1990"
12,"SheepGoat",1990,0.2090316,"12SheepGoat1990"
13,"SheepGoat",1990,0.011626,"13SheepGoat1990"
14,"SheepGoat",1990,0.6040694,"14SheepGoat1990"
1,"Beef",2005,12.6017292,"1Beef2005"
2,"Beef",2005,1.0658822,"2Beef2005"
3,"Beef",2005,8.2487576,"3Beef2005"
4,"Beef",2005,1.1084732,"4Beef2005"
5,"Beef",2005,0.9405738,"5Beef2005"
6,"Beef",2005,4.579967,"6Beef2005"
7,"Beef",2005,6.211602,"7Beef2005"
8,"Beef",2005,1.0143672,"8Beef2005"
9,"Beef",2005,5.187679,"9Beef2005"
10,"Beef",2005,13.4076686,"10Beef2005"
11,"Beef",2005,2.9641058,"11Beef2005"
12,"Beef",2005,0.9476754,"12Beef2005"
13,"Beef",2005,0.5289234,"13Beef2005"
14,"Beef",2005,1.853066,"14Beef2005"
1,"Dairy",2005,84.717505,"1Dairy2005"
2,"Dairy",2005,7.557552,"2Dairy2005"
3,"Dairy",2005,120.5462736,"3Dairy2005"
4,"Dairy",2005,10.2799264,"4Dairy2005"
5,"Dairy",2005,5.3304954,"5Dairy2005"
6,"Dairy",2005,48.6617876,"6Dairy2005"
7,"Dairy",2005,32.8964968,"7Dairy2005"
8,"Dairy",2005,13.3720332,"8Dairy2005"
9,"Dairy",2005,35.2285232,"9Dairy2005"
10,"Dairy",2005,61.3529756,"10Dairy2005"
11,"Dairy",2005,38.1709088,"11Dairy2005"
12,"Dairy",2005,24.7915096,"12Dairy2005"
13,"Dairy",2005,1.3360702,"13Dairy2005"
14,"Dairy",2005,76.8278542,"14Dairy2005"
1,"OtherMeat_Fish",2005,8.9353522,"1OtherMeat_Fish2005"
2,"OtherMeat_Fish",2005,1.0549062,"2OtherMeat_Fish2005"
