"GCAM_region_ID","Land_Type","year","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT_Y"
1,"Shrubland","1700",0,0,0,0,0,0,1280.3353379,108.64644427,34.88882523,3.789843702,0.155265594,0,46.010935237,5.757601826,0.460356399,0,0,0,"1Shrubland1700"
2,"Shrubland","1700",0,0,0,0,0,0,2.104857986,0,0,0,0,0,0.891699685,0.80695919,0.548637798,0,0,0,"2Shrubland1700"
3,"Shrubland","1700",0,0,0,0.440967775,0,0,0.947879683298678,28.557716705,131.227744251,128.978112056,32.374570335,1.810249494,0,0.255524403418286,0.41484493,0.113501602,0,0,"3Shrubland1700"
4,"Shrubland","1700",0,0,0,0,0,0,0,0,0,0.204299912998761,7.395973703,3.10546166688815,0,0,0,0,0,0,"4Shrubland1700"
5,"Shrubland","1700",620.2165961,297.41273467,16.396581735,17.201403369,1.148786591,0.726562584,2899.5814758,290.4701196,128.760462588,39.6592322,20.683914464,10.578157116,0,0,0,0,0.950035388,0,"5Shrubland1700"
6,"Shrubland","1700",0,0,0,0,0,0,891.211241695,174.978357897,24.15837985,0,0,0,27.107384126,22.29942982,3.720446684,0,0,0,"6Shrubland1700"
7,"Shrubland","1700",0,0,0,1.152350421,4.678892188,4.228556095,768.73982192,104.904605502,9.457984182,17.261854712,109.975504882,11.688118066,199.045809008013,37.313082989,11.7782133468759,20.1839347266598,0.287294531492912,0,"7Shrubland1700"
8,"Shrubland","1700",399.180519732,0.6441287,2.05126849,0,0,0,824.558671091,267.659975957,111.093444789,16.0085121969973,0,0,0,0,0,0,0,0,"8Shrubland1700"
9,"Shrubland","1700",1125.954466211,298.004478008,112.248312613,59.367124094,51.691659021,23.586986948,702.398267138,164.351557843,139.332780611,126.062727178,9.481402321,3.558497056,0,0,0,0,0,0,"9Shrubland1700"
10,"Shrubland","1700",98.435790952,109.989743465,450.399822396,293.488533389,98.830371207,58.251953162,662.877090838,241.939725471914,194.350397181,155.636755078,54.1625695109917,28.0414707,0.321138306,5.00004193796545,11.571612556,8.2408195325367,0,0,"10Shrubland1700"
11,"Shrubland","1700",73.13164397,0,0.427988242,2.830469704,6.267725887,2.935282328,380.55017068,160.436823745,22.910682347,26.292456386,13.4726137434978,13.1712489213881,36.9489174650035,19.527290522,2.317690849,1.287277296,0,0,"11Shrubland1700"
12,"Shrubland","1700",0,0,0,0,0,0,0,1.600334889,5.921918104,0,1.711339868,0,0,0,0,0,0,0,"12Shrubland1700"
13,"Shrubland","1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Shrubland1700"
14,"Shrubland","1700",39.5742510561511,45.3365304487244,114.507343024,35.253963188,0.742947572,0.07157734,67.827192207786,109.647431578,17.58090963,14.0672258224137,13.5860234222286,2.42760968101039,7.263688125,5.847670281,2.55970095438856,3.09267822475027,0,0,"14Shrubland1700"
1,"Shrubland","1750",0,0,0,0,0,0,1275.7730016,108.22130077,34.770680419,3.778785338,0.155265594,0,45.848422698,5.747091882,0.460356399,0,0,0,"1Shrubland1750"
2,"Shrubland","1750",0,0,0,0,0,0,2.104857986,0,0,0,0,0,0.891699684,0.80695919,0.548637798,0,0,0,"2Shrubland1750"
3,"Shrubland","1750",0,0,0,0.422829989,0,0,0.945765345757381,28.477051818,124.462271653,122.362553896,30.881033551,1.770678814,0,0.258971847553264,0.396286581,0.101215002,0,0,"3Shrubland1750"
4,"Shrubland","1750",0,0,0,0,0,0,0,0,0,0.204446505998634,7.347015464,3.012714167878,0,0,0,0,0,0,"4Shrubland1750"
5,"Shrubland","1750",620.2165461,297.41273467,16.396581735,17.201403369,1.148762365,0.726552586,2899.581386,290.4701467,128.760401288,39.65934501,20.683896524,10.578157116,0,0,0,0,0.950035388,0,"5Shrubland1750"
6,"Shrubland","1750",0,0,0,0,0,0,870.06098295,169.373444569,24.554293527,0,0,0,26.811422799,21.754028444,3.694774829,0,0,0,"6Shrubland1750"
7,"Shrubland","1750",0,0,0,1.149205064,4.64346604,4.210762259,726.7132072,96.22031002,8.963056297,16.633790331,104.403013444,11.293556207,190.055819178098,36.01834782,11.2418485908209,19.1914447540493,0.271899229489169,0,"7Shrubland1750"
8,"Shrubland","1750",390.954976523,0.631723085,2.01363672,0,0,0,815.323631637,264.361936955,111.126626338,16.3200174120983,0,0,0,0,0,0,0,0,"8Shrubland1750"
9,"Shrubland","1750",1109.250821413,295.066965831,111.825705914,58.881933109,51.346941547,23.264465176,691.444184636,160.186081604,135.141951199,123.697907498,9.440859941,3.543686896,0,0,0,0,0,0,"9Shrubland1750"
10,"Shrubland","1750",98.130336591,109.924877363,449.642023413,292.814837709,98.341260221,57.746734153,653.814838104,239.814413625302,192.251710701,154.482322064,54.0064656975928,27.90552288,0.320853123,4.97319134537053,11.873799015,8.26603241162218,0,0,"10Shrubland1750"
11,"Shrubland","1750",72.60612644,0,0.422144369,2.787220191,6.117934208,2.92885236,375.46091743,157.036979696,22.593648064,25.649038814,13.4014828471762,13.0757317363514,36.3297959858158,19.327293369,2.311716914,1.281288397,0,0,"11Shrubland1750"
12,"Shrubland","1750",0,0,0,0,0,0,0,1.489201519,5.843885346,0,1.699377248,0,0,0,0,0,0,0,"12Shrubland1750"
13,"Shrubland","1750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Shrubland1750"
14,"Shrubland","1750",39.0985183101497,43.7429246006317,104.506004497,31.140275242,0.732325365,0.06949431,66.9849651288457,102.413763521,13.22616775,13.4215320150267,13.4626040843335,2.41261358954158,7.220068251,5.82133494,2.53767062884972,3.00670125577676,0,0,"14Shrubland1750"
1,"Shrubland","1800",0,0,0,0,0,0,1262.6984356,107.11035162,34.504613965,3.753566463,0.15509585,0,45.381280549,5.717709616,0.460231268,0,0,0,"1Shrubland1800"
2,"Shrubland","1800",0,0,0,0,0,0,2.104857986,0,0,0,0,0,0.891699588,0.80695919,0.548637798,0,0,0,"2Shrubland1800"
3,"Shrubland","1800",0,0,0,0.416978908,0,0,0.946767319251448,28.465588948,120.759912272,117.409299187,29.506557432,1.750920816,0,0.261488375696432,0.376025365,0.087006203,0,0,"3Shrubland1800"
4,"Shrubland","1800",0,0,0,0,0,0,0,0,0,0.204957100998585,7.389917259,2.97275032487517,0,0,0,0,0,0,"4Shrubland1800"
5,"Shrubland","1800",620.2164568,297.41269447,16.396581735,17.201403369,1.14875357,0.726547747,2899.5813735,290.4700345,128.759973088,39.65922694,20.683831164,10.578157116,0,0,0,0,0.950035388,0,"5Shrubland1800"
6,"Shrubland","1800",0,0,0,0,0,0,841.60522941,161.687740278,23.081707904,0,0,0,26.493185407,21.033687038,3.647840763,0,0,0,"6Shrubland1800"
7,"Shrubland","1800",0,0,0,1.143901829,4.611240367,4.196606106,690.53256723,90.499425192,8.646887007,16.216837271,100.801967054,11.050976999,181.305915929155,34.222461351,10.8216682864185,18.5315545704458,0.261723034993092,0,"7Shrubland1800"
8,"Shrubland","1800",379.274479271,0.620223289,1.97985214,0,0,0,802.109455725,261.738925293,111.354630524,16.6331266164240,0,0,0,0,0,0,0,0,"8Shrubland1800"
9,"Shrubland","1800",1079.990398029,290.183272077,111.169497097,58.303609123,50.99517969,22.937041457,675.334992555,154.927668791,130.565727078,121.098383028,9.404778592,3.529770475,0,0,0,0,0,0,"9Shrubland1800"
10,"Shrubland","1800",97.657414976,109.994693848,448.549183942,291.783758842,97.64282402,57.078536641,643.735996949,237.034604354869,189.47777937,152.805431487,53.6359536079162,27.567868532,0.320030723,4.9332612976451,12.047792065,8.27475198899349,0,0,"10Shrubland1800"
11,"Shrubland","1800",71.9440804,0,0.414063653,2.719724831,5.869191446,2.9198986,368.60245992,152.158607009,22.183190049,24.775892827,13.3251817870334,12.9486977155408,35.4371713460478,19.042566682,2.30856730799443,1.277330558,0,0,"11Shrubland1800"
12,"Shrubland","1800",0,0,0,0,0,0,0,1.389831171,5.746768009,0,1.682639642,0,0,0,0,0,0,0,"12Shrubland1800"
13,"Shrubland","1800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Shrubland1800"
