"GCAM_region_ID","commodity","system","feed","year","Feed_Mt","IO","ID_R_C_S_F_Y"
1,"Beef","Mixed","FeedCrops",1990,48.6677656042104,24.51030856,"1BeefMixedFeedCrops1990"
2,"Beef","Mixed","FeedCrops",1990,6.1814263110583,34.04576186,"2BeefMixedFeedCrops1990"
3,"Beef","Mixed","FeedCrops",1990,14.5167045113319,22.3936929089364,"3BeefMixedFeedCrops1990"
4,"Beef","Mixed","FeedCrops",1990,2.11418116759184,18.6497566,"4BeefMixedFeedCrops1990"
5,"Beef","Mixed","FeedCrops",1990,0.472820774982687,31.84911217,"5BeefMixedFeedCrops1990"
6,"Beef","Mixed","FeedCrops",1990,37.8951118738483,24.5846128698646,"6BeefMixedFeedCrops1990"
7,"Beef","Mixed","FeedCrops",1990,4.52421164281315,95.4454397,"7BeefMixedFeedCrops1990"
8,"Beef","Mixed","FeedCrops",1990,1.15140006723769,24.67704256,"8BeefMixedFeedCrops1990"
9,"Beef","Mixed","FeedCrops",1990,5.9192550694046,41.5688232162096,"9BeefMixedFeedCrops1990"
10,"Beef","Mixed","FeedCrops",1990,5.91272912176299,50.6326881722062,"10BeefMixedFeedCrops1990"
11,"Beef","Mixed","FeedCrops",1990,10.5293164534606,81.066685852135,"11BeefMixedFeedCrops1990"
12,"Beef","Mixed","FeedCrops",1990,6.36017738779097,24.01871354,"12BeefMixedFeedCrops1990"
13,"Beef","Mixed","FeedCrops",1990,1.06786393770779,48.42988185,"13BeefMixedFeedCrops1990"
14,"Beef","Mixed","FeedCrops",1990,2.26369466780785,118.862499,"14BeefMixedFeedCrops1990"
1,"Dairy","Mixed","FeedCrops",1990,25.4228770504075,0.988443019,"1DairyMixedFeedCrops1990"
2,"Dairy","Mixed","FeedCrops",1990,3.46262771989394,1.012558903,"2DairyMixedFeedCrops1990"
3,"Dairy","Mixed","FeedCrops",1990,24.1180864690728,1.18993628552983,"3DairyMixedFeedCrops1990"
4,"Dairy","Mixed","FeedCrops",1990,2.05301826319950,1.203066391,"4DairyMixedFeedCrops1990"
5,"Dairy","Mixed","FeedCrops",1990,0.0885134779990442,0.838685202,"5DairyMixedFeedCrops1990"
6,"Dairy","Mixed","FeedCrops",1990,42.4813956616452,1.45977439330559,"6DairyMixedFeedCrops1990"
7,"Dairy","Mixed","FeedCrops",1990,0.756301603417339,2.789918227,"7DairyMixedFeedCrops1990"
8,"Dairy","Mixed","FeedCrops",1990,4.08052310391917,1.055835077,"8DairyMixedFeedCrops1990"
9,"Dairy","Mixed","FeedCrops",1990,4.83142166019582,3.16171408405319,"9DairyMixedFeedCrops1990"
10,"Dairy","Mixed","FeedCrops",1990,5.59037258370934,2.26570015314398,"10DairyMixedFeedCrops1990"
11,"Dairy","Mixed","FeedCrops",1990,3.19004739774896,1.90498207286498,"11DairyMixedFeedCrops1990"
12,"Dairy","Mixed","FeedCrops",1990,11.5182949327354,1.236749388,"12DairyMixedFeedCrops1990"
13,"Dairy","Mixed","FeedCrops",1990,0.351195266435142,0.955712364,"13DairyMixedFeedCrops1990"
14,"Dairy","Mixed","FeedCrops",1990,2.69244872357419,1.931480975,"14DairyMixedFeedCrops1990"
1,"Pork","Mixed","FeedCrops",1990,40.338066654,6.54,"1PorkMixedFeedCrops1990"
2,"Pork","Mixed","FeedCrops",1990,6.425898604236,6.54,"2PorkMixedFeedCrops1990"
3,"Pork","Mixed","FeedCrops",1990,71.18313596316,6.54,"3PorkMixedFeedCrops1990"
4,"Pork","Mixed","FeedCrops",1990,5.94980236956,6.54,"4PorkMixedFeedCrops1990"
5,"Pork","Mixed","FeedCrops",1990,1.359290524212,6.54,"5PorkMixedFeedCrops1990"
6,"Pork","Mixed","FeedCrops",1990,28.5285303888257,7.38366582278481,"6PorkMixedFeedCrops1990"
7,"Pork","Mixed","FeedCrops",1990,71.6405824526,8.11,"7PorkMixedFeedCrops1990"
8,"Pork","Mixed","FeedCrops",1990,0.059205969,7.74,"8PorkMixedFeedCrops1990"
9,"Pork","Mixed","FeedCrops",1990,2.25590439894411,6.88898954703833,"9PorkMixedFeedCrops1990"
10,"Pork","Mixed","FeedCrops",1990,14.8385723863782,6.88,"10PorkMixedFeedCrops1990"
11,"Pork","Mixed","FeedCrops",1990,3.48885220924858,6.88,"11PorkMixedFeedCrops1990"
