# UC Davis transportation database,,,,,,,,,,,,,,
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2020,2035,2050,2065,2080,2095
Canada,Passenger,LDV_4W,Van,NG,Natural Gas,Capital costs (purchase),2005$/veh,36752.29091,36752.29091,36752.29091,36752.29091,36752.29091,36752.29091,36752.29091
Canada,Passenger,LDV_4W,Van,BEV,Electricity,Capital costs (purchase),2005$/veh,57398.29708,36377.59821,34125.38048,32173.45844,31933.22188,31704.99715,31488.18366
Canada,Passenger,LDV_4W,Van,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,112808.8805,38141.46274,35994.32375,34445.96067,34092.099,33755.93041,33436.57025
Canada,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,Capital costs (purchase),2005$/veh,34048,34048,34048,34048,34048,34048,34048
Canada,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,38859.97397,36803.94873,35655.63676,35540.80556,35466.16528,35395.25702,35327.89417
Canada,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,Capital costs (purchase),2005$/veh,38794.08485,38794.08485,38794.08485,38794.08485,38794.08485,38794.08485,38794.08485
Canada,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Capital costs (purchase),2005$/veh,86764.00517,46251.65004,41911.04056,38149.17901,37686.18066,37246.33224,36828.47623
Canada,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,161252.2839,39661.94758,37514.8086,35966.44552,35612.58385,35276.41526,34957.0551
China,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,1200,1200,1200,1200,1200,1200,1200
China,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,1018.181818,1018.181818,1018.181818,1018.181818,1018.181818,1018.181818,1018.181818
China,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,5295.159472,5295.159472,5295.159472,5295.159472,5295.159472,5295.159472,5295.159472
China,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,6900.913727,6258.612025,5857.173462,5817.029605,5790.936099,5766.147267,5742.597878
China,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,6033.272611,6033.272611,6033.272611,6033.272611,6033.272611,6033.272611,6033.272611
China,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (purchase),2005$/veh,20385.82333,9260.750807,8068.778751,7035.736302,6908.592616,6787.806115,6673.058938
China,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,57115.68761,8512.449904,7865.025733,7356.314602,7213.142001,7077.12803,6947.914758
China,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,8821.557693,8821.557693,8821.557693,8821.557693,8821.557693,8821.557693,8821.557693
China,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,11447.18289,10396.93281,9740.526513,9674.885883,9632.219473,9591.686384,9553.179949
China,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,10051.22937,10051.22937,10051.22937,10051.22937,10051.22937,10051.22937,10051.22937
China,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,32680.83962,15043.72252,13154.0314,11516.2991,11314.73204,11123.24334,10941.32908
China,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,66204.76434,12778.06923,11816.31591,11128.9001,10946.703,10773.61575,10609.18286
China,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,18389.7598,18389.7598,18389.7598,18389.7598,18389.7598,18389.7598,18389.7598
China,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,21615.73457,19965.13492,19308.72862,19243.08799,19200.42158,19159.88849,19121.38206
China,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,20953.18087,20953.18087,20953.18087,20953.18087,20953.18087,20953.18087,20953.18087
China,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,41383.91598,23337.57759,21404.04133,19728.30991,19522.06604,19326.13437,19139.99928
China,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,91147.52621,20896.54375,19934.79042,19247.37462,19065.17751,18892.09027,18727.65738
China,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (purchase),2005$/veh,34392.04321,34392.04321,34392.04321,34392.04321,34392.04321,34392.04321,34392.04321
China,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,38502.87054,36858.53961,35830.83278,35728.06209,35661.26115,35597.80025,35537.5124
China,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (purchase),2005$/veh,39186.0856,39186.0856,39186.0856,39186.0856,39186.0856,39186.0856,39186.0856
China,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (purchase),2005$/veh,72135.07554,42067.31196,38845.76586,36053.75925,35710.12766,35383.67766,35073.55015
China,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,123704.5379,37800.66276,36237.89269,35108.21272,34811.85846,34530.32192,34262.8622
Eastern Europe,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (purchase),2005$/veh,985.6,985.6,985.6,985.6,985.6,985.6,985.6
Eastern Europe,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (purchase),2005$/veh,3664.510293,1684.739754,1472.621483,1288.785647,1266.159698,1244.665046,1224.245127
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,4032,4032,4032,4032,4032,4032,4032
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,6249.334535,4269.563997,4057.445725,3873.609889,3850.98394,3829.489289,3809.06937
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,8960,8960,8960,8960,8960,8960,8960
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,10430.66787,8450.89733,8238.779058,8054.943223,8032.317274,8010.822622,7990.402703
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,11357.74648,11357.74648,11357.74648,11357.74648,11357.74648,11357.74648,11357.74648
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,13889.34102,12876.70321,12243.80457,12180.51471,12139.37629,12100.2948,12063.16739
Eastern Europe,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,12940.9475,12940.9475,12940.9475,12940.9475,12940.9475,12940.9475,12940.9475
Eastern Europe,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,36157.66685,17593.11312,15604.05379,13880.20237,13668.03604,13466.47803,13274.99792
Eastern Europe,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,71241.73524,15099.92744,14126.40986,13413.54608,13224.71257,13045.32073,12874.89848
Eastern Europe,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,15143.66197,15143.66197,15143.66197,15143.66197,15143.66197,15143.66197,15143.66197
Eastern Europe,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,17995.85018,16854.9749,16141.92784,16070.62314,16024.27508,15980.24443,15938.4153
Eastern Europe,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,17254.59667,17254.59667,17254.59667,17254.59667,17254.59667,17254.59667,17254.59667
Eastern Europe,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,39442.72697,20827.2355,18832.71856,17104.13721,16891.38874,16689.27769,16497.27219
Eastern Europe,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,79861.39682,19797.53672,18504.13357,17543.18178,17308.48108,17085.51541,16873.69803
Eastern Europe,Passenger,LDV_4W,Van,Liquids,Liquids,Capital costs (purchase),2005$/veh,12619.71831,12619.71831,12619.71831,12619.71831,12619.71831,12619.71831,12619.71831
Eastern Europe,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,15802.18291,14331.03123,13617.98418,13546.67948,13500.33142,13456.30076,13414.47164
Eastern Europe,Passenger,LDV_4W,Van,NG,Natural Gas,Capital costs (purchase),2005$/veh,14378.83056,14378.83056,14378.83056,14378.83056,14378.83056,14378.83056,14378.83056
Eastern Europe,Passenger,LDV_4W,Van,BEV,Electricity,Capital costs (purchase),2005$/veh,52601.53095,23275.80713,20133.76529,17410.66237,17075.51124,16757.11766,16454.64377
Eastern Europe,Passenger,LDV_4W,Van,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,98752.90834,17656.00876,16362.60561,15401.65383,15166.95312,14943.98746,14732.17007
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (purchase),2005$/veh,30287.32394,30287.32394,30287.32394,30287.32394,30287.32394,30287.32394,30287.32394
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,33896.30442,32452.71223,31550.46711,31460.2426,31401.59667,31345.88303,31292.95508
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (purchase),2005$/veh,34509.19334,34509.19334,34509.19334,34509.19334,34509.19334,34509.19334,34509.19334
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (purchase),2005$/veh,70853.72188,39244.95139,35858.29741,32923.19729,32561.9542,32218.77327,31892.75138
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,127176.61,35155.58058,33486.11564,32203.85959,31878.58338,31569.57099,31276.00921
Former Soviet Union,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (purchase),2005$/veh,1100,1100,1100,1100,1100,1100,1100
Former Soviet Union,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (purchase),2005$/veh,3774.91821,1785.808796,1572.689931,1387.986914,1365.254235,1343.65819,1323.141947
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,7466.666667,7466.666667,7466.666667,7466.666667,7466.666667,7466.666667,7466.666667
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,9176.938412,7187.828998,6974.710133,6790.007116,6767.274437,6745.678392,6725.162149
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,13828.26667,13828.26667,13828.26667,13828.26667,13828.26667,13828.26667,13828.26667
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,14574.65962,12585.55021,12372.43134,12187.72833,12164.99565,12143.3996,12122.88336
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,13440,13440,13440,13440,13440,13440,13440
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,16316.37361,15165.82417,14446.73076,14374.82142,14328.08035,14283.67634,14241.49252
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,15313.45455,15313.45455,15313.45455,15313.45455,15313.45455,15313.45455,15313.45455
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,42002.22357,20583.21253,18288.31849,16299.41032,16054.62162,15822.07236,15601.15056
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,82767.09923,17772.62093,16639.51078,15803.91357,15583.89971,15374.88654,15176.32404
Former Soviet Union,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,16889.6,16889.6,16889.6,16889.6,16889.6,16889.6,16889.6
Former Soviet Union,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,20023.95515,18770.21309,17986.6243,17908.26542,17857.33215,17808.94555,17762.97827
Former Soviet Union,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,19243.90788,19243.90788,19243.90788,19243.90788,19243.90788,19243.90788,19243.90788
Former Soviet Union,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,46955.55854,24118.06635,21671.19219,19550.56791,19289.568,19041.61809,18806.06567
Former Soviet Union,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,91551.92381,21438.96447,20162.30798,19218.19398,18973.81276,18741.65061,18521.09656
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,22400,22400,22400,22400,22400,22400,22400
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,26137.11576,24280.61309,23497.0243,23418.66542,23367.73215,23319.34555,23273.37827
Former Soviet Union,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,25522.42424,25522.42424,25522.42424,25522.42424,25522.42424,25522.42424,25522.42424
Former Soviet Union,Passenger,LDV_4W,Midsize Car,BEV,Electricity,Capital costs (purchase),2005$/veh,67919.99515,33680.24097,30011.69588,26832.29013,26440.97866,26069.23275,25716.07415
Former Soviet Union,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,131529.1865,26114.45538,24837.79889,23893.68489,23649.30367,23417.14152,23196.58747
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (purchase),2005$/veh,38826.66667,38826.66667,38826.66667,38826.66667,38826.66667,38826.66667,38826.66667
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,43748.00368,41779.46887,40549.13462,40426.1012,40346.12947,40270.15633,40197.98185
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (purchase),2005$/veh,44238.86869,44238.86869,44238.86869,44238.86869,44238.86869,44238.86869,44238.86869
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (purchase),2005$/veh,89051.54373,49776.14999,45568.07209,41921.07124,41472.2096,41045.79104,40640.6934
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,165183.5103,46436.73119,43981.72482,42099.21349,41641.44473,41206.56442,40793.42812
India,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (purchase),2005$/veh,568.1818182,568.1818182,568.1818182,568.1818182,568.1818182,568.1818182,568.1818182
India,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (purchase),2005$/veh,3411.885947,1361.031349,1141.296928,950.8604292,927.4220909,905.1556696,884.0025693
India,Passenger,LDV_2W,Scooter,Liquids,Liquids,Capital costs (purchase),2005$/veh,795.4545455,795.4545455,795.4545455,795.4545455,795.4545455,795.4545455,795.4545455
India,Passenger,LDV_2W,Scooter,BEV,Electricity,Capital costs (purchase),2005$/veh,3604.723413,1553.868814,1334.134393,1143.697895,1120.259557,1097.993135,1076.840035
India,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,1022.727273,1022.727273,1022.727273,1022.727273,1022.727273,1022.727273,1022.727273
India,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,3797.560878,1746.70628,1526.971859,1336.53536,1313.097022,1290.830601,1269.6775
India,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,4090.434783,4090.434783,4090.434783,4090.434783,4090.434783,4090.434783,4090.434783
India,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,5778.16448,5103.072601,4681.140177,4638.946934,4611.521327,4585.466999,4560.715389
India,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,4660.616601,4660.616601,4660.616601,4660.616601,4660.616601,4660.616601,4660.616601
India,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (purchase),2005$/veh,17717.45463,7744.706744,6676.198042,5750.157167,5636.182906,5527.907357,5425.045586
India,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,50274.32039,7033.770043,6443.108554,6002.961371,5876.3469,5756.063151,5641.793591
India,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,7499.130435,7499.130435,7499.130435,7499.130435,7499.130435,7499.130435,7499.130435
India,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,9910.172859,8945.755889,8342.995283,8282.719223,8243.539783,8206.319316,8170.959872
India,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,8544.463768,8544.463768,8544.463768,8544.463768,8544.463768,8544.463768,8544.463768
India,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,32532.07634,14213.65189,12250.96355,10549.967,10340.61357,10141.72782,9952.78636
India,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,66795.77758,11638.4276,10707.2558,10020.88511,9837.985785,9664.231424,9499.16478
India,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,12660.86957,12660.86957,12660.86957,12660.86957,12660.86957,12660.86957,12660.86957
India,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,15554.12047,14107.49502,13504.73441,13444.45835,13405.27891,13368.05845,13332.699
India,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,14425.71805,14425.71805,14425.71805,14425.71805,14425.71805,14425.71805,14425.71805
India,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,43720.9646,20636.07858,18162.69793,16019.10137,15755.2741,15504.6382,15266.53409
India,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,102201.2347,16018.08504,15086.91325,14400.54256,14217.64323,14043.88887,13878.82222
India,Passenger,LDV_4W,Multipurpose Vehicle,Liquids,Liquids,Capital costs (purchase),2005$/veh,15582.6087,15582.6087,15582.6087,15582.6087,15582.6087,15582.6087,15582.6087
India,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,19560.8287,17969.5407,16974.9857,16875.5302,16810.88412,16749.47035,16691.12727
India,Passenger,LDV_4W,Multipurpose Vehicle,NG,Natural Gas,Capital costs (purchase),2005$/veh,17754.72991,17754.72991,17754.72991,17754.72991,17754.72991,17754.72991,17754.72991
India,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,Capital costs (purchase),2005$/veh,71959.17214,30842.87681,26437.55945,22619.61774,22149.71722,21703.31173,21279.22651
India,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,133702.9713,22283.67603,20812.88302,19686.38317,19363.14438,19056.06753,18764.34452
Japan,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (purchase),2005$/veh,1769.6,1769.6,1769.6,1769.6,1769.6,1769.6,1769.6
Japan,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (purchase),2005$/veh,4402.00197,2371.635742,2154.096504,1965.562497,1942.358311,1920.314335,1899.372558
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,4104.24,4104.24,4104.24,4104.24,4104.24,4104.24,4104.24
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,6382.908636,4352.542409,4135.00317,3946.469164,3923.264978,3901.221002,3880.279225
Japan,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,7280,7280,7280,7280,7280,7280,7280
Japan,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,9077.492879,7047.126651,6829.587413,6641.053406,6617.849221,6595.805244,6574.863467
Japan,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,10000,10000,10000,10000,10000,10000,10000
Japan,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,11498.27371,10898.96423,10524.3958,10486.93896,10462.59201,10439.46241,10417.48929
Japan,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,11393.93939,11393.93939,11393.93939,11393.93939,11393.93939,11393.93939,11393.93939
Japan,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (purchase),2005$/veh,21122.49254,12276.1417,11328.3184,10506.87153,10405.77038,10309.72429,10218.4805
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,51685.57792,12094.69363,11480.82159,11011.82132,10885.47268,10765.44147,10651.41182
Japan,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,14599,14599,14599,14599,14599,14599,14599
Japan,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,17306.82899,16223.69739,15546.74015,15479.04442,15435.0422,15393.24009,15353.52809
Japan,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,16634.01212,16634.01212,16634.01212,16634.01212,16634.01212,16634.01212,16634.01212
Japan,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,43937.56585,21852.19097,19485.9008,17435.11599,17182.71171,16942.92764,16715.13277
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,84574.13378,18521.33359,17458.58067,16663.53814,16449.71275,16246.57863,16053.60121
Japan,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,18567,18567,18567,18567,18567,18567,18567
Japan,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,21754.93275,20191.69739,19514.74015,19447.04442,19403.0422,19361.24009,19321.52809
Japan,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,21155.12727,21155.12727,21155.12727,21155.12727,21155.12727,21155.12727,21155.12727
Japan,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,49386.18227,25843.52741,23321.1001,21134.99644,20865.93752,20610.33156,20367.50589
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,112508.0858,21888.12147,20825.36855,20030.32602,19816.50063,19613.36651,19420.38909
Japan,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (purchase),2005$/veh,32000,32000,32000,32000,32000,32000,32000
Japan,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,38268.68972,35761.21383,34194.0414,34037.32416,33935.45795,33838.68505,33746.7508
Japan,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (purchase),2005$/veh,36460.60606,36460.60606,36460.60606,36460.60606,36460.60606,36460.60606,36460.60606
Japan,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (purchase),2005$/veh,85004.79355,44507.49867,40168.50279,36408.0397,35945.21347,35505.52855,35087.82788
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,154240.3185,38873.1443,36691.82677,35176.73203,34775.47118,34394.27338,34032.13547
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (purchase),2005$/veh,4104.24,4104.24,4104.24,4104.24,4104.24,4104.24,4104.24
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (purchase),2005$/veh,3482.385455,3482.385455,3482.385455,3482.385455,3482.385455,3482.385455,3482.385455
Korea,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,9964.484305,9964.484305,9964.484305,9964.484305,9964.484305,9964.484305,9964.484305
Korea,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,12616.63097,11555.7723,10892.73564,10826.43197,10783.33459,10742.39207,10703.49669
Korea,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,11353.47303,11353.47303,11353.47303,11353.47303,11353.47303,11353.47303,11353.47303
Korea,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,35653.45814,16614.33721,14574.4314,12806.51303,12588.92307,12382.21262,12185.83768
Korea,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,76226.44932,15295.04263,14044.99297,13099.31136,12867.08149,12646.46311,12436.87566
Korea,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,15268.16143,15268.16143,15268.16143,15268.16143,15268.16143,15268.16143,15268.16143
Korea,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,18161.41234,17004.11198,16280.79925,16208.46798,16161.45265,16116.78809,16074.35676
Korea,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,17396.4506,17396.4506,17396.4506,17396.4506,17396.4506,17396.4506,17396.4506
Korea,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (purchase),2005$/veh,41948.22096,21652.82884,19478.32254,17593.75041,17361.80307,17141.4531,16932.12063
Korea,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (purchase),2005$/veh,84532.8867,20084.49897,18779.48415,17802.10545,17559.74036,17329.49352,17110.75903
Korea,Passenger,LDV_4W,Large Car,Liquids,Liquids,Capital costs (purchase),2005$/veh,28125.56054,28125.56054,28125.56054,28125.56054,28125.56054,28125.56054,28125.56054
Korea,Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,Capital costs (purchase),2005$/veh,31935.00757,29861.51108,29138.19836,29065.86708,29018.85176,28974.1872,28931.75586
Korea,Passenger,LDV_4W,Large Car,NG,Natural Gas,Capital costs (purchase),2005$/veh,32046.09322,32046.09322,32046.09322,32046.09322,32046.09322,32046.09322,32046.09322
Korea,Passenger,LDV_4W,Large Car,BEV,Electricity,Capital costs (purchase),2005$/veh,73737.62783,38826.16673,35085.65304,31843.87451,31444.88638,31065.84766,30705.76088
