# File: GFED_ForestFire_CO.csv
# Title: CO Emissions from forest fires by country
# Units: Gg(?)
# Comments: Data processed by Yannick Le Page from gridded data
# years 1996 to 2013
# Source:  GFED v3 (https://daac.ornl.gov/VEGETATION/guides/global_fire_emissions_v3.1.html)
# Citation:  van der Werf et al. (2010). ""Global fire emissions and the contrbution of deforestation, savanna, forest, agriculture, and peat fires (1997-2009)."" Atmos. Chem. Phys., 10, 11707-11735."
Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BIH,0,2776.54661,5871.073024,4638.30576,1960.357171,11666.54338,1336.684554,3448.78834,8229.536359,1482.978148,4079.894497,1203.436992,3281.909418,2538.404062,1914.895223,356.5981855,2909.704568,13151.19442,961.4679022
BOL,0,556.7710339,15518.34987,13748.11673,35662.35777,4888.090012,8074.357436,6570.819404,4485.523092,43754.86767,33942.22334,9799.958615,31494.67519,15675.58639,3233.827162,60899.17529,32898.41418,8304.153061,576.2772501
MMR,0,858104.4382,439045.2981,710388.1065,988622.8876,677048.674,489109.0717,217485.2274,437251.3815,1014073.779,539820.0523,512628.8269,1216167.368,476744.8023,1183322.239,1145592.243,428816.9682,767511.6757,669154.0794
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,0,333431.934,328297.2599,445691.9971,394600.4893,158342.3619,103439.4047,304528.0724,492431.7875,424539.107,311764.3293,224386.0312,589820.9024,96279.08885,91232.66559,419541.0714,94167.93202,266390.4538,108352.897
BGR,0,770.5755263,1456.703231,1314.451647,770.372516,1393.412452,1153.875542,122.737213,596.108422,456.5717936,1240.926513,521.0810847,6635.897843,513.786733,359.1723228,492.8895575,1408.763575,1669.459046,502.2152114
BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,0,7336363.858,3202016.714,8653408.177,3409890.084,1868775.585,1786963.087,21339901.07,14182249.63,18399764.79,11112986,13059214.27,10659739.17,10303643.96,4066955.562,18857566.93,15005585.52,14668656.94,31653827.76
KHM,0,291281.9203,149665.9907,91973.70173,117691.544,68726.09924,116862.2293,187520.5167,159952.6776,343169.3476,73459.26933,105381.6594,178877.3442,205333.4377,139905.1371,214433.4819,306124.5429,194147.6704,218208.2613
LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,0,26.47532924,67.21114727,62.74714664,61.5369375,23.23148792,0,0,0,377.802256,0,0,175.7428298,50.97832212,1412.536993,61.83008382,315.2892998,0,299.7096616
COD,0,160182.5602,175026.5364,91454.276,50179.85553,167982.9098,85495.9933,228699.7155,96284.67334,204659.2024,186907.5817,209911.6576,142936.9148,126828.3059,158832.0408,156873.732,159262.734,72834.60765,74932.47125
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,0,807773.4134,1210298.109,1694512.194,1020093.854,1308540.963,808687.9267,477557.1343,2863333.296,1605736.451,669670.9082,1525302.751,713294.3656,1241774.089,920459.8588,776287.3666,798098.8237,612111.5637,534619.3869
AFG,0,66.81057325,35.20139659,42.65519432,21.30475592,1.214559358,0,0,0,0,18.11342771,33.881087,808.7938795,0,0,6.412202736,197.8912444,0,0
BTN,0,15456.75813,10970.76822,15493.50409,32842.50585,17672.80685,17252.29667,8729.299989,6467.552462,11893.02648,11039.30357,20968.68518,32404.89858,10533.77533,19784.83024,25375.44237,14413.32708,31982.01336,7962.633627
CHL,0,112577.49,307032.287,243282.9251,419096.2246,115348.1587,49821.90466,119505.7068,38544.45064,51850.83095,49549.25829,36011.46613,109287.7837,57112.70836,96668.204,73605.91699,39966.96134,111139.2262,41457.59869
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,0,8667.882363,11060.85574,8435.514624,6183.137037,9198.075442,16660.02796,8270.830146,2465.280179,14200.90687,8580.732166,1277.701267,12552.62516,7384.453266,2979.517128,16899.39714,7247.319985,6349.212304,1434.122313
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,3469.966401,1190.470886,2005.055384,1256.882489,3894.209278,5134.555779,393.1560339,8369.055762,6200.161464,102.9523977,1294.169695,3560.817477,527.0898518,310.0027571,1113.552124,88.51961442,1641.259003,482.7861035
CRI,0,264.3602156,128.8587808,229.4961888,46.82539751,0,2083.107605,0,425.8452667,926.6688121,0,0,75.52983804,0,0,0,0,1091.486348,0
CAF,0,79941.64238,11680.28719,63029.64413,62951.93561,80941.55267,80083.36753,85966.90623,58639.05436,40600.58182,50543.69686,92947.08795,87990.6585,78754.64451,40027.23009,54619.15895,61736.29784,23249.13497,27083.88357
CUB,0,635.7826375,269.6680655,1121.446218,181.2736516,811.8815576,0,1458.177848,51.13978403,573.110074,644.1091687,1141.026163,831.9191876,55.13772821,505.6435309,170.872778,735.7752026,0,374.8102711
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,5.176075228,1.399929073,1.832208036,1.910209548,2.380582435,0,0,24.80183418,0,0,0,0,0,0,0,0,0,0
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,343.1771183,164.0098489,232.056984,111.3120822,45.72839174,836.6552871,321.455115,14.38487206,0,2562.594572,0,0,326.7821209,0,0,0,0,152.2584912
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0,1618.830648,2631.399473,1844.84025,1007.104012,1417.97857,402.0316317,0,4148.072193,0,0,0,0,0,0,106.3976189,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,0,2716.740304,3300.624926,4165.283479,1767.328751,2683.061473,134.3435089,5583.486372,2036.894615,1716.402561,368.9343628,5618.277351,2610.821364,11850.27021,106.516284,1471.994959,1114.554523,19.75064125,1190.755996
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,77145.58293,16386.01775,53069.04987,47927.94629,36967.37178,41887.12875,52916.6207,101418.4739,33471.37163,148874.224,54390.1772,71746.30673,47552.64609,31718.75995,81470.04302,51996.28484,59537.92111,40268.44454
AUT,0,249.450861,131.2227511,152.4974636,122.1052663,292.6201225,71.56184483,67.32379601,428.7639676,72.31247423,229.5609416,350.8878223,57.4451232,132.4797782,96.87086151,50.26501635,94.21359268,237.5688458,353.1024114
CZE,0,868.7701871,4639.197491,6146.483243,3633.563408,4307.139608,2157.986155,844.8900065,2640.057773,719.6630248,1474.657594,1289.377948,1175.165527,4629.547506,594.3472021,1794.441007,1632.955623,985.1014151,884.1914103
GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,0,2261.243626,4919.196946,4191.192772,7760.412225,2795.192385,2482.601392,1436.876597,3907.413037,901.6116665,5368.445114,5253.977952,793.330544,2859.516486,1102.877397,1709.846923,1598.555216,716.0449848,1711.553102
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,11034.39466,42273.33457,64099.83917,43955.36689,96610.26591,112071.7453,4836.397973,200538.2483,99241.54589,90155.15028,5607.585445,19883.47435,12019.17324,27817.6037,8352.499545,19273.4404,27723.06642,5665.657427
GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,1.641342614,3.935470767,5.388998233,4.235814366,1.192027089,0,0,0,0,0,83.83120336,0,0,0,0,58.38880023,0,58.17242016
GEO,0,15990.61509,14627.28852,53663.40018,16024.39803,21769.20899,2842.149069,1568.779512,21373.26526,42385.32098,25129.13491,10015.19279,14195.71097,17068.4388,18463.94886,14767.11108,8173.854347,2935.020614,16708.84823
GHA,0,245.235227,172.5768727,337.2391565,302.9649971,370.4182459,138.1576536,166.6995221,18.0163571,0,0,0,4791.989771,86.17634853,547.837383,0,56.2791726,64.85014687,125.861421
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,14.70166791,12.11287034,15.23828773,13.92445574,42.10590077,47.75870056,34.58959198,56.94590542,0,0,0,6.244391177,14.5869732,48.69796875,0,12.17108302,44.77532459,0
DEU,0,887.1412604,2777.765862,2816.858597,1496.875809,2324.691797,816.8472741,226.7267107,561.692299,230.1803715,588.9808515,398.6307665,393.6743144,3625.459745,871.82621,1044.245132,926.7323725,1105.452931,1558.275254
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,3510.927097,4150.839655,8671.449838,4231.776363,13303.51825,160.2279741,60.46321357,165.2047757,122.0449568,108.0352137,271.3040567,52670.25835,504.0386778,132.2000653,67.22533024,57.98653822,39259.32134,0
GTM,0,22300.28936,8883.709758,133083.267,4548.908611,117311.335,106.5971331,7376.565468,97648.64513,247.7378986,77271.17999,997.1139578,22928.21795,10475.81714,12749.19332,2017.144409,4301.512334,1466.542987,6604.589361
GIN,0,24192.81058,13629.18731,41275.56719,15984.4086,13919.37527,41535.39945,21239.35916,17664.27562,20432.7954,5150.234871,16241.57069,27189.74559,12801.27802,14081.74225,11316.21315,9278.625788,15125.09269,20078.3691
GUY,0,7.175157791,4.473720508,28.68749917,3.772265642,3.838599412,0,0,35.27013578,0,0,0,0,0,0,0,0,0,0
HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HND,0,7430.701417,3244.711428,5285.645262,2627.461669,7711.476128,417.6739539,4.370818714,7170.597466,0,44251.80635,3324.846362,0,67.56175698,4362.590055,6.204923858,7946.453591,0,0
HRV,0,2998.719799,5542.178605,5647.804093,2449.847696,5890.976512,894.7417689,4829.050936,4524.132005,841.9264796,6792.838405,115.1009438,3056.864039,3081.837323,2398.388952,851.3395141,3878.984598,24240.70087,649.94852
HUN,0,687.1336289,1369.955308,1048.506064,382.3824823,457.2590384,29.06730286,137.8673871,228.8869263,403.6768125,3026.460147,43.95922855,1199.197504,482.805982,660.6883983,34.92379019,926.6133869,2495.951775,332.147098
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,549888.0173,396655.2937,592478.7015,1130981.356,597756.0723,372387.3829,213468.5587,435789.998,521453.8231,380420.098,803884.3202,630795.5401,311664.2437,983315.6481,751450.1388,272870.2022,481083.3624,368129.18
IRN,0,918.9573776,957.688677,1699.100188,1152.291134,443.5859544,401.7711362,417.5698328,1242.23957,632.4657219,866.7226982,581.385313,1672.727903,513.7290948,882.5795237,18802.38979,382.4561101,108.1152059,915.7417161
ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,5754.613657,33365.35232,37987.10204,22680.2602,67847.15621,18095.21775,2607.052724,32724.33131,5799.085379,13330.89296,5313.257117,123330.5563,14562.47733,15445.42731,2971.138259,11901.25843,35024.01239,3348.365275
CIV,0,4706.1615,3165.717979,10014.52474,2927.66724,3338.57506,10045.08371,8906.862609,3261.641513,2337.403115,5788.563233,3960.63099,5779.15116,2876.056048,0,1601.894306,1838.484288,5314.7387,3107.169683
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,0,45478.41991,215501.5039,124182.5095,103062.5908,41564.01097,84495.47652,41423.36285,52307.18482,91861.2936,59951.93251,71585.73257,77846.50891,77002.92144,38379.95607,100126.2149,73725.1965,75193.6531,61851.80048
JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,0,286.0842026,152.0274717,199.0634402,195.5319059,868.8411121,0,115.6646339,352.9555326,226.5943294,73.41206018,232.9277487,0,1328.531977,1413.888598,32.63140862,175.0499775,4527.119345,0
KGZ,0,554.6595109,731.0565919,384.8175186,315.203552,103.0780439,0,1137.972506,28.92399093,742.8875471,281.3981042,3152.839665,2044.77549,232.7282773,1.56065465,0,1.137360525,0,469.4872861
PRK,0,66676.49627,867992.024,233540.0328,128300.547,129287.798,226711.0825,76837.65837,27563.85051,131591.3198,118332.5259,29902.22988,44159.07244,73017.30092,92612.90247,11627.62353,78105.48496,12661.06341,14693.65218
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,22300.5666,172888.5172,109174.2696,54125.91261,121920.6701,25468.13018,24957.47584,20086.91516,34839.48836,33038.16247,25069.03039,31245.60629,23074.42597,33165.04107,30001.31708,36324.07274,27581.56198,23101.05352
KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,29217.87768,184452.3699,24614.88479,70295.55499,20670.98796,4545.764452,18179.64288,66876.06479,21793.01255,34968.01772,12496.11134,20101.79726,165435.5619,1414.545159,6632.854108,84700.26173,10427.15691,1309.720486
LAO,0,118659.4193,49460.49609,201719.511,82889.33497,44555.57117,4357.758024,55332.92723,29708.56852,128192.3963,66991.66673,19538.18385,236694.8311,11991.38548,45641.22464,328846.2509,14952.30837,38063.60303,57026.10734
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,0,1133.947945,1411.310277,1424.33116,758.1620775,1715.018012,525.2808177,3865.196674,2829.980154,668.8444906,635.8422924,3432.713973,174.8028423,347.4682193,359.2278972,390.516718,190.8539571,78.83409198,135.1969671
BLR,0,5942.557887,8040.72269,6625.48214,39604.9946,7347.744451,3630.912731,85837.70126,6526.833236,3106.469964,3210.529685,12869.97541,3727.800485,2027.425093,6699.218612,1871.026051,1188.1031,1282.153626,1381.590624
LTU,0,379.2088308,666.6641261,433.6351846,294.1452667,230.7510007,9.222715565,420.8675064,555.5517936,79.90287979,2029.662284,710.857921,54.00826457,112.6595904,424.4409441,19.81549257,72.67279451,31.29266353,96.0678706
LBR,0,221.6683459,46.51671455,4281.988515,27.99279299,75.99558587,7201.589698,0,0,0,0,0,455.2674201,0,0,0,0,230.8355345,0
SVK,0,561.0136245,601.2752925,773.9097116,383.551916,648.285439,297.2552926,121.8696099,666.6496747,149.8483433,1095.706403,684.1250204,335.1393139,1055.616299,598.0921295,575.0662221,555.2764017,798.7892576,320.9591136
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,0,21387.24448,31792.92142,33704.51848,27925.26148,17225.3945,69235.41245,27784.10392,67843.85971,13073.36849,41668.02853,24011.42951,39046.93763,24650.26048,25133.85826,45983.30257,28829.64196,26390.61459,18401.11252
MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,1107248.2,2663881.518,2466819.356,812508.4231,1127078.217,444747.7236,3242768.332,788216.3997,619823.739,382962.3211,2676915.653,3299859.498,2837697.195,3161248.57,118997.4088,465641.1683,2534942.727,364465.0296
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,55.41582627,47.11362867,98.68341832,56.0754671,703.8771147,0,0,77.7601151,11.04584053,0,153.5845512,605.0731954,449.5838181,0,0,0,119.4433847,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,206119.4874,71963.88729,888082.5496,215276.616,201721.0657,59129.95417,89968.99262,185469.2938,19240.64182,261329.691,133350.1885,175227.0177,171629.8842,82708.82574,87057.05271,238852.7235,136257.1551,204660.7057
MYS,0,1456.685589,771.732512,22803.14326,753.1241079,993.7141373,0,1555.684844,5483.518466,0,1690.917512,0,535.9638612,0,68.04574888,6643.076421,0,170.5030543,973.7417603
MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,95.33718644,103.8387469,75.88365584,35.97689744,34.14121433,0,37.06116761,0,130.6185235,52.91833779,105.4861991,60.73366773,27.36897821,70.16323752,0,443.8271989,0,70.16594624
HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0.498663711,1.289000946,0.677710196,0.22219779,0.316855202,0,0,0,0,0.647116552,0,0,0,0,0,0,8.000596371,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,0,10.08040115,3.917176208,3.699481468,2.552231408,0.671542681,0,0,0,0,10.93984372,0,0,1.321079194,0,13.81601522,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,0,136.3653111,289.5460232,268.6675827,147.7013456,728.7003009,61.20728466,0,311.0021576,204.7761195,30.00836759,0,1039.164982,179.1293189,147.7116453,391.3819187,504.1421091,943.5673594,87.34002554
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,2576.720763,974.4932389,2012.464483,2717.475962,3848.917453,781.1925715,2655.625348,763.6757093,582.3691897,8249.153372,0,973.9146991,4246.088797,131.4451353,731.5233147,934.4617534,52.49202834,0
NLD,0,46.17816613,75.28246673,58.71190667,19.87055992,25.55990221,29.59772956,23.27751045,227.5472435,0,0,0,8.204277539,0,6.121011534,13.58648085,16.07461711,0,176.9396062
NOR,0,1108.588749,1290.580013,2374.076967,915.5076709,1477.980125,1165.747249,325.8535922,533.2735272,843.9367221,1231.246936,2440.499533,735.1342523,6482.704685,154.9224155,376.7970046,423.632382,352.2081435,809.097125
NPL,0,75408.8564,61497.80178,56594.89633,68122.50718,70359.10103,56800.20982,13399.42812,74188.7469,82532.00356,87724.49066,47021.96327,33790.31879,102114.4839,149962.4322,99334.72049,64924.88183,149666.8081,88867.05208
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIC,0,1721.875144,770.2663844,19431.05239,524.8227542,1268.399557,0,17.51160374,1645.874402,163.3518038,5879.58488,1291.420511,649.5463015,671.6945094,557.0724163,270.269368,83.37200749,21.08217515,254.0371701
NZL,0,48672.66553,19330.33382,10159.9869,12372.27879,6489.074669,20974.96948,10534.1135,25435.23713,12716.16989,7900.46146,15114.48163,8061.078569,9956.284283,9146.448518,10084.75744,10278.26009,12558.19387,25595.21737
PRY,0,35744.64987,97151.36829,85078.19261,166193.5491,77671.60229,118868.5223,88269.90242,63818.17444,33215.42413,50233.59502,27018.97211,51352.13681,16195.21709,19308.18895,26716.61311,21298.82104,27332.4891,34313.71604
PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,0,138.5493061,121.3723806,2809.592135,135.0775283,58.53046313,0,0,9.140718358,82.85082976,59.78674994,88.76406306,1184.934113,65.90193045,220.9146526,134.0783431,126.5126476,48.87181586,83.88926452
POL,0,670.5766286,1136.98987,1682.631962,731.671361,1030.340142,444.1514424,171.6958069,2556.971529,1155.137922,624.4202854,705.8752809,127.4648551,1366.207679,144.1543184,915.0376047,372.2060934,359.7827604,123.7175534
PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,1711.638277,9270.968008,19224.62476,10436.82367,6412.411856,3691.511862,14173.41894,40069.9336,2282.825249,11989.60762,3715.320452,0,0,358.5081253,6933.366419,2057.766127,1133.138574,20828.06759
PNG,0,256.8669208,13913.91729,918.0643179,1182.633271,599.3717958,211.4547128,3896.182278,735.6847271,2942.016453,12.67557727,448.9640648,356.6657864,934.0551129,174.3599211,4334.560562,359.0669814,1226.189963,1023.742325
GNB,0,309.987301,204.0656505,20.11538213,372.2743174,0,0,0,448.2516691,126.4391735,92.64295119,0,144.5591361,0,0,0,105.5583023,8.679698446,0
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,12986.35954,37422.02744,33537.36465,15360.17246,16520.81808,7063.859244,8658.291909,24455.60758,5616.408629,7537.662072,3104.686829,65630.19601,15766.60836,5617.98268,992.1627959,61569.27826,44413.39867,9414.728325
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0,506.8788649,240.0792859,381.0460941,288.8698443,305.4635369,0,731.5801609,0,87.85715568,77.08515087,0,60.96754867,0,0,5227.502378,419.9370277,0,371.6756348
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,0,18912707.08,12900527.36,38048438.45,13092330.92,14970036.14,23835069.02,56584357.68,81518665.4,7474599.822,17139522.72,29496499.89,13144927.5,42404364.8,16644451.29,21412396.81,27561454.3,66330624.55,27039628.88
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,41185.75781,68777.34367,155772.7872,57653.68563,40164.48409,48240.96414,43620.18973,63144.66975,10057.48755,18909.12328,16993.14775,119885.5174,13561.98238,10350.22127,36440.86122,28311.32566,43520.01467,44045.82165
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,60.6546909,229.6092931,79.87785825,127.2734645,133.4933746,0,324.7090066,1027.948303,0,104.9524046,0,58.98118255,61.24948017,0,170.2485615,0,67.89294969,648.5734668
SEN,0,52.6127903,31.70743145,0,40.2926015,0,0,0,102.3489944,31.70785343,27.23593012,0,42.49867344,0,0,0,0,0,0
SVN,0,303.6286869,828.8883102,459.8113289,333.1833872,558.5023433,330.2795825,26.01339435,1697.869003,186.5122108,377.9110701,740.6243735,129.8724341,361.6309541,197.9351295,167.2383372,628.2644487,851.5145919,685.3900499
SLE,0,20519.47391,5602.426377,14016.71251,16604.72276,14320.70296,28367.80191,16037.06687,26861.85168,7675.104377,5132.934398,9544.291613,12038.55398,9751.458403,10470.23909,11018.23234,14792.68777,20257.3065,16931.99596
SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
