Advanced scenario changes only,,,,,,,,,,,,,,,,
End-use technology improvements,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,
,,,,efficiency,,,,,,,,,,,,
supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,
boilers general,biomass,biomass conv,delivered biomass,0.74,0.74,0.74,0.776,0.814,0.847,0.874,0.894,0.908,,,,
boilers general,coal,coal conv,delivered coal,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers general,electricity,electricity,elect_td_ind,1,1,1,1.000,1.000,1.000,1.000,1.000,1.000,,don't let electric boilers improve,,
boilers general,gas,gas conv,wholesale gas,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers general,refined liquids,refined liquids conv,refined liquids industrial,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers general,biomass,biomass cogen,delivered biomass,0.55,0.55,0.55,0.577,0.605,0.629,0.649,0.665,0.675,,,,
boilers general,coal,coal cogen,delivered coal,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
boilers general,gas,gas cogen,wholesale gas,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
boilers general,refined liquids,refined liquids cogen,refined liquids industrial,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
boilers pulp paper and wood,biomass,biomass conv,delivered biomass,0.74,0.74,0.74,0.776,0.814,0.847,0.874,0.894,0.908,,,,
boilers pulp paper and wood,coal,coal conv,delivered coal,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers pulp paper and wood,electricity,electricity,elect_td_ind,1,1,1,1.000,1.000,1.000,1.000,1.000,1.000,,don't let electric boilers improve,,
boilers pulp paper and wood,gas,gas conv,wholesale gas,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers pulp paper and wood,refined liquids,refined liquids conv,refined liquids industrial,0.8,0.8,0.8,0.839,0.880,0.915,0.945,0.967,0.981,,,,
boilers pulp paper and wood,biomass,biomass cogen,delivered biomass,0.55,0.55,0.55,0.577,0.605,0.629,0.649,0.665,0.675,,,,
boilers pulp paper and wood,coal,coal cogen,delivered coal,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
boilers pulp paper and wood,gas,gas cogen,wholesale gas,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
boilers pulp paper and wood,refined liquids,refined liquids cogen,refined liquids industrial,0.6,0.6,0.6,0.629,0.660,0.687,0.708,0.725,0.736,,,,
machine drive,biomass,biomass,delivered biomass,0.3,0.3,0.3,0.335,0.375,0.409,0.436,0.453,0.460,,,,
machine drive,coal,coal,delivered coal,0.3,0.3,0.3,0.335,0.375,0.409,0.436,0.453,0.460,,,,
machine drive,electricity,electricity,elect_td_ind,1,1,1,1.118,1.250,1.364,1.454,1.512,1.534,,,,
machine drive,gas,gas,wholesale gas,0.35,0.35,0.35,0.391,0.438,0.477,0.509,0.529,0.537,,,,
machine drive,refined liquids,refined liquids,refined liquids industrial,0.4,0.4,0.4,0.447,0.500,0.546,0.581,0.605,0.614,,,,
,,,,,,,,,,,,,,,,
Production coefficients,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,
,,,,coefficient,,,,,,,,,,,,
supplysector,subsector,technology,minicam-energy-input,1990,2005,2020,2035,2050,2065,2080,2095,,,,,
iron and steel,iron and steel,iron and steel,feedstocks primary metals,0.02210475,0.031416485,0.016632051,0.008805095,0.005404991,0.003841498,0.003156713,0.002994985,,,,,
iron and steel,iron and steel,iron and steel,process heat primary metals,0.792161426,0.735155571,0.701204423,0.668821216,0.63708745,0.606054418,0.575768241,0.546269875,,,,,
pulp paper and wood,pulp paper and wood,pulp paper and wood,machine drive,0.226304092,0.196217331,0.176162238,0.158156948,0.143968685,0.132876009,0.12434215,0.117971722,,,,,
pulp paper and wood,pulp paper and wood,pulp paper and wood,boilers pulp paper and wood,0.492878167,0.571875262,0.512393369,0.459098308,0.417283411,0.384745761,0.359855328,0.34141884,,,,,
pulp paper and wood,pulp paper and wood,pulp paper and wood,process heat general,0.147287139,0.133532862,0.124240821,0.115595377,0.1080783,0.101544811,0.095873254,0.090961375,,,,,
pulp paper and wood,pulp paper and wood,pulp paper and wood,other end uses,0.129680697,0.094997164,0.088386674,0.082236184,0.076888429,0.072240412,0.068205587,0.064711206,,,,,
chemicals,chemicals,chemicals,boilers general,0.175586073,0.11674939,0.100903352,0.087208048,0.077153977,0.069870695,0.064766594,0.061448403,,,,,
chemicals,chemicals,chemicals,process heat general,0.09994926,0.076860434,0.066428402,0.057412277,0.050793312,0.045998458,0.04263824,0.040453753,,,,,
chemicals,chemicals,chemicals,machine drive,0.060740472,0.053552529,0.046284008,0.040002021,0.035390254,0.032049439,0.029708206,0.028186164,,,,,
chemicals,chemicals,chemicals,electrochemical,0.017309728,0.015360511,0.013275676,0.011473809,0.010151013,0.009192764,0.008521226,0.008084658,,,,,
chemicals,chemicals,chemicals,other end uses,0.04425689,0.037079928,0.032047182,0.027697516,0.024504316,0.022191125,0.020570049,0.019516182,,,,,
chemicals,chemicals,chemicals,feedstocks chemicals,0.602157577,0.700397208,0.605334433,0.523174238,0.462858353,0.419164844,0.38854457,0.368638244,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,boilers general,0.077730945,0.059672844,0.055385305,0.051405829,0.047975214,0.045020193,0.042479831,0.040303459,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,process heat primary metals,0.311013271,0.284424888,0.263988746,0.245020955,0.22866926,0.214584434,0.20247604,0.192102574,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,machine drive,0.088667352,0.086092971,0.079907126,0.074165738,0.069216221,0.064952865,0.061287758,0.058147799,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,electrochemical,0.301079303,0.294275854,0.273131912,0.253507178,0.236589148,0.222016498,0.209488733,0.198755985,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,other end uses,0.033726752,0.029637965,0.027508455,0.025531951,0.023828054,0.02236037,0.021098638,0.02001769,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,feedstocks primary metals,0.187023079,0.245186139,0.22756933,0.211218302,0.197122458,0.184980749,0.174542807,0.165600446,,,,,
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,limestone feedstocks,0.000759297,0.00070934,0.000658374,0.000611069,0.000570289,0.000535162,0.000504964,0.000479093,,,,,
other manufacturing,other manufacturing,other manufacturing,boilers general,0.15107153,0.132678219,0.122143805,0.112445805,0.104301239,0.09747841,0.091790664,0.087087948,,,,,
other manufacturing,other manufacturing,other manufacturing,process heat general,0.245203571,0.245595303,0.226095474,0.208143897,0.193067819,0.180438354,0.169909998,0.161204989,,,,,
other manufacturing,other manufacturing,other manufacturing,machine drive,0.217755429,0.231059945,0.212714197,0.195825069,0.181641258,0.169759257,0.159854012,0.151664203,,,,,
other manufacturing,other manufacturing,other manufacturing,electrochemical,0.004167726,0.004425745,0.004074348,0.003750852,0.003479174,0.003251585,0.003061859,0.002904991,,,,,
other manufacturing,other manufacturing,other manufacturing,other end uses,0.381801743,0.386240788,0.355573959,0.327342021,0.3036323,0.283770297,0.267212649,0.253522528,,,,,
