aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,0.4501,0.4818,,,,,,,,,
pulp paper and wood,pulp paper and wood,pulp paper and wood,1.6648,1.9855,,,,,,,,,
agriculture,agriculture,agriculture,0.6107,0.6855,,,,,,,,,
construction,construction,construction,2.5751,1.9786,,,,,,,,,
mining,mining,mining,1.2609,1.0207,,,,,,,,,
,,,,,,,,,,,,,
Set coefficients for industry supply,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1015,,,,,,,,,,,,,
,,,,coefficient,,,,,,,,,
supplysector,subsector,technology,minicam-energy-input,1990,2005,2020,2035,2050,2065,2080,2095,,lookup for adv table
chemicals,chemicals,chemicals,boilers general,0.1756,0.1167,0.1108,0.1051,0.0997,0.0946,0.0898,0.0852,,chemicalsboilers general
chemicals,chemicals,chemicals,process heat general,0.0999,0.0769,0.0729,0.0692,0.0656,0.0623,0.0591,0.0561,,chemicalsprocess heat general
chemicals,chemicals,chemicals,machine drive,0.0607,0.0536,0.0508,0.0482,0.0457,0.0434,0.0412,0.0391,,chemicalsmachine drive
chemicals,chemicals,chemicals,electrochemical,0.0173,0.0154,0.0146,0.0138,0.0131,0.0124,0.0118,0.0112,,chemicalselectrochemical
chemicals,chemicals,chemicals,other end uses,0.0443,0.0371,0.0352,0.0334,0.0317,0.0300,0.0285,0.0270,,chemicalsother end uses
chemicals,chemicals,chemicals,feedstocks chemicals,0.6022,0.7004,0.6645,0.6305,0.5982,0.5675,0.5384,0.5109,,chemicalsfeedstocks chemicals
food processing,food processing,food processing,boilers general,0.5243,0.4642,0.4404,0.4178,0.3964,0.3761,0.3568,0.3386,,food processingboilers general
food processing,food processing,food processing,process heat general,0.1991,0.2199,0.2086,0.1979,0.1878,0.1781,0.1690,0.1604,,food processingprocess heat general
food processing,food processing,food processing,machine drive,0.1272,0.1528,0.1449,0.1375,0.1305,0.1238,0.1174,0.1114,,food processingmachine drive
food processing,food processing,food processing,other end uses,0.1493,0.1632,0.1549,0.1469,0.1394,0.1323,0.1255,0.1191,,food processingother end uses
iron and steel,iron and steel,iron and steel,boilers general,0.0310,0.0370,0.0351,0.0333,0.0316,0.0300,0.0284,0.0270,,iron and steelboilers general
iron and steel,iron and steel,iron and steel,process heat primary metals,0.7922,0.7352,0.6975,0.6618,0.6279,0.5957,0.5652,0.5362,,iron and steelprocess heat primary metals
iron and steel,iron and steel,iron and steel,machine drive,0.0858,0.1139,0.1081,0.1025,0.0973,0.0923,0.0876,0.0831,,iron and steelmachine drive
iron and steel,iron and steel,iron and steel,electrochemical,0.0067,0.0090,0.0085,0.0081,0.0077,0.0073,0.0069,0.0066,,iron and steelelectrochemical
iron and steel,iron and steel,iron and steel,other end uses,0.0573,0.0691,0.0655,0.0622,0.0590,0.0560,0.0531,0.0504,,iron and steelother end uses
iron and steel,iron and steel,iron and steel,feedstocks primary metals,0.0221,0.0314,0.0298,0.0283,0.0268,0.0255,0.0242,0.0229,,iron and steelfeedstocks primary metals
iron and steel,iron and steel,iron and steel,limestone feedstocks,0.0050,0.0045,0.0043,0.0040,0.0038,0.0036,0.0034,0.0033,,iron and steellimestone feedstocks
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,boilers general,0.0161,0.0177,0.0168,0.0160,0.0152,0.0144,0.0136,0.0129,,other nonmetallic mineralsboilers general
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,process heat general,0.6589,0.6410,0.6082,0.5770,0.5475,0.5194,0.4928,0.4675,,other nonmetallic mineralsprocess heat general
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,machine drive,0.0747,0.0840,0.0797,0.0756,0.0717,0.0680,0.0646,0.0612,,other nonmetallic mineralsmachine drive
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,other end uses,0.1672,0.1422,0.1349,0.1280,0.1214,0.1152,0.1093,0.1037,,other nonmetallic mineralsother end uses
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,limestone feedstocks,0.0832,0.1151,0.1092,0.1036,0.0983,0.0932,0.0885,0.0839,,other nonmetallic mineralslimestone feedstocks
other manufacturing,other manufacturing,other manufacturing,boilers general,0.1511,0.1327,0.1259,0.1194,0.1133,0.1075,0.1020,0.0968,,other manufacturingboilers general
other manufacturing,other manufacturing,other manufacturing,process heat general,0.2452,0.2456,0.2330,0.2211,0.2097,0.1990,0.1888,0.1791,,other manufacturingprocess heat general
other manufacturing,other manufacturing,other manufacturing,machine drive,0.2178,0.2311,0.2192,0.2080,0.1973,0.1872,0.1776,0.1685,,other manufacturingmachine drive
other manufacturing,other manufacturing,other manufacturing,electrochemical,0.0042,0.0044,0.0042,0.0040,0.0038,0.0036,0.0034,0.0032,,other manufacturingelectrochemical
other manufacturing,other manufacturing,other manufacturing,other end uses,0.3818,0.3862,0.3665,0.3477,0.3299,0.3130,0.2969,0.2817,,other manufacturingother end uses
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,boilers general,0.0777,0.0597,0.0566,0.0537,0.0510,0.0484,0.0459,0.0435,,aluminum and nonferrous metalsboilers general
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,process heat primary metals,0.3110,0.2844,0.2699,0.2560,0.2429,0.2305,0.2187,0.2075,,aluminum and nonferrous metalsprocess heat primary metals
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,machine drive,0.0887,0.0861,0.0817,0.0775,0.0735,0.0698,0.0662,0.0628,,aluminum and nonferrous metalsmachine drive
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,electrochemical,0.3011,0.2943,0.2792,0.2649,0.2513,0.2384,0.2262,0.2146,,aluminum and nonferrous metalselectrochemical
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,other end uses,0.0337,0.0296,0.0281,0.0267,0.0253,0.0240,0.0228,0.0216,,aluminum and nonferrous metalsother end uses
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,feedstocks primary metals,0.1870,0.2452,0.2326,0.2207,0.2094,0.1987,0.1885,0.1788,,aluminum and nonferrous metalsfeedstocks primary metals
aluminum and nonferrous metals,aluminum and nonferrous metals,aluminum and nonferrous metals,limestone feedstocks,0.0008,0.0007,0.0007,0.0006,0.0006,0.0006,0.0005,0.0005,,aluminum and nonferrous metalslimestone feedstocks
pulp paper and wood,pulp paper and wood,pulp paper and wood,boilers pulp paper and wood,0.4929,0.5719,0.5426,0.5148,0.4884,0.4634,0.4396,0.4171,,pulp paper and woodboilers pulp paper and wood
pulp paper and wood,pulp paper and wood,pulp paper and wood,process heat general,0.1473,0.1335,0.1267,0.1202,0.1140,0.1082,0.1027,0.0974,,pulp paper and woodprocess heat general
pulp paper and wood,pulp paper and wood,pulp paper and wood,machine drive,0.2263,0.1962,0.1862,0.1766,0.1676,0.1590,0.1508,0.1431,,pulp paper and woodmachine drive
pulp paper and wood,pulp paper and wood,pulp paper and wood,electrochemical,0.0038,0.0034,0.0032,0.0030,0.0029,0.0027,0.0026,0.0025,,pulp paper and woodelectrochemical
pulp paper and wood,pulp paper and wood,pulp paper and wood,other end uses,0.1297,0.0950,0.0901,0.0855,0.0811,0.0770,0.0730,0.0693,,pulp paper and woodother end uses
agriculture,agriculture,agriculture,agriculture energy use,1.0000,1.0000,0.9488,0.9002,0.8540,0.8103,0.7688,0.7294,,agricultureagriculture energy use
construction,construction,construction,construction energy use,0.6647,0.3793,0.3599,0.3414,0.3239,0.3073,0.2916,0.2767,,constructionconstruction energy use
construction,construction,construction,feedstocks construction,0.3353,0.6207,0.5889,0.5587,0.5301,0.5029,0.4772,0.4527,,constructionfeedstocks construction
mining,mining,mining,mining energy use,1.0000,1.0000,0.9488,0.9002,0.8540,0.8103,0.7688,0.7294,,miningmining energy use
