# File: CDD_His.csv
# Title: Historic Cooling Degree Days
# Units: Fahrenheit Degree Days
# Description: Cooling Degree Days by state
# Reference: Unknown
state,1975,1980,1985,1990,1995,2000,2005,2008
AK,36.378777,10.907798,17.455997,42.136757,16.195,104.247116,127.591614,141.598312
AL,1908.2771,2248.55835,2138.184814,2178.671631,2160.163818,2635.313965,2654.343994,2665.761963
AR,1988.891724,2516.12793,2123.698975,2151.052979,2101.214844,2559.557861,2671.714111,2739.007813
AZ,2601.013428,2815.962646,2830.282227,2882.827393,3001.072998,2914.614258,2877.551514,2855.313721
CA,715.4552,840.916077,875.241821,965.211365,902.63092,1011.660645,1061.718628,1091.753418
CO,289.223328,488.436768,407.234344,407.316589,393.761444,514.577637,625.795471,692.526184
CT,533.101624,570.676392,472.165863,583.470459,620.318115,740.077271,769.018311,786.382996
DC,1554.114136,1757.451538,1502.595581,1620.615112,1790.621216,1619.388672,1742.212158,1815.906372
DE,1050.784668,1228.161133,1018.651978,1052.022583,1209.360229,1092.902588,1195.103027,1256.423218
FL,3357.337646,3082.269287,3381.366455,3533.686768,3325.541016,3690.953125,3789.723145,3848.985107
GA,1812.623413,2062.514648,1935.330078,2066.830322,1963.837402,2387.332275,2486.633057,2546.213379
HI,262.385254,384.254486,264.119995,320.008575,350.176758,358.693726,359.765411,360.408417
IA,1048.40564,1084.556519,822.138062,980.545532,1029.770996,1023.549316,1211.975342,1325.030884
ID,453.44278,378.320313,476.090546,579.064331,425.375305,641.282349,779.794128,862.901184
IL,1010.842957,1084.306274,902.937805,971.111938,1169.500122,1118.228882,1200.807007,1250.35376
IN,1072.647217,1163.141602,960.503601,938.404053,1253.757568,1082.105469,1163.812134,1212.836182
KS,1643.79834,2057.817627,1483.415405,1756.149292,1559.992188,1879.049438,2102.260498,2236.187256
KY,1352.577515,1494.238647,1243.522095,1156.894775,1438.588013,1286.258179,1375.741089,1429.430908
LA,2352.515137,2618.119873,2615.198242,2600.43042,2590.484863,2875.709229,2906.645508,2925.207275
MA,549.904846,515.046997,393.307678,546.905945,588.100281,710.712036,711.799622,712.452209
MD,1178.137329,1344.59314,1100.68811,1215.056885,1341.01123,1223.003052,1318.164063,1375.26062
ME,305.812927,216.246384,187.730911,280.203003,338.804871,405.476837,385.863617,374.095673
MI,660.055359,658.140259,515.958008,596.991882,850.71698,736.161316,775.728271,799.468445
MN,714.838379,617.61908,416.881287,610.649597,806.666504,631.510925,737.128601,800.499268
MO,1548.995605,1904.235474,1360.398438,1554.327637,1498.259521,1763.735107,1932.028442,2033.004517
MS,1878.465332,2241.288818,2132.238037,2128.167969,2073.674316,2537.093506,2560.789063,2575.006348
MT,233.811813,221.166855,333.783752,332.952057,268.69812,347.476227,453.488831,517.096375
NC,1496.968262,1579.965332,1503.436646,1576.729858,1547.394043,1558.791504,1692.296143,1772.398926
ND,445.466919,471.720581,306.125519,501.795807,524.122986,598.579712,671.238464,714.83374
NE,1178.082642,1326.987427,988.911072,1180.806763,1173.988525,1257.300903,1522.697266,1681.935181
NH,450.035614,358.374481,299.044983,419.566925,496.048798,567.4104,560.504028,556.360229
NJ,907.228638,1115.756348,932.073425,1032.587524,1132.97522,1113.806519,1185.509277,1228.531006
NM,668.803955,890.129272,833.919006,884.972961,873.945129,953.846313,989.092163,1010.239685
NV,1766.93689,1880.709229,1910.668457,1908.388794,1871.189087,2119.599121,2114.099609,2110.800049
NY,742.606934,841.570496,688.584656,796.953186,904.362305,925.153137,965.003479,988.913757
OH,849.384399,838.148315,704.962891,692.050232,978.087708,800.382935,854.242798,886.558716
OK,2037.141113,2653.102295,2212.630859,2294.552734,2033.040527,2496.357666,2677.791504,2786.651611
OR,218.320343,190.820831,283.60672,380.881805,345.935272,445.816833,536.814209,591.412659
PA,775.752686,849.89801,682.406433,753.0354,927.250244,831.133667,893.601318,931.081909
RI,567.14093,554.692749,410.379974,613.232788,594.055847,831.40686,838.575317,842.876465
SC,1854.377563,1972.199219,1864.344116,1981.910522,1960.75415,2059.895996,2135.395508,2180.695068
SD,798.928406,833.569214,648.040222,798.296692,823.165283,826.920776,1035.98999,1161.431519
TN,1492.130493,1799.972656,1503.362915,1536.823853,1588.223145,1732.424316,1821.203247,1874.470581
TX,2590.506836,3064.361084,2960.729492,2966.75708,2822.367676,3123.22168,3208.588623,3259.808838
UT,280.446228,361.206024,424.231384,557.812317,360.333344,637.756409,719.341187,768.292114
VA,1322.819824,1490.451782,1305.342896,1346.612427,1488.944092,1343.528931,1452.987305,1518.662354
VT,420.75708,244.912231,209.504929,281.78363,332.889465,392.464233,391.099915,390.281311
WA,233.849121,195.770081,275.142242,361.435822,288.531494,433.327423,561.997009,639.198792
WI,593.928101,589.114624,451.735077,551.475708,789.329773,630.63269,703.873474,747.817993
WV,924.402344,938.848328,768.597351,771.344849,1017.405762,800.060181,858.927124,894.247253
WY,244.194687,267.678955,263.706635,295.776276,302.625397,291.668427,404.199585,471.718292
