AEZ_ID,Type,Area(km2)
0,1,220388.985302
0,2,590858.942097
0,11,85273.072575
0,12,423658.981735
0,21,4144.060371
0,22,28592.055731
0,31,3462.524803
0,32,18687.920113
0,41,4183.409904
0,42,40636.356768
0,51,4711.817337
0,52,43279.214392
0,61,7567.468313
0,62,28719.518291
0,71,1582.061716
0,72,5625.388006
0,81,41190.500521
0,82,143538.215971
0,91,19266.754284
0,92,83336.723343
0,101,8555.067326
0,102,33270.632397
0,111,5688.410027
0,112,53928.905844
0,121,8209.595798
0,122,45650.303015
0,131,21727.834820
0,132,93592.708528
0,141,13017.828795
0,142,61896.068158
0,151,18306.954704
0,152,40925.592187
107,2,128.985498
107,92,1560.654694
107,102,6520.468788
107,122,147441.476830
107,141,991.452602
107,142,74348.867668
108,1,98.663502
108,41,68.309502
108,42,821.525200
108,91,492.596321
108,92,46137.721184
108,101,4691.969414
108,102,135169.111656
108,111,349.514008
108,112,1167.383408
108,121,2649.688148
108,122,128281.310219
108,131,70.011299
108,132,769.245422
108,141,67.019798
108,142,9942.315094
109,92,568.068405
109,102,284.875214
109,122,4272.232170
110,92,70.726799
110,102,281.626602
110,112,70.513702
110,122,2116.900505
113,102,11286.461777
113,121,765.261215
113,122,29773.341011
113,131,1050.649414
113,132,8935.659054
113,141,389.926300
113,142,2746.541412
113,151,932.827226
113,152,5530.115577
114,82,67.929398
114,101,911.007126
114,102,10975.476807
114,112,203.328995
114,121,556.465706
114,122,9074.298035
114,131,1111.688629
114,132,2543.497791
114,141,194.823101
114,142,453.470795
114,151,319.491304
209,1,89.994299
209,51,62.681400
209,81,65.734901
209,82,590.326607
209,91,536.151501
209,92,2151.063141
209,111,262.456406
209,112,3080.840599
210,2,63.683399
210,41,253.473095
210,42,1407.027924
210,51,192.301105
210,52,5110.769978
210,81,64.596603
210,82,2163.617741
210,91,65.087799
210,92,2146.830154
210,102,63.431499
211,2,33.290600
211,51,128.615601
211,52,256.484009
211,81,193.295097
211,82,3805.054478
211,91,64.431801
211,92,2494.894054
211,111,50.185902
211,112,1614.195976
301,122,241.211502
301,142,146949.149017
307,2,220.958107
307,102,145.547302
307,112,505.699989
307,121,464.829102
307,122,28986.022156
307,141,86802.743004
307,142,1737269.893936
308,12,140.022598
308,92,842.872818
308,102,634.617203
308,112,4376.236305
308,122,25239.787628
308,142,41464.190643
309,2,321.451299
309,11,69.793701
309,12,139.805000
309,92,11084.169617
309,102,838.022812
309,111,139.732803
309,112,49484.106663
309,122,37363.246948
309,142,15008.732414
310,2,575.221719
310,12,829.809593
310,91,124.479004
310,92,10822.086155
310,102,69.280899
310,111,825.785202
310,112,54074.095062
310,122,7320.144279
310,142,4110.901100
410,32,63.347198
410,41,317.577991
410,42,380.756393
410,81,63.515598
410,82,1145.376495
410,92,63.683399
410,102,190.041595
410,112,63.767101
501,1,240.086300
501,2,572.178639
501,92,745.352798
501,101,246.389099
501,102,2734.503899
501,121,9149.784012
501,122,17059.861122
501,141,7695.639076
501,142,2116.927597
502,1,122.508198
502,2,880.445845
502,11,676.969299
502,12,3999.232498
502,22,169.432701
502,91,3639.842712
502,92,9603.320885
502,101,592.596397
502,102,4210.853996
502,121,4025.577587
502,122,8251.344971
502,142,65.997101
503,2,84.675400
503,11,417.544304
503,12,2005.525269
503,21,248.535805
503,22,14423.980080
503,91,5470.745377
503,92,34343.673553
503,102,1913.262123
503,122,1250.567711
504,2,178.338458
504,11,420.729408
504,12,52544.746056
504,21,5474.011742
504,22,149533.071831
504,91,14946.298309
504,92,125966.728313
504,122,253.173294
505,2,81.269321
505,11,506.730095
505,12,73601.937637
505,21,3379.257050
505,22,234697.187256
505,91,85.087402
505,92,52881.904381
508,2,164.002296
508,12,329.167404
508,91,3599.306877
508,92,10970.882530
508,102,10100.561279
508,122,1968.205780
509,11,165.313004
509,12,413.051399
509,21,7843.988815
509,22,11593.249741
509,91,72848.331718
509,92,95510.377625
509,102,7062.381363
509,122,655.376175
510,12,12018.271980
510,21,1575.564308
510,22,73973.458298
510,91,3309.999039
510,92,62812.164665
511,12,840.277702
511,22,2269.492462
511,92,7061.578300
607,1,95.296303
607,2,2627.476728
607,12,66.134903
607,22,5763.409050
607,82,23203.747787
607,101,32665.342766
607,102,574119.948576
607,111,364.273201
607,112,130824.377106
607,121,2633.421097
607,122,101816.167225
607,131,414.576004
607,132,1877.225220
607,141,2281.280296
607,142,35119.108715
608,2,453.463987
608,12,1003.424492
608,21,135.087799
608,22,23242.698399
608,82,2219.420990
608,92,78.766701
608,101,1275.520004
608,102,115771.867996
608,112,115356.827049
608,122,13932.961681
608,131,769.662079
608,132,7854.633972
608,141,536.915016
608,142,5901.247112
609,2,175.787002
609,12,3925.293785
609,21,541.644691
609,22,54220.964802
609,82,3743.147755
609,92,3878.643822
609,101,1855.666008
609,102,116266.408993
609,111,235.243790
609,112,107299.841106
609,122,2583.088879
609,132,2066.008698
609,142,759.976395
610,1,113.711209
610,2,115.378700
610,11,2126.575890
610,12,13588.706032
610,21,549.087692
610,22,22051.509998
610,82,469.099297
610,91,156.676102
610,92,11134.754669
610,101,78.002296
610,102,69057.370346
610,111,202.888893
610,112,94704.724113
610,122,460.305687
610,141,525.334702
610,142,2652.644707
611,2,98.229610
611,22,1838.357246
611,92,35834.680084
611,102,86572.582409
611,112,50172.717197
611,122,57.063202
611,142,69.501503
612,1,75.724701
612,2,1366.305300
612,11,4589.109810
612,12,59787.634895
612,22,2370.574093
612,32,76.925400
612,82,74.577400
612,91,379.319695
612,92,102420.883053
612,101,8304.727005
612,102,276239.875177
612,111,345.756199
612,112,16455.490479
612,132,144.696503
612,142,568.942402
613,2,769.004942
613,21,214.803101
613,22,8231.215317
613,81,306.981499
613,82,821.460403
613,101,4744.052063
613,102,132899.879704
613,122,52.813499
613,131,512.942101
613,132,10765.710373
613,141,12464.254616
613,142,52765.835220
613,151,6760.416349
613,152,28477.142971
614,1,399.330524
614,2,350.208921
614,21,1666.664696
614,22,22181.105732
614,72,64.183502
614,81,9668.669216
614,82,11973.625656
614,91,66.373199
614,92,130.219501
614,101,6556.048286
614,102,31971.569601
614,121,181.741402
614,122,1337.233517
614,131,121.187897
614,132,3880.328308
614,141,1869.262093
614,142,4364.225948
614,151,254.705344
614,152,38.816700
615,1,126.719400
615,2,95.976999
615,21,250.416996
615,22,124.049000
615,81,2544.107185
615,82,3162.867313
615,91,96.916901
615,101,101.967201
615,102,4727.294827
615,131,99.823799
615,132,6570.844954
616,2,71.004101
616,102,1450.211899
616,132,830.399796
708,42,65.331497
708,52,326.981293
708,82,1112.639793
708,92,1637.763000
708,101,197.124306
708,102,4199.178513
708,122,198.643501
708,132,1716.312538
709,1,20.487400
709,42,325.600998
709,51,66.373199
709,52,2271.016884
709,81,128.754902
709,82,1231.206799
709,92,260.432495
709,121,66.689003
709,132,198.960999
714,1,187.972729
714,41,65.331497
714,42,648.333199
714,51,65.331497
714,52,587.168804
714,62,161.576302
714,72,55.237202
714,82,65.573997
714,92,322.898293
714,102,197.124306
714,132,1416.123020
715,42,259.534790
715,51,65.006203
715,52,1101.480766
715,72,130.175598
715,81,130.175598
715,82,384.486393
715,92,584.402397
715,102,1953.035461
715,132,65.250397
801,1,582.739940
801,2,508.127989
801,12,81.756798
801,91,3305.767036
801,92,54427.443272
801,101,437.791290
801,102,110255.939068
801,111,3017.745239
801,112,200135.283573
801,121,11118.594368
801,122,405109.099506
801,141,80.577797
801,142,2229.023415
802,1,202.010401
802,2,2255.050515
802,91,26663.031563
802,92,356079.939384
802,101,902.925003
802,102,71619.827969
802,111,622.071404
802,112,17450.352264
802,121,19955.453056
802,122,258339.189053
803,1,799.571823
803,2,2087.278901
803,11,161.876495
803,12,659.907112
803,91,50560.307354
803,92,314359.346882
803,101,74.829597
803,102,995.731907
803,111,2845.845600
803,112,6838.748447
803,121,164.826698
803,122,6054.498005
804,1,376.016361
804,2,616.216560
804,11,1749.528210
804,12,5508.489685
804,81,837.188602
804,82,4391.152481
804,91,5694.249088
804,92,49469.141846
804,111,4165.777679
804,112,12545.208126
804,122,71.555496
805,1,273.137341
805,2,40.327702
805,11,3320.169357
805,12,2199.929977
805,91,1973.614578
805,92,3612.047890
805,111,293.322891
805,112,820.145302
806,1,49.616100
806,2,157.069610
806,11,1172.897583
806,12,2290.105370
806,31,141.311798
806,32,496.417503
806,91,444.819099
806,92,6128.695354
806,111,38.849899
806,112,651.957787
807,1,43.022598
807,2,498.405048
807,12,305.848709
807,31,314.164993
807,32,1606.775414
807,91,133962.327168
807,92,892269.353817
807,101,36285.201363
807,102,117335.788910
807,111,110334.500072
807,112,963950.694420
807,121,191929.521431
807,122,1632547.331108
807,141,14596.228134
807,142,4504.492065
808,1,99.732903
808,2,539.220890
808,12,225.637299
808,31,227.186401
808,32,1667.160614
808,82,70.083504
808,91,22718.391659
808,92,163170.198517
808,101,144.588600
808,102,11381.033791
808,111,18969.746834
808,112,178398.966557
808,121,3882.623566
808,122,88707.626286
808,142,72.981201
809,1,460.689876
809,2,953.270548
809,12,1050.809116
809,31,696.048294
809,32,6649.112099
809,81,72.849297
809,82,260.928902
809,91,14159.769112
809,92,168800.886806
809,101,69.058899
809,102,14680.261818
809,111,4923.680275
809,112,103355.387997
809,121,1083.442196
809,122,18722.961613
810,1,660.443951
810,2,721.799767
810,12,8375.501469
810,31,1399.004700
810,32,12838.087757
810,81,809.757183
810,82,2604.427990
810,91,9031.266247
810,92,103898.113117
810,102,3428.789307
810,111,1154.797806
810,112,36925.714291
810,121,70.938599
810,122,1285.169987
811,1,1017.157222
811,2,2099.854703
811,11,222.803604
811,12,10500.407303
811,31,21221.160038
811,32,73176.363628
811,61,128.117805
811,81,977.686996
811,82,15642.485874
811,91,5928.563633
811,92,83822.962929
811,101,202.944496
811,102,7364.320126
811,111,1423.748512
811,112,18833.216270
811,122,152.147400
812,1,839.303675
812,2,2075.259365
812,11,63.262901
812,12,1618.405083
812,31,32942.579910
812,32,71830.870413
812,81,1766.317287
812,82,14723.402451
812,91,12416.459669
812,92,60603.214569
812,111,597.717503
812,112,9930.943523
817,1,313.737904
817,11,190.545799
817,31,535.421700
817,32,192.550507
817,61,320.086510
817,81,563.434410
817,82,881.783501
817,91,3739.248837
817,92,510.802708
817,111,809.981495
817,112,118.450901
910,2,37.756901
910,42,5735.732452
910,51,743.493904
910,52,30351.617241
910,61,58.421501
910,62,2675.216000
910,72,808.774899
910,82,3874.281811
910,132,310.051304
910,152,48.600401
911,1,32.748679
911,41,47.074699
911,42,115.555496
911,51,369.756496
911,52,2472.378498
911,82,171.850201
915,42,345.594204
915,52,406.581005
915,61,636.106312
915,62,13962.404701
915,72,2918.064293
