AEZ_ID,Type,Area(km2)
915,82,5502.736732
915,102,290.705505
915,122,58.146400
915,132,773.365807
915,152,152.787498
916,42,57.500099
916,52,2340.695679
916,62,1328.227184
916,72,1440.439194
916,82,1965.273575
916,122,57.777802
1008,2,517.311459
1008,51,64.924599
1008,52,584.320786
1008,82,131.374199
1008,91,130.174294
1008,92,1889.478661
1008,101,66.610298
1008,102,1527.336823
1008,121,1300.591915
1008,122,10257.951927
1008,132,66.293900
1008,141,319.198605
1008,142,1134.340996
1009,1,44.848369
1009,2,290.993237
1009,42,391.984688
1009,51,1111.006882
1009,52,14924.230103
1009,72,65.815201
1009,81,463.492416
1009,82,2952.031990
1009,91,130.981506
1009,92,2717.808247
1009,101,101.848495
1009,102,7100.143410
1009,121,899.383995
1009,122,20966.440151
1009,131,65.975304
1009,132,1314.849419
1009,141,26.829100
1014,52,966.805092
1014,82,64.596603
1014,101,64.760902
1014,102,258.632805
1014,122,64.678802
1014,132,904.514717
1015,42,260.503899
1015,51,258.300011
1015,52,1751.473518
1015,71,64.017303
1015,72,64.100502
1015,81,64.678802
1015,82,719.002514
1015,92,523.293007
1015,101,127.784702
1015,102,772.433796
1015,122,321.329109
1015,131,448.114712
1015,132,1614.275826
1104,1,589.396709
1104,2,226.688991
1104,11,2520.211811
1104,12,24979.402058
1104,22,79.351196
1104,81,78.563499
1104,82,79.493599
1104,91,60.076099
1104,111,328.248199
1104,122,391.172096
1105,1,81.506401
1105,2,6471.088641
1105,11,2845.575481
1105,12,77356.609299
1105,21,312.008987
1105,22,14436.967060
1105,81,633.560303
1105,82,10543.823944
1105,102,48.108002
1105,112,840.094902
1105,122,391.976593
1210,51,166.099903
1210,52,7691.145279
1210,82,110.956600
1211,1,160.898100
1211,2,212.794900
1211,42,1114.437099
1211,51,272.642593
1211,52,21170.215408
1211,81,53.597599
1211,82,1978.552284
1310,1,107.967199
1310,2,130.738697
1310,41,6386.252598
1310,42,88262.301861
1310,51,1551.747807
1310,52,35461.482418
1310,81,2752.841717
1310,82,51714.584967
1310,131,105.528500
1310,132,3301.387615
1406,1,94.377250
1406,2,359.595636
1406,11,3656.426895
1406,12,11955.361118
1406,22,152.318802
1406,81,82.093201
1406,82,390.831200
1406,101,164.619400
1406,112,45.960201
1503,11,590.737785
1503,12,1180.684097
1503,91,19859.260460
1503,92,21532.426628
1504,11,8476.585258
1504,12,39479.079926
1504,91,2368.957687
1504,92,9813.328125
1505,11,1191.187813
1505,12,10132.985703
1505,91,170.352402
1505,92,3833.496635
1611,12,230.442307
1611,21,2212.808479
1611,22,6031.481270
1611,32,153.516403
1611,41,152.033798
1611,42,1292.981674
1611,62,1063.936302
1611,101,455.809296
1611,102,1356.543594
1611,112,76.305298
1611,121,279.962696
1611,122,675.188202
1611,131,75.842102
1611,142,53.887798
1611,152,99.792099
1612,21,2823.576622
1612,22,7634.683403
1612,32,76.305298
1612,41,228.743797
1612,42,152.438499
1612,101,76.305298
1616,21,760.168884
1616,22,3964.349571
1616,42,304.471497
1616,61,455.402802
1616,62,533.156998
1616,101,531.710892
1616,102,986.161697
1616,121,150.686203
1616,122,299.392494
1616,131,227.701401
1701,21,4932.948059
1701,22,3474.513405
1701,101,80.917397
1701,111,1373.474190
1701,112,1774.884102
1702,21,1701.505302
1702,91,162.330002
1702,101,242.960304
1702,111,3729.693489
1703,11,405.456398
1703,12,6442.549408
1703,21,4474.020981
1703,22,22127.118866
1703,91,2841.662598
1703,92,5902.432419
1703,101,407.779785
1703,102,3345.333771
1703,111,7566.596428
1703,112,10758.292465
1704,11,5139.272751
1704,12,32573.190605
1704,22,3437.829185
1704,91,4216.193291
1704,92,18878.141617
1704,101,1373.660103
1704,102,484.811401
1704,111,407.622795
1704,112,3758.279968
1705,2,687.079998
1705,11,40447.180893
1705,12,150802.846870
1705,21,3858.306618
1705,22,13241.682259
1705,91,18144.215210
1705,92,38837.553421
1705,101,1578.955185
1705,102,37592.389835
1705,121,82.093201
1705,122,82.093201
1705,132,413.652695
1706,2,381.225098
1706,11,35743.568924
1706,12,128143.430347
1706,21,3301.818687
1706,22,4448.169128
1706,91,1169.961983
1706,92,4762.177589
1706,101,1164.912613
1706,102,6609.980427
1706,131,82.202202
1707,2,347.619927
1707,102,26394.018490
1707,122,4037.162460
1707,131,484.366196
1707,132,55147.098175
1707,142,642.304390
1708,2,31.173940
1708,11,79.634399
1708,22,1295.168098
1708,42,80.534599
1708,101,239.459000
1708,102,24352.284142
1708,112,402.569504
1708,121,161.468597
1708,122,22395.596970
1708,131,965.995712
1708,132,29400.877647
1708,142,161.069199
1709,11,12126.963371
1709,12,17318.659172
1709,21,3895.693275
1709,22,42685.192970
1709,32,1296.227585
1709,41,410.061096
1709,42,328.176003
1709,82,79.540703
1709,91,3329.725792
1709,92,2188.754593
1709,101,3110.764954
1709,102,26149.192223
1709,111,1138.769508
1709,112,8081.185883
1709,121,738.248001
1709,122,7847.242599
1709,131,81.756798
1709,132,1063.160690
1710,2,54.025700
1710,11,5284.214622
1710,12,15535.130280
1710,21,895.274605
1710,22,6379.898285
1710,32,82.380402
1710,91,3326.053284
1710,92,14072.591122
1710,101,1150.129013
1710,102,4948.460907
1710,111,244.456093
1710,112,734.061691
1710,121,165.308701
1710,122,1484.844391
1710,142,247.697098
1711,11,2982.873375
1711,12,6411.480118
1711,21,906.253899
1711,22,3547.075981
1711,32,164.864998
1711,92,7289.922089
1711,101,249.021095
1711,102,577.438805
1711,112,489.456894
1711,131,82.985901
1712,11,2662.891228
1712,12,333.069008
1713,82,158.123993
1713,101,2173.602715
1713,102,18397.614494
1713,131,4208.223946
1713,132,10297.948700
1713,141,1192.306389
1713,142,1350.870186
1713,151,1266.049484
1713,152,318.203697
1714,101,82.093201
1714,102,3347.519592
1714,122,2440.201698
1714,131,81.680099
1714,132,2862.703346
1715,1,34.799071
1715,2,236.828799
1715,12,82.485298
1715,22,82.519897
1715,101,164.865997
1715,102,1647.460670
1715,121,132.329102
1715,122,2324.250206
1715,142,82.519897
1716,2,63.400202
1716,12,248.104103
1716,102,886.623497
1716,122,1487.812599
1716,142,82.588501
1810,41,125.166199
1810,42,620.497204
1810,51,373.087803
1810,52,27870.992729
1810,81,61.634602
1810,82,5871.787441
1811,2,30.055971
1811,52,10038.478466
1811,82,2803.803005
1811,92,62.753799
1812,2,80.298770
1812,82,542.645100
1812,92,257.578800
1907,91,43771.852257
1907,92,146999.950623
1907,101,13864.692307
1907,102,63463.011307
1907,121,37568.917816
1907,122,91180.930801
1907,141,3292.282249
1907,142,2807.587761
1908,1,80.403900
1908,11,809.961700
1908,21,3488.430885
1908,22,242.988991
1908,91,91613.093620
1908,92,49563.955933
1908,101,9808.259567
1908,102,5448.451630
1908,121,5064.170349
1908,122,4343.658623
1908,141,1045.862022
1908,142,563.263405
1909,21,326.488304
1909,22,652.976906
1909,91,3097.655830
1909,92,4729.634392
2001,111,1184.593521
2001,112,8215.160660
2002,1,664.707298
2002,2,718.808100
2002,11,169.267105
2002,12,1519.725876
2002,91,170.141205
2002,92,84.459396
2002,111,1944.106903
2002,112,89415.495476
2002,142,1515.329208
2003,1,837.669495
2003,2,3873.782298
2003,11,2211.213600
2003,12,16007.793236
2003,21,414.435097
2003,22,26540.430382
2003,91,1019.761215
2003,92,35688.871765
2003,102,837.280388
2003,111,20733.041100
2003,112,395709.335205
2003,142,549.035995
2004,1,425.777107
2004,2,642.402579
2004,11,14085.373085
2004,12,142860.655212
2004,21,4078.978004
2004,22,88129.125790
2004,82,166.319000
2004,91,39674.130844
2004,92,326100.242386
2004,101,1426.623009
2004,102,6210.644562
2004,111,25048.172058
2004,112,241551.502537
2004,121,1260.015518
2004,122,171.264801
2004,131,171.471001
2004,132,685.911217
2004,141,257.319603
2004,142,514.291809
2005,1,4282.018070
2005,2,5902.397036
2005,11,353184.500439
2005,12,772017.228516
2005,21,11586.417595
2005,22,463147.783604
2005,91,116078.152126
2005,92,911611.271797
2005,101,6507.100609
2005,102,61301.305927
2005,111,7009.602917
2005,112,67388.155277
2005,121,281.616405
2005,131,514.247307
2005,132,943.156914
2005,141,2835.804325
2005,142,529.701508
2006,1,5418.774953
2006,2,13457.258058
2006,11,1498991.916422
2006,12,1561915.917145
2006,21,8831.143459
2006,22,213025.888462
2006,91,23170.704304
2006,92,109960.093002
2006,101,4987.272900
2006,102,31858.783577
2006,111,841.604000
2006,112,18032.874207
2006,121,241.689095
2006,122,355.861904
2006,131,770.078705
2006,141,225.356102
2010,11,326.950592
2010,12,5566.378815
2010,22,981.155182
2010,92,491.819199
2011,22,805.473396
2011,91,161.069000
2011,92,1047.422379
2012,1,346.163703
2012,2,2746.824358
2012,11,19607.988998
2012,12,128968.203495
2012,21,2299.587173
2012,22,67800.858089
2012,31,2708.025764
2012,32,17451.356976
2012,91,3144.982986
2012,92,144893.442471
2012,101,7179.114548
2012,102,174084.786716
2012,111,309.571098
2012,112,1349.840515
2012,121,41.668400
2012,122,744.495489
2012,142,84.169800
2106,2,207.216781
2106,11,599.271088
2106,12,8132.217125
2209,2,272.120649
2209,12,63.934101
2209,41,191.217602
2209,42,380.475903
2209,51,433.744400
2209,52,32514.369461
2209,81,766.783218
2209,82,14603.686089
2209,91,569.157703
2209,92,29948.728172
2209,101,63.683399
2209,102,247.492603
2209,121,128.200504
2209,122,2796.952190
2210,2,125.093620
2210,41,887.610394
2210,42,126.609299
2210,51,2008.690998
2210,52,18353.871758
2210,81,63.599499
2210,82,3619.829010
2210,91,689.692703
2210,92,555.519791
2210,101,63.599499
2301,101,3821.099991
2301,121,912.651382
2301,141,995.766098
2301,142,248.893295
2302,91,249.771309
2302,92,25402.479103
2302,101,6407.154099
2302,102,15011.808891
2303,11,84.225601
2303,91,13117.869461
2303,92,149835.012218
2303,102,83.868301
2304,91,84.321297
2304,92,17560.980934
2405,2,63.426672
2405,12,171.484604
2405,21,257.177902
2405,22,5569.839340
2405,91,514.391510
2405,92,17720.007294
2504,11,4416.903221
2504,12,6248.963112
2504,21,2999.114662
2504,22,9411.038795
2504,81,3834.288696
2504,82,8089.971786
2504,92,166.893700
2504,111,166.473404
2504,112,834.310219
2505,1,280.322697
2505,2,724.414956
2505,11,13843.220333
2505,12,39926.757069
2505,21,5010.130936
2505,22,45975.775993
2505,81,7502.159534
2505,82,14118.409355
2505,91,1410.370598
2505,92,9696.336147
2505,111,417.758408
2505,112,829.629997
2506,1,24.934000
2506,2,224.072790
2506,11,2905.838120
2506,12,4036.090981
2506,21,70.864998
2506,22,154.528496
2602,91,1347.242111
2602,92,13710.925667
2602,142,83.841499
2603,92,34397.254646
2604,2,261.648203
2604,11,595.405197
2604,12,8083.443123
2604,91,7561.322525
2604,92,43163.282795
2605,2,53.759201
2605,11,7429.413704
2605,12,50347.981949
2605,91,5975.044281
2605,92,100046.952583
2605,102,170.811401
2605,142,420.767292
2606,1,226.081301
2606,2,640.395286
2606,11,20879.110668
2606,12,145608.995686
2606,91,4909.233471
2606,92,25969.770348
2606,101,171.105202
2606,102,256.636490
2606,122,85.531097
2606,141,171.073097
2707,1,25.230499
2707,2,194.012702
2707,52,2191.842113
2707,82,1044.248104
2707,91,265.344902
2707,92,6649.005116
2707,101,6295.596718
2707,102,132875.060156
2707,121,939.190191
2707,122,1095.705196
2707,132,162.154999
2708,1,48.934541
2708,41,54.277699
2708,42,1195.859203
2708,52,6446.420444
2708,62,652.007099
2708,72,553.909504
2708,82,667.053406
2708,91,631.619503
2708,92,24627.227947
2708,101,897.008108
2708,102,50304.093052
2708,131,76.685598
2709,1,772.676223
2709,2,7336.495303
2709,41,8949.143496
2709,42,123985.092609
2709,51,518.823795
2709,52,9235.741989
2709,61,163.398598
2709,62,8356.806225
2709,72,334.894901
2709,81,22602.012556
2709,82,351857.788900
2709,91,1366.971304
2709,92,48072.883820
2709,101,222.674400
2709,102,16585.609331
2710,1,515.911533
2710,2,8588.511645
2710,41,5444.459206
2710,42,71633.124762
2710,51,2783.344004
2710,52,95115.594736
2710,61,155.869499
2710,62,3228.014891
2710,81,11164.975325
2710,82,153451.525358
2710,91,165.048603
2710,92,13768.694195
2710,102,653.748604
2711,1,52.530300
2711,2,447.893591
2711,41,578.430094
2711,42,3624.459505
2711,62,1171.869102
2711,82,88.266499
2713,1,874.330516
2713,2,17950.288000
2713,52,55.335201
2713,61,430.894207
2713,62,28540.882845
2713,72,526.541405
2713,81,6745.486208
2713,82,17889.849095
2713,91,101.173199
2713,92,7255.917793
2713,101,1759.332008
2713,102,43371.602913
2713,121,223.708897
2713,122,507.579997
2713,131,98802.525516
2713,132,924963.815711
2713,141,20.021099
2713,142,458.253527
2713,151,14468.670553
2713,152,203730.700679
2714,1,1694.071740
2714,2,31718.119626
2714,61,49768.245972
2714,62,639082.506339
2714,72,160.363201
2714,81,92973.246813
2714,82,1147787.720578
2714,91,155.370300
2714,92,15559.450827
2714,101,198.695801
2714,102,7766.804714
2714,111,214.877796
2714,112,45.674599
2714,121,54.471100
2714,122,483.235695
2714,131,119661.477209
2714,132,815476.045283
2714,141,46.382801
2714,142,185.791800
2714,151,2146.305958
2714,152,2915.447001
2715,1,2655.749627
2715,2,29260.016999
2715,41,773.868803
2715,42,27212.420971
2715,52,1301.340496
2715,61,107512.195738
2715,62,1924568.731875
2715,72,11979.245413
2715,81,94338.031462
2715,82,835026.127509
2715,91,683.751198
2715,92,64238.080297
2715,101,581.747402
2715,102,6508.150330
2715,112,215.359200
2715,121,132.722000
2715,122,180.749100
2715,131,6905.557808
2715,132,30485.401806
2715,141,127.982998
2715,142,134.448399
2715,151,92.198810
2715,152,1855.766126
2716,1,170.348701
2716,2,2557.824776
2716,42,1755.040096
2716,61,2114.205196
2716,62,44671.444641
2716,72,447.833096
2716,81,295.439800
2716,82,6447.048206
2716,91,149.622204
2716,92,2906.584023
2716,132,325.456497
2803,91,5161.627029
2803,92,25776.459045
2804,11,1867.959396
2804,12,1616.708817
2804,91,63452.466331
2804,92,132891.485710
2805,11,171.136703
2805,12,23583.262352
2805,91,21338.903473
2805,92,298531.024765
2806,2,80.915604
2806,11,3770.410431
2806,12,32212.977837
2806,91,85.622498
2806,92,19314.029266
2806,142,85.667000
2901,91,581.976105
2901,92,16229.545242
2901,101,24002.524719
2901,102,79641.030174
2901,121,20540.578300
2901,122,46165.879761
2901,141,39982.481377
2901,142,414458.621338
2902,1,106.104595
2902,2,57.853401
2902,11,243.781601
2902,91,2054.584496
2902,92,137765.007233
2902,101,159.773300
2902,102,15334.927780
2902,111,83.732300
2902,142,836.821976
2903,1,98.110500
2903,2,124.305801
2903,91,34146.995277
2903,92,235876.202217
2904,12,254.967102
2904,91,340.231003
2904,92,50366.576591
2907,122,803.012909
2907,142,173904.824287
3001,2,474.097517
3001,101,321.570702
3001,102,2155.699001
3001,141,700.047913
3001,142,18395.338764
3007,2,871.684478
3007,22,64.608299
3007,81,311.009789
3007,82,2893.615265
3007,101,240.997795
3007,102,27732.656097
3007,131,163.010094
3007,132,2009.589699
3007,141,947.266998
3007,142,140185.539768
3008,1,42.074600
3008,2,88.774980
3008,22,1186.425514
3008,52,280.477806
3008,81,69.938904
3008,82,9425.776905
3008,92,275.289398
3008,102,5189.959015
3008,112,491.553703
3008,122,517.081902
3008,132,844.057304
3008,142,1289.244926
3009,2,110.726301
3009,12,68.005699
3009,21,67.313797
3009,22,282.901604
3009,51,67.468498
3009,52,2157.659889
3009,81,1321.406502
3009,82,9672.314770
3009,91,268.469902
3009,92,3163.773399
3009,102,865.958092
3009,111,72.044998
3009,112,9674.347206
3009,121,72.044998
3009,122,1943.548492
3009,142,282.338501
3010,2,526.026600
3010,12,1550.233894
3010,22,280.741905
3010,32,509.207809
3010,42,540.502487
3010,51,136.688599
3010,52,5262.854630
3010,81,265.014091
3010,82,7385.746624
3010,92,4694.261127
3010,102,70.299301
3010,111,71.008797
3010,112,41019.523670
3010,122,141.947105
3010,132,345.956703
3010,142,70.797501
3011,2,197.624732
3011,12,1675.299660
3011,22,123.263302
3011,32,4772.383320
3011,42,253.011204
3011,52,7729.147476
3011,82,3134.223515
3011,92,1189.849403
3011,112,1425.368759
3012,1,423.470699
3012,2,3691.118464
3012,12,109.374104
3012,22,130.581894
3012,32,7207.605381
3012,52,1089.821915
3012,81,3470.629889
3012,82,22206.471041
3012,91,131.790100
3012,92,4476.179165
3012,141,31.322901
3013,2,263.145110
3013,21,292.082695
3013,22,270.102898
3013,81,781.115696
3013,82,3840.004986
3013,101,2961.008781
3013,102,23951.537210
3013,112,70.938599
3013,122,123.328598
3013,131,3705.098372
3013,132,18567.701691
3013,141,5112.445129
3013,142,33652.372795
3013,151,2281.289370
3013,152,16299.270879
3014,1,440.568202
3014,2,1843.661261
3014,21,1380.029198
3014,22,9908.736389
3014,81,2078.359694
3014,82,18048.105453
3014,92,339.553703
3014,101,1398.350908
3014,102,21068.755423
3014,111,71.427399
3014,112,71.496597
3014,131,1817.759304
3014,132,1627.158001
3014,141,59.510799
3014,142,3295.584419
3014,151,2770.786696
3014,152,629.365273
3015,1,1016.596828
3015,2,2744.835778
3015,21,495.138702
