AEZ_ID,Category,SoilCarbon(pg),VegCarbon(pg),Area(Km2)
502,102,0.025316,0.002948,4210.853996
502,121,0.036895,0.010544,3905.217186
502,122,0.066311,0.021825,8083.243874
502,142,0.000853,0.000040,65.997101
503,2,0.000998,0.000000,84.675400
503,11,0.003121,0.008351,417.544304
503,12,0.014869,0.040111,2005.525269
503,21,0.000936,0.003480,248.535805
503,22,0.097086,0.201936,14423.980080
503,91,0.021564,0.016412,5470.745377
503,92,0.289223,0.103031,34343.673553
503,102,0.013187,0.001339,1913.262123
503,122,0.008528,0.003377,1250.567711
504,2,0.000809,0.000000,77.009697
504,11,0.003349,0.008415,420.729408
504,12,0.319093,1.050895,52544.746056
504,21,0.050174,0.076636,5474.011742
504,22,0.991556,2.093463,149533.071831
504,91,0.182157,0.044839,14946.298309
504,92,1.103015,0.377032,125677.257515
504,122,0.003123,0.000684,253.173294
505,2,0.000123,0.000000,42.743401
505,11,0.004388,0.010135,506.730095
505,12,0.504712,1.472039,73601.937637
505,21,0.028999,0.047310,3379.257050
505,22,1.739478,3.285761,234697.187256
505,91,0.000197,0.000255,85.087402
505,92,0.480806,0.158501,52833.793182
508,2,0.001749,0.000000,164.002296
508,12,0.002343,0.006583,329.167404
508,91,0.067092,0.010798,3599.306877
508,92,0.084200,0.032913,10970.882530
508,102,0.061625,0.007070,10100.561279
508,122,0.012353,0.005314,1968.205780
509,11,0.003523,0.003306,165.313004
509,12,0.003550,0.008261,413.051399
509,21,0.117964,0.109816,7843.988815
509,22,0.146037,0.162306,11593.249741
509,91,1.308515,0.218545,72848.331718
509,92,0.905999,0.286531,95510.377625
509,102,0.048938,0.004944,7062.381363
509,122,0.003667,0.001770,655.376175
510,12,0.073778,0.240365,12018.271980
510,21,0.037826,0.022058,1575.564308
510,22,0.558532,1.035628,73973.458298
510,91,0.087741,0.009930,3309.999039
510,92,0.675111,0.188436,62812.164665
511,12,0.007828,0.016806,840.277702
511,22,0.023715,0.031773,2269.492462
511,92,0.079131,0.021185,7061.578300
607,1,0.000600,0.000000,95.296303
607,2,0.009737,0.000000,1666.985903
607,12,0.000593,0.001323,66.134903
607,22,0.037367,0.080688,5763.409050
607,82,0.192787,0.237340,23042.759586
607,101,0.213032,0.022866,32665.342766
607,102,3.434172,0.401512,573588.543976
607,111,0.002439,0.002004,364.273201
607,112,1.113950,0.719534,130824.377106
607,121,0.018512,0.007110,2633.421097
607,122,0.708837,0.274904,101816.167225
607,131,0.002495,0.000373,414.576004
607,132,0.012739,0.001690,1877.225220
607,141,0.014483,0.001369,2281.280296
607,142,0.221303,0.021071,35119.108715
608,2,0.003712,0.000000,401.639937
608,12,0.012579,0.020068,1003.424492
608,21,0.003185,0.001891,135.087799
608,22,0.254287,0.325398,23242.698399
608,82,0.024058,0.022860,2219.420990
608,92,0.001026,0.000236,78.766701
608,101,0.007206,0.000893,1275.520004
608,102,0.899236,0.081013,115733.065197
608,112,1.142158,0.634463,115356.827049
608,122,0.134313,0.037336,13827.979282
608,131,0.007010,0.000693,769.662079
608,132,0.051143,0.007069,7854.633972
608,141,0.002425,0.000322,536.915016
608,142,0.043363,0.003541,5901.247112
609,2,0.001176,0.000000,107.646702
609,12,0.036654,0.078506,3925.293785
609,21,0.006728,0.007583,541.644691
609,22,0.565800,0.759094,54220.964802
609,82,0.041173,0.038554,3743.147755
609,92,0.048541,0.011636,3878.643822
609,101,0.021374,0.001299,1855.666008
609,102,1.295313,0.081349,116213.387691
609,111,0.003161,0.001294,235.243790
609,112,1.131387,0.590149,107299.841106
609,122,0.025101,0.006974,2583.088879
609,132,0.020393,0.001824,2026.969498
609,142,0.006070,0.000456,759.976395
610,1,0.000263,0.000000,113.711209
610,2,0.000000,0.000000,22.587299
610,11,0.017503,0.042532,2126.575890
610,12,0.129092,0.271774,13588.706032
610,21,0.005367,0.007687,549.087692
610,22,0.246025,0.308721,22051.509998
610,82,0.004524,0.004832,469.099297
610,91,0.001323,0.000470,156.676102
610,92,0.137738,0.033404,11134.754669
610,101,0.000687,0.000055,78.002296
610,102,0.873895,0.048284,68976.779346
610,111,0.002003,0.001116,202.888893
610,112,1.256568,0.520876,94704.724113
610,122,0.005455,0.001243,460.305687
610,141,0.002676,0.000315,525.334702
610,142,0.030301,0.001592,2652.644707
611,22,0.023592,0.025737,1838.357246
611,92,0.467675,0.107504,35834.680084
611,102,1.168864,0.060461,86372.780411
611,112,0.695153,0.275950,50172.717197
611,122,0.000654,0.000154,57.063202
611,142,0.000530,0.000042,69.501503
612,1,0.000000,0.000000,75.724701
612,2,0.008792,0.000000,1055.933360
612,11,0.045359,0.091782,4589.109810
612,12,0.883667,1.193493,59674.666100
612,22,0.033273,0.033188,2370.574093
612,32,0.001361,0.001185,76.925400
612,82,0.000000,0.000768,74.577400
612,91,0.004424,0.001138,379.319695
612,92,1.375328,0.307263,102420.883053
612,101,0.067386,0.005759,8227.072205
612,102,3.649232,0.193254,276077.071276
612,111,0.002121,0.001902,345.756199
612,112,0.190346,0.090505,16455.490479
612,132,0.002430,0.000130,144.696503
612,142,0.006114,0.000341,568.942402
613,2,0.002548,0.000000,668.079033
613,21,0.003125,0.003007,214.803101
613,22,0.090198,0.115237,8231.215317
613,81,0.004346,0.003162,306.981499
613,82,0.010960,0.008461,821.460403
613,101,0.035598,0.003321,4744.052063
613,102,1.215504,0.092795,132564.681305
613,122,0.001547,0.000143,52.813499
613,131,0.006045,0.000462,512.942101
613,132,0.101665,0.009689,10765.710373
613,141,0.080716,0.007479,12464.254616
613,142,0.364943,0.031660,52765.835220
613,151,0.050841,0.000000,6760.416349
613,152,0.220376,0.000000,28477.142971
614,1,0.002576,0.000000,388.596325
614,2,0.000384,0.000000,306.784222
614,21,0.026939,0.023333,1666.664696
614,22,0.306196,0.310535,22181.105732
614,72,0.001668,0.000321,64.183502
614,81,0.192309,0.099587,9668.669216
614,82,0.184816,0.123328,11973.625656
614,91,0.001858,0.000199,66.373199
614,92,0.003517,0.000391,130.219501
614,101,0.041862,0.004589,6556.048286
614,102,0.281187,0.022314,31876.810801
614,121,0.002172,0.000491,181.741402
614,122,0.016310,0.003611,1337.233517
614,131,0.001049,0.000109,121.187897
614,132,0.025759,0.003492,3880.328308
614,141,0.009096,0.001122,1869.262093
614,142,0.024883,0.002619,4364.225948
614,151,0.002959,0.000000,254.705344
614,152,0.000641,0.000000,38.816700
615,1,0.000000,0.000000,126.719400
615,2,0.000563,0.000000,46.540600
615,21,0.004187,0.003506,250.416996
615,22,0.002362,0.001737,124.049000
615,81,0.058484,0.026204,2544.107185
615,82,0.057875,0.032578,3162.867313
615,91,0.000000,0.000291,96.916901
615,101,0.001678,0.000043,61.894901
615,102,0.129229,0.003218,4597.530926
615,131,0.003579,0.000090,99.823799
615,132,0.263119,0.005882,6536.060453
616,2,0.000310,0.000000,10.574500
616,102,0.049264,0.001015,1450.211899
616,132,0.031685,0.000747,830.399796
708,42,0.000628,0.001045,65.331497
708,52,0.003500,0.004414,326.981293
708,82,0.017193,0.011460,1112.639793
708,92,0.019592,0.004913,1637.763000
708,101,0.002242,0.000138,197.124306
708,102,0.053869,0.002939,4199.178513
708,122,0.003617,0.000536,198.643501
708,132,0.028608,0.001545,1716.312538
709,1,0.000000,0.000000,20.487400
709,42,0.005433,0.005210,325.600998
709,51,0.000393,0.000896,66.373199
709,52,0.021268,0.030659,2271.016884
709,81,0.001052,0.001326,128.754902
709,82,0.011778,0.012681,1231.206799
709,92,0.003255,0.000781,260.432495
709,121,0.000395,0.000180,66.689003
709,132,0.001668,0.000179,198.960999
714,1,0.000576,0.000000,187.972729
714,41,0.001190,0.001045,65.331497
714,42,0.006923,0.010373,648.333199
714,51,0.001190,0.000882,65.331497
714,52,0.006207,0.007927,587.168804
714,62,0.002161,0.001454,161.576302
714,72,0.000000,0.000276,55.237202
714,82,0.000630,0.000675,65.573997
714,92,0.004915,0.000969,322.898293
714,102,0.001895,0.000138,197.124306
714,132,0.017292,0.001275,1416.123020
715,42,0.003631,0.004153,259.534790
715,51,0.000689,0.000878,65.006203
715,52,0.011056,0.014870,1101.480766
715,72,0.001379,0.000651,130.175598
715,81,0.001379,0.001341,130.175598
715,82,0.003860,0.003960,384.486393
715,92,0.006989,0.001753,584.402397
715,102,0.024368,0.001367,1953.035461
715,132,0.000691,0.000059,65.250397
801,1,0.002276,0.000000,302.628202
801,2,0.000857,0.000000,132.859998
801,12,0.000838,0.001635,81.756798
801,91,0.016129,0.009917,3305.767036
801,92,0.359525,0.163107,54369.161270
801,101,0.003457,0.000306,437.791290
801,102,1.066900,0.077179,110255.939068
801,111,0.023604,0.016598,3017.745239
801,112,1.498360,1.100063,200011.540569
801,121,0.077433,0.030020,11118.594368
801,122,2.708151,1.093465,404986.891605
801,141,0.000000,0.000048,80.577797
801,142,0.005301,0.001337,2229.023415
802,1,0.001624,0.000000,156.864302
802,2,0.009009,0.000000,1212.641005
802,91,0.192936,0.078670,26223.233665
802,92,2.739978,1.065513,355171.081169
802,101,0.007224,0.000574,820.167900
802,102,0.676570,0.049849,71212.422867
802,111,0.006370,0.003421,622.071404
802,112,0.145568,0.095691,17398.384064
802,121,0.138654,0.053656,19872.596855
802,122,1.915408,0.695557,257613.628155
803,1,0.003160,0.000000,354.598799
803,2,0.005450,0.000000,750.468098
803,11,0.001498,0.003238,161.876495
803,12,0.006373,0.013198,659.907112
803,91,0.421873,0.148873,49624.381763
803,92,2.588558,0.933609,311202.877472
803,101,0.000607,0.000052,74.829597
803,102,0.002335,0.000212,303.391304
803,111,0.023005,0.014892,2707.644001
803,112,0.043037,0.033732,6133.056946
803,121,0.001751,0.000445,164.826698
803,122,0.053810,0.015844,5868.042801
804,1,0.000503,0.000000,41.869701
804,2,0.003935,0.000000,333.926098
804,11,0.016712,0.033886,1694.285511
804,12,0.063289,0.107402,5370.119083
804,81,0.007727,0.008623,837.188602
804,82,0.045824,0.045229,4391.152481
804,91,0.063958,0.016906,5635.371887
804,92,0.464369,0.148015,49338.372543
804,111,0.048438,0.022912,4165.777679
804,112,0.111673,0.062446,11353.874039
804,122,0.000721,0.000193,71.555496
805,1,0.001191,0.000000,106.928398
805,11,0.035250,0.066403,3320.169357
805,12,0.022398,0.043999,2199.929977
805,91,0.020438,0.005921,1973.614578
805,92,0.029762,0.010836,3612.047890
805,111,0.002024,0.001345,244.613190
805,112,0.008946,0.004511,820.145302
806,1,0.000437,0.000000,49.616100
806,11,0.013130,0.023458,1172.897583
806,12,0.028656,0.043675,2183.733173
806,31,0.001503,0.002176,141.311798
806,32,0.005661,0.007645,496.417503
806,91,0.005672,0.001334,444.819099
806,92,0.059181,0.018124,6041.403152
806,112,0.006001,0.003586,651.957787
807,2,0.002737,0.000000,431.473148
807,12,0.003134,0.006117,305.848709
807,31,0.003773,0.004838,314.164993
807,32,0.016046,0.024744,1606.775414
807,91,0.848220,0.401887,133962.327168
807,92,6.383644,2.676808,892269.353817
807,101,0.270821,0.025400,36285.201363
807,102,1.007787,0.082135,117335.788910
807,111,0.937891,0.606840,110334.500072
807,112,7.349550,5.301729,963950.694420
807,121,1.320053,0.518210,191929.521431
807,122,10.266448,4.407729,1632492.081810
807,141,0.002179,0.008758,14596.228134
807,142,0.006734,0.002703,4504.492065
808,1,0.000655,0.000000,99.732903
808,2,0.002948,0.000000,305.640797
808,12,0.001737,0.004513,225.637299
808,31,0.002749,0.003499,227.186401
808,32,0.016293,0.025674,1667.160614
808,82,0.000718,0.000722,70.083504
808,91,0.188270,0.068155,22718.391659
808,92,1.361682,0.489511,163170.198517
808,101,0.000000,0.000101,144.588600
808,102,0.093698,0.007967,11381.033791
808,111,0.151987,0.104334,18969.746834
808,112,1.305718,0.980251,178227.519756
808,121,0.020722,0.010483,3882.623566
808,122,0.599792,0.239511,88707.626286
808,142,0.000000,0.000044,72.981201
809,1,0.001726,0.000000,252.507077
809,2,0.003882,0.000000,391.574802
809,12,0.010138,0.021016,1050.809116
809,31,0.007640,0.010719,696.048294
809,32,0.061924,0.102396,6649.112099
809,81,0.000599,0.000750,72.849297
809,82,0.002179,0.002688,260.928902
809,91,0.147527,0.042479,14159.769112
809,92,1.498372,0.505405,168468.280308
809,101,0.000830,0.000048,69.058899
809,102,0.140829,0.010276,14680.261818
809,111,0.045646,0.026443,4807.727875
809,112,0.953278,0.568455,103355.387997
809,121,0.012210,0.002925,1083.442196
809,122,0.169085,0.050552,18722.961613
810,1,0.002002,0.000000,194.546299
810,2,0.003727,0.000000,515.894748
810,12,0.091482,0.167510,8375.501469
810,31,0.016348,0.021545,1399.004700
810,32,0.173338,0.197707,12838.087757
810,81,0.008637,0.008340,809.757183
810,82,0.034119,0.026826,2604.427990
810,91,0.113292,0.026525,8841.615349
810,92,1.108663,0.311506,103835.410915
810,102,0.034956,0.002400,3428.789307
810,111,0.015165,0.006005,1091.737206
810,112,0.415550,0.202696,36853.880894
810,121,0.000765,0.000192,70.938599
810,122,0.013814,0.003470,1285.169987
811,1,0.003500,0.000000,339.822099
811,2,0.012061,0.000000,1370.098647
811,11,0.002603,0.004456,222.803604
811,12,0.107350,0.208800,10439.994701
811,31,0.286941,0.326806,21221.160038
811,32,0.843895,1.126916,73176.363628
811,61,0.002478,0.001153,128.117805
811,81,0.009558,0.010070,977.686996
811,82,0.185277,0.160663,15598.331673
811,91,0.076186,0.017451,5817.161228
811,92,0.939855,0.250811,83603.790031
811,101,0.001859,0.000142,202.944496
811,102,0.069388,0.005155,7364.320126
811,111,0.014514,0.007073,1285.958912
811,112,0.204782,0.103583,18833.216270
811,122,0.001315,0.000411,152.147400
812,1,0.008329,0.000000,467.309296
812,2,0.008896,0.000000,702.416757
812,11,0.001742,0.001265,63.262901
812,12,0.015601,0.030515,1525.745583
812,31,0.385644,0.496096,32214.024910
812,32,0.819627,1.095154,71113.901007
812,81,0.021731,0.018193,1766.317287
812,82,0.180127,0.151155,14675.256252
812,91,0.197993,0.036630,12209.850767
812,92,0.651813,0.180952,60317.481363
812,111,0.009402,0.003287,597.717503
812,112,0.117815,0.054270,9867.189022
817,1,0.007669,0.000000,313.737904
817,11,0.003730,0.003811,190.545799
817,31,0.011158,0.008245,535.421700
817,32,0.002549,0.002965,192.550507
817,61,0.006191,0.002881,320.086510
817,81,0.010248,0.005803,563.434410
817,82,0.013096,0.009082,881.783501
817,91,0.074674,0.011218,3739.248837
817,92,0.009879,0.001532,510.802708
817,111,0.021779,0.004455,809.981495
817,112,0.002291,0.000651,118.450901
910,2,0.000466,0.000000,37.756901
910,42,0.081240,0.091772,5735.732452
910,51,0.008376,0.010037,743.493904
910,52,0.395648,0.409747,30351.617241
910,61,0.000709,0.000526,58.421501
910,62,0.036615,0.024077,2675.216000
910,72,0.010868,0.004044,808.774899
910,82,0.054814,0.039905,3874.281811
910,132,0.005087,0.000279,310.051304
910,152,0.000353,0.000000,48.600401
911,1,0.000000,0.000000,32.748679
911,41,0.000661,0.000753,47.074699
911,42,0.001387,0.001849,115.555496
911,51,0.003789,0.004992,369.756496
911,52,0.030699,0.033377,2472.378498
911,82,0.002242,0.001770,171.850201
915,42,0.004734,0.005530,345.594204
915,52,0.005731,0.005489,406.581005
915,61,0.007514,0.005725,636.106312
915,62,0.206935,0.125662,13962.404701
915,72,0.041791,0.014590,2918.064293
915,82,0.080914,0.056678,5502.736732
915,102,0.004722,0.000203,290.705505
915,122,0.000705,0.000157,58.146400
915,132,0.012700,0.000696,773.365807
915,152,0.002540,0.000000,152.787498
916,42,0.000681,0.000920,57.500099
916,52,0.028271,0.031599,2340.695679
916,62,0.016463,0.011954,1328.227184
916,72,0.018175,0.007202,1440.439194
916,82,0.025246,0.020242,1965.273575
916,122,0.000701,0.000156,57.777802
1008,2,0.003543,0.000000,390.938698
1008,51,0.000371,0.000876,64.924599
1008,52,0.005845,0.007888,584.320786
1008,82,0.000930,0.001353,131.374199
1008,91,0.001290,0.000391,130.174294
1008,92,0.017795,0.005668,1889.478661
1008,101,0.000394,0.000047,66.610298
1008,102,0.011571,0.001069,1527.336823
1008,121,0.013363,0.003512,1300.591915
1008,122,0.089124,0.027538,10199.296726
1008,132,0.000392,0.000060,66.293900
1008,141,0.002522,0.000192,319.198605
1008,142,0.010808,0.000681,1134.340996
1009,2,0.002267,0.000000,181.394798
1009,42,0.007138,0.006272,391.984688
1009,51,0.010692,0.014999,1111.006882
1009,52,0.134790,0.201477,14924.230103
1009,72,0.001198,0.000329,65.815201
1009,81,0.005364,0.004774,463.492416
1009,82,0.025367,0.030406,2952.031990
1009,91,0.002180,0.000393,130.981506
1009,92,0.028999,0.008153,2717.808247
1009,101,0.000893,0.000071,101.848495
1009,102,0.071178,0.004970,7100.143410
1009,121,0.006886,0.002068,766.084694
1009,122,0.187003,0.056609,20966.440151
1009,131,0.000391,0.000059,65.975304
1009,132,0.018369,0.001183,1314.849419
1009,141,0.000259,0.000016,26.829100
1014,52,0.007600,0.013052,966.805092
1014,82,0.001002,0.000665,64.596603
1014,101,0.001005,0.000045,64.760902
1014,102,0.003324,0.000181,258.632805
1014,122,0.001003,0.000175,64.678802
1014,132,0.011282,0.000814,904.514717
1015,42,0.003076,0.004168,260.503899
1015,51,0.003662,0.003487,258.300011
1015,52,0.017931,0.023645,1751.473518
1015,71,0.000993,0.000320,64.017303
1015,72,0.000994,0.000321,64.100502
1015,81,0.001003,0.000666,64.678802
1015,82,0.009746,0.007406,719.002514
1015,92,0.007553,0.001570,523.293007
1015,101,0.001982,0.000089,127.784702
1015,102,0.009924,0.000541,772.433796
1015,122,0.004985,0.000868,321.329109
1015,131,0.006621,0.000403,448.114712
1015,132,0.023714,0.001453,1614.275826
1104,1,0.007891,0.000000,215.339401
1104,2,0.003325,0.000000,118.040600
1104,11,0.085843,0.048656,2432.775414
1104,12,0.363932,0.499588,24979.402058
1104,22,0.001177,0.001111,79.351196
1104,81,0.002879,0.000809,78.563499
1104,82,0.001195,0.000819,79.493599
1104,91,0.002201,0.000180,60.076099
1104,111,0.012029,0.001805,328.248199
1104,122,0.005049,0.001056,391.172096
1105,1,0.001296,0.000000,35.372601
1105,2,0.035057,0.000000,4870.087719
1105,11,0.063260,0.056912,2845.575481
1105,12,1.162349,1.541009,77050.438797
1105,21,0.003266,0.004368,312.008987
1105,22,0.163206,0.198532,14180.847561
1105,81,0.006918,0.006526,633.560303
1105,82,0.126387,0.108601,10543.823944
1105,102,0.000000,0.000034,48.108002
1105,112,0.019906,0.004621,840.094902
1105,122,0.004103,0.001058,391.976593
1210,51,0.002426,0.002242,166.099903
1210,52,0.101007,0.103830,7691.145279
1210,82,0.001747,0.001143,110.956600
1211,1,0.002088,0.000000,87.589500
1211,2,0.000524,0.000000,54.675098
1211,42,0.009089,0.017282,1080.122700
1211,51,0.003274,0.003681,272.642593
1211,52,0.340705,0.284653,21085.373409
1211,81,0.001745,0.000552,53.597599
1211,82,0.046932,0.019951,1936.986786
1310,1,0.000557,0.000000,107.967199
1310,2,0.004897,0.000000,130.738697
1310,41,0.125292,0.102180,6386.252598
1310,42,1.302176,1.412197,88262.301861
1310,51,0.039468,0.020949,1551.747807
1310,52,0.698331,0.478730,35461.482418
1310,81,0.035351,0.028354,2752.841717
1310,82,0.689716,0.532660,51714.584967
1310,131,0.004624,0.000095,105.528500
1310,132,0.079993,0.002971,3301.387615
1406,1,0.000415,0.000000,18.804300
1406,2,0.004057,0.000000,147.718597
1406,11,0.044495,0.073129,3656.426895
1406,12,0.164406,0.239107,11955.361118
1406,22,0.003707,0.002132,152.318802
1406,81,0.001852,0.000846,82.093201
1406,82,0.008348,0.004026,390.831200
1406,101,0.001933,0.000115,164.619400
1406,112,0.001991,0.000253,45.960201
1503,11,0.003796,0.011815,590.737785
1503,12,0.008919,0.023614,1180.684097
1503,91,0.146581,0.059578,19859.260460
1503,92,0.152925,0.064597,21532.426628
1504,11,0.054751,0.169532,8476.585258
1504,12,0.269168,0.789582,39479.079926
1504,91,0.017831,0.007107,2368.957687
1504,92,0.070987,0.029440,9813.328125
1505,11,0.007993,0.023824,1191.187813
1505,12,0.084435,0.202660,10132.985703
1505,91,0.001927,0.000511,170.352402
1505,92,0.041785,0.011500,3833.496635
1611,12,0.002236,0.004609,230.442307
1611,21,0.028670,0.030979,2212.808479
1611,22,0.078361,0.084441,6031.481270
1611,32,0.001571,0.002364,153.516403
1611,41,0.002195,0.002433,152.033798
1611,42,0.017732,0.020688,1292.981674
1611,62,0.013447,0.009575,1063.936302
1611,101,0.005367,0.000319,455.809296
1611,102,0.017692,0.000950,1356.543594
1611,112,0.000985,0.000420,76.305298
1611,121,0.004041,0.000756,279.962696
1611,122,0.009747,0.001823,675.188202
1611,131,0.001095,0.000068,75.842102
1611,142,0.000000,0.000032,53.887798
1611,152,0.000726,0.000000,99.792099
1612,21,0.036899,0.039530,2823.576622
1612,22,0.099072,0.106886,7634.683403
1612,32,0.000985,0.001175,76.305298
1612,41,0.002951,0.003660,228.743797
1612,42,0.001967,0.002439,152.438499
1612,101,0.000985,0.000053,76.305298
1616,21,0.009924,0.010642,760.168884
1616,22,0.052548,0.055501,3964.349571
1616,42,0.004278,0.004872,304.471497
1616,61,0.006225,0.004099,455.402802
1616,62,0.007112,0.004798,533.156998
1616,101,0.007210,0.000372,531.710892
1616,102,0.014002,0.000690,986.161697
1616,121,0.001944,0.000407,150.686203
1616,122,0.003241,0.000808,299.392494
1616,131,0.003287,0.000205,227.701401
1701,21,0.041563,0.069061,4932.948059
1701,22,0.029438,0.048643,3474.513405
1701,101,0.000681,0.000057,80.917397
1701,111,0.011562,0.007554,1373.474190
1701,112,0.014941,0.009762,1774.884102
1702,21,0.014323,0.023821,1701.505302
1702,91,0.001366,0.000487,162.330002
1702,101,0.002045,0.000170,242.960304
1702,111,0.031396,0.020513,3729.693489
1703,11,0.004073,0.008109,405.456398
1703,12,0.066194,0.128851,6442.549408
1703,21,0.039560,0.062636,4474.020981
1703,22,0.197926,0.309780,22127.118866
1703,91,0.033715,0.008525,2841.662598
1703,92,0.070099,0.017707,5902.432419
1703,101,0.004303,0.000285,407.779785
1703,102,0.030622,0.002342,3345.333771
1703,111,0.079560,0.041616,7566.596428
1703,112,0.123079,0.059171,10758.292465
1704,11,0.032004,0.102785,5139.272751
1704,12,0.258003,0.651464,32573.190605
1704,22,0.031971,0.048130,3437.829185
1704,91,0.051213,0.012649,4216.193291
1704,92,0.196273,0.056634,18878.141617
1704,101,0.013186,0.000962,1373.660103
1704,102,0.004112,0.000339,484.811401
1704,111,0.005118,0.002242,407.622795
1704,112,0.044595,0.020671,3758.279968
1705,2,0.006899,0.000000,687.079998
1705,11,0.378382,0.808944,40447.180893
