countries,item,1988,1989,1990,1991,1992,2003,2004,2005,2006,2007
Afghanistan,Roundwood + (Total),2081061,2109668,2155216,2206747,2294676,3148176,3186832,3226629,3258194,3290522
Albania,Roundwood + (Total),2258000,2288000,2076000,2556000,2556000,296200,296200,296200,296200,430000
Algeria,Roundwood + (Total),5636499,5725653,5900620,6143128,6300453,7523973,7666503,7742132,7841881,7969540
Angola,Roundwood + (Total),3005194,3092878,3185007,3281874,3380879,4498202,4582673,4669664,4751966,4836600
Argentina,Roundwood + (Total),9624000,9724000,9824000,9924000,10449000,13678000,14917000,14218000,13871000,13551000
Armenia,Roundwood + (Total),0,0,0,0,0,66000,65000,42700,68000,46000
Aruba,Roundwood + (Total),0,0,0,0,0,0,0,0,0,150
Australia,Roundwood + (Total),19953433,19882064,20758312,20390530,20674352,31604000,31933000,31933000,31777000,32264000
Austria,Roundwood + (Total),14972000,16255000,16773000,15572000,12849000,17055000,16483000,16471000,19135000,21317341
Azerbaijan,Roundwood + (Total),0,0,0,0,0,6500,6500,6500,6500,6500
Bahamas,Roundwood + (Total),115000,115000,115000,115000,115000,17000,17000,17000,17000,49600
Bahrain,Roundwood + (Total),0,0,0,0,0,0,0,0,0,6300
Bangladesh,Roundwood + (Total),28416272,28602424,28383092,28581808,28568598,28009946,27976290,27943784,27866197,27790000
Barbados,Roundwood + (Total),0,0,0,0,1000,5000,5000,6000,6000,11100
Belarus,Roundwood + (Total),0,0,0,0,11396000,7542300,8622000,8696000,8756100,8756100
Belgium,Roundwood + (Total),0,0,0,0,0,4765000,4850000,4950000,5075000,5015000
Belgium-Luxembourg,Roundwood + (Total),3980000,4832000,5610000,4755000,4240000,0,0,0,0,0
Belize,Roundwood + (Total),187600,187600,187600,187600,187600,187600,187600,187600,155000,710800
Benin,Roundwood + (Total),5654507,5783776,5853160,5925505,5972375,549300,549300,6448188,6612554,6568000
Bhutan,Roundwood + (Total),3900030,3904123,3903812,3930528,3953821,4545689,4611867,4679168,4679168,4963900
Bolivia (Plurinational State of),Roundwood + (Total),2161794,2164189,2292879,2397026,2557183,2855626,2958150,3061337,3179860,3198800
Bosnia and Herzegovina,Roundwood + (Total),0,0,0,0,40000,4097886,3993000,3806000,4105000,3752000
Botswana,Roundwood + (Total),690014,684736,687128,689131,691829,754570,759980,765750,770032,774000
Brazil,Roundwood + (Total),189729645,197529534,194577560,198423030,202514910,255902476,243254745,255743328,257536994,261351000
British Virgin Islands,Roundwood + (Total),0,0,0,0,0,0,0,0,0,1300
Brunei Darussalam,Roundwood + (Total),225454,225581,225693,225742,226990,123690,123713,123737,123743,123800
Bulgaria,Roundwood + (Total),3438000,4203000,4089000,3650000,3545000,4832890,5985670,5861670,5992000,5696000
Burkina Faso,Roundwood + (Total),9152314,9349690,9641399,9767353,10046590,7337000,9211000,11704000,12231000,12744000
Burundi,Roundwood + (Total),5563872,5748829,5892276,5966728,6050778,8574433,8723247,8874727,9013678,9155000
Cambodia,Roundwood + (Total),11884983,11818703,11795231,11916523,11842757,9683046,9511078,9334072,9334072,9009000
Cameroon,Roundwood + (Total),9972701,10260187,10783650,10971508,11014641,10980353,11206789,11285004,11365824,12272000
Canada,Roundwood + (Total),190616000,188254000,162127000,160168000,169895000,179642000,208073000,203121000,183931000,160792000
Cape Verde,Roundwood + (Total),0,0,0,0,0,1542,1542,1542,1542,1542
Central African Republic,Roundwood + (Total),3449000,3530000,3480000,3434000,3734000,2783000,2832000,2832000,2832000,2841000
Chad,Roundwood + (Total),4996060,5054689,5174498,5267285,5423673,7000038,7123032,7248646,7360653,7474800
Chile,Roundwood + (Total),18854000,19003000,22085000,24508797,28373000,37001371,42587709,45642000,46705000,52633000
China,Roundwood + (Total),384407940,383598392,378555938,372562371,366176142,309898962,305923205,302028326,298169916,290667500
Colombia,Roundwood + (Total),10309598,10385489,10448607,10496886,9747426,11992700,10462200,11927059,10469700,10439900
Comoros,Roundwood + (Total),0,0,0,0,0,8650,8650,8650,8650,8650
Congo,Roundwood + (Total),2465350,2513297,2571745,2151001,2317973,3283401,3456000,3550000,3586790,3706300
Cook Islands,Roundwood + (Total),0,0,0,0,0,5000,5000,5000,5000,5000
Costa Rica,Roundwood + (Total),4687569,4566432,4533921,4484496,4601027,5140781,4519330,4636007,4621697,4608500
Cote dIvoire,Roundwood + (Total),10089320,10232332,11125441,10835389,10915127,10171380,10333120,10046979,10148373,10254400
Croatia,Roundwood + (Total),0,0,0,0,1989000,3847000,3841000,4018000,4452000,4210000
Cuba,Roundwood + (Total),2923000,2756000,3198189,3298488,3405509,2636000,2513000,2579000,2345000,2174200
Cyprus,Roundwood + (Total),61300,63300,62800,53800,45100,11990,10058,9656,7437,19672
Czech Republic,Roundwood + (Total),0,0,0,0,0,15140000,15601000,15510000,17678000,18508000
Czechoslovakia,Roundwood + (Total),18096000,18232000,18180000,15289000,14556000,0,0,0,0,0
Democratic Peoples Republic of Korea,Roundwood + (Total),4797770,4901471,4962858,5082871,5232934,7178357,7237495,7296953,7334996,7373000
Democratic Republic of the Congo,Roundwood + (Total),43618092,45243276,47236460,49756932,52936248,72483264,73857400,75264400,76448004,77660800
Denmark,Roundwood + (Total),2163000,2101000,2255000,2309000,2228000,1626940,1516000,2962500,2358000,2566000
Djibouti,Roundwood + (Total),0,0,0,0,0,0,0,0,0,0
Dominican Republic,Roundwood + (Total),562300,562300,562300,562300,562300,562300,562300,567700,891981,903400
Ecuador,Roundwood + (Total),6014900,6164900,6643900,6258000,6443000,6262517,6638159,6717995,5840356,6082000
Egypt,Roundwood + (Total),13478407,13784793,14101041,14403436,14747192,16905059,17060010,17216608,17326879,17438300
El Salvador,Roundwood + (Total),3632098,3702176,3743890,4683000,3826158,4829082,4854610,4880520,4886196,4892100
Equatorial Guinea,Roundwood + (Total),627000,640000,634000,589000,613000,866000,866000,866000,866000,606200
Eritrea,Roundwood + (Total),0,0,0,0,0,1265924,2407576,2449814,2488095,2527024
Estonia,Roundwood + (Total),0,0,0,0,2146000,10500000,6800000,5500000,5400000,4500000
Ethiopia,Roundwood + (Total),0,0,0,0,0,94533392,95957336,97408674,98631059,100059100
Ethiopia PDR,Roundwood + (Total),68584092,70844773,72640723,76139000,79080810,0,0,0,0,0
Fiji,Roundwood + (Total),332500,306800,306800,306800,306800,383000,490000,509000,509000,509000
Finland,Roundwood + (Total),44937000,47121000,43230000,34863000,38482000,54240434,54398265,52250182,50811617,56612179
France,Roundwood + (Total),42412000,44076000,68128000,68821000,68689000,56980000,57269000,63171000,61790177,58785798
French Guiana,Roundwood + (Total),231906,233647,232702,234277,235424,165570,170304,172273,171376,175500
French Polynesia,Roundwood + (Total),0,0,0,0,0,0,0,0,0,4300
Gabon,Roundwood + (Total),1828228,1870906,2084989,1779411,1993479,4632000,4570000,3728105,4030028,3932000
Gambia,Roundwood + (Total),463169,489223,520733,549283,594614,741594,750701,760000,769021,778200
Georgia,Roundwood + (Total),0,0,0,0,0,449700,542900,615900,641164,838006
Germany,Roundwood + (Total),43470000,48126000,84707000,33618000,32954000,51182000,54504000,56946000,62290000,76728000
Ghana,Roundwood + (Total),13720000,13790000,14310000,12379000,16300000,22078000,22028000,21878000,34343530,35492900
Greece,Roundwood + (Total),3102000,2491000,2492000,2546000,2321000,1672856,1693678,1522857,1561840,1742916
Guadeloupe,Roundwood + (Total),17000,17000,17000,20800,19900,15300,15300,15300,32120,32200
Guatemala,Roundwood + (Total),10763000,11050000,11340000,11834150,12156324,15934873,16323542,16670211,17063047,17414100
Guinea,Roundwood + (Total),9967752,10154687,10425241,10865439,8207000,12236288,12286470,12338298,12389441,12442200
Guinea-Bissau,Roundwood + (Total),563000,565000,567000,571000,573000,592000,592000,592000,592000,592000
Guyana,Roundwood + (Total),1119189,1121345,1065961,1060715,1071361,1210635,1332302,1360009,1433952,1381900
Haiti,Roundwood + (Total),1821599,1842660,1867210,1901817,1980004,2224158,2231557,2239070,2247047,2255100
Honduras,Roundwood + (Total),9422292,9345676,9301868,9280765,9107556,9504428,9619212,9632614,9541133,9463200
Hungary,Roundwood + (Total),6515000,6520000,5973000,5490000,5006000,5785000,5660300,5940000,5913000,5640000
Iceland,Roundwood + (Total),0,0,0,0,0,0,0,0,0,0
India,Roundwood + (Total),292360717,296256630,300646233,306234997,308466843,321027107,326649344,328677293,329444448,330210200
Indonesia,Roundwood + (Total),174293452,172591940,164408996,162766084,158773420,112004236,112712276,111291356,106769686,102175886
Iran (Islamic Republic of),Roundwood + (Total),1095000,1264000,1217000,1495000,1400000,906000,820000,774000,794000,867000
