countries,item,1988,1989,1990,1991,1992,2003,2004,2005,2006,2007
Afghanistan,Roundwood + (Total),0,0,0,0,99,203,5725,5725,2401,902
Albania,Roundwood + (Total),0,0,0,0,95,590,590,590,590,590
Algeria,Roundwood + (Total),197500,131200,25790,62893,68297,16844,78525,78525,33655,23939
American Samoa,Roundwood + (Total),0,0,0,0,0,15,15,15,15,15
Andorra,Roundwood + (Total),0,0,2046,2219,4093,2696,2696,2696,2696,2696
Angola,Roundwood + (Total),0,0,0,600,0,696,3419,3419,2049,2461
Anguilla,Roundwood + (Total),0,0,345,40,331,0,0,0,0,0
Antigua and Barbuda,Roundwood + (Total),0,0,368,176,354,377,377,377,377,377
Argentina,Roundwood + (Total),6300,1000,5220,2136,2744,0,7475,7475,1748,1748
Armenia,Roundwood + (Total),0,0,0,0,0,1000,1200,1000,2500,1220
Aruba,Roundwood + (Total),0,0,1445,622,843,1022,1022,1022,1022,1022
Australia,Roundwood + (Total),900,5700,2725,1449,10583,2200,2200,1200,1700,1700
Austria,Roundwood + (Total),4325500,3878100,4587609,6400486,4983929,7694000,9069000,8901000,9428000,8983000
Azerbaijan,Roundwood + (Total),0,0,0,0,0,8106,6400,4091,20854,5440
Bahamas,Roundwood + (Total),11700,14400,25888,49960,22208,27541,67327,67327,63918,107872
Bahrain,Roundwood + (Total),30000,30000,1984,1227,873,726,906,954,401,883
Bangladesh,Roundwood + (Total),50000,60000,3429,3379,18637,194226,343783,343783,329214,10214
Barbados,Roundwood + (Total),500,700,4194,2894,172,4815,8042,8042,8006,9500
Belarus,Roundwood + (Total),0,0,0,0,112,76504,76504,76504,76504,76504
Belgium,Roundwood + (Total),0,0,0,0,0,2691904,2898085,3207000,3330248,4145343
Belgium-Luxembourg,Roundwood + (Total),3341200,3434200,2191330,2510466,2329230,0,0,0,0,0
Belize,Roundwood + (Total),0,0,976,68,644,9089,3476,3476,1824,3776
Benin,Roundwood + (Total),0,0,0,0,0,66001,15001,15001,16,165
Bhutan,Roundwood + (Total),0,0,114,175,0,0,0,0,0,0
Bolivia (Plurinational State of),Roundwood + (Total),0,0,9772,652,137,1500,1500,1000,1000,1000
Bosnia and Herzegovina,Roundwood + (Total),0,0,0,0,15,0,13387,53634,53634,30371
Botswana,Roundwood + (Total),0,0,0,0,0,400,400,400,400,400
Brazil,Roundwood + (Total),25900,40000,4287,5679,8871,18200,15400,25352,34214,34214
British Virgin Islands,Roundwood + (Total),0,0,405,0,347,179,179,179,179,179
Brunei Darussalam,Roundwood + (Total),0,0,1503,455,672,1544,259,259,259,324
Bulgaria,Roundwood + (Total),223500,134800,0,711,130922,71000,78000,48037,52211,315291
Burkina Faso,Roundwood + (Total),0,0,8,4,0,0,3404,3404,3404,3404
Burundi,Roundwood + (Total),0,0,0,0,0,0,234,234,235,1464
Cambodia,Roundwood + (Total),0,0,0,0,0,0,1465,1465,1465,1473
Cameroon,Roundwood + (Total),0,0,0,120,0,0,0,0,0,0
Canada,Roundwood + (Total),4977000,4650000,1548777,2281285,5151335,6653064,6027072,6345655,5877350,5172068
Cape Verde,Roundwood + (Total),0,0,176,296,1200,459,2921,2921,1952,2349
Cayman Islands,Roundwood + (Total),0,0,3140,8030,4004,1738,1738,1738,1738,1738
Central African Republic,Roundwood + (Total),0,0,0,0,0,1038,1038,1038,1,1
Chad,Roundwood + (Total),0,0,0,0,0,0,30,30,184,184
Chile,Roundwood + (Total),0,0,4770,96,597,0,0,0,0,0
China,Roundwood + (Total),13963900,11844714,7249807,8059028,8495021,26985765,27648793,30943165,33721165,46651165
Christmas Island,Roundwood + (Total),0,0,0,194,0,0,0,0,0,0
Cocos (Keeling) Islands,Roundwood + (Total),0,0,74,0,16,0,0,0,0,0
Colombia,Roundwood + (Total),0,0,0,179,6264,28,1829,1829,349,349
Comoros,Roundwood + (Total),0,0,0,167,0,0,0,0,0,0
Congo,Roundwood + (Total),0,0,176,0,22,0,0,0,0,0
Cook Islands,Roundwood + (Total),0,0,0,54,27,0,0,0,0,0
Costa Rica,Roundwood + (Total),0,0,207,0,27,4800,3218,3218,3218,3218
Cote dIvoire,Roundwood + (Total),0,0,0,140,0,10000,10000,10000,10000,10000
Croatia,Roundwood + (Total),0,0,0,0,30184,95000,50000,63000,70000,50000
Cuba,Roundwood + (Total),20700,5700,0,0,0,0,112,112,112,272
Cyprus,Roundwood + (Total),26600,26600,4050,4149,2968,781,777,493,787,698
Czech Republic,Roundwood + (Total),0,0,0,0,0,597000,707000,1162000,1273000,884000
Czechoslovakia,Roundwood + (Total),154600,92300,95239,324121,356900,0,0,0,0,0
Democratic Peoples Republic of Korea,Roundwood + (Total),0,0,286,0,0,0,0,0,0,0
Democratic Republic of the Congo,Roundwood + (Total),0,0,0,11,30,46,122,122,920,1760
Denmark,Roundwood + (Total),230700,282500,286536,319306,364276,870374,782809,1152938,638717,506166
Djibouti,Roundwood + (Total),0,0,3291,515,0,183,850,850,902,273
Dominica,Roundwood + (Total),700,600,3454,1539,0,546,1376,1376,1118,1384
Dominican Republic,Roundwood + (Total),40500,17500,2375,962,3925,9200,12673,12673,16672,29719
Ecuador,Roundwood + (Total),0,0,0,0,99,300,402,402,402,402
Egypt,Roundwood + (Total),200100,116700,70380,96321,102479,85119,116000,116000,116000,116000
El Salvador,Roundwood + (Total),100,0,2992,41,31,20272,1751,1751,2344,246
Equatorial Guinea,Roundwood + (Total),0,0,138,0,0,0,0,0,0,0
Eritrea,Roundwood + (Total),0,0,0,0,0,0,4429,4429,6444,1289
Estonia,Roundwood + (Total),0,0,0,0,0,941109,1484365,1883926,1811022,1433953
Ethiopia,Roundwood + (Total),0,0,0,0,0,0,0,0,0,15901
Ethiopia PDR,Roundwood + (Total),0,0,0,0,552,0,0,0,0,0
Falkland Islands (Malvinas),Roundwood + (Total),0,0,93,3,168,0,0,0,0,0
Faroe Islands,Roundwood + (Total),0,0,559,598,456,1214,1214,1214,1214,1214
Fiji,Roundwood + (Total),0,0,0,0,0,2159,3503,3503,1762,568
Finland,Roundwood + (Total),5825000,6437500,5237074,4456030,5264283,13043674,13114524,16211820,14829207,13097525
France,Roundwood + (Total),1213000,1083000,1350581,1853381,1845307,2281159,2213819,2393854,2645661,3229704
French Guiana,Roundwood + (Total),0,0,11,48,35,714,714,714,714,714
French Polynesia,Roundwood + (Total),1300,1300,701,3878,1198,11223,1919,1919,3557,4892
Gabon,Roundwood + (Total),0,0,0,0,21,0,0,0,0,0
Gambia,Roundwood + (Total),0,0,11,7,284,759,759,759,116,116
Georgia,Roundwood + (Total),0,0,0,0,0,0,63,1,4410,16735
Germany,Roundwood + (Total),2952700,2819400,2016000,1601493,1631845,2608000,2347000,3421000,4216283,5218000
Ghana,Roundwood + (Total),0,0,801,281,0,0,2661,2661,2661,2661
Gibraltar,Roundwood + (Total),0,0,215,140,728,121,121,121,121,121
Greece,Roundwood + (Total),307400,552900,268319,281549,251757,493283,650568,327835,284660,490330
Greenland,Roundwood + (Total),0,0,158,191,45,892,892,892,892,892
Grenada,Roundwood + (Total),0,0,0,0,0,0,0,0,0,0
Guadeloupe,Roundwood + (Total),900,900,7792,5613,4565,5305,5305,5305,5305,5305
