countries,item,1988,1989,1990,1991,1992,2003,2004,2005,2006,2007
Albania,Bovine Meat,0,0,0,0,0,30,30,16,8,0
Albania,"Butter, Ghee",0,0,0,0,0,0,0,0,0,0
Albania,Cephalopods,0,0,0,0,0,0,0,3,100,231
Albania,Cheese,0,0,0,0,0,18,4,0,0,0
Albania,Crustaceans,0,0,0,0,0,5,1,3,20,17
Albania,Demersal Fish,0,0,0,760,430,85,93,104,99,43
Albania,Eggs,0,0,0,0,0,531,626,656,145,2308
Albania,"Fats, Animals, Raw",0,0,0,0,0,0,0,0,1,0
Albania,Fish Meal,0,0,0,0,0,44,77,29,36,19
Albania,Freshwater Fish,0,0,0,0,0,40,44,164,321,119
Albania,Hides and Skins,0,0,0,0,0,3352,4444,4078,4028,4212
Albania,Honey,0,0,0,0,0,5,0,0,4,0
Albania,"Marine Fish, Other",1020,1750,470,250,224,219,185,241,225,307
Albania,"Meat, Other",0,0,5,0,5,140,0,14,45,19
Albania,Milk - Excluding Butter,0,0,0,0,0,142,31,0,16,0
Albania,"Milk, Skimmed",0,0,0,0,0,0,0,0,0,0
Albania,"Milk, Whole",0,0,0,0,0,3,0,0,8,0
Albania,"Molluscs, Other",2358,1502,3263,962,721,50,377,32,30,58
Albania,Mutton and Goat Meat,0,0,0,0,0,0,0,0,0,0
Albania,"Offals, Edible",0,0,0,0,0,0,3,105,325,10
Albania,Pelagic Fish,0,0,2300,500,50,3688,3928,3835,6403,4010
Albania,Pigmeat,0,0,0,0,0,21,2,5,215,37
Albania,Poultry Meat,0,0,0,0,0,7,0,3,227,1
Albania,Silk,0,0,0,0,0,0,21,0,25,14
Albania,Whey,0,0,0,0,0,0,0,0,0,0
Albania,Wool (Clean Eq.),160,70,50,0,40,273,376,342,187,146
Algeria,Bovine Meat,0,0,0,0,0,6,8,3,23,0
Algeria,"Butter, Ghee",0,0,0,0,0,3,0,0,0,0
Algeria,Cephalopods,0,0,0,0,66,574,455,701,656,854
Algeria,Cheese,0,0,0,0,0,132,207,62,23,0
Algeria,Crustaceans,3,27,50,218,353,1383,1372,1751,1511,1170
Algeria,Demersal Fish,0,0,0,0,28,26,2,5,5,6
Algeria,Eggs,0,0,0,0,0,27,0,1,3,0
Algeria,"Fats, Animals, Raw",0,0,0,0,0,1,11,8,19,0
Algeria,Freshwater Fish,2,0,0,9,44,88,131,72,168,212
Algeria,Hides and Skins,0,0,0,50,394,3571,1309,806,3697,613
Algeria,"Meat, Other",12,12,12,6,18,97,425,266,251,491
Algeria,Milk - Excluding Butter,0,0,0,0,0,23455,12130,12836,6991,1577
Algeria,"Milk, Skimmed",0,0,0,0,0,10,0,0,10,0
Algeria,"Milk, Whole",0,0,0,0,0,22387,10751,12128,6627,1577
Algeria,"Molluscs, Other",0,0,0,0,7,3,5,1,1,0
Algeria,Mutton and Goat Meat,0,0,0,0,0,1,0,3,3,0
Algeria,Pelagic Fish,107,60,142,286,583,242,87,149,333,422
Algeria,Pigmeat,0,0,0,0,0,0,0,0,0,0
Algeria,Poultry Meat,0,0,0,1,0,1,0,2,3,0
Algeria,Whey,0,0,0,0,0,0,0,14,0,0
Algeria,Wool (Clean Eq.),0,0,0,0,0,0,0,0,0,0
Angola,Bovine Meat,0,0,0,0,0,1,1,1,1,1
Angola,Cephalopods,0,169,94,401,252,1101,1665,751,149,763
Angola,Cheese,0,0,0,0,0,0,0,0,0,0
Angola,Crustaceans,320,67,277,357,817,1007,1033,1587,1837,1405
Angola,Demersal Fish,0,0,0,0,0,237,76,464,437,264
Angola,Eggs,0,0,0,0,0,0,0,0,0,0
