country_ID,crop_ID,year,HA_kHa_rainfed,Yield_kgHa_rainfed,Prod_kt_rainfed,HA_kHa_irrigated,Yield_kgHa_irrigated,Prod_kt_irrigated,HA_kHa,Yield_kgHa,Prod_kt,lookup
1,1,2005,1697,1365,2317,89,2809,250,1786,1437,2567,1_1_2005
1,1,2030,1825,1463,2670,79,4205,330,1904,1576,3000,1_1_2030
1,1,2050,2001,1554,3110,68,5735,390,2069,1691,3500,1_1_2050
1,2,2005,0,0,0,0,1500,0,0,1500,0,1_2_2005
1,2,2030,0,0,0,0,1701,1,0,1701,1,1_2_2030
1,2,2050,0,0,0,0,1801,1,0,1801,1,1_2_2050
1,3,2005,0,0,0,1,2500,2,1,2500,2,1_3_2005
1,3,2030,0,0,0,0,0,0,0,0,0,1_3_2030
1,3,2050,0,0,0,0,0,0,0,0,0,1_3_2050
1,4,2005,799,1551,1240,0,0,0,799,1551,1240,1_4_2005
1,4,2030,881,1703,1500,0,0,0,881,1703,1500,1_4_2030
1,4,2050,1020,1961,2000,0,0,0,1020,1961,2000,1_4_2050
1,5,2005,0,0,0,0,0,0,0,0,0,1_5_2005
1,5,2030,0,0,0,0,0,0,0,0,0,1_5_2030
1,5,2050,0,0,0,0,0,0,0,0,0,1_5_2050
1,6,2005,0,0,0,0,4000,2,0,4000,2,1_6_2005
1,6,2030,0,0,0,0,5600,0,0,5600,0,1_6_2030
1,6,2050,0,0,0,0,6933,0,0,6933,0,1_6_2050
1,7,2005,69,1195,82,0,0,0,69,1195,82,1_7_2005
1,7,2030,22,1274,28,0,0,0,22,1274,28,1_7_2030
1,7,2050,23,1321,31,0,0,0,23,1321,31,1_7_2050
1,8,2005,16,9606,154,80,24015,1925,96,21613,2079,1_8_2005
1,8,2030,5,10067,55,58,26677,1547,63,25245,1602,1_8_2030
1,8,2050,8,10539,82,63,29634,1866,71,27543,1948,1_8_2050
1,9,2005,0,0,0,0,0,0,0,0,0,1_9_2005
1,9,2030,0,0,0,0,0,0,0,0,0,1_9_2030
1,9,2050,0,0,0,0,0,0,0,0,0,1_9_2050
1,10,2005,0,0,0,0,0,0,0,0,0,1_10_2005
1,10,2030,0,0,0,0,0,0,0,0,0,1_10_2030
1,10,2050,0,0,0,0,0,0,0,0,0,1_10_2050
1,11,2005,0,0,0,0,0,0,0,0,0,1_11_2005
1,11,2030,0,0,0,0,0,0,0,0,0,1_11_2030
1,11,2050,0,0,0,0,0,0,0,0,0,1_11_2050
1,12,2005,0,0,0,0,0,0,0,0,0,1_12_2005
1,12,2030,0,0,0,0,0,0,0,0,0,1_12_2030
1,12,2050,0,0,0,0,0,0,0,0,0,1_12_2050
1,13,2005,0,0,0,0,0,0,0,0,0,1_13_2005
1,13,2030,0,0,0,0,0,0,0,0,0,1_13_2030
1,13,2050,0,0,0,0,0,0,0,0,0,1_13_2050
1,14,2005,0,0,0,0,0,0,0,0,0,1_14_2005
1,14,2030,0,0,0,0,0,0,0,0,0,1_14_2030
1,14,2050,0,0,0,0,0,0,0,0,0,1_14_2050
1,15,2005,68,691,47,0,0,0,68,691,47,1_15_2005
1,15,2030,79,732,58,0,0,0,79,732,58,1_15_2030
1,15,2050,92,767,70,0,0,0,92,767,70,1_15_2050
1,16,2005,70,5857,410,100,21140,2114,170,14847,2524,1_16_2005
1,16,2030,69,10773,740,113,32412,3659,182,24229,4399,1_16_2030
1,16,2050,68,12735,866,118,36973,4363,186,28112,5228,1_16_2050
1,17,2005,0,0,0,0,0,0,0,0,0,1_17_2005
1,17,2030,0,0,0,0,0,0,0,0,0,1_17_2030
1,17,2050,0,0,0,0,0,0,0,0,0,1_17_2050
1,18,2005,0,0,0,46,13976,636,46,13976,636,1_18_2005
1,18,2030,0,0,0,63,15200,955,63,15200,955,1_18_2030
1,18,2050,0,0,0,76,16132,1226,76,16132,1226,1_18_2050
1,19,2005,280,4096,1147,112,11250,1260,392,6140,2407,1_19_2005
1,19,2030,273,4484,1225,111,11790,1309,384,6595,2535,1_19_2030
1,19,2050,250,5832,1458,120,12442,1493,370,7976,2951,1_19_2050
1,20,2005,264,1111,294,0,0,0,264,1111,294,1_20_2005
1,20,2030,197,1857,366,0,0,0,197,1857,366,1_20_2030
1,20,2050,206,1942,400,0,0,0,206,1942,400,1_20_2050
1,21,2005,0,0,0,15,1933,29,15,1933,29,1_21_2005
1,21,2030,0,0,0,27,2341,63,27,2341,63,1_21_2030
1,21,2050,0,0,0,37,2688,100,37,2688,100,1_21_2050
1,22,2005,0,0,0,0,0,0,0,0,0,1_22_2005
1,22,2030,0,0,0,0,0,0,0,0,0,1_22_2030
1,22,2050,0,0,0,0,0,0,0,0,0,1_22_2050
1,23,2005,0,0,0,0,0,0,0,0,0,1_23_2005
1,23,2030,0,0,0,0,0,0,0,0,0,1_23_2030
1,23,2050,0,0,0,0,0,0,0,0,0,1_23_2050
1,24,2005,3,1133,3,0,0,0,3,1133,3,1_24_2005
1,24,2030,4,1331,5,0,0,0,4,1331,5,1_24_2030
1,24,2050,5,1478,7,0,0,0,5,1478,7,1_24_2050
1,25,2005,0,0,0,0,0,0,0,0,0,1_25_2005
1,25,2030,0,0,0,0,0,0,0,0,0,1_25_2030
1,25,2050,0,0,0,0,0,0,0,0,0,1_25_2050
1,26,2005,0,0,0,0,0,0,0,0,0,1_26_2005
1,26,2030,0,0,0,0,0,0,0,0,0,1_26_2030
1,26,2050,0,0,0,0,0,0,0,0,0,1_26_2050
1,27,2005,0,0,0,0,0,0,0,0,0,1_27_2005
1,27,2030,0,0,0,0,0,0,0,0,0,1_27_2030
1,27,2050,0,0,0,0,0,0,0,0,0,1_27_2050
1,28,2005,0,0,0,0,0,0,0,0,0,1_28_2005
1,28,2030,0,0,0,0,0,0,0,0,0,1_28_2030
1,28,2050,0,0,0,0,0,0,0,0,0,1_28_2050
1,29,2005,0,0,0,0,0,0,0,0,0,1_29_2005
1,29,2030,0,0,0,0,0,0,0,0,0,1_29_2030
1,29,2050,0,0,0,0,0,0,0,0,0,1_29_2050
1,30,2005,0,0,0,0,0,0,0,0,0,1_30_2005
1,30,2030,0,0,0,0,0,0,0,0,0,1_30_2030
1,30,2050,0,0,0,0,0,0,0,0,0,1_30_2050
1,31,2005,0,0,0,5,1269,7,5,1269,7,1_31_2005
1,31,2030,0,0,0,9,1465,14,9,1465,14,1_31_2030
1,31,2050,0,0,0,11,1515,16,11,1515,16,1_31_2050
