Emission control parameters with tech change,,,,,

Moderate amount of technical change,,,,,
"	GDP0 shifts by 1.25 over 105 years (0.21% per year)",,,,,
"	",,,,,
INPUT_TABLE,,,,,
Variable ID,,For Nox,,,
807,,,,,
"OGGDPPARMS(igas,isrc,1:4,:)",,,,,
gas,Nsrc's,,,,
4,24,,,,
Source,,F_max,GDP_0,Tau,techchange
1,elec_coal,0,25,20,0.21
2,ec_igcc,0,25,20,0.21
3,elec_oil,0,25,20,0.21
4,eo_igcc,0,25,20,0.21
5,elec_gas,0,25,20,0.21,
6,eg_igcc,0,25,20,0.21,
7,inds_coal,0,25,20,0.21,
8,inds_oil,0,25,20,0.21,
9,inds_gas,0,25,20,0.21,
10,inds_biom,0,25,20,0.21,
11,bldg_coal,0,25,20,0.21,
12,bldg_oil,0,25,20,0.21,
13,bldg_gas,0,25,20,0.21,
14,bldg_biom,0,25,20,0.21,
15,trans_coal,0,25,20,0.21,
16,trans_oil,0,25,20,0.25,:--- Shifted time scale for transportation
17,trans_gas,0,25,20,0.21,
18,trans_biom,0,25,20,0.21,
19,agri_crop,0,25,20,0.21,
20,agri_past,0,25,20,0.21,
21,inds_proc,0,25,20,0.21
22,savannah,0,25,20,0.21
23,deforest,0,25,20,0.21
24,agri_was,0,25,20,0.21


INPUT_TABLE,,,,,
Variable ID,,,,,
808,,,,,
"OGGDPPARMS(igas,isrc,1:3,L)",,,,,
gas,Nregions,,"Increase GDP0 for all sources to be closer to Current GDP, since GDP in these regions is higher",,
4,3,,,,
Region,F_max,GDP_0,Tau,,
1,0,30,20,US,
2,0,30,20,CANADA,
5,0,27,20,AUS&NZ,


INPUT_TABLE,,,,,
Variable ID,,,,,
805,,,,,
"OGGDPPARMS(igas,isrc,1:3,L)",,,,,
gas,src,,Increase GDP0 for transportation oil compared to other sources,,
4,16,,transportation_oil,,
Region,F_max,GDP_0,Tau,,
1,0,35,20,US,Increase even further since current GDP is higher
2,0,35,20,CANADA,Increase even further since current GDP is higher
3,0,25,20,WEUR,
4,0,25,20,JAPAN,
5,0,30,20,AUS&NZ,Increase even further since current GDP is higher
6,0,25,20,FSU,
7,0,25,20,ACENP,
8,0,25,20,MIDEAST
9,0,25,20,AFRICA
10,0,25,20,L AMER
11,0,25,20,S&E ASIA
12,0,25,20,EEUR
13,0,25,20,KOR
14,0,25,20,INDIA



INPUT_TABLE,,,,
Variable ID,,For CO,,
807,,,,
"OGGDPPARMS(igas,isrc,1:4,:)",,,,
gas,Nsrc's,,,
5,18,,,
Source,,F_max,GDP_0,Tau,techchange
1,elec_coal     ,0,10,10,0.21
2,elec_oil      ,0,10,10,0.21
3,elec_gas      ,0,10,10,0.21
4,inds_coal     ,0,10,10,0.21
5,inds_oil      ,0,10,10,0.21
6,inds_gas      ,0,10,10,0.21
7,inds_biom     ,0,10,10,0.21
8,bldg_coal      ,0,10,10,0.21
9,bldg_oil       ,0,10,10,0.21
10,bldg_gas       ,0,10,10,0.21
11,bldg_biom      ,0,10,10,0.21
12,trans_coal    ,0,10,10,0.21
13,trans_oil     ,0,10,10,0.21
14,trans_gas     ,0,10,10,0.21
15,inds_proc     ,0,10,10,0.21
16,savannah,0,10,10,0.21
17,deforest,0,10,10,0.21
18,agri_was,0,10,10,0.21



INPUT_TABLE,,,,,
Variable ID,,For VOCs,,,
807,,,,,
"OGGDPPARMS(igas,isrc,1:4,:)",,,,,
gas,Nsrc's,,,,
6,19,,,,
Source,,F_max,GDP_0,Tau,techchange
1,elec_coal      ,0,10,10,0.21
2,elec_oil       ,0,10,10,0.21
3,elec_gas       ,0,10,10,0.21
4,inds_coal      ,0,10,10,0.21,
5,inds_oil       ,0,10,10,0.21,
6,inds_gas       ,0,10,10,0.21,
7,inds_biom      ,0,10,10,0.21,
8,bldg_coal       ,0,10,10,0.21,
9,bldg_oil        ,0,10,10,0.21,
10,bldg_gas        ,0,10,10,0.21,
11,bldg_biom       ,0,10,10,0.21,
12,trans_coal     ,0,10,10,0.21,
13,trans_oil      ,0,15,15,0.21,:--- Longer time scale for transportation
14,trans_gas      ,0,10,10,0.21,
15,fosfu_prod,0,10,10,0.21,
16,inds_proc,0,10,10,0.21,
17,savannah,0,10,10,0.21,
18,deforest,0,10,10,0.21,
18,agri_was,0,10,10,0.21,



EoF
