; RCP4.5 Emissions, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; http://tntcat.iiasa.ac.at:8787/RcpDb/dsd?Action=htmlpage&page=download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;UNITS:,GtC/yr,GtC/yr,MtCH4/yr,MtN2O-N/yr,MtS/yr,GgS/yr,MtCO/yr,Mt/yr,MtN/yr,Mt/yr,kg/yr,kg/yr,Mt/yr,kg/yr,MtN/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr
1993,6.124,1.2981006,328.50656,7.3131034,60.929841,60929.841,1089.707,219.02026,37.933487,7.7425403,7742540300,7635542300,35.177028,35177028000,34.207861,11.998354,2.3733837,0,7.3453102,0,0,0.3768163,8.4161579,2.3685965,0.18499007,0,6.3118123,144.94,228.999,67.857,8.322,11.681,85.436,372.232,188.092,23.101,22.5,10.23,0.509,3.344,1.7,210.402,3510.801
1994,6.242,1.2895956,324.46375,7.5072841,59.917178,59917.178,1086.6061,217.82065,37.966174,7.7514345,7751434500,7644436500,35.229381,35229381000,34.331799,11.998587,2.3736205,0,7.588207,0,0,1.8251048,21.399077,3.8347584,0.1819901,0,5.0042369,127.137,232.722,61.065,6.105,11.011,77.289,244.236,179.101,33.844,25.599,9.105,0.589,4.75,1.68,212.619,3510.907
1995,6.372,1.2750104,320.42094,7.6191035,58.904515,58904.515,1083.5052,216.62104,37.998862,7.7603288,7760328800,7653330800,35.281735,35281735000,34.508115,10.501674,2.3738573,0,10.211528,0,0,2.9802177,29.726101,6.0409628,0.099994794,0,6.0534232,119.235,194.71,22.978,4.784,9.083,85.021,201.637,243.238,41.961,24.275,10.035,0.669,3.991,1.3,200.199,3511.005
1996,6.51,1.2511025,316.37814,7.6520638,57.891852,57891.852,1080.4043,215.42143,38.03155,7.769223,7769223000,7662225000,35.334088,35334088000,34.960533,11.999071,2.3740941,0,10.248182,0,0,3.4188812,40.584859,6.1499876,0.43697783,0,6.0553054,115.437,178.907,27.962,2.943,7.019,70.403,89.184,211.181,51.431,26.411,10.743,0.729,2.691,0.85,201.834,3511.082
1997,6.619,1.2181397,312.33533,7.9097526,56.879189,56879.189,1077.3034,214.22182,38.064237,7.7781173,7778117300,7671119300,35.386441,35386441000,35.833672,11.999322,2.3743309,0,10.284399,0,0,5.354049,50.643567,6.2587493,0.40797848,0,4.4857403,95.388,160.981,18.663,1.886,5.429,74.423,62.53,208.614,46.639,22.493,9.909,0.789,2.594,0.7,207.696,3511.082
1998,6.588,1.2148431,308.29252,7.8957263,55.866526,55866.526,1074.2026,213.02222,38.096925,7.7870115,7787011500,7680013500,35.438794,35438794000,37.03165,11.999575,2.3745677,0,10.320704,0.087305408,0,7.2031812,59.652126,6.3676829,0.92795208,0,4.7490393,92.401,152.715,14.831,1.199,4.223,84.361,29.412,249.912,58.131,27.683,9.837,0.607,2.491,0.71,206.946,3511.082
1999,6.569,1.1827892,304.24971,7.5269849,54.853863,54853.863,1071.1017,211.82261,38.129612,7.7959058,7795905800,7688907800,35.491147,35491147000,38.458587,10.502692,2.3748045,0,10.357655,0.78573737,0,8.1531677,67.043997,6.4775249,1.35393,0,6.3219597,94.931,145.169,14.362,0.784,3.32,69.242,24.668,230.91,55.817,28.047,9.806,0.467,2.39,0.631,195.938,3511.082
2000,6.735,1.1488,300.2069,7.4566,53.8412,53841.2,1068.0008,210.623,38.1623,7.8048,7804800000,7697802000,35.5435,35543500000,40.0186,12.0001,2.3749,0.4624,10.3949,4,0,8.5381,75.0393,6.234,1.9509,17.9257,5.5382,99.227,140.712,17.777,0.567,2.609,74.132,18.584,229.638,55.602,26.296,8.834,0.328,2.295,0.562,186.206,3511.082
2001,6.8959,1.132,303.4092,7.503,54.4191,54419.1,1066.7448,211.5938,38.2888,7.8945,7894500000,7787502000,35.7143,35714300000,40.3916,11.925,2.4345,0.4651,10.4328,5.3987,0.6471,9.0301,84.0409,7.4947,1.6449,19.7183,5.699,81.839,117.202,12.051,0.45,2.069,65.195,13.253,270.443,57.19,28.001,8.669,0.282,2.209,0.5,181.525,3511.082
2002,6.949,1.2317,306.5788,7.5487,54.9961,54996.1,1065.4691,212.5632,38.4153,7.9842,7984200000,7877202000,35.8845,35884500000,40.7646,11.8481,2.4915,0.4058,10.4708,6.7975,1.294,9.8852,94.7161,8.7389,2.508,21.5109,5.8596,81.408,100.258,6.019,0.423,1.609,69.565,13.487,243.015,57.77,22.43,8.524,0.235,2.131,0.445,181.887,3511.082
2003,7.286,1.2257,309.7164,7.5942,55.5716,55571.6,1064.1741,213.5311,38.5418,8.0734,8073400000,7966402000,36.0543,36054300000,41.1378,11.7693,2.5463,0.3939,10.5083,8.196,1.9411,12.0788,101.4157,9.9776,3.341,23.3035,6.0201,90.865,107.745,2.604,0.37,1.288,69.381,8.444,252.962,48.801,23.232,7.77,0.189,2.057,0.396,177.539,3511.082
2004,7.6719,1.2429,312.824,7.6394,56.1461,56146.1,1062.8596,214.4977,38.6684,8.1623,8162300000,8055302000,36.2232,36223200000,41.5107,11.6885,2.599,0.4062,10.5454,9.5947,2.5882,12.5073,113.9297,11.2136,4.269,25.096,6.1805,78.182,87.647,5.237,0.378,1.046,67.383,10.874,263.062,43.847,23.348,7.653,0.189,1.987,0.353,174.26,3511.082
2005,7.971,1.1955,315.9027,7.6841,56.7195,56719.5,1061.5255,215.4628,38.7948,8.2512,8251200000,8144202000,36.3917,36391700000,41.8837,11.6059,2.6494,0.4358,10.8116,10.9935,3.2351,13.7591,120.9334,12.4483,4.8901,26.8885,6.3407,49.49,51.552,0.854,0.227,0.785,65,10.874,283.408,46.641,26.458,7.518,0.189,1.92,0.314,168.841,3511.082
2006,8.0985,1.1385,317.2396,7.721,56.3034,56303.4,1057.0145,214.0518,38.5859,8.2245,8224500000,8117502000,35.9952,35995200000,41.9902,11.411,2.5813,0.4427,10.5529,12.3831,3.8803,14.4509,121.0746,12.7893,5.1614,31.23,6.4709,48.471,49.808,1.119,0.136,0.588,58.5,10.874,297.615,48.747,34.767,6.992,0.049,1.834,0.279,167.857,3511.082
2007,8.226,1.0815,318.5722,7.7579,55.8873,55887.3,1052.4683,212.6378,38.3772,8.1977,8197700000,8090702000,35.598,35598000000,42.0965,11.2139,2.5131,0.4492,10.2947,13.7731,4.5246,15.1335,129.6223,13.1314,5.4292,35.5714,6.6013,47.083,46.366,0.911,0.082,0.441,52,10.874,311.265,50.583,39.869,6.502,0.049,1.752,0.249,167.857,3511.082
2008,8.3531333,1.0245333,319.8964,7.7946667,55.4711,55471.1,1047.8519,211.21813,38.168667,8.1708667,8170866700,8063868700,35.199467,35199467000,42.202733,11.012133,2.4452667,0.45503333,10.037233,15.162767,5.1677,15.798,133.99193,13.4753,5.6901667,39.912933,6.286,45.74,43.216,0.806,0.049,0.331,45.5,10.874,324.431,52.161,39.099,6.047,0.049,1.675,0.221,167.857,3511.082
2009,8.4802667,0.96756667,321.2206,7.8314333,55.0549,55054.9,1043.2354,209.79847,37.960133,8.1440333,8144033300,8037035300,34.800933,34800933000,42.308967,10.810367,2.3774333,0.46086667,9.7797667,16.552433,5.8108,16.4625,138.36157,13.8192,5.9511333,44.254467,5.9707,44.442,40.334,0.754,0.029,0.248,39,10.874,337.175,53.496,38.069,5.624,0.049,1.601,0.197,167.857,3511.082
2010,8.6074,0.9106,322.5448,7.8682,54.6387,54638.7,1038.619,208.3788,37.7516,8.1172,8117200000,8010202000,34.4024,34402400000,42.4152,10.6086,2.3096,0.4667,9.5223,17.9421,6.4539,17.127,142.7312,14.1631,6.2121,48.596,5.6554,42.976,36.906,0.377,0.018,0.186,32.5,7.266,349.552,54.598,36.801,5.23,0,1.521,0.175,167.857,3511.082
2011,8.73381,0.85362,323.84112,7.90492,54.22214,54222.14,1033.7724,206.94006,37.54386,8.09002,8090020000,7983022000,33.99919,33999190000,42.5208,10.3919,2.24289,0.43848,8.68531,22.21208,6.53107,18.54246,147.40164,14.51343,5.65092,52.93749,5.34014,41.557,33.769,0.189,0.011,0.14,26,7.266,361.61,55.479,35.314,4.864,0,1.445,0.156,167.857,3511.082
2012,8.86022,0.79664,325.13744,7.94164,53.80558,53805.58,1028.9259,205.50132,37.33612,8.06284,8062840000,7955842000,33.59598,33595980000,42.6264,10.1752,2.17618,0.41026,7.84832,26.48206,6.60824,19.95792,152.07208,14.86376,5.08974,57.27898,5.02488,40.186,30.898,0.094,0.006,0.105,19.5,7.266,373.391,56.152,33.625,4.524,0,1.373,0.139,167.857,3511.082
2013,8.98663,0.73966,326.43376,7.97836,53.38902,53389.02,1024.0793,204.06258,37.12838,8.03566,8035660000,7928662000,33.19277,33192770000,42.732,9.9585,2.10947,0.38204,7.01133,30.75204,6.68541,21.37338,156.74252,15.21409,4.52856,61.62047,4.70962,38.86,28.272,0.047,0.004,0.079,13,7.266,384.93,56.625,31.75,4.207,0,1.304,0.124,167.857,3511.082
2014,9.11304,0.68268,327.73008,8.01508,52.97246,52972.46,1019.2328,202.62384,36.92064,8.00848,8008480000,7901482000,32.78956,32789560000,42.8376,9.7418,2.04276,0.35382,6.17434,35.02202,6.76258,22.78884,161.41296,15.56442,3.96738,65.96196,4.39436,37.578,25.869,0.024,0.002,0.059,6.5,7.266,396.259,56.909,29.705,3.913,0,1.239,0.11,167.857,3511.082
2015,9.23945,0.6257,329.0264,8.0518,52.5559,52555.9,1014.3863,201.1851,36.7129,7.9813,7981300000,7874302000,32.38635,32386350000,42.9432,9.5251,1.97605,0.3256,5.33735,39.292,6.83975,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.338,23.67,0.012,0.001,0.044,0,0,407.405,57.013,27.502,3.639,0,1.177,0.098,155.925,3511.082
2016,9.36586,0.56872,330.32272,8.08852,52.13934,52139.34,1009.5397,199.74636,36.50516,7.95412,7954120000,7847122000,31.98314,31983140000,43.0488,9.3084,1.90934,0.29738,4.50036,43.56198,6.91692,25.61976,170.75384,16.26508,2.84502,74.64494,3.76384,35.138,21.658,0.006,0.001,0.033,0,0,417.103,57.113,25.476,3.384,0,1.118,0.087,155.925,3511.082
2017,9.49227,0.51174,331.61904,8.12524,51.72278,51722.78,1004.6932,198.30762,36.29742,7.92694,7926940000,7819942000,31.57993,31579930000,43.1544,9.0917,1.84263,0.26916,3.66337,47.83196,6.99409,27.03522,175.42428,16.61541,2.28384,78.98643,3.44858,33.979,19.817,0.003,0,0.025,0,0,425.539,57.207,23.611,3.147,0,1.062,0.078,155.925,3511.082
2018,9.61868,0.45476,332.91536,8.16196,51.30622,51306.22,999.8466,196.86888,36.08968,7.89976,7899760000,7792762000,31.17672,31176720000,43.26,8.875,1.77592,0.24094,2.82638,52.10194,7.07126,28.45068,180.09472,16.96574,1.72266,83.32792,3.13332,32.858,18.133,0.001,0,0.019,0,0,432.879,57.297,21.896,2.927,0,1.009,0.069,155.925,3511.082
2019,9.74509,0.39778,334.21168,8.19868,50.88966,50889.66,995.00005,195.43014,35.88194,7.87258,7872580000,7765582000,30.77351,30773510000,43.3656,8.6583,1.70921,0.21272,1.98939,56.37192,7.14843,29.86614,184.76516,17.31607,1.16148,87.66941,2.81806,31.773,16.591,0.001,0,0.014,0,0,439.265,57.382,20.318,2.722,0,0.959,0.061,155.925,3511.082
2020,9.8715,0.3408,335.508,8.2354,50.4731,50473.1,990.1535,193.9914,35.6742,7.8454,7845400000,7738402000,30.3703,30370300000,43.4712,8.4416,1.6425,0.1845,1.1524,60.6419,7.2256,31.2816,189.4356,17.6664,0.6003,92.0109,2.5028,30.725,15.181,0,0,0.01,0,0,444.821,57.463,18.867,2.531,0,0.911,0.055,155.925,3511.082
2021,9.97968,0.32835,335.85701,8.26904,49.71227,49712.27,990.11353,194.87285,35.58304,7.79487,7794870000,7687872000,30.2411,30241100000,43.66264,8.442,1.65926,0.17723,1.1063,61.78125,7.31559,31.32967,191.31961,17.94569,0.56612,92.38631,2.54361,29.711,13.891,0,0,0.008,0,0,449.654,57.54,17.531,2.354,0,0.865,0.049,155.925,3511.082
2022,10.08786,0.3159,336.20602,8.30268,48.95144,48951.44,990.07356,195.7543,35.49188,7.74434,7744340000,7637342000,30.1119,30111900000,43.85408,8.4424,1.67602,0.16996,1.0602,62.9206,7.40558,31.37774,193.20362,18.22498,0.53194,92.76172,2.58442,28.73,12.71,0,0,0.006,0,0,453.859,57.613,16.302,2.189,0,0.822,0.043,155.925,3511.082
2023,10.19604,0.30345,336.55503,8.33632,48.19061,48190.61,990.03359,196.63575,35.40072,7.69381,7693810000,7586812000,29.9827,29982700000,44.04552,8.4428,1.69278,0.16269,1.0141,64.05995,7.49557,31.42581,195.08763,18.50427,0.49776,93.13713,2.62523,27.782,11.63,0,0,0.004,0,0,457.517,57.682,15.172,2.036,0,0.781,0.039,155.925,3511.082
2024,10.30422,0.291,336.90404,8.36996,47.42978,47429.78,989.99362,197.5172,35.30956,7.64328,7643280000,7536282000,29.8535,29853500000,44.23696,8.4432,1.70954,0.15542,0.968,65.1993,7.58556,31.47388,196.97164,18.78356,0.46358,93.51254,2.66604,26.865,10.641,0,0,0.003,0,0,460.7,57.748,14.132,1.894,0,0.742,0.034,155.925,3511.082
2025,10.4124,0.27855,337.25305,8.4036,46.66895,46668.95,989.95365,198.39865,35.2184,7.59275,7592750000,7485752000,29.7243,29724300000,44.4284,8.4436,1.7263,0.14815,0.9219,66.33865,7.67555,31.52195,198.85565,19.06285,0.4294,93.88795,2.70685,25.979,9.737,0,0,0.002,0,0,463.469,57.811,13.175,1.761,0,0.705,0.031,155.925,3511.082
2026,10.52058,0.2661,337.60206,8.43724,45.90812,45908.12,989.91368,199.2801,35.12724,7.54222,7542220000,7435222000,29.5951,29595100000,44.61984,8.444,1.74306,0.14088,0.8758,67.478,7.76554,31.57002,200.73966,19.34214,0.39522,94.26336,2.74766,25.122,8.909,0,0,0.002,0,0,465.878,57.87,12.295,1.638,0,0.669,0.027,155.925,3511.082
2027,10.62876,0.25365,337.95107,8.47088,45.14729,45147.29,989.87371,200.16155,35.03608,7.49169,7491690000,7384692000,29.4659,29465900000,44.81128,8.4444,1.75982,0.13361,0.8297,68.61735,7.85553,31.61809,202.62367,19.62143,0.36104,94.63877,2.78847,24.293,8.152,0,0,0.001,0,0,467.974,57.927,11.485,1.523,0,0.636,0.024,155.925,3511.082
2028,10.73694,0.2412,338.30008,8.50452,44.38646,44386.46,989.83374,201.043,34.94492,7.44116,7441160000,7334162000,29.3367,29336700000,45.00272,8.4448,1.77658,0.12634,0.7836,69.7567,7.94552,31.66616,204.50768,19.90072,0.32686,95.01418,2.82928,23.491,7.459,0,0,0.001,0,0,469.797,57.98,10.74,1.417,0,0.604,0.022,155.925,3511.082
2029,10.84512,0.22875,338.64909,8.53816,43.62563,43625.63,989.79377,201.92445,34.85376,7.39063,7390630000,7283632000,29.2075,29207500000,45.19416,8.4452,1.79334,0.11907,0.7375,70.89605,8.03551,31.71423,206.39169,20.18001,0.29268,95.38959,2.87009,22.716,6.825,0,0,0.001,0,0,471.384,58.031,10.055,1.317,0,0.574,0.019,155.925,3511.082
2030,10.9533,0.2163,338.9981,8.5718,42.8648,42864.8,989.7538,202.8059,34.7626,7.3401,7340100000,7233102000,29.0783,29078300000,45.3856,8.4456,1.8101,0.1118,0.6914,72.0354,8.1255,31.7623,208.2757,20.4593,0.2585,95.765,2.9109,21.966,6.245,0,0,0.001,0,0,472.764,58.08,9.424,1.225,0,0.545,0.017,155.925,3511.082
2031,10.99177,0.21454,338.85573,8.58349,42.03872,42038.72,985.80309,202.69076,34.54297,7.2846,7284600000,7177602000,28.95954,28959540000,45.48715,8.46737,1.8237,0.1119,0.66362,72.90303,8.24943,31.72409,210.39103,20.74256,0.25838,95.88014,2.95352,21.241,5.714,0,0,0,0,0,467.698,57.831,8.826,1.139,0,0.518,0.015,155.925,3511.082
2032,11.03024,0.21278,338.71336,8.59518,41.21264,41212.64,981.85238,202.57562,34.32334,7.2291,7229100000,7122102000,28.84078,28840780000,45.5887,8.48914,1.8373,0.112,0.63584,73.77066,8.37336,31.68588,212.50636,21.02582,0.25826,95.99528,2.99614,20.54,5.228,0,0,0,0,0,457.026,57.299,8.259,1.06,0,0.492,0.013,155.925,3511.082
2033,11.06871,0.21102,338.57099,8.60687,40.38656,40386.56,977.90167,202.46048,34.10371,7.1736,7173600000,7066602000,28.72202,28722020000,45.69025,8.51091,1.8509,0.1121,0.60806,74.63829,8.49729,31.64767,214.62169,21.30908,0.25814,96.11042,3.03876,19.862,4.784,0,0,0,0,0,441.474,56.499,7.72,0.985,0,0.467,0.012,155.925,3511.082
2034,11.10718,0.20926,338.42862,8.61856,39.56048,39560.48,973.95096,202.34534,33.88408,7.1181,7118100000,7011102000,28.60326,28603260000,45.7918,8.53268,1.8645,0.1122,0.58028,75.50592,8.62122,31.60946,216.73702,21.59234,0.25802,96.22556,3.08138,19.207,4.377,0,0,0,0,0,421.679,55.444,7.207,0.916,0,0.444,0.011,155.925,3511.082
2035,11.14565,0.2075,338.28625,8.63025,38.7344,38734.4,970.00025,202.2302,33.66445,7.0626,7062600000,6955602000,28.4845,28484500000,45.89335,8.55445,1.8781,0.1123,0.5525,76.37355,8.74515,31.57125,218.85235,21.8756,0.2579,96.3407,3.124,18.573,4.005,0,0,0,0,0,398.19,54.147,6.717,0.852,0,0.422,0.01,155.925,3511.082
2036,11.18412,0.20574,338.14388,8.64194,37.90832,37908.32,966.04954,202.11506,33.44482,7.0071,7007100000,6900102000,28.36574,28365740000,45.9949,8.57622,1.8917,0.1124,0.52472,77.24118,8.86908,31.53304,220.96768,22.15886,0.25778,96.45584,3.16662,17.96,3.665,0,0,0,0,0,371.49,52.62,6.249,0.793,0,0.401,0.008,155.925,3511.082
2037,11.22259,0.20398,338.00151,8.65363,37.08224,37082.24,962.09883,201.99992,33.22519,6.9516,6951600000,6844602000,28.24698,28246980000,46.09645,8.59799,1.9053,0.1125,0.49694,78.10881,8.99301,31.49483,223.08301,22.44212,0.25766,96.57098,3.20924,17.368,3.353,0,0,0,0,0,341.994,50.874,5.801,0.737,0,0.381,0.008,155.925,3511.082
2038,11.26106,0.20222,337.85914,8.66532,36.25616,36256.16,958.14812,201.88478,33.00556,6.8961,6896100000,6789102000,28.12822,28128220000,46.198,8.61976,1.9189,0.1126,0.46916,78.97644,9.11694,31.45662,225.19834,22.72538,0.25754,96.68612,3.25186,16.794,3.068,0,0,0,0,0,310.067,48.92,5.372,0.686,0,0.362,0.007,155.925,3511.082
2039,11.29953,0.20046,337.71677,8.67701,35.43008,35430.08,954.19741,201.76964,32.78593,6.8406,6840600000,6733602000,28.00946,28009460000,46.29955,8.64153,1.9325,0.1127,0.44138,79.84407,9.24087,31.41841,227.31367,23.00864,0.25742,96.80126,3.29448,16.24,2.807,0,0,0,0,0,276.024,46.769,4.96,0.638,0,0.344,0.006,155.925,3511.082
2040,11.338,0.1987,337.5744,8.6887,34.604,34604,950.2467,201.6545,32.5663,6.7851,6785100000,6678102000,27.8907,27890700000,46.4011,8.6633,1.9461,0.1128,0.4136,80.7117,9.3648,31.3802,229.429,23.2919,0.2573,96.9164,3.3371,15.704,2.569,0,0,0,0,0,240.141,44.431,4.563,0.593,0,0.326,0.005,155.925,3511.082
2041,11.30733,0.20369,336.95066,8.67866,33.71148,33711.48,942.49931,200.55337,32.21797,6.72454,6724540000,6617542000,27.78233,27782330000,46.41253,8.71054,1.95661,0.11238,0.39687,80.10127,9.53783,31.31317,231.78318,23.57453,0.24048,96.77125,3.38154,15.186,2.35,0,0,0,0,0,208.923,42.209,4.198,0.551,0,0.31,0.005,155.925,3511.082
2042,11.27666,0.20868,336.32692,8.66862,32.81896,32818.96,934.75192,199.45224,31.86964,6.66398,6663980000,6556982000,27.67396,27673960000,46.42396,8.75778,1.96712,0.11196,0.38014,79.49084,9.71086,31.24614,234.13736,23.85716,0.22366,96.6261,3.42598,14.685,2.151,0,0,0,0,0,181.763,40.099,3.862,0.513,0,0.295,0.004,155.925,3511.082
2043,11.24599,0.21367,335.70318,8.65858,31.92644,31926.44,927.00453,198.35111,31.52131,6.60342,6603420000,6496422000,27.56559,27565590000,46.43539,8.80502,1.97763,0.11154,0.36341,78.88041,9.88389,31.17911,236.49154,24.13979,0.20684,96.48095,3.47042,14.2,1.968,0,0,0,0,0,158.134,38.094,3.553,0.477,0,0.28,0.004,155.925,3511.082
2044,11.21532,0.21866,335.07944,8.64854,31.03392,31033.92,919.25714,197.24998,31.17298,6.54286,6542860000,6435862000,27.45722,27457220000,46.44682,8.85226,1.98814,0.11112,0.34668,78.26998,10.05692,31.11208,238.84572,24.42242,0.19002,96.3358,3.51486,13.732,1.801,0,0,0,0,0,137.576,36.189,3.269,0.444,0,0.266,0.003,155.925,3511.082
2045,11.18465,0.22365,334.4557,8.6385,30.1414,30141.4,911.50975,196.14885,30.82465,6.4823,6482300000,6375302000,27.34885,27348850000,46.45825,8.8995,1.99865,0.1107,0.32995,77.65955,10.22995,31.04505,241.1999,24.70505,0.1732,96.19065,3.5593,13.279,1.648,0,0,0,0,0,119.691,34.38,3.007,0.413,0,0.253,0.003,155.925,3511.082
2046,11.15398,0.22864,333.83196,8.62846,29.24888,29248.88,903.76236,195.04772,30.47632,6.42174,6421740000,6314742000,27.24048,27240480000,46.46968,8.94674,2.00916,0.11028,0.31322,77.04912,10.40298,30.97802,243.55408,24.98768,0.15638,96.0455,3.60374,12.84,1.507,0,0,0,0,0,104.131,32.661,2.767,0.384,0,0.24,0.003,155.925,3511.082
2047,11.12331,0.23363,333.20822,8.61842,28.35636,28356.36,896.01497,193.94659,30.12799,6.36118,6361180000,6254182000,27.13211,27132110000,46.48111,8.99398,2.01967,0.10986,0.29649,76.43869,10.57601,30.91099,245.90826,25.27031,0.13956,95.90035,3.64818,12.417,1.379,0,0,0,0,0,90.594,31.028,2.545,0.357,0,0.228,0.002,155.925,3511.082
2048,11.09264,0.23862,332.58448,8.60838,27.46384,27463.84,888.26758,192.84546,29.77966,6.30062,6300620000,6193622000,27.02374,27023740000,46.49254,9.04122,2.03018,0.10944,0.27976,75.82826,10.74904,30.84396,248.26244,25.55294,0.12274,95.7552,3.69262,12.007,1.262,0,0,0,0,0,78.817,29.476,2.342,0.332,0,0.217,0.002,155.925,3511.082
2049,11.06197,0.24361,331.96074,8.59834,26.57132,26571.32,880.52019,191.74433,29.43133,6.24006,6240060000,6133062000,26.91537,26915370000,46.50397,9.08846,2.04069,0.10902,0.26303,75.21783,10.92207,30.77693,250.61662,25.83557,0.10592,95.61005,3.73706,11.611,1.155,0,0,0,0,0,68.571,28.002,2.154,0.309,0,0.206,0.002,155.925,3511.082
2050,11.0313,0.2486,331.337,8.5883,25.6788,25678.8,872.7728,190.6432,29.083,6.1795,6179500000,6072502000,26.807,26807000000,46.5154,9.1357,2.0512,0.1086,0.2463,74.6074,11.0951,30.7099,252.9708,26.1182,0.0891,95.4649,3.7815,11.227,1.057,0,0,0,0,0,59.657,26.602,1.982,0.287,0,0.195,0.002,155.925,3511.082
2051,10.86829,0.24215,329.96427,8.58011,25.18207,25182.07,863.3512,189.56776,28.72999,6.11469,6114690000,6007692000,26.61515,26615150000,46.46268,9.11255,2.04957,0.10848,0.23542,75.55522,11.09689,30.26107,252.01802,26.06031,0.08327,94.54597,3.83266,10.857,0.967,0,0,0,0,0,51.901,25.272,1.824,0.267,0,0.186,0.001,155.925,3511.082
2052,10.70528,0.2357,328.59154,8.57192,24.68534,24685.34,853.9296,188.49232,28.37698,6.04988,6049880000,5942882000,26.4233,26423300000,46.40996,9.0894,2.04794,0.10836,0.22454,76.50304,11.09868,29.81224,251.06524,26.00242,0.07744,93.62704,3.88382,10.499,0.885,0,0,0,0,0,45.154,24.008,1.678,0.248,0,0.176,0.001,155.925,3511.082
2053,10.54227,0.22925,327.21881,8.56373,24.18861,24188.61,844.508,187.41688,28.02397,5.98507,5985070000,5878072000,26.23145,26231450000,46.35724,9.06625,2.04631,0.10824,0.21366,77.45086,11.10047,29.36341,250.11246,25.94453,0.07161,92.70811,3.93498,10.152,0.809,0,0,0,0,0,39.284,22.808,1.543,0.231,0,0.168,0.001,155.925,3511.082
2054,10.37926,0.2228,325.84608,8.55554,23.69188,23691.88,835.0864,186.34144,27.67096,5.92026,5920260000,5813262000,26.0396,26039600000,46.30452,9.0431,2.04468,0.10812,0.20278,78.39868,11.10226,28.91458,249.15968,25.88664,0.06578,91.78918,3.98614,9.817,0.741,0,0,0,0,0,34.177,21.668,1.42,0.215,0,0.159,0.001,155.925,3511.082
2055,10.21625,0.21635,324.47335,8.54735,23.19515,23195.15,825.6648,185.266,27.31795,5.85545,5855450000,5748452000,25.84775,25847750000,46.2518,9.01995,2.04305,0.108,0.1919,79.3465,11.10405,28.46575,248.2069,25.82875,0.05995,90.87025,4.0373,9.493,0.678,0,0,0,0,0,29.734,20.584,1.306,0.2,0,0.151,0.001,155.925,3511.082
2056,10.05324,0.2099,323.10062,8.53916,22.69842,22698.42,816.2432,184.19056,26.96494,5.79064,5790640000,5683642000,25.6559,25655900000,46.19908,8.9968,2.04142,0.10788,0.18102,80.29432,11.10584,28.01692,247.25412,25.77086,0.05412,89.95132,4.08846,9.18,0.62,0,0,0,0,0,25.869,19.555,1.202,0.186,0,0.144,0.001,155.925,3511.082
2057,9.89023,0.20345,321.72789,8.53097,22.20169,22201.69,806.8216,183.11512,26.61193,5.72583,5725830000,5618832000,25.46405,25464050000,46.14636,8.97365,2.03979,0.10776,0.17014,81.24214,11.10763,27.56809,246.30134,25.71297,0.04829,89.03239,4.13962,8.877,0.567,0,0,0,0,0,22.506,18.577,1.106,0.173,0,0.136,0.001,155.925,3511.082
2058,9.72722,0.197,320.35516,8.52278,21.70496,21704.96,797.4,182.03968,26.25892,5.66102,5661020000,5554022000,25.2722,25272200000,46.09364,8.9505,2.03816,0.10764,0.15926,82.18996,11.10942,27.11926,245.34856,25.65508,0.04246,88.11346,4.19078,8.584,0.519,0,0,0,0,0,19.58,17.648,1.017,0.161,0,0.13,0.001,155.925,3511.082
2059,9.56421,0.19055,318.98243,8.51459,21.20823,21208.23,787.9784,180.96424,25.90591,5.59621,5596210000,5489212000,25.08035,25080350000,46.04092,8.92735,2.03653,0.10752,0.14838,83.13778,11.11121,26.67043,244.39578,25.59719,0.03663,87.19453,4.24194,8.301,0.475,0,0,0,0,0,17.035,16.766,0.936,0.149,0,0.123,0.001,155.925,3511.082
2060,9.4012,0.1841,317.6097,8.5064,20.7115,20711.5,778.5568,179.8888,25.5529,5.5314,5531400000,5424402000,24.8885,24888500000,45.9882,8.9042,2.0349,0.1074,0.1375,84.0856,11.113,26.2216,243.443,25.5393,0.0308,86.2756,4.2931,8.027,0.435,0,0,0,0,0,14.82,15.928,0.861,0.139,0,0.117,0.001,155.925,3511.082
2061,9.1729,0.17607,315.92522,8.49168,20.28023,20280.23,768.06528,178.54508,25.2186,5.46337,5463370000,5356372000,24.67492,24674920000,45.90952,8.91416,2.0301,0.10732,0.13105,85.06506,11.10641,25.99838,244.90395,25.78992,0.02989,85.73583,4.35328,7.762,0.398,0,0,0,0,0,12.893,15.131,0.792,0.129,0,0.111,0,155.925,3511.082
