; default inputs for the emissions & RF implemented in Hector v 3.1 but not in GCAM,,,,,,,,,,,,,,,,,,
; date March Tues 21 2023,,,,,,,,,,,,,,,,,,
; UNITS:,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,Gg  year-1,  W m-2 year-1,  W m-2 year-1,Gg year-1,Gg  year-1,Gg   year-1
1764,0.024856862,0,0,0,0,0,105.1104,0,4276.9364,0,0,0,0,-0.003212402,-0.039047325,0.007723273,0,0
1765,0.024856862,0,0,0,0,0,105.07293,0,4274.9668,0,0,0,0,-0.003441859,0.109581666,0.007723273,0,0
1766,0.024856862,0,0,0,0,0,105.07758,0,4275.2111,0,0,0,0,-0.003671316,-0.178487527,0.007723273,0,0
1767,0.024856862,0,0,0,0,0,105.08566,0,4275.6359,0,0,0,0,-0.003900773,-0.230039677,0.007723273,0,0
1768,0.024856862,0,0,0,0,0,105.04673,0,4273.5893,0,0,0,0,-0.004130231,0.029544124,0.007723273,0,0
1769,0.024856862,0,0,0,0,0,105.0767,0,4275.165,0,0,0,0,-0.004359688,0.132534616,0.007723273,0,0
1770,0.024856862,0,0,0,0,0,105.04544,0,4273.5216,0,0,0,0,-0.004589145,0.036362348,0.007723273,0,0
1771,0.024856862,0,0,0,0,0,105.07227,0,4274.9318,0,0,0,0,-0.004818602,0.088893036,0.007723273,0,0
1772,0.024856862,0,0,0,0,0,105.08887,0,4275.8046,0,0,0,0,-0.00504806,0.151100522,0.007723273,0,0
1773,0.024856862,0,0,0,0,0,105.06952,0,4274.7874,0,0,0,0,-0.005277517,0.174022557,0.007723273,0,0
1774,0.024856862,0,0,0,0,0,105.0265,0,4272.5262,0,0,0,0,-0.005506974,0.181814436,0.007723273,0,0
1775,0.024856862,0,0,0,0,0,105.05246,0,4273.8905,0,0,0,0,-0.005736431,0.184436008,0.007723273,0,0
1776,0.024856862,0,0,0,0,0,105.03944,0,4273.2061,0,0,0,0,-0.005965889,0.185316816,0.007723273,0,0
1777,0.024856862,0,0,0,0,0,105.05273,0,4273.9048,0,0,0,0,-0.006195346,0.185612686,0.007723273,0,0
1778,0.024856862,0,0,0,0,0,105.04465,0,4273.48,0,0,0,0,-0.006424803,0.185712075,0.007723273,0,0
1779,0.024856862,0,0,0,0,0,105.03691,0,4273.0734,0,0,0,0,-0.00665426,0.185745465,0.007723273,0,0
1780,0.024856862,0,0,0,0,0,104.98817,0,4270.511,0,0,0,0,-0.006883718,0.185756681,0.007723273,0,0
1781,0.024856862,0,0,0,0,0,105.04236,0,4273.3596,0,0,0,0,-0.007113175,0.185760451,0.007723273,0,0
1782,0.024856862,0,0,0,0,0,105.03125,0,4272.7759,0,0,0,0,-0.007342632,0.185761713,0.007723273,0,0
1783,0.024856862,0,0,0,0,0,105.0436,0,4273.4248,0,0,0,0,-0.007572089,-1.607111309,0.007723273,0,0
1784,0.024856862,0,0,0,0,0,105.05531,0,4274.0405,0,0,0,0,-0.007801547,-3.487549643,0.007723273,0,0
1785,0.024856862,0,0,0,0,0,105.02817,0,4272.6136,0,0,0,0,-0.008031004,-1.322721197,0.007723273,0,0
1786,0.024856862,0,0,0,0,0,105.02684,0,4272.5442,0,0,0,0,-0.008260461,-0.487257524,0.007723273,0,0
1787,0.024856862,0,0,0,0,0,105.03415,0,4272.9283,0,0,0,0,-0.008489918,-0.096137761,0.007723273,0,0
1788,0.024856862,0,0,0,0,0,104.9922,0,4270.7227,0,0,0,0,-0.008719376,0.088531065,0.007723273,0,0
1789,0.024856862,0,0,0,0,0,105.0242,0,4272.405,0,0,0,0,-0.008948833,0.152985893,0.007723273,0,0
1790,0.024856862,0,0,0,0,0,104.99139,0,4270.6805,0,0,0,0,-0.00917829,0.174747138,0.007723273,0,0
1791,0.024856862,0,0,0,0,0,105.02128,0,4272.2515,0,0,0,0,-0.009407747,0.182061991,0.007723273,0,0
1792,0.024856862,0,0,0,0,0,105.04466,0,4273.4807,0,0,0,0,-0.009637205,0.184519353,0.007723273,0,0
1793,0.024856862,0,0,0,0,0,105.02605,0,4272.5025,0,0,0,0,-0.009866662,0.185344816,0.007723273,0,0
1794,0.024856862,0,0,0,0,0,104.98417,0,4270.301,0,0,0,0,-0.010096119,0.1856221,0.007723273,0,0
1795,0.024856862,0,0,0,0,0,105.01093,0,4271.7076,0,0,0,0,-0.010325576,0.185715243,0.007723273,0,0
1796,0.024856862,0,0,0,0,0,104.99978,0,4271.1214,0,0,0,0,-0.010555034,0.056138903,0.007723273,0,0
1797,0.024856862,0,0,0,0,0,105.01623,0,4271.986,0,0,0,0,-0.010784491,-0.042794853,0.007723273,0,0
1798,0.024856862,0,0,0,0,0,105.0081,0,4271.559,0,0,0,0,-0.011013948,0.057545268,0.007723273,0,0
1799,0.024856862,0,0,0,0,0,104.99068,0,4270.6431,0,0,0,0,-0.011243405,0.140354145,0.007723273,0,0
1800,0.024856862,0,0,0,0,0,104.95838,0,4268.9449,0,0,0,0,-0.011477677,0.170402887,0.007723273,0,0
1801,0.024856862,0,0,0,0,0,105.01099,0,4271.7107,0,0,0,0,-0.011716461,0.180598096,0.007723273,0,0
1802,0.024856862,0,0,0,0,0,104.99468,0,4270.8532,0,0,0,0,-0.011955246,0.184027398,0.007723273,0,0
1803,0.024856862,0,0,0,0,0,105.0108,0,4271.7009,0,0,0,0,-0.012194031,0.185179556,0.007723273,0,0
1804,0.024856862,0,0,0,0,0,105.0121,0,4271.7691,0,0,0,0,-0.012432815,0.185566583,0.007723273,0,0
1805,0.024856862,0,0,0,0,0,104.98963,0,4270.588,0,0,0,0,-0.0126716,0.185696593,0.007723273,0,0
1806,0.024856862,0,0,0,0,0,104.98239,0,4270.2074,0,0,0,0,-0.012910385,0.185740259,0.007723273,0,0
1807,0.024856862,0,0,0,0,0,104.99423,0,4270.8298,0,0,0,0,-0.01314917,0.185754929,0.007723273,0,0
1808,0.024856862,0,0,0,0,0,104.95199,0,4268.6094,0,0,0,0,-0.013387954,0.185759857,0.007723273,0,0
1809,0.024856862,0,0,0,0,0,104.979,0,4270.0292,0,0,0,0,-0.013626739,-3.365688134,0.007723273,0,0
1810,0.024856862,0,0,0,0,0,104.93988,0,4267.9729,0,0,0,0,-0.013865524,-2.313830028,0.007723273,0,0
1811,0.024856862,0,0,0,0,0,104.96903,0,4269.505,0,0,0,0,-0.014104308,-0.712301621,0.007723273,0,0
1812,0.024856862,0,0,0,0,0,104.99029,0,4270.6225,0,0,0,0,-0.014343093,-0.118562997,0.007723273,0,0
1813,0.024856862,0,0,0,0,0,104.97005,0,4269.5589,0,0,0,0,-0.014581878,0.083415406,0.007723273,0,0
1814,0.024856862,0,0,0,0,0,104.93884,0,4267.9182,0,0,0,0,-0.014820663,0.151377418,0.007723273,0,0
1815,0.024856862,0,0,0,0,0,104.94955,0,4268.4808,0,0,0,0,-0.015059447,-3.341804901,0.007723273,0,0
1816,0.024856862,0,0,0,0,0,104.93504,0,4267.7184,0,0,0,0,-0.015383422,-4.328813792,0.007723273,0,0
1817,0.024856862,0,0,0,0,0,104.95336,0,4268.6815,0,0,0,0,-0.015754265,-1.519519756,0.007723273,0,0
1818,0.024856862,0,0,0,0,0,104.94012,0,4267.9855,0,0,0,0,-0.016125107,-0.39544552,0.007723273,0,0
1819,0.024856862,0,0,0,0,0,104.92235,0,4267.0511,0,0,0,0,-0.016495949,-0.009852952,0.007723273,0,0
1820,0.024856862,0,0,0,0,0,104.88909,0,4265.3029,0,0,0,0,-0.016866791,0.120035717,0.007723273,0,0
1821,0.024856862,0,0,0,0,0,104.93899,0,4267.9261,0,0,0,0,-0.017237634,0.060375173,0.007723273,0,0
1822,0.024856862,0,0,0,0,0,104.92104,0,4266.9822,0,0,0,0,-0.017608476,0.065432506,0.007723273,0,0
1823,0.024856862,0,0,0,0,0,104.94096,0,4268.0293,0,0,0,0,-0.017979318,-0.270067719,0.007723273,0,0
1824,0.024856862,0,0,0,0,0,104.93425,0,4267.6765,0,0,0,0,-0.018354944,-0.029661384,0.007723273,0,0
1825,0.024856862,0,0,0,0,0,104.91652,0,4266.7449,0,0,0,0,-0.018762871,0.110565061,0.007723273,0,0
1826,0.024856862,0,0,0,0,0,104.90841,0,4266.3186,0,0,0,0,-0.019170797,0.160373955,0.007723273,0,0
1827,0.024856862,0,0,0,0,0,104.91515,0,4266.6729,0,0,0,0,-0.019578724,0.177228255,0.007723273,0,0
1828,0.024856862,0,0,0,0,0,104.87222,0,4264.4159,0,0,0,0,-0.01998665,0.182895388,0.007723273,0,0
1829,0.024856862,0,0,0,0,0,104.90025,0,4265.8895,0,0,0,0,-0.020394577,0.184799294,0.007723273,0,0
1830,0.024856862,0,0,0,0,0,104.8667,0,4264.1256,0,0,0,0,-0.020802503,0.185438847,0.007723273,0,0
1831,0.024856862,0,0,0,0,0,104.89174,0,4265.442,0,0,0,0,-0.02121043,-2.244740601,0.007723273,0,0
1832,0.024856862,0,0,0,0,0,104.90924,0,4266.362,0,0,0,0,-0.021652684,-1.498768211,0.007723273,0,0
1833,0.024856862,0,0,0,0,0,104.89175,0,4265.4426,0,0,0,0,-0.02214929,-0.419484544,0.007723273,0,0
1834,0.024856862,0,0,0,0,0,104.854,0,4263.4584,0,0,0,0,-0.022645896,-0.019337182,0.007723273,0,0
1835,0.024856862,0,0,0,0,0,104.8698,0,4264.2887,0,0,0,0,-0.023142501,-1.66336253,0.007723273,0,0
1836,0.024856862,0,0,0,0,0,104.84901,0,4263.1961,0,0,0,0,-0.023639107,-1.06772528,0.007723273,0,0
1837,0.024856862,0,0,0,0,0,104.86946,0,4264.2707,0,0,0,0,-0.024135713,-0.264059121,0.007723273,0,0
1838,0.024856862,0,0,0,0,0,104.85548,0,4263.5362,0,0,0,0,-0.024632319,0.033355019,0.007723273,0,0
1839,0.024856862,0,0,0,0,0,104.83788,0,4262.6108,0,0,0,0,-0.025128925,0.134507634,0.007723273,0,0
1840,0.024856862,0,0,0,0,0,104.80755,0,4261.0163,0,0,0,0,-0.025625531,0.168542631,0.007723273,0,0
1841,0.024856862,0,0,0,0,0,104.84789,0,4263.137,0,0,0,0,-0.026145023,0.179977936,0.007723273,0,0
1842,0.024856862,0,0,0,0,0,104.84034,0,4262.7403,0,0,0,0,-0.026688925,0.183819296,0.007723273,0,0
1843,0.024856862,0,0,0,0,0,104.85726,0,4263.6297,0,0,0,0,-0.027232827,0.185109659,0.007723273,0,0
1844,0.024856862,0,0,0,0,0,104.85117,0,4263.3094,0,0,0,0,-0.027776729,0.1855431,0.007723273,0,0
1845,0.024856862,0,0,0,0,0,104.83257,0,4262.3319,0,0,0,0,-0.028320631,0.185688705,0.007723273,0,0
1846,0.024856862,0,0,0,0,0,104.82423,0,4261.8933,0,0,0,0,-0.028864533,0.003535562,0.007723273,0,0
1847,0.024856862,0,0,0,0,0,104.82758,0,4262.0693,0,0,0,0,-0.029408436,0.059861508,0.007723273,0,0
1848,0.024856862,0,0,0,0,0,104.78829,0,4260.004,0,0,0,0,-0.029952338,0.140529989,0.007723273,0,0
1849,0.024856862,0,0,0,0,0,104.81678,0,4261.5016,0,0,0,0,-0.030553012,0.170434577,0.007723273,0,0
1850,0.024856862,0,0,0,0,0,104.93295,0,4267.6083,0,0,0,0,-0.03125688,0.180745975,0.007723273,0,0
1851,0.024856862,0,0,0,0,0,104.96457,0,4269.2706,0,0,0,0,-0.031960748,0.184312799,0.007723273,0,0
1852,0.024856862,0,0,0,0,0,104.98199,0,4270.1861,0,0,0,0,-0.032664616,0.17954034,0.007723273,0,0
1853,0.024856862,0,0,0,0,0,104.9693,0,4269.5191,0,0,0,0,-0.033368484,0.015887254,0.007723273,0,0
1854,0.024856862,0,0,0,0,0,104.9226,0,4267.0641,0,0,0,0,-0.034072352,-0.014112612,0.007723273,0,0
1855,0.024856862,0,0,0,0,0,104.95064,0,4268.5385,0,0,0,0,-0.03477622,0.112948595,0.007723273,0,0
1856,0.024856862,0,0,0,0,0,104.92886,0,4267.3934,0,0,0,0,-0.035480088,0.122255611,0.007723273,0,0
1857,0.024856862,0,0,0,0,0,104.94976,0,4268.4922,0,0,0,0,-0.036183956,-0.044823331,0.007723273,0,0
1858,0.024856862,0,0,0,0,0,104.93987,0,4267.9722,0,0,0,0,-0.036887825,0.086287826,0.007723273,0,0
1859,0.024856862,0,0,0,0,0,104.91443,0,4266.635,0,0,0,0,-0.037591693,0.153503429,0.007723273,0,0
1860,0.024856862,0,0,0,0,0,104.89112,0,4265.4096,0,0,0,0,-0.038295561,0.176769374,0.007723273,0,0
1861,0.024856862,0,0,0,0,0,104.94268,0,4268.1198,0,0,0,0,-0.038999429,0.116236223,0.007723273,0,0
1862,0.024856862,0,0,0,0,0,104.93302,0,4267.612,0,0,0,0,-0.039703297,-0.623799831,0.007723273,0,0
1863,0.024856862,0,0,0,0,0,104.9509,0,4268.552,0,0,0,0,-0.040407165,-0.258572909,0.007723273,0,0
1864,0.024856862,0,0,0,0,0,104.94467,0,4268.2247,0,0,0,0,-0.041111033,0.037999846,0.007723273,0,0
1865,0.024856862,0,0,0,0,0,104.93017,0,4267.4623,0,0,0,0,-0.041814901,0.142928868,0.007723273,0,0
1866,0.024856862,0,0,0,0,0,104.92398,0,4267.1368,0,0,0,0,-0.04251877,0.174410474,0.007723273,0,0
1867,0.024856862,0,0,0,0,0,104.93094,0,4267.5026,0,0,0,0,-0.043222638,0.184669175,0.007723273,0,0
1868,0.024856862,0,0,0,0,0,104.89186,0,4265.4483,0,0,0,0,-0.043926506,0.188148666,0.007723273,0,0
1869,0.024856862,0,0,0,0,0,104.93014,0,4267.4609,0,0,0,0,-0.044971756,0.189412365,0.007723273,0,0
1870,0.024856862,0,0,0,0,0,104.89317,0,4265.5174,0,0,0,0,-0.046232619,0.18995084,0.007723273,0,0
1871,0.024856862,0,0,0,0,0,104.92871,0,4267.3856,0,0,0,0,-0.047493482,0.190250397,0.007723273,0,0
1872,0.024856862,0,0,0,0,0,104.95075,0,4268.5441,0,0,0,0,-0.048754345,0.188834316,0.007723273,0,0
1873,0.024856862,0,0,0,0,0,104.93223,0,4267.5705,0,0,0,0,-0.050015207,-0.015830031,0.007723273,0,0
1874,0.024856862,0,0,0,0,0,104.88493,0,4265.0843,0,0,0,0,-0.05127607,0.101375665,0.007723273,0,0
1875,0.024856862,0,0,0,0,0,104.93101,0,4267.5065,0,0,0,0,-0.052536933,0.118986332,0.007723273,0,0
1876,0.024856862,0,0,0,0,0,104.90175,0,4265.968,0,0,0,0,-0.053797796,0.130107324,0.007723273,0,0
1877,0.024856862,0,0,0,0,0,104.92824,0,4267.3608,0,0,0,0,-0.0550443,0.169607247,0.007723273,0,0
1878,0.024856862,0,0,0,0,0,104.92472,0,4267.1759,0,0,0,0,-0.056156827,0.184410743,0.007723273,0,0
1879,0.024856862,0,0,0,0,0,104.88028,0,4264.8396,0,0,0,0,-0.057269353,0.188659304,0.007723273,0,0
1880,0.024856862,0,0,0,0,0,104.88174,0,4264.9162,0,0,0,0,-0.05838188,0.15238703,0.007723273,0,0
1881,0.024856862,0,0,0,0,0,104.92914,0,4267.4079,0,0,0,0,-0.059494407,0.148042519,0.007723273,0,0
1882,0.024856862,0,0,0,0,0,104.92759,0,4267.3266,0,0,0,0,-0.060606933,0.187436202,0.007723273,0,0
1883,0.024856862,0,0,0,0,0,104.95902,0,4268.979,0,0,0,0,-0.06171946,-0.324594054,0.007723273,0,0
1884,0.024856862,0,0,0,0,0,104.93535,0,4267.7345,0,0,0,0,-0.062831987,-1.815061861,0.007723273,0,0
1885,0.024856862,0,0,0,0,0,104.93798,0,4267.8727,0,0,0,0,-0.063944514,-0.642019714,0.007723273,0,0
1886,0.024856862,0,0,0,0,0,104.9357,0,4267.7531,0,0,0,0,-0.06519373,-0.085245382,0.007723273,0,0
1887,0.024856862,0,0,0,0,0,104.94903,0,4268.4538,0,0,0,0,-0.066541645,-0.025019475,0.007723273,0,0
1888,0.024856862,0,0,0,0,0,104.91459,0,4266.6433,0,0,0,0,-0.067889559,0.135007303,0.007723273,0,0
1889,0.024856862,0,0,0,0,0,104.95877,0,4268.9657,0,0,0,0,-0.069237474,0.185818909,0.007723273,0,0
1890,0.024856862,0,0,0,0,0,104.9317,0,4267.5425,0,0,0,0,-0.070585389,0.070301587,0.007723273,0,0
1891,0.024856862,0,0,0,0,0,104.97344,0,4269.7366,0,0,0,0,-0.071933303,-0.102313757,0.007723273,0,0
1892,0.024856862,0,0,0,0,0,104.99082,0,4270.6504,0,0,0,0,-0.073281218,0.077630856,0.007723273,0,0
1893,0.024856862,0,0,0,0,0,104.97994,0,4270.0783,0,0,0,0,-0.074629132,0.186415602,0.007723273,0,0
1894,0.024856862,0,0,0,0,0,104.93101,0,4267.5063,0,0,0,0,-0.075977047,0.192842999,0.007723273,0,0
1895,0.024856862,0,0,0,0,0,104.96751,0,4269.4251,0,0,0,0,-0.077280337,0.193091045,0.007723273,0,0
1896,0.024856862,0,0,0,0,0,104.96751,0,4269.4252,0,0,0,0,-0.078562376,0.193183461,0.007723273,0,0
1897,0.024856862,0,0,0,0,0,104.99693,0,4270.9718,0,0,0,0,-0.079844415,0.193224412,0.007723273,0,0
1898,0.02485618,0,0,0,0,0,105.01512,0,4271.9281,0,0,0,0,-0.081126454,0.193244382,0.007723236,0,0
1899,0.024857703,0,0,0,0,0,104.97653,0,4269.8993,0,0,0,0,-0.082408493,0.19325204,0.007723233,0,0
1900,0.024856437,0,0,0,0,0,104.98481,0,4270.3344,0,0,0,0,-0.08385969,0.193249677,0.007723268,0,0
1901,0.024857442,0,0,0,0,0,105.04131,0,4273.3046,0,0,0,0,-0.085797378,0.193161684,0.007723268,0,0
1902,0.024856062,0,0,0,0,0,105.04898,0,4273.708,0,0,0,0,-0.087735066,0.09059744,0.007723268,0,0
1903,0.024857979,0,0,0,0,0,105.09555,0,4276.1561,0,0,0,0,-0.089672755,-0.708727474,0.007723268,0,0
1904,0.024855289,0,0,0,0,0,105.07939,0,4275.3063,0,0,0,0,-0.091610443,-0.26430884,0.007723268,0,0
1905,0.024859105,0,0,0,0,0,105.08907,0,4275.8152,0,0,0,0,-0.093548131,0.077583125,0.007723268,0,0
1906,0.024853655,0,0,0,0,0,105.10645,0,4276.7286,0,0,0,0,-0.095455511,0.174940429,0.007723268,0,0
1907,0.025812945,0,0,0,0,0,105.14627,0,4278.822,0,0,0,0,-0.09692403,0.06203162,0.007723268,0,0
1908,0.029231937,0,0,0,0,0,105.12414,0,4277.6586,0,0,0,0,-0.09839255,0.125774211,0.007723268,0,0
1909,0.765086,0,0,0,0,0,105.16533,0,4279.824,0,0,0,0,-0.099861069,0.191777551,0.007723268,0,0
1910,1.0366888,0,0,0,0,0,105.14442,0,4278.7248,0,0,0,0,-0.101265035,0.191590191,0.007723268,0,0
1911,0.55672031,0,0,0,0,0,105.20214,0,4281.7592,0,0,0,0,-0.102400122,0.191399622,0.007723268,0,0
1912,1.3372385,0,0,0,0,0,105.23472,0,4283.4718,0,0,0,0,-0.103535208,-0.248308447,0.007723268,0,0
1913,2.7874772,0,0,0,0,0,105.25437,0,4284.5046,0,0,0,0,-0.104670294,-0.309431692,0.007723268,0,0
1914,4.5655912,0,0,0,0,0,105.19867,0,4281.5767,0,0,0,0,-0.10580538,0.020398445,0.007723268,0,0
1915,6.2098372,0,0,0,0,0,105.2716,0,4285.4105,0,0,0,0,-0.106940466,0.164137539,0.007723268,0,0
1916,5.9968917,0,0,0,0,0,105.29863,0,4286.831,0,0,0,0,-0.108075552,0.189221758,0.007723268,0,0
1917,5.1585271,0,0,0,0,0,105.37275,0,4290.7275,0,0,0,0,-0.109210638,0.190183188,0.007723268,0,0
1918,4.2721672,0,0,0,0,0,105.37311,0,4290.7462,0,0,0,0,-0.110345724,0.189976312,0.007723268,0,0
1919,3.196035,0,0,0,0,0,105.33647,0,4288.8202,0,0,0,0,-0.111519715,0.189760102,0.007723268,0,0
1920,4.0059497,0,0,0,0,0,105.40157,0,4292.2427,0,0,0,0,-0.112788815,0.189540707,0.007723268,0,0
1921,6.3575755,0,0,0,0,0,105.42979,0,4293.7261,0,0,0,0,-0.114057916,0.189318112,0.007723268,0,0
1922,7.5196689,0,0,0,0,0,105.47367,0,4296.0327,0,0,0,0,-0.115327016,0.087704577,0.007723268,0,0
1923,8.1995609,0,0,0,0,0,105.54539,0,4299.8026,0,0,0,0,-0.116596117,0.120937834,0.007723268,0,0
1924,10.064032,0,0,0,0,0,105.55899,0,4300.5175,0,0,0,0,-0.117865217,0.188631211,0.007723268,0,0
1925,9.887985,0,0,0,0,0,105.60265,0,4302.8128,0,0,0,0,-0.119134318,0.188395742,0.007723268,0,0
1926,10.020584,0,0,0,0,0,105.65209,0,4305.4116,0,0,0,0,-0.120403418,0.188157062,0.007723268,0,0
1927,13.691728,0,0,0,0,0,105.65063,0,4305.3352,0,0,0,0,-0.121672519,0.187915087,0.007723268,0,0
1928,16.914307,0.020814729,0,0,0,0,105.59392,0,4302.3537,0,0,0,0,-0.122941619,0.163268495,0.007723269,0,0
1929,19.38339,0.33502494,0,0,0,0,105.60372,0,4297.9849,0,0,0,0,-0.12421072,0.008459436,0.007723266,0,0
1930,20.571834,1.1701026,0,0,0,0,105.91829,0,4287.8382,0,0,0,0,-0.125479822,0.179911958,0.007723273,0,0
1931,21.232329,1.6600329,0,0,0,0,106.6887,0,4282.6938,0,0,0,0,-0.126748923,0.186915284,0.007723259,0,0
1932,23.837144,1.6167368,0,0,0,0,107.41813,0,4276.7559,0,0,0.005764349,0,-0.128018025,0.042542621,0.007723289,0,0
1933,28.120028,1.6336582,0,0,0,0,108.09758,0,4271.2585,0,0,0.14482802,0,-0.129287127,0.150370915,0.007723222,0,0
1934,34.519287,1.6505883,0,0,0,0,108.91202,0,4272.3774,0,0,0.60639434,0,-0.130556229,0.186131287,0.007723374,0,0
1935,40.132859,1.6675173,0,0,0,0,109.70014,0,4272.1486,0,0,0.97427321,0,-0.131825331,0.185863535,0.007723023,0,0
1936,42.33712,1.6844464,0,0,0,0,110.56758,0,4275.9063,0,0,1.0455299,0,-0.133094433,0.185592518,0.007723846,0,0
1937,44.188471,1.7013755,0.006390022,0,0,0,111.3625,0,4275.9946,0,0,1.1131878,0,-0.134363535,0.185318258,0.00772185,0,0
1938,49.06474,1.7183047,0.1328808,0,0,0,112.0603,0,4271.2734,0,0,1.185033,0,-0.135632637,0.185040737,0.007728553,0,0
1939,56.683054,1.7352338,0.68779311,0,0,0,112.8293,0,4270.1197,0,0,1.2571398,0,-0.136901738,0.184759911,0.11813875,0,0
1940,67.980741,1.7521629,1.4928916,0,0,0,113.75015,0,4276.3916,0,0,1.3304594,0,-0.1379369,0.184475834,0.21814961,0,0
1941,81.740279,1.769092,2.2339929,0,0,0,114.54353,0,4282.9257,0,0,1.4028748,0,-0.138601662,0.184188586,0.1951164,0,0
1942,95.021136,1.7860212,2.976471,0,0,0.19841173,115.26991,0,4303.7401,0,0,1.4745564,0,-0.139266423,0.183898094,0.16898031,0,0
1943,89.521615,1.8029502,3.7199961,0,0.056451758,4.3053247,116.04761,0,4331.4951,0,0,1.5467027,0,-0.139931185,0.183604376,0.14684461,0,0
1944,72.694302,1.8198794,4.4638059,0,0.97266311,16.545617,116.85265,0,4354.745,0,0,1.6191675,0,-0.140595946,0.183307382,0.11439264,0,0
1945,68.369262,1.8368084,5.2077233,0,3.4593405,24.846154,117.6118,0,4376.5008,0,0,1.69101,0,-0.141260708,0.183007129,0.080798572,0,0
1946,74.717234,1.8537378,5.9856104,0,4.9404679,24.839378,118.39896,0,4399.6117,0,0,1.7631908,0,-0.141925469,0.182703595,0.064300427,0,0
1947,84.081746,1.8706665,6.4443541,0,4.8390374,24.982371,119.2973,0,4428.0553,0,0,1.8372679,0,-0.142590231,0.182396816,0.046731228,0,0
1948,90.670686,1.8875961,6.6649072,0,4.8563661,24.987103,120.08364,0,4451.0369,0,0,1.966277,0,-0.143254992,0.182086799,0.020169381,0,0
1949,91.962416,1.8955033,7.1640705,0,5.561141,27.295461,120.70601,0,4466.7618,0,0,1.6426278,0,-0.143919754,0.181773502,-0.001578436,0,0
1950,78.580053,1.9897329,7.4706053,0,8.1460574,32.673745,121.62274,0,4499.2896,0,0,1.0661465,0,-0.144584515,0.181456963,2.43E-04,0,0
1951,70.47669,2.1685287,7.5542237,0,12.050138,36.815853,122.51807,0.014330518,4529.1876,0,0,1.0527789,0,-0.147107689,0.181137119,0.001166432,0,0
