Supply Sector Definitions,,,,,
,,,,1,Include Bio CCS

INPUT_TABLE,,,,,
Variable ID,,,,,
1,,,,,
Delete any existing H2 supply sectors as they may have different technologies,,,,,
region,SupplySector,,,,
ALL,H2ProdCS,,,,
ALL,H2ProdDist,,,,
ALL,H2Distribution,,,,
ALL,H2Dispensing,,,,

INPUT_TABLE,,,,,
Variable ID,,,,,
10,,,,
Define Supply Sector,,,,
region,supplysector,output-unit,input-unit,price-unit
ALL,H2 Central Production,EJ,EJ,1975$/GJ
ALL,H2 Forecourt Production,EJ,EJ,1975$/GJ
ALL,H2_td,EJ,EJ,1975$/GJ
ALL,H2 Enduse,EJ,EJ,1975$/GJ

INPUT_TABLE,,,,
Variable ID,,,,
11,,,,
Subsector logit exponent,,,,
region,supplysector,logit-exponent,,
ALL,H2 Central Production,-3,,
ALL,H2 Forecourt Production,-3,,
ALL,H2_td,-3,,
ALL,H2 Enduse,-3,,,,
,,,,,,
,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
12,,,,,,
Subsector shareweight scaling,,,interpolation-rule,,,
region,Supply Sector,Subsector,apply-to,from-year,to-year,interpolation-function
ALL,H2 Central Production,coal chemical,share-weight,2020,2095,linear
ALL,H2 Central Production,gas chemical,share-weight,2020,2095,linear
ALL,H2 Central Production,biomass to H2,share-weight,2020,2095,linear
ALL,H2 Central Production,electrolysis,share-weight,2020,2095,linear
ALL,H2 Central Production,nuclear,share-weight,2020,2095,linear
ALL,H2 Central Production,wind,share-weight,2020,2095,linear
ALL,H2 Central Production,solar,share-weight,2020,2095,linear
ALL,H2 Forecourt Production,gas chemical,share-weight,2020,2095,linear
ALL,H2 Forecourt Production,electrolysis,share-weight,2020,2095,linear,,,,,,
ALL,H2_td,H2_td,share-weight,2020,2095,linear,,,,,,
ALL,H2 Enduse,H2 Enduse,share-weight,2020,2095,linear,,,,,,

INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
13,,,,,,,,,,,,
Subsector shareweights and technology logit exponent,,,share-weight,,,,,,,,,1975 fillout
region,Supply Sector,Subsector,1975,1990,2005,2020,2035,2050,2065,2080,2095,logitexp
ALL,H2 Central Production,coal chemical,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,gas chemical,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,biomass to H2,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,electrolysis,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,nuclear,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,wind,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Central Production,solar,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Forecourt Production,gas chemical,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Forecourt Production,electrolysis,0,0,0,1,1,1,1,1,1,-10
ALL,H2_td,H2_td,0,0,0,1,1,1,1,1,1,-10
ALL,H2 Enduse,H2 Enduse,0,0,0,1,1,1,1,1,1,-10

Technology Definitions,,,,,,,,,,,,
Shareweight scaling,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
26,,,,,,,,,,,,
technology shareweights,,,,interpolation-rule,,,,,,,,
region,Supply Sector,Subsector,Technology,apply-to,from-year,to-year,interpolation-function,,,,,
ALL,H2 Central Production,gas chemical,natural gas steam reforming,share-weight,2020,2035,linear,,,,,
ALL,H2 Central Production,gas chemical,natural gas steam reforming CCS,share-weight,2020,2035,linear,,,,,
ALL,H2 Central Production,coal chemical,coal chemical,share-weight,2020,2035,linear,,,,,
ALL,H2 Central Production,coal chemical,coal chemical CCS,share-weight,2020,2035,linear,,,,,
ALL,H2 Central Production,biomass to H2,biomass to H2,share-weight,2020,2035,linear,,,,,,
ALL,H2 Central Production,electrolysis,electrolysis,share-weight,2020,2035,linear,,,,,,
ALL,H2 Central Production,nuclear,thermal splitting,share-weight,2020,2035,linear,,,,,,
ALL,H2 Central Production,wind,electrolysis,share-weight,2020,2035,linear,,,,,,
ALL,H2 Central Production,solar,electrolysis,share-weight,2020,2035,linear,,,,,,
ALL,H2 Forecourt Production,gas chemical,natural gas steam reforming,share-weight,2020,2035,linear,,,,,,
ALL,H2 Forecourt Production,electrolysis,electrolysis,share-weight,2020,2035,linear,,,,,,
ALL,H2_td,H2_td,H2_td,share-weight,2020,2035,linear,,,,,,
ALL,H2 Enduse,H2 Enduse,H2_td,share-weight,2020,2035,linear,,,,,,
ALL,H2 Enduse,H2 Enduse,H2 Forecourt Production,share-weight,2020,2035,linear,,,,,,
ALL,H2 Central Production,biomass to H2,biomass to H2 CCS,share-weight,2020,2035,linear,,,,,,

INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
16,,,,,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input
Techology Efficiencies,,,,,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency
region,Supply Sector,Subsector,Technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095
ALL,H2 Central Production,gas chemical,natural gas steam reforming,regional natural gas,0.73,0.73,0.73,0.73,0.74,0.75,0.77,0.78,0.79
ALL,H2 Central Production,gas chemical,natural gas steam reforming CCS,regional natural gas,0.73,0.73,0.73,0.73,0.75,0.77,0.79,0.80,0.81
ALL,H2 Central Production,coal chemical,coal chemical,regional coal,0.54,0.54,0.54,0.54,0.56,0.57,0.59,0.60,0.61
ALL,H2 Central Production,coal chemical,coal chemical CCS,regional coal,0.59,0.59,0.59,0.59,0.60,0.62,0.64,0.65,0.66
ALL,H2 Central Production,biomass to H2,biomass to H2,regional biomass,0.45,0.45,0.45,0.45,0.47,0.48,0.49,0.50,0.51
ALL,H2 Central Production,electrolysis,electrolysis,elect_td_ind,0.63,0.63,0.63,0.63,0.65,0.68,0.71,0.72,0.73
ALL,H2 Central Production,nuclear,thermal splitting,nuclearFuelGenIII,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.88
ALL,H2 Central Production,wind,electrolysis,wind_no_backup,0.63,0.63,0.63,0.63,0.65,0.68,0.71,0.72,0.73
ALL,H2 Central Production,solar,electrolysis,solar_no_backup,0.63,0.63,0.63,0.63,0.65,0.68,0.71,0.72,0.73
ALL,H2 Forecourt Production,gas chemical,natural gas steam reforming,delivered gas,0.72,0.72,0.72,0.72,0.75,0.79,0.82,0.84,0.85
ALL,H2 Forecourt Production,electrolysis,electrolysis,elect_td_trn,0.60,0.60,0.60,0.60,0.63,0.65,0.68,0.69,0.70
ALL,H2_td,H2_td,H2_td,H2 Central Production,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ALL,H2 Enduse,H2 Enduse,H2_td,H2_td,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ALL,H2 Enduse,H2 Enduse,H2 Forecourt Production,H2 Forecourt Production,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ALL,H2 Central Production,biomass to H2,biomass to H2 CCS,regional biomass,0.45,0.45,0.45,0.45,0.47,0.48,0.49,0.50,0.51


INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
