# File: reeds_wind_curve_CF_avg.csv
# Title: REEDS Wind Curve Capacity Factor average
# Units: Unitless
# Comments: Capacity factor by resource group and resource region
# Source: NREL
# Column types: icn
#  ----------
Wind_Resource_Region,TRG,CF
152,class6,0.41269328
153,class1,0.46313192
153,class2,0.460512209
153,class3,0.462530971
153,class4,0.458776244
153,class5,0.447665342
153,class6,0.411093462
153,class7,0.359145959
154,class1,0.47405349
154,class2,0.468901971
154,class3,0.464130995
154,class4,0.462705541
154,class5,0.442518987
154,class6,0.400133976
154,class7,0.328999851
154,class8,0.275413021
155,class2,0.463209095
155,class3,0.46294105
155,class4,0.464120327
155,class5,0.447424854
155,class6,0.402986708
155,class7,0.344471812
155,class8,0.267498959
156,class2,0.467979251
156,class3,0.464457618
156,class4,0.462665937
156,class5,0.444959634
156,class6,0.392519861
156,class7,0.334028093
156,class8,0.276384377
157,class2,0.465984438
157,class3,0.468106272
157,class4,0.467563797
157,class5,0.437344301
157,class6,0.386098013
157,class7,0.329657964
157,class8,0.258611985
157,class9,0.202723288
158,class1,0.470904447
158,class10,0.127268361
158,class2,0.468847228
158,class3,0.467772609
158,class4,0.465163918
158,class5,0.429372008
158,class6,0.371819975
158,class7,0.312758273
158,class8,0.24876733
158,class9,0.185994668
159,class3,0.4667247
159,class5,0.434531283
159,class6,0.375702212
159,class7,0.318924976
159,class8,0.26477794
159,class9,0.191310672
16,class1,0.484316725
16,class10,0.106077372
16,class2,0.453892773
16,class3,0.445816967
16,class4,0.438772936
16,class5,0.430748482
16,class6,0.397771588
16,class7,0.322545326
16,class8,0.259982762
16,class9,0.196318111
160,class1,0.469498511
160,class10,0.126695238
160,class2,0.465870159
160,class3,0.463793296
160,class4,0.458993086
160,class5,0.428206731
160,class6,0.373578058
160,class7,0.308632644
160,class8,0.242707611
160,class9,0.184237209
161,class7,0.295681206
161,class8,0.229473887
161,class9,0.202453645
162,class6,0.356414499
162,class7,0.289914264
162,class8,0.233332893
162,class9,0.186798698
163,class1,0.464733639
163,class10,0.129604388
163,class2,0.453501069
163,class3,0.450641579
163,class4,0.448979354
163,class5,0.439184428
163,class6,0.38976437
163,class7,0.328954143
163,class8,0.25327774
163,class9,0.192309282
164,class1,0.46615047
164,class2,0.46575673
164,class3,0.464335369
164,class4,0.461159484
164,class5,0.445702816
164,class6,0.398223428
164,class7,0.333101981
165,class1,0.465388094
165,class2,0.464601446
165,class3,0.464352086
165,class4,0.463226157
165,class5,0.443264422
165,class6,0.405695608
165,class7,0.34659233
165,class8,0.273519035
166,class1,0.468015752
166,class2,0.468675188
166,class3,0.467946652
166,class4,0.461797054
166,class5,0.437765317
166,class6,0.387084115
166,class7,0.328034182
166,class8,0.25278779
167,class1,0.469737785
167,class2,0.469897043
167,class3,0.468698104
167,class4,0.464969903
167,class5,0.437422182
167,class6,0.390798764
167,class7,0.333275635
167,class8,0.268645867
168,class2,0.469727635
168,class3,0.469908425
168,class4,0.465448599
168,class5,0.430036568
168,class6,0.384608961
168,class7,0.333649206
169,class1,0.470977415
169,class2,0.470763154
169,class3,0.46926141
169,class4,0.451235399
169,class5,0.425066886
169,class6,0.379938361
169,class7,0.326095676
169,class8,0.269563886
17,class1,0.462807687
17,class10,0.101778652
17,class3,0.440798217
17,class4,0.4285084
17,class5,0.417159569
17,class6,0.39027707
17,class7,0.321812597
17,class8,0.25259872
17,class9,0.194794843
170,class5,0.41484448
170,class6,0.366052071
170,class7,0.31241285
170,class8,0.252082638
171,class1,0.472632305
171,class2,0.471126947
171,class3,0.467983161
171,class4,0.454032347
171,class5,0.427424273
171,class6,0.380070564
171,class7,0.314271317
171,class8,0.249107868
171,class9,0.184491433
172,class2,0.479126014
172,class3,0.469284642
172,class4,0.454797102
172,class5,0.425360076
172,class6,0.378832139
172,class7,0.31695544
172,class8,0.255733275
172,class9,0.181366751
173,class6,0.358134383
173,class7,0.293382815
173,class8,0.257286856
174,class1,0.47864163
174,class2,0.47624294
174,class3,0.464116793
174,class4,0.453471757
174,class5,0.427532454
174,class6,0.380233415
174,class7,0.331961634
175,class5,0.423830616
175,class6,0.35167582
175,class7,0.324452108
175,class8,0.256169146
176,class1,0.47562475
176,class2,0.469758732
176,class3,0.466595359
176,class4,0.465468022
176,class5,0.460016732
176,class6,0.416869686
176,class7,0.33557967
176,class8,0.25163511
176,class9,0.208275637
177,class3,0.472983288
177,class4,0.470979604
177,class5,0.454616425
177,class6,0.408691756
177,class7,0.33876307
177,class8,0.260520352
177,class9,0.205366722
178,class4,0.465298568
178,class5,0.447198047
178,class6,0.403816784
178,class7,0.355355021
179,class4,0.465901622
179,class5,0.44695929
179,class6,0.396590326
179,class7,0.356803864
18,class1,0.476819916
18,class10,0.127846546
18,class2,0.449191678
18,class3,0.439158341
18,class4,0.429515455
18,class5,0.418403099
18,class6,0.39550426
18,class7,0.320919541
18,class8,0.256839292
18,class9,0.196587827
180,class1,0.471858753
180,class2,0.46990616
180,class3,0.471648794
180,class4,0.470088879
180,class5,0.456461743
180,class6,0.411373095
180,class7,0.345856488
181,class5,0.44595892
181,class6,0.397656511
181,class7,0.343880125
182,class5,0.445499115
182,class6,0.401421369
182,class7,0.352342662
182,class8,0.264392284
183,class5,0.441633232
183,class6,0.400488167
183,class7,0.343086576
183,class8,0.27958048
184,class5,0.436378511
184,class6,0.386878278
184,class7,0.346085295
184,class8,0.284270837
185,class6,0.382925127
185,class7,0.322692397
185,class8,0.258078878
185,class9,0.207435969
186,class10,0.136416425
186,class5,0.440318866
186,class6,0.38093113
186,class7,0.302880459
186,class8,0.250509899
186,class9,0.191645098
187,class10,0.138389672
187,class6,0.379720626
187,class7,0.314753149
187,class8,0.25113972
187,class9,0.192791979
188,class7,0.292570439
188,class8,0.25998966
188,class9,0.196527663
189,class6,0.373694437
189,class7,0.311187186
189,class8,0.255128145
189,class9,0.210784591
19,class1,0.481141309
19,class10,0.105994
19,class2,0.443687987
19,class3,0.435620529
19,class4,0.428020086
19,class5,0.425099394
19,class6,0.386068308
19,class7,0.320744459
19,class8,0.253019615
19,class9,0.187916984
190,class5,0.436277928
190,class6,0.390159084
190,class7,0.299758625
190,class8,0.25767692
190,class9,0.206854459
191,class3,0.463488749
191,class4,0.457382902
191,class5,0.449143496
191,class6,0.386637028
191,class7,0.314297804
191,class8,0.253850624
191,class9,0.203625615
192,class6,0.38104084
192,class7,0.32001933
192,class8,0.258157911
192,class9,0.204306554
193,class5,0.43932265
193,class6,0.392070505
193,class7,0.321839553
193,class8,0.264237758
193,class9,0.20458837
194,class5,0.438677684
194,class6,0.390399379
194,class7,0.323093428
194,class8,0.253526069
194,class9,0.200948472
195,class6,0.391466406
195,class7,0.345280503
195,class8,0.256981347
195,class9,0.213280574
196,class5,0.435297534
196,class6,0.400280805
196,class7,0.336767545
196,class8,0.267736202
197,class4,0.457114015
197,class5,0.439621742
197,class6,0.395261123
197,class7,0.356253424
198,class5,0.44044286
198,class6,0.395817224
198,class7,0.341755498
199,class5,0.442106095
199,class6,0.397439548
199,class7,0.342403755
199,class8,0.270338307
2,class10,0.082265171
2,class5,0.404689148
2,class6,0.384770961
2,class7,0.317433132
2,class8,0.245976867
2,class9,0.190353577
20,class1,0.490274241
20,class10,0.100971003
20,class2,0.474207587
20,class3,0.461173768
20,class4,0.441698717
20,class5,0.447187789
20,class6,0.408717976
20,class7,0.331742602
20,class8,0.256689281
20,class9,0.19781857
200,class5,0.441195336
200,class6,0.393207771
200,class7,0.343251173
201,class6,0.387658795
201,class7,0.328337767
201,class8,0.275665766
202,class6,0.385390961
202,class7,0.329444662
202,class8,0.273115829
203,class6,0.394157659
203,class7,0.346062943
203,class8,0.278616241
204,class7,0.308923898
204,class8,0.260066429
204,class9,0.20851607
205,class10,0.140163739
205,class6,0.382649799
205,class7,0.303956634
205,class8,0.2607376
205,class9,0.19547208
206,class6,0.410238916
206,class7,0.380608987
207,class6,0.41222024
207,class7,0.371931247
208,class5,0.439342617
208,class6,0.399952381
208,class7,0.360243216
209,class5,0.440565506
209,class6,0.402143496
209,class7,0.333002829
209,class8,0.270304522
21,class10,0.09487373
21,class4,0.437582397
21,class5,0.42311954
21,class6,0.399209633
21,class7,0.32382598
21,class8,0.249891182
21,class9,0.188400155
210,class6,0.381062675
210,class7,0.313604798
210,class8,0.268904363
211,class4,0.463800317
211,class5,0.441011122
211,class6,0.390178872
211,class7,0.307772884
211,class8,0.245764709
211,class9,0.204100295
212,class1,0.466156078
212,class2,0.464764824
212,class4,0.460516049
212,class5,0.443871432
212,class6,0.381059795
212,class7,0.312931582
212,class8,0.243672531
212,class9,0.200969112
213,class5,0.445057235
213,class6,0.377811724
213,class7,0.322041132
213,class8,0.265844684
214,class3,0.461832756
214,class4,0.454470396
214,class5,0.444142019
214,class6,0.384332632
214,class7,0.306122352
214,class8,0.249230134
214,class9,0.202525825
215,class6,0.366120423
215,class7,0.322950252
215,class8,0.264089109
216,class4,0.465348297
216,class5,0.433999328
216,class6,0.38530516
216,class7,0.304567847
216,class8,0.2433147
216,class9,0.205111432
217,class6,0.374660301
217,class7,0.328054353
217,class8,0.260310974
217,class9,0.199426059
218,class5,0.431597949
218,class6,0.395211215
218,class7,0.340608526
218,class8,0.271485088
219,class6,0.392881474
219,class7,0.36312164
22,class10,0.123639785
22,class6,0.394778322
22,class7,0.344135252
22,class8,0.262273541
22,class9,0.202129198
220,class6,0.380440024
220,class7,0.354799426
221,class5,0.441903572
221,class6,0.394099802
221,class7,0.333509628
222,class5,0.433704038
222,class6,0.40222732
222,class7,0.344710204
223,class6,0.380724165
223,class7,0.322096537
224,class10,0.135361768
224,class6,0.37018657
224,class7,0.308055428
224,class8,0.248107379
224,class9,0.185016661
225,class6,0.372533917
225,class7,0.347075377
226,class5,0.429965931
226,class6,0.385242176
226,class7,0.349753114
227,class5,0.441471127
227,class6,0.369231596
227,class7,0.323495025
227,class8,0.265433934
228,class10,0.133201744
228,class6,0.371000485
228,class7,0.328343829
228,class8,0.245528639
228,class9,0.186359297
229,class7,0.306987298
229,class8,0.252453356
229,class9,0.188490556
23,class10,0.121441888
23,class7,0.315335781
23,class8,0.250804994
23,class9,0.205768919
230,class6,0.370865152
230,class7,0.31923986
230,class8,0.254747539
230,class9,0.200461502
231,class10,0.134075513
231,class7,0.288160341
231,class8,0.246401176
231,class9,0.189798402
232,class10,0.128275532
232,class6,0.368466859
232,class7,0.288851761
232,class8,0.242302195
232,class9,0.175724696
233,class10,0.132390789
233,class6,0.362576515
233,class7,0.315038286
233,class8,0.245593391
233,class9,0.190756408
234,class10,0.112880027
234,class5,0.440085194
234,class6,0.38023904
234,class7,0.302411393
234,class8,0.24939048
234,class9,0.193738953
235,class10,0.127586504
235,class7,0.293140328
235,class8,0.236363763
235,class9,0.185679725
236,class7,0.293461477
236,class8,0.245281821
236,class9,0.199734836
237,class10,0.137265016
237,class6,0.350379422
237,class7,0.294434962
237,class8,0.249963691
237,class9,0.192456575
238,class10,0.12644284
238,class7,0.289652443
238,class8,0.23945945
238,class9,0.182647786
239,class10,0.131056849
239,class7,0.293532412
239,class8,0.249795975
239,class9,0.185570209
24,class1,0.47050704
24,class10,0.103357072
24,class2,0.45517234
24,class3,0.439076398
24,class4,0.436226191
24,class5,0.422781237
24,class6,0.399447225
24,class7,0.335333388
24,class8,0.255800751
24,class9,0.193131417
240,class10,0.124358018
240,class6,0.34570809
240,class7,0.286752583
240,class8,0.235514579
240,class9,0.187121174
241,class10,0.099733172
241,class6,0.356527343
241,class7,0.298385863
241,class8,0.237799273
241,class9,0.171972416
242,class10,0.108035181
242,class6,0.370925144
242,class7,0.298765056
242,class8,0.230476559
242,class9,0.173945701
243,class10,0.087540989
243,class2,0.451275198
243,class3,0.442016592
243,class4,0.448908041
243,class5,0.414369289
243,class6,0.363035633
243,class7,0.300657884
243,class8,0.236331433
243,class9,0.171756949
244,class1,0.448156436
244,class10,0.106214019
244,class2,0.449855853
244,class4,0.444615152
244,class5,0.426381045
244,class6,0.3615808
244,class7,0.302069358
244,class8,0.239791065
244,class9,0.172676061
245,class10,0.094862995
245,class2,0.451343256
245,class3,0.446992623
245,class4,0.44805695
245,class5,0.416403122
245,class6,0.363970618
245,class7,0.303610967
245,class8,0.234819035
245,class9,0.166003472
246,class10,0.12089025
246,class8,0.21761417
246,class9,0.165171804
247,class10,0.106889518
247,class7,0.288869593
247,class8,0.231251949
247,class9,0.168897383
248,class10,0.094380051
248,class6,0.35760536
248,class7,0.298364786
248,class8,0.236735326
248,class9,0.172296892
249,class1,0.455941147
249,class10,0.109038721
249,class3,0.453021649
249,class4,0.448946665
249,class5,0.430901403
249,class6,0.373776845
249,class7,0.303424427
249,class8,0.23118032
249,class9,0.171537573
25,class10,0.11536831
25,class5,0.454370953
25,class6,0.439967462
25,class7,0.351344343
25,class8,0.269953793
25,class9,0.207852876
250,class1,0.458987932
250,class10,0.089592343
250,class2,0.443273581
250,class3,0.444470813
250,class4,0.442862947
250,class5,0.433133762
250,class6,0.386319553
250,class7,0.311810808
250,class8,0.238689849
250,class9,0.176011056
251,class10,0.153529337
251,class9,0.197140656
252,class10,0.153376093
252,class6,0.42619065
252,class7,0.366930995
252,class8,0.280341198
252,class9,0.209035626
253,class10,0.111233955
253,class5,0.439300686
253,class6,0.384703135
253,class7,0.311327926
253,class8,0.242432036
253,class9,0.177813037
254,class10,0.126610519
254,class6,0.431646834
254,class7,0.364525606
254,class8,0.285642919
254,class9,0.202155678
255,class10,0.130169916
255,class6,0.435376482
255,class7,0.356756797
255,class8,0.280393965
255,class9,0.209685092
256,class4,0.445135578
256,class5,0.41566069
256,class6,0.369697153
256,class7,0.298162184
256,class8,0.242392858
257,class10,0.126428694
257,class3,0.460540062
257,class4,0.453412132
257,class5,0.428921954
257,class6,0.364022781
257,class7,0.302249873
257,class8,0.235044641
257,class9,0.181924264
258,class10,0.138343303
258,class7,0.287497038
258,class8,0.24168361
258,class9,0.194481944
259,class10,0.126540747
259,class4,0.456356083
259,class5,0.42048532
259,class6,0.359388075
259,class7,0.296869289
259,class8,0.238795056
259,class9,0.194037384
26,class10,0.141214735
26,class6,0.407822692
26,class7,0.336081413
26,class8,0.266979725
26,class9,0.19418973
260,class7,0.272681043
260,class8,0.244626353
260,class9,0.195966308
261,class6,0.35636085
261,class7,0.283032552
261,class8,0.224583248
261,class9,0.185850319
262,class10,0.140426782
262,class7,0.277273556
262,class8,0.239311893
262,class9,0.185915127
263,class10,0.12062186
263,class7,0.294067119
263,class8,0.226504231
263,class9,0.187735492
264,class10,0.140685877
264,class7,0.293424386
264,class8,0.210077352
264,class9,0.169524291
265,class10,0.126180126
265,class5,0.406260673
265,class6,0.355984341
265,class7,0.286596574
265,class8,0.231104799
265,class9,0.181001384
266,class10,0.136243926
266,class6,0.353571385
266,class7,0.305591403
266,class8,0.231721132
266,class9,0.173401076
267,class10,0.137579921
267,class5,0.407719604
267,class6,0.359608661
267,class7,0.295339214
267,class8,0.221674368
267,class9,0.174206319
268,class10,0.1424359
268,class7,0.323580979
268,class8,0.222176197
268,class9,0.17083781
269,class8,0.218130147
269,class9,0.178889468
27,class10,0.094716689
27,class7,0.305148473
27,class8,0.255552961
27,class9,0.192958809
270,class10,0.139925606
270,class7,0.279056081
270,class8,0.226460429
270,class9,0.169562645
271,class7,0.272593464
271,class8,0.225166471
271,class9,0.176497526
272,class10,0.120127429
272,class4,0.44848026
272,class5,0.413399582
272,class6,0.358834939
272,class7,0.296236206
272,class8,0.230407817
272,class9,0.170305939
273,class10,0.13613538
273,class7,0.288850765
273,class8,0.223033309
273,class9,0.179338487
274,class10,0.139746392
274,class5,0.425978723
274,class6,0.362543827
274,class7,0.293333226
274,class8,0.22594982
274,class9,0.182086769
275,class10,0.138105001
275,class7,0.292225694
275,class8,0.210863416
275,class9,0.175743838
276,class7,0.288300319
276,class8,0.260096458
277,class10,0.137554219
277,class7,0.289355541
277,class8,0.238337822
277,class9,0.193211901
278,class7,0.287338935
278,class8,0.236900465
278,class9,0.191331535
279,class10,0.111532916
279,class4,0.441831242
279,class5,0.406267785
279,class6,0.351590885
279,class7,0.292262876
279,class8,0.235418542
279,class9,0.182910333
28,class10,0.131145152
28,class5,0.411425722
28,class6,0.398900998
28,class7,0.335608813
28,class8,0.26941235
28,class9,0.20273196
280,class10,0.097742181
280,class7,0.292071349
280,class8,0.233119654
280,class9,0.180907316
281,class10,0.103631589
281,class4,0.444871244
281,class5,0.404193282
281,class6,0.359891155
281,class7,0.298799364
281,class8,0.237264568
281,class9,0.175551885
282,class10,0.119666392
282,class7,0.283544236
282,class8,0.22307903
282,class9,0.176161249
283,class10,0.124151672
283,class4,0.440969899
283,class5,0.432732487
283,class6,0.347997242
283,class7,0.29649729
283,class8,0.21989659
283,class9,0.170534503
284,class10,0.106702907
284,class6,0.354871644
284,class7,0.29456205
284,class8,0.227067624
284,class9,0.165923279
285,class1,0.435258171
285,class10,0.102646012
285,class3,0.42821365
285,class4,0.428514095
285,class5,0.411357096
285,class6,0.359741494
285,class7,0.297155576
285,class8,0.231453513
285,class9,0.169104803
286,class7,0.285508476
286,class8,0.243545803
286,class9,0.197189911
287,class10,0.131654893
287,class6,0.346568055
287,class7,0.298614318
287,class8,0.235097068
287,class9,0.182736467
288,class1,0.447750232
288,class10,0.072796991
288,class2,0.443358438
288,class3,0.438681494
288,class4,0.437833463
288,class5,0.409031087
288,class6,0.358215948
288,class7,0.297599214
288,class8,0.235255911
288,class9,0.170519879
289,class10,0.103561805
289,class7,0.295025098
289,class8,0.230995616
289,class9,0.168424797
29,class10,0.113885003
29,class2,0.480063796
29,class4,0.468265456
29,class5,0.457146559
29,class6,0.418153895
29,class7,0.339066173
29,class8,0.260618739
29,class9,0.200297698
290,class10,0.122834602
290,class8,0.215481088
290,class9,0.176104691
291,class10,0.131687108
291,class8,0.22560086
291,class9,0.163516538
292,class10,0.135821094
292,class8,0.219607744
292,class9,0.16923592
293,class10,0.13492521
293,class7,0.300944038
293,class8,0.237472566
293,class9,0.172538857
294,class6,0.385650541
294,class7,0.327852526
294,class8,0.235182658
294,class9,0.183400229
295,class10,0.113430681
295,class6,0.351496749
295,class7,0.280371282
295,class8,0.215091492
295,class9,0.176713769
296,class10,0.136585031
296,class8,0.222757641
296,class9,0.179500958
297,class7,0.285685932
297,class8,0.218006252
297,class9,0.18341777
298,class10,0.135696985
298,class6,0.3559726
298,class7,0.319735383
298,class8,0.214833597
298,class9,0.18017272
299,class6,0.357279006
299,class7,0.304439426
299,class8,0.221225709
299,class9,0.181636281
3,class1,0.462922503
3,class10,0.109292455
3,class2,0.447647008
3,class3,0.429242111
3,class4,0.431414615
3,class5,0.416385795
3,class6,0.389034964
3,class7,0.325390811
3,class8,0.252278573
3,class9,0.189620508
30,class1,0.489391449
30,class10,0.081793055
30,class2,0.475227053
30,class3,0.462287003
30,class4,0.452746444
30,class5,0.44840029
30,class6,0.427061621
30,class7,0.351858825
30,class8,0.263227127
30,class9,0.207324339
300,class1,0.458020132
300,class10,0.090521254
300,class2,0.460852107
300,class3,0.454212989
300,class4,0.451344842
300,class5,0.432932415
300,class6,0.381894548
300,class7,0.307883271
300,class8,0.231773631
300,class9,0.171868543
301,class10,0.097325786
301,class3,0.453315237
301,class4,0.453062216
301,class5,0.434816334
301,class6,0.390678252
301,class7,0.319328841
301,class8,0.231133507
301,class9,0.18337286
302,class10,0.111871266
302,class5,0.44802749
302,class6,0.397426973
302,class7,0.311066248
302,class8,0.23071751
302,class9,0.181952713
303,class10,0.133080333
