# File: UCD_trn_data_SSP3.csv
# Title: SSP3 UCD transportation database
# Units: Various
# Description: UC Davis transportation database for SSP3
# Source: Mishra et al. 2013
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2020,2035,2050,2065,2080,2095
USA,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
USA,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
USA,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
USA,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
USA,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
USA,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
USA,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
USA,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
USA,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000
USA,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000
USA,Freight,Truck,Truck (0-2.7t),Liquids,Liquids,load factor,tonnes/veh,0.27,0.27,0.27,0.27,0.27,0.27,0.27
USA,Freight,Truck,Truck (0-2.7t),NG,Natural Gas,load factor,tonnes/veh,0.27,0.27,0.27,0.27,0.27,0.27,0.27
USA,Freight,Truck,Truck (2.7-4.5t),Liquids,Liquids,load factor,tonnes/veh,1.008,1.008,1.008,1.008,1.008,1.008,1.008
USA,Freight,Truck,Truck (2.7-4.5t),NG,Natural Gas,load factor,tonnes/veh,1.008,1.008,1.008,1.008,1.008,1.008,1.008
USA,Freight,Truck,Truck (4.5-12t),Liquids,Liquids,load factor,tonnes/veh,3.6,3.6,3.6,3.6,3.6,3.6,3.6
USA,Freight,Truck,Truck (4.5-12t),NG,Natural Gas,load factor,tonnes/veh,3.6,3.6,3.6,3.6,3.6,3.6,3.6
USA,Freight,Truck,Truck (>12t),Liquids,Liquids,load factor,tonnes/veh,4.16,4.16,4.16,4.16,4.16,4.16,4.16
USA,Freight,Truck,Truck (>12t),NG,Natural Gas,load factor,tonnes/veh,4.16,4.16,4.16,4.16,4.16,4.16,4.16
Western Europe,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,121.216,130.6324,137.6612,141.8494,141.8494,141.8494,141.8494
Western Europe,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,224.489,241.9279,254.9451,262.7014,262.7014,262.7014,262.7014
Western Europe,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849
Western Europe,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849
Western Europe,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605
Western Europe,Passenger,LDV_2W,Moped,Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_2W,Moped,BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Western Europe,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611
Western Europe,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611
Western Europe,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611
Western Europe,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611
Western Europe,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611,1.6611
Western Europe,Passenger,LDV_4W,Van,Liquids,Liquids,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Van,NG,Natural Gas,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Van,BEV,Electricity,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Van,FCEV,Hydrogen,load factor,pers/veh,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533,1.6533
Western Europe,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,load factor,pers/veh,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411
Western Europe,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411
Western Europe,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,load factor,pers/veh,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411
Western Europe,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,load factor,pers/veh,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411
Western Europe,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,load factor,pers/veh,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411
Western Europe,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,73.7535,73.7535,73.7535,73.7535,73.7535,73.7535,73.7535
Western Europe,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,152.8307,152.8307,152.8307,152.8307,152.8307,152.8307,152.8307
Western Europe,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,73.7535,73.7535,73.7535,73.7535,73.7535,73.7535,73.7535
Western Europe,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,152.8307,152.8307,152.8307,152.8307,152.8307,152.8307,152.8307
Western Europe,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,373.838,373.838,373.838,373.838,373.838,373.838,373.838
Western Europe,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,422.292,422.292,422.292,422.292,422.292,422.292,422.292
Western Europe,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,373.838,373.838,373.838,373.838,373.838,373.838,373.838
Western Europe,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,422.292,422.292,422.292,422.292,422.292,422.292,422.292
Western Europe,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000
Western Europe,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000
Western Europe,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,load factor,tonnes/veh,0.799,0.799,0.799,0.799,0.799,0.799,0.799
Western Europe,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,load factor,tonnes/veh,0.799,0.799,0.799,0.799,0.799,0.799,0.799
Western Europe,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,load factor,tonnes/veh,2.242,2.242,2.242,2.242,2.242,2.242,2.242
Western Europe,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,load factor,tonnes/veh,2.242,2.242,2.242,2.242,2.242,2.242,2.242
Western Europe,Freight,Truck,Truck (16-32t),Liquids,Liquids,load factor,tonnes/veh,12.43,12.43,12.43,12.43,12.43,12.43,12.43
Western Europe,Freight,Truck,Truck (16-32t),NG,Natural Gas,load factor,tonnes/veh,12.43,12.43,12.43,12.43,12.43,12.43,12.43
Western Europe,Freight,Truck,Truck (>32t),Liquids,Liquids,load factor,tonnes/veh,16.287,16.287,16.287,16.287,16.287,16.287,16.287
Western Europe,Freight,Truck,Truck (>32t),NG,Natural Gas,load factor,tonnes/veh,16.287,16.287,16.287,16.287,16.287,16.287,16.287
Africa,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.4005,7.7862,7.4969,7.725,7.725,7.725,7.725
Africa,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2714,7.6665,7.3731,7.5974,7.5974,7.5974,7.5974
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2441,7.6412,7.3573,7.5811,7.5811,7.5811,7.5811
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2562,7.6524,7.3681,7.5923,7.5923,7.5923,7.5923
Canada,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119
Canada,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482
China,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2441,7.6412,7.3573,7.5811,7.5811,7.5811,7.5811
China,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2562,7.6524,7.3681,7.5923,7.5923,7.5923,7.5923
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.1693,7.5719,7.2906,7.5124,7.5124,7.5124,7.5124
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2761,7.6708,7.3858,7.6105,7.6105,7.6105,7.6105
Former Soviet Union,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.1693,7.5719,7.2906,7.5124,7.5124,7.5124,7.5124
Former Soviet Union,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2761,7.6708,7.3858,7.6105,7.6105,7.6105,7.6105
India,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2441,7.6412,7.3573,7.5811,7.5811,7.5811,7.5811
India,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2562,7.6524,7.3681,7.5923,7.5923,7.5923,7.5923
Japan,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2441,7.6412,7.3573,7.5811,7.5811,7.5811,7.5811
Japan,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2562,7.6524,7.3681,7.5923,7.5923,7.5923,7.5923
Korea,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2441,7.6412,7.3573,7.5811,7.5811,7.5811,7.5811
Korea,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2562,7.6524,7.3681,7.5923,7.5923,7.5923,7.5923
Latin America,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,7.6625,7.1021,6.8382,7.0463,7.0463,7.0463,7.0463
Latin America,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,7.5232,6.973,6.7139,6.9182,6.9182,6.9182,6.9182
Middle East,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,9.3048,8.6243,8.3039,8.5565,8.5565,8.5565,8.5565
Middle East,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.3411,7.7311,7.4439,7.6704,7.6704,7.6704,7.6704
Southeast Asia,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,7.6625,7.1021,6.8382,7.0463,7.0463,7.0463,7.0463
Southeast Asia,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,7.5232,6.973,6.7139,6.9182,6.9182,6.9182,6.9182
USA,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119
USA,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482
Western Europe,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.1693,7.3457,6.8623,7.071,7.071,7.071,7.071
Western Europe,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,8.2761,7.4416,6.9519,7.1634,7.1634,7.1634,7.1634
Africa,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,12.0598,15.0747,18.8434,23.5542,23.5542,23.5542,23.5542
Africa,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,9.6478,12.0598,15.0747,18.8434,18.8434,18.8434,18.8434
Africa,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,50.5974,63.2467,79.0584,98.823,98.823,98.823,98.823
Africa,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,50.5974,63.2467,79.0584,98.823,98.823,98.823,98.823
Africa,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,48.0675,60.0844,75.1055,93.8818,93.8818,93.8818,93.8818
Africa,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,40.4779,50.5974,63.2467,79.0584,79.0584,79.0584,79.0584
Africa,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,45.5376,56.922,71.1526,88.9407,88.9407,88.9407,88.9407
Africa,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,101.2094,126.5117,158.1396,197.6745,197.6745,197.6745,197.6745
Africa,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,101.2094,126.5117,158.1396,197.6745,197.6745,197.6745,197.6745
Africa,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,96.1489,120.1861,150.2326,187.7908,187.7908,187.7908,187.7908
Africa,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,80.9675,101.2094,126.5117,158.1396,158.1396,158.1396,158.1396
Africa,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,91.0884,113.8605,142.3257,177.9071,177.9071,177.9071,177.9071
Africa,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,151.9492,189.9365,237.4206,296.7757,296.7757,296.7757,296.7757
Africa,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,151.9492,189.9365,237.4206,296.7757,296.7757,296.7757,296.7757
Africa,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,144.3517,180.4397,225.5496,281.937,281.937,281.937,281.937
Africa,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,121.5593,151.9492,189.9365,237.4206,237.4206,237.4206,237.4206
Africa,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,136.7543,170.9428,213.6785,267.0982,267.0982,267.0982,267.0982
Africa,Passenger,LDV_4W,Multipurpose Vehicle,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,165.9465,207.4331,259.2914,324.1143,324.1143,324.1143,324.1143
Africa,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,165.9465,207.4331,259.2914,324.1143,324.1143,324.1143,324.1143
Africa,Passenger,LDV_4W,Multipurpose Vehicle,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,157.6492,197.0615,246.3268,307.9085,307.9085,307.9085,307.9085
Africa,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,132.7572,165.9465,207.4331,259.2914,259.2914,259.2914,259.2914
Africa,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,149.3519,186.6898,233.3623,291.7028,291.7028,291.7028,291.7028
Australia_NZ,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,580.2739,580.2739,580.2739,580.2739,580.2739,580.2739,580.2739
Australia_NZ,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,464.2191,464.2191,464.2191,464.2191,464.2191,464.2191,464.2191
Australia_NZ,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,928.8238,928.8238,928.8238,928.8238,928.8238,928.8238,928.8238
Australia_NZ,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,928.8238,928.8238,928.8238,928.8238,928.8238,928.8238,928.8238
Australia_NZ,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,882.3826,882.3826,882.3826,882.3826,882.3826,882.3826,882.3826
Australia_NZ,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,743.059,743.059,743.059,743.059,743.059,743.059,743.059
Australia_NZ,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,835.9414,835.9414,835.9414,835.9414,835.9414,835.9414,835.9414
Australia_NZ,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327
Australia_NZ,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327,1176.3327
Australia_NZ,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,1117.516,1117.516,1117.516,1117.516,1117.516,1117.516,1117.516
Australia_NZ,Passenger,LDV_4W,Midsize Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,941.0661,941.0661,941.0661,941.0661,941.0661,941.0661,941.0661
Australia_NZ,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,1058.6994,1058.6994,1058.6994,1058.6994,1058.6994,1058.6994,1058.6994
Australia_NZ,Passenger,LDV_4W,Large Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1296.095,1296.095,1296.095,1296.095,1296.095,1296.095,1296.095
Australia_NZ,Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1296.095,1296.095,1296.095,1296.095,1296.095,1296.095,1296.095
Australia_NZ,Passenger,LDV_4W,Large Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,1231.2903,1231.2903,1231.2903,1231.2903,1231.2903,1231.2903,1231.2903
Australia_NZ,Passenger,LDV_4W,Large Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,1036.876,1036.876,1036.876,1036.876,1036.876,1036.876,1036.876
Australia_NZ,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,1166.4855,1166.4855,1166.4855,1166.4855,1166.4855,1166.4855,1166.4855
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356,1527.6356
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,1451.2539,1451.2539,1451.2539,1451.2539,1451.2539,1451.2539,1451.2539
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,1222.1085,1222.1085,1222.1085,1222.1085,1222.1085,1222.1085,1222.1085
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,1374.8721,1374.8721,1374.8721,1374.8721,1374.8721,1374.8721,1374.8721
Canada,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,675.2278,675.2278,675.2278,675.2278,675.2278,675.2278,675.2278
Canada,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,540.1822,540.1822,540.1822,540.1822,540.1822,540.1822,540.1822
Canada,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,679.3874,679.3874,679.3874,679.3874,679.3874,679.3874,679.3874
Canada,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,679.3874,679.3874,679.3874,679.3874,679.3874,679.3874,679.3874
Canada,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,645.418,645.418,645.418,645.418,645.418,645.418,645.418
Canada,Passenger,LDV_4W,Midsize Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,543.5099,543.5099,543.5099,543.5099,543.5099,543.5099,543.5099
Canada,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,611.4486,611.4486,611.4486,611.4486,611.4486,611.4486,611.4486
Canada,Passenger,LDV_4W,Van,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,779.735,779.735,779.735,779.735,779.735,779.735,779.735
Canada,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,779.735,779.735,779.735,779.735,779.735,779.735,779.735
Canada,Passenger,LDV_4W,Van,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,740.7483,740.7483,740.7483,740.7483,740.7483,740.7483,740.7483
Canada,Passenger,LDV_4W,Van,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,623.788,623.788,623.788,623.788,623.788,623.788,623.788
Canada,Passenger,LDV_4W,Van,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,701.7615,701.7615,701.7615,701.7615,701.7615,701.7615,701.7615
Canada,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,840.0717,840.0717,840.0717,840.0717,840.0717,840.0717,840.0717
Canada,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,840.0717,840.0717,840.0717,840.0717,840.0717,840.0717,840.0717
Canada,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,798.0681,798.0681,798.0681,798.0681,798.0681,798.0681,798.0681
Canada,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,672.0573,672.0573,672.0573,672.0573,672.0573,672.0573,672.0573
Canada,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,756.0645,756.0645,756.0645,756.0645,756.0645,756.0645,756.0645
China,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,18.1298,18.1298,18.1298,18.1298,18.1298,18.1298,18.1298
China,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,14.5038,14.5038,14.5038,14.5038,14.5038,14.5038,14.5038
China,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,80,100,125,156.25,156.25,156.25,156.25
China,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,80,100,125,156.25,156.25,156.25,156.25
China,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,76,95,118.75,148.4375,148.4375,148.4375,148.4375
China,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,64,80,100,125,125,125,125
China,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (maintenance),2005$/veh/yr,72,90,112.5,140.625,140.625,140.625,140.625
China,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,124,155,193.75,242.1875,242.1875,242.1875,242.1875
China,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (maintenance),2005$/veh/yr,124,155,193.75,242.1875,242.1875,242.1875,242.1875
China,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (maintenance),2005$/veh/yr,117.8,147.25,184.0625,230.0781,230.0781,230.0781,230.0781
China,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (maintenance),2005$/veh/yr,99.2,124,155,193.75,193.75,193.75,193.75
