GCAM_country_ID,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
25,9431.095916666667,9270.324145333334,9098.108251333333,8915.300064666666,8734.715486666668,8562.164828666668,8388.952150666666,8205.680015333333,8011.781704000001,7812.929019333334,7606.858937333333,7399.0302759999995,7190.948085333333,6983.317947333333,6780.086993333333,6587.262772666667,6406.203008666667,6231.8006706666665
26,339.8384566666667,364.8669593333333,385.70789333333335,403.1441506666667,418.08086,430.67240533333336,440.19472800000005,447.676872,452.7114133333333,455.78861066666667,457.19045800000004,457.73735466666665,457.11457,455.9897433333333,454.19641533333333,452.09267,450.1526613333333,448.82634866666666
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,10646.889453333333,11339.857526666667,12001.268979999999,12602.950186666665,13130.02292,13584.947900000001,13963.035693333333,14270.760286666666,14494.91204,14645.67258,14745.101113333334,14803.235813333335,14818.915753333335,14789.728313333333,14730.722686666666,14654.01508,14567.28656,14467.9949
29,203150.07673333332,210742.76433333333,217420.20880000002,222819.05913333333,226941.06313333334,229840.72906666668,231531.28726666668,231868.11253333333,230802.29866666667,228664.96126666668,225547.80833333335,221580.725,216853.0174,211583.08253333333,205939.23433333333,200122.95893333334,194261.71033333332,188415.27099999998
30,276.0021346666667,278.7581686666666,280.20903333333337,280.8315593333333,279.8984666666667,277.09868133333333,272.89370933333333,267.67460933333336,261.30221000000006,255.03467,248.09267599999998,240.93248866666667,233.2524,225.73227133333336,217.77911666666665,209.82622933333334,202.03894666666667,194.82255266666667
31,433.0841,466.245136,497.85324533333335,527.1092353333333,554.7932573333334,580.3033933333332,604.3110946666667,626.9643786666667,647.0369900000001,664.209648,676.024952,682.8571773333333,684.8301433333334,683.0388293333334,678.1208940000001,670.6806760000001,660.2332373333332,647.9034206666668
32,796.8036593333334,868.9079086666667,939.1818586666667,1006.2657839999999,1069.1060466666665,1129.182762,1186.3067533333333,1238.875328,1284.1164273333331,1320.9781440000002,1347.282696,1364.2822866666666,1372.1276200000002,1370.9230053333335,1361.9198013333335,1346.8582,1327.8827173333334,1304.9498313333333
33,2129.837945333333,2241.8954766666666,2339.943283333333,2428.0986973333333,2510.7933773333334,2588.7515066666665,2663.1012173333334,2735.836878,2804.795040666667,2871.7066313333335,2922.7624966666667,2953.7437046666664,2963.720247333333,2956.80854,2930.74174,2889.8810226666665,2834.031094666667,2762.245160666667
34,4818.24183,5258.685866,5686.119538,6097.108371333334,6479.185666,6834.18765,7147.1364773333335,7413.929948666667,7642.331526,7824.9928500000005,7960.013824666667,8051.703434,8099.00126,8111.260971333333,8091.815887999999,8042.273592666667,7972.740085333333,7885.935206
35,35858.15294,37764.13364,39641.13286666667,41383.727360000004,42991.85427333333,44540.17791333334,46068.08164,47584.869660000004,49052.725646666666,50464.93666666667,51699.95414666667,52761.78042666667,53646.81993333333,54321.91436666667,54756.86878,54945.18702,54830.69668,54423.70256666666
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7899.742969333333,8100.983508666667,8312.172662666666,8519.2521,8709.256153333334,8879.194479333331,9033.226426666666,9171.812615333334,9289.171289999998,9383.846007333334,9440.192309333333,9467.072020666667,9469.855779333333,9450.181929999999,9406.798006,9321.732588666666,9196.930650666667,9041.104852
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,17870.05763333333,18566.92644,19181.248199999998,19685.7458,20071.07586,20337.69498,20495.12958,20534.207726666667,20489.31572,20368.942386666666,20174.993066666666,19916.7212,19601.974946666665,19231.913719999997,18811.99194,18354.328640000003,17876.838006666665,17371.056466666665
40,1363419.9866666666,1379229.016,1385145.2380000001,1380651.1626666666,1365275.0233333334,1339586.9686666667,1305120.094,1263138.0633333332,1215402.7366666666,1163794.272,1110443.766,1057146.1633333333,1004276.2593333333,951827.7991333333,900636.2883333332,852318.6961333334,807863.9087333333,767274.8802666666
41,21462.892953333336,23152.099166666667,24710.058653333333,26179.305546666666,27548.221866666667,28756.993073333335,29772.094853333332,30619.214226666667,31283.27328,31800.91048,32237.265746666664,32563.1632,32788.11358,32911.73962,32934.98358,32903.87203333333,32796.9826,32654.879986666663
42,21659.174166666668,23654.3259,25515.851193333332,27315.326820000002,29037.252766666665,30620.704166666666,31978.256080000003,33155.71541333333,34164.29846666667,34970.85215333333,35597.23246,36069.31947333333,36409.02688,36583.109633333326,36602.2665,36470.19265333333,36251.90587333334,35924.81853333333
43,75413.18101333333,85771.30122666666,96613.76484,107350.24073333334,117677.97093333333,127427.23806666666,136789.07546666666,145718.92446666668,153863.94313333335,160928.83966666667,167188.22346666668,172539.77466666666,177040.16666666666,180710.90453333332,183405.85846666666,185386.81946666664,186604.24013333334,187014.6819333333
44,4561.021535333333,5077.313616666666,5579.986862666667,6080.027062,6570.749399333333,7032.207574666667,7445.748190666666,7823.221687333334,8161.3143426666675,8454.252208666667,8699.703846,8902.285170666666,9063.028882,9171.691402,9231.057808,9242.113385333332,9216.084730666666,9152.909874666668
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,49332.27106,52233.06189333333,54915.09144,57327.845753333335,59422.13828666667,61224.66818666667,62734.982553333335,63900.03548,64732.88421333334,65296.891520000005,65564.73095333332,65587.68524666666,65372.222526666665,64911.77173333334,64229.88569333333,63408.02904666666,62472.03250666666,61435.91073333333
47,821.8817826666667,901.0480353333334,975.1169346666666,1048.2173026666667,1120.3031906666668,1187.0114106666667,1242.818854,1286.9175506666666,1322.8133393333333,1352.9258493333334,1379.0046293333332,1400.3143479999999,1415.2135400000002,1423.9782993333333,1426.7489726666668,1424.8383760000002,1419.8933866666666,1412.2755519999998
48,515.8371886666667,533.0046186666667,547.264122,558.8923679999999,566.9604119999999,572.100988,574.2152786666667,573.138438,568.9117093333333,561.3090353333333,553.815104,546.0319906666667,537.9715053333334,529.3197773333334,520.9142533333332,513.1484086666667,507.012186,502.25418599999995
49,5001.073589333334,5326.107726,5630.207402,5910.684140666666,6162.0941686666665,6386.751327333333,6576.794979333333,6735.981248,6864.981652666666,6965.197184,7022.939713333334,7037.763477333333,7010.298816666666,6948.875994666667,6856.2011299999995,6739.183584,6604.190948,6455.331637333333
50,11190.17762,11083.30492,10919.68288,10694.849760000001,10405.327459999999,10056.082773333334,9651.17684,9192.155656666666,8688.847392,8156.768914666665,7631.101256,7137.856692666666,6690.166822666667,6286.095236666666,5914.295759333333,5568.316787333333,5249.245526666666,4959.717368
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1176.6825113333332,1247.8496080000002,1315.8874666666666,1377.2699773333334,1432.808952,1484.2094573333334,1533.2535659999999,1578.7795653333335,1617.9131253333335,1649.76116,1668.1353773333333,1673.9891059999998,1668.3168959999998,1653.1446926666667,1630.0086626666669,1601.2180046666667,1568.8191673333333,1532.9488920000001
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,10759.909326666666,10971.945553333333,11153.69046,11291.88788,11386.840353333333,11477.850113333332,11588.888793333334,11703.800673333333,11794.082666666667,11841.076006666666,11810.276513333332,11719.08994,11594.7261,11460.238513333334,11324.839446666667,11182.965153333333,11028.986426666666,10855.86192
55,82123.70527333333,81910.13522666667,81683.33080666668,81357.25907999999,80913.77694666668,80366.95156,79714.99166,78932.16346,78020.06330000001,77068.68568,76013.19256000001,74934.25345333334,73815.82996666667,72604.13055333334,71267.1822,69827.17920666667,68303.02197999999,66527.73670000001
56,968.0483773333334,1044.733632,1116.0382040000002,1181.8301373333334,1241.0846966666666,1294.0213706666668,1339.9154726666666,1377.868946,1406.2395286666667,1426.7670566666666,1439.7695626666666,1446.845356,1448.0473,1444.1058873333332,1436.79318,1425.306842,1411.0133853333334,1394.9803473333334
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5678.678268,5806.134621333334,5946.1831526666665,6086.959720666667,6217.8577473333335,6337.766826666667,6454.197788666666,6573.982123333333,6698.739176,6824.773594,6941.29478,7046.958109333334,7141.129936666666,7224.740909333334,7296.081888,7354.1287213333335,7397.712899333334,7425.690262
59,10522.086506666668,11065.906146666666,11560.948993333333,12005.79834,12387.87354,12696.100593333334,12943.83684,13132.12,13246.21692,13295.1222,13295.247993333334,13262.975613333334,13191.952813333333,13082.05892,12937.02774,12771.96244,12590.703326666666,12394.841533333332
60,38053.27682,40527.74595333334,42712.91656,44518.70224,46062.990406666664,47436.87327333333,48639.68235333334,49524.92256666667,50017.11971333333,50131.87444666666,49977.019186666665,49608.95022666667,49103.09789333333,48487.30787333334,47790.67084,47080.28999333333,46356.111946666664,45600.82980666667
61,15435.297139999999,16347.196246666666,17203.738586666666,17973.8659,18652.72463333333,19239.76275333333,19716.87624,20089.07212,20350.741426666667,20507.76958,20591.978073333332,20610.718493333334,20561.22026,20446.677213333332,20265.683573333336,20031.75844,19751.06482,19451.951926666665
62,88083.93846,94749.90207333333,100949.18993333333,106685.26806666667,112000.17393333332,116867.8512,121202.17813333333,124860.86033333333,127969.28246666666,130529.2492,132496.6676,133778.04946666665,134387.24086666666,134519.16473333334,134220.14239999998,133577.1662,132539.8106,131238.9046
63,6091.237881333333,6925.676216,7727.268318666667,8539.235983333332,9372.784648666666,10193.150126666666,10952.158873333334,11633.892653333334,12243.151153333332,12791.153706666668,13272.022579999999,13686.116473333333,14011.205046666666,14252.213926666665,14399.732846666666,14471.944000000001,14469.830773333333,14393.263653333333
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,47811.68254666666,48769.01406666667,49533.23446666666,50207.85304666666,50923.71962,51674.75994,52327.15064666667,52760.24674,52920.96094,52844.97202,52528.857013333334,52081.31357333333,51555.81458666666,50964.68134,50330.82984666667,49601.86094666666,48743.073573333335,47758.93588666667
66,1334.6752426666667,1324.750224,1312.0638573333333,1296.9757166666666,1282.854292,1272.94783,1266.0431973333332,1259.27095,1250.920334,1240.7963106666668,1228.302218,1215.835194,1202.9977893333332,1189.9218833333334,1176.1004699999999,1162.0448553333333,1147.8771546666667,1132.937946
67,92596.22936666667,103021.27373333334,113691.31166666666,123971.25219999999,133596.05253333334,142609.9772,151067.86553333333,158828.87726666668,165903.71306666665,172129.924,177361.0128,181728.32986666667,185218.9696,187821.8586,189694.21993333334,190759.8247333333,191231.0376,191006.31826666664
68,5492.929445333334,5617.026804,5737.9100733333335,5844.797198,5933.9086013333335,6011.951112000001,6090.081542666667,6175.716036,6268.897196,6365.952472,6457.163990666667,6541.062786,6617.268663333333,6683.910186,6740.230116666667,6785.686372,6816.054503333334,6824.057938
69,896.7006166666666,924.7203533333334,944.8801733333333,960.0455313333332,970.6666706666667,975.114866,974.3000813333333,969.6702733333333,960.1824993333333,947.219042,933.776746,919.9157733333334,905.7387793333334,890.9437486666667,875.7314013333332,859.9155626666667,843.8714080000001,828.3317020000001
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,65453.87758666666,67406.74982,69334.73808666666,71196.21338666667,72977.00467333334,74643.95294,76148.10188666667,77489.25101333333,78719.01328666667,79886.83184666667,80944.68766666666,81911.81619333333,82778.56644666666,83505.32854666667,84061.42814666667,84300.69786,84281.89865999999,84044.77352666666
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,112.428606,114.15362900000001,115.036437,114.931822,113.785159,111.894941,109.501192,106.728701,103.799556,100.54568599999999,97.602392,94.92140500000001,92.41942999999999,90.19597999999999,88.307884,86.763694,85.592522,84.89565
74,1633.7731279999998,1759.3045533333334,1876.897756,1981.8941913333333,2075.289212,2158.0638240000003,2229.01752,2287.685368666667,2336.2254279999997,2375.2863893333333,2401.7959973333336,2415.2061673333333,2416.7923180000003,2409.7744753333336,2393.317590666667,2369.8905966666666,2338.7926759999996,2304.233133333333
75,64177.91879333333,66208.73648666666,68190.87608,70036.80863333333,71749.87155333333,73395.86822666666,75025.70453999999,76591.67900666667,78043.14756666667,79367.12918666666,80509.11578666668,81528.1418,82448.02586666666,83235.10840666667,83855.90265333334,84307.75803333333,84611.27880666665,84723.93633333335
76,4258.066494,4133.963856,3991.83061,3841.9729306666663,3693.2744153333333,3543.287225333333,3387.2217180000002,3226.100218,3065.2292886666664,2911.7041886666666,2771.93079,2644.874098,2527.7331473333334,2419.259133333333,2322.05271,2238.205441333333,2168.711998,2110.2098673333335
77,27248.285513333336,30161.289166666666,33061.01411333333,35931.26931333333,38763.704086666665,41499.95779333333,44056.683586666666,46376.15428,48417.94634,50259.89354,51924.16867333333,53388.70299333333,54659.952026666666,55682.088746666675,56487.25774,57046.203480000004,57397.202926666665,57597.22257333333
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10897.322713333335,11778.082406666666,12604.294193333333,13355.697266666666,14029.794146666667,14612.772439999999,15099.105666666666,15479.847813333334,15750.285906666666,15937.230379999999,16108.234353333333,16254.763866666664,16382.191233333333,16470.253253333332,16528.291926666665,16555.857413333335,16571.17182,16575.97107333333
80,473.340418,483.952812,493.736687,502.624478,509.802882,514.7827470000001,517.534998,518.214173,517.452771,515.697094,513.595754,511.571596,509.93134100000003,508.66934399999997,507.525341,506.23079400000006,504.26347100000004,501.186425
81,1958.8783213333334,2184.8166066666668,2399.6866586666665,2601.259145333333,2793.8692493333333,2975.933418,3136.920255333333,3273.050470666667,3386.2294946666666,3481.778918666667,3566.0010300000004,3640.1021373333333,3700.0113833333335,3748.7990933333335,3784.967202666667,3813.8549786666663,3831.064962666667,3838.3091786666664
82,1664.7130733333333,1811.1386806666665,1948.0318926666666,2074.3050126666667,2194.9849926666666,2306.7348279999997,2405.2057993333333,2488.291614,2556.1710073333334,2610.16729,2652.273464,2683.8337659999997,2705.04968,2712.7842713333334,2706.7446086666664,2692.790342,2673.149675333333,2648.720258
83,798.8702026666667,901.0527493333334,1001.1351173333331,1097.1697586666667,1190.8413193333333,1280.082846,1364.6962133333334,1442.963014,1516.0509813333333,1582.9231573333334,1641.257452,1689.2855086666666,1728.0398066666667,1757.1798379999998,1775.9207153333334,1785.0620153333332,1783.1870633333333,1773.7846506666665
84,11449.13556,11430.1356,11402.26616,11379.23842,11366.014193333333,11350.721473333333,11316.855819999999,11248.313386666667,11146.300833333333,11022.127700000001,10864.27486,10685.932893333335,10494.161013333332,10295.717146666666,10093.214666666667,9890.829516666667,9679.909682666666,9441.683954
85,107.06861199999999,109.537469,111.363483,112.72866300000001,113.954212,115.020886,115.655111,115.761645,115.38655,114.69859000000001,113.65197500000001,112.259586,110.484915,108.507799,106.47460000000001,104.526991,102.718615,101.024973
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,15988.0054,17505.157493333332,18979.857786666667,20401.257726666667,21723.837546666666,22910.974553333337,23998.77188,24965.325653333333,25811.717226666664,26512.184926666665,27143.30114666667,27699.032153333334,28141.67575333333,28486.158913333333,28718.259146666667,28865.845213333334,28921.154273333334,28893.13102666667
88,258.689887,285.34696199999996,310.620523,333.741227,354.717459,373.810573,390.367933,404.69978899999995,417.159931,427.836657,436.445848,442.90097000000003,447.42697799999996,450.146736,451.134503,450.410036,448.01320100000004,444.495337
89,190.53146700000002,200.81842,210.660554,219.460564,226.838516,232.83793,237.499178,241.128953,243.701807,245.47835600000002,246.419943,246.52470200000002,245.737296,244.125124,241.59608799999998,238.18097999999998,234.067516,229.527341
90,763.024198,774.1912886666667,781.7319726666666,782.1488479999999,776.9314493333334,765.90283,750.2049586666667,732.1401993333333,711.6847779999999,688.3226786666667,666.27298,645.3316513333334,625.273392,606.764768,589.0308046666667,572.6937546666667,557.879116,545.812682
91,7360.972192,7647.181684,7942.984498000001,8253.162711333332,8551.204769333333,8818.181908666666,9057.823790666665,9266.779335333335,9438.301606666666,9576.952728,9647.197504000002,9655.274904666665,9605.788439333333,9502.108367333334,9345.777494,9116.737611999999,8829.019520000002,8495.994665333334
92,8280.284358666666,8923.85663,9522.26694,10061.26614,10550.730173333333,10987.262340000001,11355.99606,11658.737993333332,11905.935866666667,12096.2166,12237.792506666667,12330.900253333333,12377.212006666667,12389.005313333333,12363.805253333334,12306.3325,12219.959553333334,12122.294026666666
93,4372.807513333333,4339.120912666667,4301.163341333333,4259.22523,4214.106842,4166.873453333334,4116.3198766666665,4063.1935906666668,4007.7846826666673,3949.914116666667,3881.017193333333,3802.189487333333,3715.058454,3621.127484,3523.1726320000002,3423.149488666667,3321.965673333333,3219.9917346666666
94,10557.837853333334,11066.932113333334,11516.789499999999,11900.828386666666,12211.283099999999,12462.026419999998,12643.95918,12747.192780000001,12780.06836,12730.762353333334,12637.116586666667,12493.251293333333,12314.892666666665,12109.02256,11882.79754,11642.864973333333,11412.666786666667,11193.107866666667
95,9852.726102666667,9728.923612,9611.996579333332,9488.173196,9348.959720666666,9201.864709333335,9051.992327999998,8899.297526,8741.246811333333,8573.677283333334,8379.123041333332,8163.778247333333,7939.991596000001,7721.28438,7512.110361333333,7311.839779999999,7117.928586000001,6926.16148
96,251395.89359999998,261704.90306666665,270395.07399999996,277363.8982666666,282723.14153333334,286313.9774,287957.69413333334,287522.13046666665,285512.27126666665,282010.11039999995,277241.2033333333,271456.2979333334,264910.77966666664,257844.25220000002,250451.06379999997,242866.99899999998,235194.95873333333,227517.75220000002
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1307932.9460000002,1388089.3046666668,1461771.2253333335,1528595.1293333333,1590437.988666667,1645884.7033333334,1694572.2419999999,1733795.3186666665,1762641.0406666666,1779294.8939999999,1784823.104,1781252.1766666665,1768805.0026666666,1747796.9093333334,1718939.204,1684433.687333333,1644924.2006666665,1602936.152
99,4767.312544666667,5036.828976666667,5283.8701046666665,5513.245066666666,5736.060385333333,5955.84763,6166.8335573333325,6357.972674,6523.708927333333,6665.147051333333,6778.122080666666,6869.807301333333,6944.0078693333335,7002.906709333333,7046.851788666667,7074.871975999999,7085.947707333333,7075.854855999999
100,78344.03581333334,82338.76980666666,85506.32646666667,87949.98589333333,89954.12325333334,91658.19060666667,92892.94164,93465.15687333333,93314.70529333333,92471.2408,91059.21658,89152.04303999999,86810.27369333334,84178.08313333333,81503.31991333334,79020.78802666666,76824.05451333334,74815.18593333333
101,36199.85760666667,40772.20226666667,45417.22311333333,50174.316106666665,54913.31404666667,59534.70913333333,63842.06258666667,67757.32665333334,71361.26609333334,74670.70578666667,77667.24551333333,80386.7022,82713.07508,84648.91546,86146.86921333334,87253.89649333335,88040.04223333334,88494.09179333334
102,344.957362,368.82971533333335,391.83499866666665,413.14188933333327,433.33199933333333,453.67699066666665,473.1924886666667,492.1769453333333,509.93810799999994,526.0095693333333,540.0399706666666,552.2974853333334,563.2769206666667,572.8162673333334,580.04851,585.2738846666666,588.145598,588.7886139999999
103,8319.316131333335,9236.744772666667,10150.831066666668,11050.17402,11949.303133333335,12859.689166666667,13766.261526666667,14648.771673333333,15497.30668,16314.845593333335,17147.208393333334,17994.89429333333,18851.66794,19707.77263333333,20561.068433333334,21417.118886666667,22284.183299999997,23143.96588
104,61480.32575333333,61701.827353333334,61839.691953333335,61953.95181333333,62028.32432666666,62022.32205333333,61851.249873333334,61475.87839333333,60896.772966666664,60170.73271333334,59275.89145333334,58304.697113333335,57323.66788666666,56360.90232,55412.95848,54378.22436,53195.11918,51885.10279333333
105,2790.2663266666664,2836.1936786666665,2867.9481093333334,2879.815229333333,2876.103506,2859.0215233333333,2829.9496113333335,2785.88529,2726.9415686666666,2659.7153,2594.814025333333,2535.195951333333,2480.81414,2428.289894666667,2376.692354,2327.279442666667,2281.964735333333,2241.6914873333335
106,7068.226798666667,7993.043169333333,8931.721028,9855.275862666667,10758.268146666667,11633.20804,12465.282726666666,13253.243620000001,13978.20364,14629.166693333333,15171.975233333333,15590.9275,15887.226106666667,16079.841139999999,16171.136466666667,16172.90332,16086.941500000003,15934.920106666666
107,126104.6876,124812.69866666668,122850.10093333333,120409.87553333334,117670.174,114754.27326666667,111707.95026666665,108608.79986666665,105522.90246666667,102414.82786666667,99095.23062666666,95619.08146,92122.09801999999,88690.29331333333,85172.08437333333,81686.24076,78275.99578666667,74941.23090000001
108,16866.16102,17590.33096,18192.004946666668,18694.310246666668,19152.93192,19580.81564,19935.250226666667,20177.860693333332,20323.713353333333,20410.25398,20434.960886666664,20389.985733333335,20264.19179333333,20055.071253333335,19795.132106666668,19498.69796,19168.07903333333,18793.929473333337
109,45566.26754000001,50657.700913333334,55666.79008,60593.209193333336,65439.31669333334,70035.2345,74278.72600666668,78055.74822666666,81307.70608,84165.20654666667,86759.99514,89022.02694666667,90979.23976,92594.15540666667,93827.21261333334,94732.3291,95269.21429333334,95540.72086
110,5609.817623999999,5839.317032666667,6017.846427333334,6160.860417999999,6280.8288919999995,6367.032446666666,6408.263952,6409.744050666666,6377.752198,6320.117049333334,6255.111765333333,6181.792776,6092.995711333333,5992.809299333334,5886.923052666667,5779.329948,5679.227873333333,5583.913937333333
111,14892.703266666667,15606.923746666667,16191.884413333333,16659.98806666667,17019.863886666666,17288.770813333333,17497.019666666667,17615.180593333334,17627.249926666664,17540.061606666666,17386.202573333336,17197.17479333333,16973.862206666665,16718.881193333335,16457.96298,16191.843233333333,15946.8614,15719.923086666666
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,48906.07176666667,49377.70337333333,49640.7691,49660.764813333335,49342.21463333334,48630.12385333333,47559.67190666666,46183.1673,44597.91153333333,42906.30594,41155.296846666664,39391.87653333333,37654.78286000001,35974.76344666667,34370.72462,32854.79137333333,31435.68375333333,30044.31506
115,3179.328319333333,3584.178262,3985.2267633333336,4386.142009333334,4783.8922766666665,5165.812757333334,5514.003681333334,5820.179446,6085.1846319999995,6314.324012666667,6493.8494599999995,6621.295928666667,6698.062203333334,6728.245362,6720.070916,6676.870466666666,6601.038909999999,6487.809238666668
