GCAM_country_ID,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1,117.9559885,125.126715,131.97900750000002,137.99304600000002,143.1232645,147.9799815,152.0317795,155.812113,158.900613,161.8497445,163.862757,164.875753,164.859435,163.800153,161.243844,158.773361,154.957117,150.84805649999998
2,35754.050820000004,40602.09445333334,45942.253039999996,51689.23999333333,57639.27666,63598.83665333334,69469.14651333333,75161.97170666668,80642.94405333334,85821.70768666668,90688.21165333333,95120.83367333333,99192.79157333332,102899.2574,106175.92253333333,108980.1914,111262.90393333333,113085.9856
3,22012.794513333334,25239.10566,28561.1602,31855.104926666667,35044.85231333333,38163.86525333334,41145.023206666665,43976.10395999999,46545.9799,48855.9136,50867.2142,52597.870566666665,53996.75611333334,55141.84684666667,56029.754466666665,56598.15564666666,56880.89806,56891.94692
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3239.9038333333333,3270.8280799999998,3292.239242,3300.7094920000004,3294.135588666667,3274.2711146666666,3242.9679613333333,3201.3299773333333,3151.8758359999997,3095.006322,3025.0653706666667,2941.7650126666667,2845.962645333333,2741.293142,2632.2999019999997,2523.810296,2418.254612,2318.6798879999997
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9742.838487333334,11042.914373333333,12244.205606666666,13358.687833333333,14399.11226,15357.00128,16199.735439999999,16915.10077333333,17500.95992,17963.052620000002,18229.87601333333,18298.923833333334,18197.043093333334,17969.68086666667,17657.092753333334,17281.840346666664,16842.065226666666,16326.932626666669
9,42045.06303333333,43569.69013333333,44938.92305333333,46155.226226666666,47218.78289333334,48141.684526666664,48854.29786,49377.008700000006,49702.306220000006,49834.04663333334,49830.00368666666,49663.69748666667,49349.785240000005,48902.17630666667,48391.75689333334,47829.96938666667,47221.88184,46574.958459999994
10,3077.7633426666666,3037.922465333333,2982.2015353333336,2922.112661333333,2856.295317333333,2780.032508,2691.681394666667,2593.746354666667,2492.093811333333,2391.7315233333334,2297.199626,2205.9676406666667,2115.756696,2027.9847540000003,1946.8989193333332,1876.1396326666666,1816.961092,1767.7093360000001
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24139.91094,25987.19904666667,27820.676733333337,29562.031913333336,31226.759253333334,32857.78986,34466.0757,36032.94762,37528.95707333333,38928.827926666665,40124.91366,41124.141513333336,41930.88132666666,42531.193119999996,42914.98698666666,43054.94415333334,42930.07456,42577.21697333333
14,8555.766742666667,8696.090264666667,8830.949693999999,8945.995011333334,9036.692371333334,9109.699823333332,9171.158778,9213.860180000001,9228.166650666668,9213.679331333333,9158.096172666666,9076.864259333333,8977.252171333334,8858.023691333334,8717.084166666666,8554.755084,8366.848670000001,8148.240908
15,9705.152532,10132.31264,10423.827693333333,10627.848673333334,10795.930753333332,10930.054933333333,10998.083753333332,10992.974533333334,10930.245253333334,10840.204399999999,10723.109833333334,10569.716446666665,10375.257979999998,10152.824166666667,9926.191781333333,9713.005390666665,9508.099702000001,9292.308545333335
16,9642.006204,10892.035866666665,12037.188066666668,13085.882473333333,14085.755126666667,15056.234726666666,15974.004186666667,16810.12267333333,17531.184806666664,18125.898153333335,18578.944593333334,18937.887593333333,19188.082606666667,19323.875913333333,19352.765493333332,19289.054953333332,19148.917566666663,18917.941906666667
17,11004.82622,11270.148239999999,11529.717866666666,11775.148106666666,12005.169966666666,12222.29398,12419.812286666665,12595.7239,12749.177020000001,12885.19666,12988.976353333333,13068.667946666666,13125.815753333332,13156.250266666668,13156.147846666667,13122.755720000001,13052.914326666667,12924.326346666665
18,10144.705713333333,11513.880000000001,12899.801153333334,14253.708533333333,15570.847906666668,16850.12806,18075.91996666667,19213.82600666667,20232.736386666667,21149.938546666664,21967.187666666665,22670.053473333333,23271.030006666668,23736.08004,24063.89102,24272.31006,24369.752080000002,24385.188380000003
19,18924.207599999998,21566.73476,24375.19568,27290.93029333333,30230.026886666667,33134.74576666667,35924.79434666666,38601.89958666666,41114.82382666667,43419.847806666665,45519.164626666665,47467.755586666666,49220.265186666664,50807.1749,52214.74830666667,53431.26234666666,54470.12530666667,55324.74362666667
20,157346.11506666668,166225.73566666667,174288.69873333335,181145.8794,186736.09833333333,191092.2156,194105.33293333332,195776.73666666666,196105.0394,195149.2542,193239.27953333332,190649.124,187484.7436,183858.17940000002,179896.0648,175754.08726666667,171588.79353333334,167489.7568
21,7267.22421,7068.1889513333335,6899.992756000001,6753.731129999999,6623.906636,6509.763144,6406.082549333333,6308.316862,6213.96597,6121.2426239999995,6012.326352666666,5890.763836666667,5759.720176,5623.255294,5485.242009333334,5347.211383333333,5207.230784666667,5061.794913333333
22,1634.2266619999998,1882.7622793333335,2120.2740613333335,2349.083751333333,2573.2183006666664,2796.0445026666666,3010.816236,3207.3116373333332,3380.949074666667,3530.1208926666664,3652.099919333333,3750.829322,3824.849247333333,3872.8564993333334,3896.8586746666665,3899.837643333333,3884.691684,3847.834194
23,365.8402273333333,387.20816933333333,407.2575546666667,425.8731773333333,442.14833733333336,456.2885713333333,468.21140133333336,478.2630926666667,486.76876266666665,493.09426133333335,496.71822,497.10785533333336,495.12667999999996,491.09114,485.7176966666667,478.77265066666666,470.810486,461.8078233333334
24,3745.0585573333333,3718.0373566666667,3680.887170666667,3632.7301706666667,3569.982028,3491.692792,3401.072538,3301.182334,3195.295454,3086.839160666667,2971.7533559999997,2851.80955,2729.275886,2608.3027766666664,2492.6708179999996,2384.9345286666667,2285.794834,2193.8075793333333
