glu,type,Year,value
18,8,2015,0
18,9,2015,2.57817e+06
19,1,2015,0
19,2,2015,0
19,3,2015,0.02954
19,4,2015,0
19,5,2015,0
19,6,2015,0.0720802
19,7,2015,23.2252
19,8,2015,0
19,9,2015,0
20,1,2015,3.59855
20,2,2015,271.945
20,3,2015,1.32085
20,4,2015,72.594
20,5,2015,335.504
20,6,2015,142.899
20,7,2015,0.174678
20,8,2015,0
20,9,2015,2.57665e+06
21,1,2015,0.639431
21,2,2015,92.6362
21,3,2015,0.880893
21,4,2015,12.3518
21,5,2015,110.699
21,6,2015,24.452
21,7,2015,0.143767
21,8,2015,0
21,9,2015,374343
22,1,2015,84.955
22,2,2015,5.29513
22,3,2015,0.083514
22,4,2015,0
22,5,2015,65.6208
22,6,2015,0.432521
22,7,2015,101.601
22,8,2015,0
22,9,2015,0
23,1,2015,0
23,2,2015,12.259
23,3,2015,0.20396
23,4,2015,1.31239
23,5,2015,27.1486
23,6,2015,4.14838
23,7,2015,0.0173208
23,8,2015,0
23,9,2015,52602.5
24,1,2015,63.9825
24,2,2015,280.369
24,3,2015,0.540586
24,4,2015,28.3626
24,5,2015,457.843
24,6,2015,22.779
24,7,2015,11.8113
24,8,2015,0
24,9,2015,1.03998e+06
25,1,2015,19.3787
25,2,2015,119.168
25,3,2015,0.82258
25,4,2015,88.5502
25,5,2015,228.217
25,6,2015,33.3495
25,7,2015,8.57146
25,8,2015,0
25,9,2015,4.07797e+06
26,1,2015,4.05404
26,2,2015,203.596
26,3,2015,0.438971
26,4,2015,181.506
26,5,2015,183.326
26,6,2015,42.7439
26,7,2015,0.468413
26,8,2015,0
26,9,2015,8.2925e+06
27,1,2015,0
27,2,2015,1.11237
27,3,2015,0.0181209
27,4,2015,2.70233
27,5,2015,2.50422
27,6,2015,0.381119
27,7,2015,0
27,8,2015,0
27,9,2015,202535
28,1,2015,1.71381
28,2,2015,123.834
28,3,2015,1.09139
28,4,2015,0.729775
28,5,2015,90.1973
28,6,2015,9.6797
28,7,2015,0
28,8,2015,0
28,9,2015,19525.9
29,1,2015,0.21264
29,2,2015,19.8711
29,3,2015,0.256292
29,4,2015,3.47178
29,5,2015,27.3061
29,6,2015,33.4169
29,7,2015,0.133176
29,8,2015,0
29,9,2015,123881
30,1,2015,151.969
30,2,2015,31.6451
30,3,2015,0.473703
30,4,2015,0
30,5,2015,195.627
30,6,2015,3.07157
30,7,2015,29.0457
30,8,2015,0
30,9,2015,0
31,1,2015,1.20843
31,2,2015,72.1716
31,3,2015,0.194639
31,4,2015,9.01866
31,5,2015,45.6111
31,6,2015,38.156
31,7,2015,0.227101
31,8,2015,0
31,9,2015,363268
32,1,2015,0.0127506
32,2,2015,593.02
32,3,2015,2.8539
32,4,2015,171.086
32,5,2015,452.411
32,6,2015,121.823
32,7,2015,1.54517
32,8,2015,0
32,9,2015,6.97534e+06
33,1,2015,2.84244
33,2,2015,0.08191
33,3,2015,0.05975
33,4,2015,0
33,5,2015,24.6268
33,6,2015,0.01206
33,7,2015,241.725
33,8,2015,0
33,9,2015,0
34,1,2015,10.5659
34,2,2015,229.348
34,3,2015,8.26165
34,4,2015,172.463
34,5,2015,301.556
34,6,2015,276.805
34,7,2015,0.45921
34,8,2015,0
34,9,2015,4.30918e+06
35,1,2015,22.3346
35,2,2015,24.2915
35,3,2015,0.023
35,4,2015,0
35,5,2015,105.376
35,6,2015,0.43332
35,7,2015,1028.29
35,8,2015,0
35,9,2015,0
36,1,2015,2.91371
36,2,2015,1019.05
36,3,2015,4.00929
36,4,2015,1632.98
36,5,2015,264.494
36,6,2015,100.322
36,7,2015,5.40029
36,8,2015,0
36,9,2015,6.31215e+07
37,1,2015,0.38492
37,2,2015,172.446
37,3,2015,2.28478
37,4,2015,331.086
37,5,2015,114.951
37,6,2015,62.4238
37,7,2015,1.51853
37,8,2015,0
37,9,2015,1.39234e+07
38,1,2015,50.2734
38,2,2015,319.002
38,3,2015,1.93397
38,4,2015,2.00544
38,5,2015,596.389
38,6,2015,225.523
38,7,2015,1040.85
38,8,2015,0
38,9,2015,43125
39,1,2015,168.862
39,2,2015,289.916
39,3,2015,4.77199
39,4,2015,56.0443
39,5,2015,654.903
39,6,2015,524.486
39,7,2015,308.435
39,8,2015,0
39,9,2015,1.20483e+06
40,1,2015,0.2328
40,2,2015,4.71322
40,3,2015,0.13363
40,4,2015,6.46763
40,5,2015,3.08775
40,6,2015,2.73058
40,7,2015,0.42905
40,8,2015,0
40,9,2015,218875
41,1,2015,18.1053
41,2,2015,62.9974
41,3,2015,0.35628
41,4,2015,0.66814
41,5,2015,326.493
41,6,2015,32.6511
41,7,2015,50.5659
41,8,2015,0
41,9,2015,6600
42,1,2015,0.02626
42,2,2015,146.184
42,3,2015,2.31409
42,4,2015,28.0175
42,5,2015,121.858
42,6,2015,108.637
42,7,2015,0.61857
42,8,2015,0
42,9,2015,443325
43,1,2015,0
43,2,2015,0.87255
43,3,2015,0
43,4,2015,0.756
43,5,2015,0.05055
43,6,2015,0.0847498
43,7,2015,0
43,8,2015,0
43,9,2015,14950
44,1,2015,13.6932
44,2,2015,29.9608
44,3,2015,0.394929
44,4,2015,0.687571
44,5,2015,265.598
44,6,2015,9.82655
44,7,2015,46.0199
44,8,2015,10.1108
44,9,2015,1300.1
45,1,2015,0.600565
45,2,2015,25.3648
45,3,2015,0.359747
45,4,2015,0
45,5,2015,69.26
45,6,2015,127.839
45,7,2015,0
45,8,2015,0.00600045
45,9,2015,0
46,1,2015,1.24007
46,2,2015,234.209
46,3,2015,0.109198
46,4,2015,7.36506
46,5,2015,170.819
46,6,2015,0.398119
46,7,2015,15.808
46,8,2015,3.41232
46,9,2015,195890
47,1,2015,0
47,2,2015,0
47,3,2015,0
47,4,2015,0
47,5,2015,0.497507
47,6,2015,0.00014001
47,7,2015,1.40855
47,8,2015,0.0637547
47,9,2015,0
48,1,2015,0.145751
48,2,2015,18.4875
48,3,2015,0.0216616
48,4,2015,8.63373
48,5,2015,15.1229
48,6,2015,0.213986
48,7,2015,3.17076
48,8,2015,6.49992
48,9,2015,465785
49,1,2015,0
49,2,2015,32.7002
49,3,2015,0.00171013
49,4,2015,0
49,5,2015,8.72239
49,6,2015,0.0620048
49,7,2015,39.0837
49,8,2015,4.63282
49,9,2015,0
50,1,2015,32.172
50,2,2015,4.95361
50,3,2015,0.609495
50,4,2015,5.26559
50,5,2015,42.0413
50,6,2015,35.8019
50,7,2015,2.1511
50,8,2015,0.840002
50,9,2015,137185
51,1,2015,5.70039
51,2,2015,25.0485
51,3,2015,0.171563
51,4,2015,11.2781
51,5,2015,109.886
51,6,2015,4.03662
51,7,2015,0.395069
51,8,2015,1.40707
51,9,2015,376553
52,1,2015,4.90119
52,2,2015,6.49189
52,3,2015,0.106638
52,4,2015,0.0550141
52,5,2015,58.2641
52,6,2015,102.217
52,7,2015,0
52,8,2015,0
52,9,2015,175.013
53,1,2015,0.352546
53,2,2015,56.9415
53,3,2015,0.00344026
53,4,2015,0.683981
53,5,2015,61.2044
53,6,2015,0.0357526
53,7,2015,0.187254
53,8,2015,0
53,9,2015,3400.25
54,1,2015,82.3625
54,2,2015,271.149
54,3,2015,3.67807
54,4,2015,114.055
54,5,2015,174.407
54,6,2015,184.534
54,7,2015,2.23554
54,8,2015,5.64335
54,9,2015,2.93667e+06
55,1,2015,32.9319
55,2,2015,15.4256
55,3,2015,0.13156
55,4,2015,0.568392
55,5,2015,108.893
55,6,2015,4.1341
55,7,2015,16.5575
55,8,2015,0
55,9,2015,9625.72
56,1,2015,28.1161
56,2,2015,164.073
56,3,2015,7.78461
56,4,2015,111.716
56,5,2015,312.864
56,6,2015,98.0088
56,7,2015,0
56,8,2015,0
56,9,2015,8.23567e+06
57,1,2015,452.064
57,2,2015,270.886
57,3,2015,0.122682
57,4,2015,2.6039
57,5,2015,939.424
57,6,2015,2.18808
57,7,2015,0.472748
57,8,2015,0
57,9,2015,165978
58,1,2015,222.894
58,2,2015,90.3078
58,3,2015,0.774124
58,4,2015,0.376247
58,5,2015,118.958
58,6,2015,54.4593
58,7,2015,0.245384
58,8,2015,0
58,9,2015,22400.4
59,1,2015,96.5784
59,2,2015,51.7986
59,3,2015,1.05792
59,4,2015,0.281505
59,5,2015,462.303
59,6,2015,123.433
59,7,2015,0.235204
59,8,2015,0
59,9,2015,15425.3
60,1,2015,1477.91
60,2,2015,559.639
60,3,2015,0.0387007
60,4,2015,0
60,5,2015,993.184
60,6,2015,11.8988
60,7,2015,12.1472
60,8,2015,0
60,9,2015,0
61,1,2015,26.7241
61,2,2015,167.65
61,3,2015,0.901106
61,4,2015,27.731
61,5,2015,497.502
61,6,2015,209.86
61,7,2015,0
61,8,2015,0
61,9,2015,2.29889e+06
62,1,2015,0
62,2,2015,101.398
62,3,2015,3.01135
62,4,2015,48.7905
62,5,2015,103.409
62,6,2015,7.04856
62,7,2015,0.311476
62,8,2015,0.622911
62,9,2015,2.55327e+06
63,1,2015,1.52561
63,2,2015,34.6571
63,3,2015,0.269145
63,4,2015,16.7731
63,5,2015,8.26224
63,6,2015,3.87027
63,7,2015,0
63,8,2015,0
63,9,2015,1.42965e+06
64,1,2015,3.34245
64,2,2015,139.476
64,3,2015,1.47774
64,4,2015,3300.87
64,5,2015,189.111
64,6,2015,99.1848
64,7,2015,2.52277
64,8,2015,2.52439
64,9,2015,5.52373e+07
65,1,2015,163.246
65,2,2015,13.8438
65,3,2015,4.09485
65,4,2015,2.17973
65,5,2015,68.708
65,6,2015,28.1605
65,7,2015,0.91771
65,8,2015,0
65,9,2015,14225
66,1,2015,28.514
66,2,2015,42.6052
66,3,2015,1.00814
66,4,2015,123.786
66,5,2015,40.539
66,6,2015,30.1335
66,7,2015,0.66009
66,8,2015,0
66,9,2015,1.2099e+06
67,1,2015,54.0843
67,2,2015,79.5743
67,3,2015,9.98478
67,4,2015,216.857
67,5,2015,278.013
67,6,2015,137.865
67,7,2015,0.38282
67,8,2015,0
67,9,2015,2.05602e+06
68,1,2015,0
68,2,2015,0.08474
68,3,2015,0
68,4,2015,1.45736
68,5,2015,0.04481
68,6,2015,0.00104
68,7,2015,0
68,8,2015,0.12611
68,9,2015,22475
69,1,2015,114.582
69,2,2015,134.059
69,3,2015,0.73902
69,4,2015,20.9006
69,5,2015,47.3434
69,6,2015,14.489
69,7,2015,0
69,8,2015,0
69,9,2015,176900
70,1,2015,0.5012
70,2,2015,135.874
70,3,2015,11.5679
70,4,2015,108.31
70,5,2015,725.981
70,6,2015,428.869
70,7,2015,0.13026
70,8,2015,0
70,9,2015,983725
71,1,2015,0.39175
71,2,2015,3.49415
71,3,2015,0.00942
71,4,2015,76.2285
71,5,2015,1.51551
71,6,2015,1.24397
71,7,2015,0.05422
71,8,2015,0
71,9,2015,1.36262e+06
72,1,2015,194.804
72,2,2015,105.769
72,3,2015,2.36481
72,4,2015,29.5504
72,5,2015,231.896
72,6,2015,70.8908
72,7,2015,0.24489
72,8,2015,0
72,9,2015,282575
73,1,2015,8.56739
73,2,2015,261.308
73,3,2015,1.34623
73,4,2015,176.516
73,5,2015,374.804
73,6,2015,86.601
73,7,2015,0.04757
73,8,2015,0
73,9,2015,2.64365e+06
74,1,2015,20.936
74,2,2015,82.1055
74,3,2015,0.27406
74,4,2015,354.924
74,5,2015,8.74476
74,6,2015,6.95974
74,7,2015,1.42322
74,8,2015,19.8659
74,9,2015,3.23865e+06
75,1,2015,12.006
75,2,2015,31.5648
75,3,2015,0.00309
75,4,2015,41.3638
75,5,2015,0.29213
75,6,2015,0.00016
75,7,2015,0
75,8,2015,4.27581
75,9,2015,280050
76,1,2015,0.02782
76,2,2015,13.3299
76,3,2015,0.16504
76,4,2015,196.259
76,5,2015,1.94633
76,6,2015,4.42375
76,7,2015,0.28891
76,8,2015,6.06957
76,9,2015,3.15663e+06
77,1,2015,0.19635
77,2,2015,41.7752
77,3,2015,2.51038
77,4,2015,345.753
77,5,2015,6.16862
77,6,2015,63.5992
77,7,2015,0
77,8,2015,0
77,9,2015,3.6194e+06
78,1,2015,151.067
78,2,2015,285.993
78,3,2015,0.01487
78,4,2015,909.967
78,5,2015,2.13375
78,6,2015,1.75582
78,7,2015,1.23495
78,8,2015,179.035
78,9,2015,5.71398e+06
79,1,2015,144.842
79,2,2015,249.729
79,3,2015,0.03536
79,4,2015,981.466
79,5,2015,12.815
79,6,2015,37.9836
79,7,2015,1.4532
79,8,2015,213.869
79,9,2015,9.54693e+06
80,1,2015,0.86203
80,2,2015,6.02243
80,3,2015,0.00033
80,4,2015,0.26313
80,5,2015,12.7938
80,6,2015,8.78175
80,7,2015,0
80,8,2015,0
80,9,2015,1300
81,1,2015,470.533
81,2,2015,144.185
81,3,2015,0.01329
81,4,2015,301.052
81,5,2015,3.06903
81,6,2015,8.26016
81,7,2015,465.458
81,8,2015,1306.63
81,9,2015,2.01365e+06
82,1,2015,15.8618
82,2,2015,117.011
82,3,2015,0.68742
82,4,2015,330.913
82,5,2015,85.0426
82,6,2015,342.236
82,7,2015,0.13252
82,8,2015,5.53085
82,9,2015,2.67013e+06
83,1,2015,62.8323
83,2,2015,137.24
83,3,2015,0.14726
83,4,2015,267.286
83,5,2015,5.55693
83,6,2015,0.40766
83,7,2015,29.7233
83,8,2015,153.508
83,9,2015,4.38828e+06
84,1,2015,4.94181
84,2,2015,22.7593
84,3,2015,0.09739
84,4,2015,204.833
84,5,2015,1.81077
84,6,2015,3.85514
84,7,2015,0
84,8,2015,0.52961
84,9,2015,1.88018e+06
85,1,2015,0
85,2,2015,1.7244
85,3,2015,0.04918
85,4,2015,36.7507
85,5,2015,0.40645
85,6,2015,2.00473
85,7,2015,0
85,8,2015,0
85,9,2015,361975
86,1,2015,0
86,2,2015,10.4615
86,3,2015,0.22065
86,4,2015,86.7701
86,5,2015,0.57418
86,6,2015,2.17562
86,7,2015,0.55564
86,8,2015,7.34476
86,9,2015,1.5903e+06
87,1,2015,0.10431
87,2,2015,27.441
87,3,2015,2.29049
87,4,2015,52.0083
87,5,2015,46.486
87,6,2015,61.3757
87,7,2015,0
87,8,2015,0
87,9,2015,1.27787e+06
88,1,2015,2.94544
88,2,2015,34.6566
88,3,2015,3.98749
88,4,2015,179.909
88,5,2015,87.5786
88,6,2015,61.346
88,7,2015,0
88,8,2015,0
88,9,2015,8.03814e+06
89,1,2015,0.295479
89,2,2015,3.021
89,3,2015,0.0130199
89,4,2015,15.7818
89,5,2015,3.45097
89,6,2015,0.558557
89,7,2015,0
89,8,2015,0
89,9,2015,835546
90,1,2015,0.537308
90,2,2015,4.50316
90,3,2015,0.381888
90,4,2015,25.0588
90,5,2015,9.13865
90,6,2015,9.23328
90,7,2015,0
90,8,2015,0
90,9,2015,1.03265e+06
91,1,2015,0.353098
91,2,2015,1.10497
91,3,2015,0.0289099
91,4,2015,4.71639
91,5,2015,0.454718
91,6,2015,0.564386
91,7,2015,0
91,8,2015,0
91,9,2015,309024
92,1,2015,0.313479
92,2,2015,3.87064
92,3,2015,0.449748
92,4,2015,39.7447
92,5,2015,5.63623
92,6,2015,9.39964
92,7,2015,0
92,8,2015,0
92,9,2015,1.66562e+06
93,1,2015,118.977
93,2,2015,24.3378
93,3,2015,1.86248
93,4,2015,0.01939
93,5,2015,331.492
93,6,2015,40.5376
93,7,2015,36.4679
93,8,2015,27.3304
93,9,2015,50
94,1,2015,14.3386
94,2,2015,44.82
94,3,2015,0.01567
94,4,2015,0.789981
94,5,2015,125.89
94,6,2015,1.59358
94,7,2015,0
94,8,2015,0
94,9,2015,21200
95,1,2015,0
95,2,2015,0.47906
95,3,2015,0.00614
95,4,2015,0.27499
95,5,2015,0.1767
95,6,2015,0.0041699
95,7,2015,0
95,8,2015,0
95,9,2015,13375
96,1,2015,0
96,2,2015,16.1461
96,3,2015,0.16513
96,4,2015,5.7344
96,5,2015,5.89634
96,6,2015,1.74758
96,7,2015,0.05
96,8,2015,1.24991
96,9,2015,325950
97,1,2015,170.503
97,2,2015,39.9617
97,3,2015,0.710181
97,4,2015,0
97,5,2015,315.624
97,6,2015,18.483
97,7,2015,99.3209
97,8,2015,0.0729701
97,9,2015,0
98,1,2015,27.0766
98,2,2015,26.8144
98,3,2015,0.02906
98,4,2015,0.43921
98,5,2015,270.122
98,6,2015,4.04677
98,7,2015,8.52647
98,8,2015,0.627171
98,9,2015,9600.01
99,1,2015,12.528
99,2,2015,31.613
99,3,2015,1.72494
99,4,2015,20.3529
99,5,2015,49.829
99,6,2015,29.029
99,7,2015,1.07561
99,8,2015,2.47489
99,9,2015,908326
100,1,2015,83.755
100,2,2015,83.2399
100,3,2015,0.10173
100,4,2015,0.981961
100,5,2015,795.41
100,6,2015,4.79702
100,7,2015,50.9765
100,8,2015,4.3571
100,9,2015,32925
101,1,2015,25.3726
101,2,2015,22.4452
101,3,2015,0.665441
101,4,2015,0.854911
101,5,2015,282.616
101,6,2015,17.2763
101,7,2015,3.98975
101,8,2015,8.69526
101,9,2015,27075
102,1,2015,27.0626
102,2,2015,82.9881
102,3,2015,0.918861
102,4,2015,2.56491
102,5,2015,453.952
102,6,2015,165.958
102,7,2015,6.04046
102,8,2015,2.64644
102,9,2015,67900.1
103,1,2015,86.153
103,2,2015,132.775
103,3,2015,3.00938
103,4,2015,0.50606
103,5,2015,781.56
103,6,2015,63.0829
103,7,2015,8.85883
103,8,2015,25.5202
103,9,2015,9150.01
104,1,2015,0.22102
104,2,2015,0.16991
104,3,2015,0
104,4,2015,0
104,5,2015,8.93644
104,6,2015,0.0704199
104,7,2015,6.55472
104,8,2015,11.7301
104,9,2015,0
105,1,2015,0.48378
105,2,2015,10.9549
105,3,2015,0.27085
105,4,2015,0
105,5,2015,74.0601
105,6,2015,12.2499
105,7,2015,0
105,8,2015,0
105,9,2015,0
106,1,2015,0.718481
106,2,2015,0.31453
106,3,2015,0.00209
106,4,2015,0.00835001
106,5,2015,8.20182
106,6,2015,0.550729
106,7,2015,0
106,8,2015,0
106,9,2015,225
107,1,2015,35.945
107,2,2015,86.803
107,3,2015,0.15757
107,4,2015,4.41088
107,5,2015,187.174
107,6,2015,2.12425
107,7,2015,0
107,8,2015,5.85814
107,9,2015,128225
108,1,2015,78.5238
108,2,2015,265.214
108,3,2015,2.96277
108,4,2015,145.074
108,5,2015,215.78
108,6,2015,171.602
108,7,2015,0
108,8,2015,0.35648
108,9,2015,1.03434e+07
109,1,2015,0
109,2,2015,0
109,3,2015,0
109,4,2015,0
109,5,2015,0.27089
109,6,2015,0
109,7,2015,0.11423
109,8,2015,0.06536
109,9,2015,0
110,1,2015,6.8299
110,2,2015,28.3823
110,3,2015,2.58982
110,4,2015,74.1676
110,5,2015,118.939
110,6,2015,87.1849
110,7,2015,0.00564
110,8,2015,0.03128
110,9,2015,3.14007e+06
111,1,2015,0.30226
111,2,2015,36.5328
111,3,2015,11.2402
111,4,2015,207.797
111,5,2015,67.9049
111,6,2015,127.198
111,7,2015,0.28323
111,8,2015,0
111,9,2015,1.07478e+07
112,1,2015,4.31673
112,2,2015,20.0868
112,3,2015,0.09258
112,4,2015,2.27885
112,5,2015,210.67
112,6,2015,0.994389
112,7,2015,8.06353
112,8,2015,73.979
112,9,2015,257050
113,1,2015,235.92
113,2,2015,83.1704
113,3,2015,0.66593
113,4,2015,0.13856
113,5,2015,473.906
113,6,2015,22.3643
113,7,2015,277.539
113,8,2015,6.80061
113,9,2015,8350
114,1,2015,0.07775
114,2,2015,5.06579
114,3,2015,0.34933
114,4,2015,8.72476
114,5,2015,12.8575
114,6,2015,6.15434
114,7,2015,0
114,8,2015,0
114,9,2015,922275
115,1,2015,24.6342
115,2,2015,4.85416
115,3,2015,0.19668
115,4,2015,26.0403
115,5,2015,10.1226
115,6,2015,8.2733
115,7,2015,0
115,8,2015,0
115,9,2015,2.8488e+06
116,1,2015,39.2457
116,2,2015,74.7324
116,3,2015,7.0944
116,4,2015,73.8717
116,5,2015,461.325
116,6,2015,154.94
116,7,2015,1.24461
116,8,2015,15.9918
116,9,2015,3.14105e+06
117,1,2015,0.79841
117,2,2015,1.64483
117,3,2015,0.0007
117,4,2015,0
117,5,2015,79.6483
117,6,2015,0.0013792
117,7,2015,2.48988
117,8,2015,10.3826
117,9,2015,0
118,1,2015,0.59857
118,2,2015,1.95411
118,3,2015,0.09777
118,4,2015,11.6766
118,5,2015,3.61335
118,6,2015,1.95123
118,7,2015,0
118,8,2015,1.6997
118,9,2015,1.93062e+06
119,1,2015,1.40968
119,2,2015,3.65347
119,3,2015,0.07773
119,4,2015,0.44051
119,5,2015,37.4007
119,6,2015,5.39296
119,7,2015,0.90947
119,8,2015,7.50877
119,9,2015,34600
120,1,2015,20.868
120,2,2015,9.1195
120,3,2015,0.25758
120,4,2015,40.5834
120,5,2015,72.1203
120,6,2015,7.60386
120,7,2015,0
120,8,2015,15.8295
120,9,2015,4.9739e+06
121,1,2015,20.3926
121,2,2015,3.78788
121,3,2015,0.01064
121,4,2015,0.34792
121,5,2015,58.6426
121,6,2015,1.94052
121,7,2015,1.3123
121,8,2015,3.13327
121,9,2015,31075
122,1,2015,0
122,2,2015,3.88472
122,3,2015,0.13406
122,4,2015,25.3959
122,5,2015,0.53921
122,6,2015,2.11672
122,7,2015,0
122,8,2015,0
122,9,2015,1.88185e+06
123,1,2015,0.16179
123,2,2015,4.60858
123,3,2015,0.82138
123,4,2015,19.3412
123,5,2015,21.5472
123,6,2015,13.554
123,7,2015,0.20225
123,8,2015,0
123,9,2015,1.39295e+06
124,1,2015,0
124,2,2015,0
124,3,2015,0
124,4,2015,0
124,5,2015,0.0601
124,6,2015,0
124,7,2015,0
124,8,2015,0.13557
124,9,2015,0
125,1,2015,4.87128
125,2,2015,6.20317
125,3,2015,0.1374
125,4,2015,13.6373
125,5,2015,81.6684
125,6,2015,3.31658
125,7,2015,0.50616
125,8,2015,22.6259
125,9,2015,1.91215e+06
126,1,2015,46.7385
126,2,2015,18.6806
126,3,2015,0.40998
126,4,2015,0
126,5,2015,916.61
126,6,2015,21.306
126,7,2015,480.832
126,8,2015,58.8659
126,9,2015,0
127,1,2015,0
127,2,2015,9.57837
127,3,2015,0.00073
127,4,2015,0
127,5,2015,346.179
127,6,2015,0
127,7,2015,0.71038
127,8,2015,35.8808
127,9,2015,0
128,1,2015,20.5053
128,2,2015,85.1441
128,3,2015,4.3146
128,4,2015,159.7
128,5,2015,75.531
128,6,2015,55.4553
128,7,2015,0
128,8,2015,0
128,9,2015,1.01093e+07
129,1,2015,78.2949
129,2,2015,320.253
129,3,2015,22.6428
129,4,2015,518.565
129,5,2015,552.455
129,6,2015,393.045
129,7,2015,1.30691
129,8,2015,71.3823
129,9,2015,2.79872e+07
130,1,2015,0.08258
130,2,2015,17.8542
130,3,2015,5.77544
130,4,2015,75.5056
130,5,2015,106.824
130,6,2015,131.312
130,7,2015,0.47369
130,8,2015,0.02059
130,9,2015,1.87095e+06
131,1,2015,0
131,2,2015,15.5911
131,3,2015,0.0454299
131,4,2015,308.777
131,5,2015,14.6358
131,6,2015,4.53496
131,7,2015,0
131,8,2015,0.867418
131,9,2015,1.82295e+06
132,1,2015,6.10126
132,2,2015,26.4701
132,3,2015,0.13606
132,4,2015,28.0401
132,5,2015,11.5155
132,6,2015,2.20388
132,7,2015,0
132,8,2015,1.28426
132,9,2015,146900
133,1,2015,2.58093
133,2,2015,18.2237
133,3,2015,1.74714
133,4,2015,81.1073
133,5,2015,141.212
133,6,2015,15.3673
133,7,2015,0
133,8,2015,2.13808
133,9,2015,326024
134,1,2015,0.635959
134,2,2015,27.4705
134,3,2015,0.0954398
134,4,2015,138.212
134,5,2015,170.905
134,6,2015,7.25267
134,7,2015,0
134,8,2015,0.482289
134,9,2015,758123
135,1,2015,5.08893
135,2,2015,12.7223
135,3,2015,0.294169
135,4,2015,37.93
135,5,2015,47.0581
135,6,2015,5.50077
135,7,2015,0.283979
135,8,2015,0.369559
135,9,2015,160475
136,1,2015,3.96524
136,2,2015,14.2179
136,3,2015,0.499139
136,4,2015,22.0358
136,5,2015,9.40597
136,6,2015,21.3348
136,7,2015,0
136,8,2015,0
136,9,2015,1.91037e+06
137,1,2015,0
137,2,2015,16.1546
137,3,2015,0.474849
137,4,2015,38.0966
137,5,2015,6.86164
