# File: LDS_ag_HA_ha.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: ha
# Author: moirai
# Description: Initialization of harvested area (ha) by country/GLU/crop
# Original source: many, including HYDE and SAGE
# Source: https://github.com/JGCRI/moirai
# Column types: cici 
# ----------
ctry_iso,glu_code,SAGE_crop,value
afg,52,Barley,23072
afg,52,Maize,17668
afg,52,Millet,4971
afg,52,PaddyRice,23917
afg,52,Wheat,373882
afg,52,BeansDry,1020
afg,52,ChickPeas,3830
afg,52,Lentils,230
afg,52,PeasDry,525
afg,52,Pulsesnes,531
afg,52,Potatoes,43224
afg,58,Barley,42486
afg,58,Maize,32987
afg,58,Millet,9282
afg,58,PaddyRice,44722
afg,58,Wheat,697550
afg,58,BeansDry,1904
afg,58,ChickPeas,6977
afg,58,Lentils,385
afg,58,PeasDry,980
afg,58,Pulsesnes,991
afg,58,Potatoes,80796
afg,89,Barley,17606
afg,89,Maize,13670
afg,89,Millet,3846
afg,89,PaddyRice,18533
afg,89,Wheat,289067
afg,89,BeansDry,789
afg,89,ChickPeas,2891
afg,89,Lentils,159
afg,89,PeasDry,406
afg,89,Pulsesnes,411
afg,89,Potatoes,33482
afg,90,Barley,5630
afg,90,Maize,4371
afg,90,Millet,1230
afg,90,PaddyRice,5926
afg,90,Wheat,92439
afg,90,BeansDry,252
afg,90,ChickPeas,925
afg,90,Lentils,51
afg,90,PeasDry,130
afg,90,Pulsesnes,131
afg,90,Potatoes,10707
afg,97,Barley,19410
afg,97,Maize,15090
afg,97,Millet,4241
afg,97,PaddyRice,20431
afg,97,Wheat,318679
afg,97,Alff4FrgSlg,76
afg,97,FrgProdNES,36
afg,97,Apples,20
afg,97,Apricots,4
afg,97,Berriesnes,3
afg,97,Cherries,3
afg,97,CitrusFrtNES,1
afg,97,Dates,25
afg,97,Figs,5
afg,97,FrtFrshNES,11
afg,97,Grapes,36
afg,97,Lmn_Lme,7
afg,97,Oranges,16
afg,97,Peach_Nctrn,3
afg,97,Pears,2
afg,97,Plums,2
afg,97,Quinces,1
afg,97,SourCherries,1
afg,97,StnFrtNESFrh,5
afg,97,TngMndClmnt,6
afg,97,Olives,1
afg,97,SesameSeed,5
afg,97,Soybeans,11
afg,97,SnflwrSeed,11
afg,97,Ans_bdn_fnnl,4
afg,97,Tea,4
afg,97,BeansDry,884
afg,97,ChickPeas,3187
afg,97,Lentils,176
afg,97,PeasDry,448
afg,97,Pulsesnes,459
afg,97,Potatoes,36914
afg,97,SugarCane,5
afg,97,Almonds,13
afg,97,HzlntFlbrt,1
afg,97,Walnuts,7
afg,97,Cabbages,1
afg,97,Cntlp_othMln,10
afg,97,Ccmbr_Ghrkn,10
afg,97,Eggplants,1
afg,97,Garlic,1
afg,97,PmpknSqshGrd,6
afg,97,Tomatoes,16
afg,97,VgtbFrshNES,11
afg,102,Barley,34
afg,102,Maize,27
afg,102,PaddyRice,36
afg,102,Wheat,562
afg,102,Potatoes,65
ago,162,Maize,3379
ago,162,Millet,1235
ago,162,PaddyRice,20
ago,162,Wheat,15
ago,162,JuteLikeFibr,5
ago,162,SeedCotton,57
ago,162,Sisal,3
ago,162,Bananas,168
ago,162,CitrusFrtNES,76
ago,162,FrtFrshNES,37
ago,162,Pineapples,17
ago,162,CastorBeans,75
ago,162,GrndntWShll,349
ago,162,OilPalmFruit,125
ago,162,SesameSeed,37
ago,162,SnflwrSeed,84
ago,162,CocoaBeans,11
ago,162,CoffeeGreen,520
ago,162,TbccLeaves,20
ago,162,BeansDry,1220
ago,162,Cassava,3075
ago,162,Potatoes,92
ago,162,SweetPotato,342
ago,162,SugarCane,51
ago,162,CashewNuts,16
ago,162,OnionShlltGn,71
ago,162,Tomatoes,20
ago,162,VgtbFrshNES,173
ago,182,Maize,524565
ago,182,Millet,92349
ago,182,PaddyRice,1461
ago,182,Wheat,1091
ago,182,JuteLikeFibr,400
ago,182,SeedCotton,4260
ago,182,Sisal,195
ago,182,Bananas,12530
ago,182,CitrusFrtNES,5689
ago,182,FrtFrshNES,2781
ago,182,Pineapples,1283
ago,182,CastorBeans,5639
ago,182,GrndntWShll,26123
ago,182,OilPalmFruit,9332
ago,182,SesameSeed,2770
ago,182,SnflwrSeed,6269
ago,182,CocoaBeans,855
ago,182,CoffeeGreen,38859
ago,182,TbccLeaves,1473
ago,182,BeansDry,91181
ago,182,Cassava,229910
ago,182,Potatoes,6864
ago,182,SweetPotato,25571
ago,182,SugarCane,3830
ago,182,CashewNuts,1169
ago,182,OnionShlltGn,5338
ago,182,Tomatoes,1484
ago,182,VgtbFrshNES,12922
ago,183,Maize,22344
ago,183,Millet,14692
ago,183,PaddyRice,977
ago,183,Wheat,178
ago,183,JuteLikeFibr,65
ago,183,SeedCotton,695
ago,183,Sisal,32
ago,183,Bananas,2630
ago,183,CitrusFrtNES,928
ago,183,FrtFrshNES,454
ago,183,Pineapples,209
ago,183,CastorBeans,920
ago,183,GrndntWShll,5836
ago,183,OilPalmFruit,1523
ago,183,SesameSeed,452
ago,183,SnflwrSeed,1023
ago,183,CocoaBeans,140
ago,183,CoffeeGreen,6340
ago,183,TbccLeaves,240
ago,183,BeansDry,16020
ago,183,Cassava,44372
ago,183,Potatoes,1083
ago,183,SweetPotato,4130
ago,183,SugarCane,625
ago,183,CashewNuts,191
ago,183,OnionShlltGn,871
ago,183,Tomatoes,242
ago,183,VgtbFrshNES,2108
ago,188,Maize,30590
ago,188,Millet,20919
ago,188,PaddyRice,337
ago,188,Wheat,247
ago,188,JuteLikeFibr,91
ago,188,SeedCotton,965
ago,188,Sisal,44
ago,188,Bananas,2838
ago,188,CitrusFrtNES,1291
ago,188,FrtFrshNES,631
ago,188,Pineapples,291
ago,188,CastorBeans,1280
ago,188,GrndntWShll,5926
ago,188,OilPalmFruit,2118
ago,188,SesameSeed,629
ago,188,SnflwrSeed,1420
ago,188,CocoaBeans,194
ago,188,CoffeeGreen,8819
ago,188,TbccLeaves,334
ago,188,BeansDry,20651
ago,188,Cassava,52068
ago,188,Potatoes,1555
ago,188,SweetPotato,5793
ago,188,SugarCane,869
ago,188,CashewNuts,265
ago,188,OnionShlltGn,1212
ago,188,Tomatoes,337
ago,188,VgtbFrshNES,2933
ago,197,Maize,93377
ago,197,Millet,36250
ago,197,PaddyRice,574
ago,197,Wheat,428
ago,197,JuteLikeFibr,157
ago,197,SeedCotton,1672
ago,197,Sisal,77
ago,197,Bananas,4918
ago,197,CitrusFrtNES,2233
ago,197,FrtFrshNES,1092
ago,197,Pineapples,503
ago,197,CastorBeans,2214
ago,197,GrndntWShll,10254
ago,197,OilPalmFruit,3663
ago,197,SesameSeed,1087
ago,197,SnflwrSeed,2461
ago,197,CocoaBeans,336
ago,197,CoffeeGreen,15253
ago,197,TbccLeaves,578
ago,197,BeansDry,35792
ago,197,Cassava,90248
ago,197,Potatoes,2694
ago,197,SweetPotato,10038
ago,197,SugarCane,1503
ago,197,CashewNuts,459
ago,197,OnionShlltGn,2095
ago,197,Tomatoes,583
ago,197,VgtbFrshNES,5072
alb,54,Barley,4
alb,54,Maize,18
alb,54,Oats,11
alb,54,Wheat,35
alb,54,Alff4FrgSlg,83
alb,54,Maize4FrgSlg,21
alb,54,Apples,2
alb,54,Cherries,1
alb,54,Figs,10
alb,54,Grapes,5
alb,54,Pears,1
alb,54,Plums,2
alb,54,SourCherries,3
alb,54,Olives,38
alb,54,TbccLeaves,16
alb,54,BeansDry,5
alb,54,Pulsesnes,2
alb,54,Vetches,6
alb,54,Potatoes,19
alb,54,SugarBeets,4
alb,54,Nutsnes,2
alb,54,Tomatoes,6
alb,54,VgtbFrshNES,31
alb,55,Barley,1265
alb,55,Maize,75198
alb,55,Oats,10343
alb,55,Rye,1286
alb,55,Wheat,168570
alb,55,SeedCotton,883
alb,55,Alff4FrgSlg,77177
alb,55,Maize4FrgSlg,19008
alb,55,Apples,2146
alb,55,Apricots,379
alb,55,Cherries,1087
alb,55,Figs,9307
alb,55,Grapes,4646
alb,55,Oranges,385
alb,55,Peach_Nctrn,196
alb,55,Pears,525
alb,55,Plums,2034
alb,55,Quinces,194
alb,55,SourCherries,2950
alb,55,Olives,35491
alb,55,Soybeans,691
alb,55,SnflwrSeed,2995
alb,55,Hops,368
alb,55,spicesnes,401
alb,55,TbccLeaves,7120
alb,55,BeansDry,33796
alb,55,BrdBeansDry,121
alb,55,Pulsesnes,1403
alb,55,Vetches,5851
alb,55,Potatoes,13114
alb,55,SugarBeets,876
alb,55,Chestnuts,153
alb,55,Nutsnes,2305
alb,55,BeanGreen,391
alb,55,BrdBeanGreen,24
alb,55,Tomatoes,5463
alb,55,VgtbFrshNES,28635
are,94,Wheat,11
are,94,Alff4FrgSlg,997
are,94,GrsNESFrgSlg,6823
are,94,Bananas,1
are,94,CitrusFrtNES,138
are,94,Dates,49845
are,94,Figs,27
are,94,FrtFrshNES,158
are,94,Grapes,14
are,94,Lmn_Lme,252
are,94,Mangoes,176
are,94,TbccLeaves,13
are,94,Potatoes,140
are,94,Almonds,13
are,94,BeanGreen,42
are,94,Cabbages,425
are,94,Cntlp_othMln,797
are,94,Carrots,47
are,94,Cauliflower,163
are,94,Chll_PpprGrn,88
are,94,Ccmbr_Ghrkn,141
are,94,Eggplants,147
are,94,Lettuce,23
are,94,OnionShlltGn,455
are,94,PmpknSqshGrd,452
are,94,Spinach,235
are,94,Tomatoes,2577
are,94,VgtbFrshNES,1263
are,94,Watermelons,122
arg,169,Barley,266
arg,169,Maize,13
arg,169,Millet,6
arg,169,Oats,82
arg,169,PaddyRice,7
arg,169,Rye,16
arg,169,Wheat,820
arg,169,Alff4FrgSlg,791
arg,169,Clovr4FrgSlg,25
arg,169,GrsNESFrgSlg,1609
arg,169,Maize4FrgSlg,10
arg,169,Apples,64
arg,169,Apricots,1
arg,169,Cherries,28
arg,169,Grapes,13
