# File: Mueller_yield_levels.csv
# Title: Attainable yield levels by country and basin
# Units: tons/ha
# Description: Min, average, and max refer to the respective yields observed in grid cells within country, basin, and crop; count is the number of grid cells with harvested area for the given crop, country, and basin.
# Source: Mueller, N. D., Gerber, J. S., Johnston, M., Ray, D. K., Ramankutty, N. and Foley, J. A.: Closing yield gaps through nutrient and water management, Nature, 490(7419), 254–257, doi:10.1038/nature11420, 2012. Geospatial data processed by Yannick Le Page.
# https://github.com/JGCRI/lds
Country,Basin,crop,yield_level,min,average,max,Count
mar,144,maize,_02ndpercentileyield,0.32,0.32,0.32,1
mda,47,maize,_02ndpercentileyield,2.14,2.21,2.28,22
mda,49,maize,_02ndpercentileyield,1.81,2.35,2.46,341
mda,54,maize,_02ndpercentileyield,1.81,2.36,2.46,213
mdg,177,maize,_02ndpercentileyield,0.13,0.55,1.1,4899
mex,91,maize,_02ndpercentileyield,0.13,0.75,3.17,275
mex,96,maize,_02ndpercentileyield,0.13,0.66,3.34,3449
mex,105,maize,_02ndpercentileyield,0.13,0.46,2.97,940
mex,111,maize,_02ndpercentileyield,0.31,0.51,0.63,1508
mex,114,maize,_02ndpercentileyield,0.13,0.36,3.03,1960
mex,115,maize,_02ndpercentileyield,0.28,0.58,2.24,695
mex,130,maize,_02ndpercentileyield,0.13,0.68,3.34,488
mex,131,maize,_02ndpercentileyield,0.13,0.77,3.34,1616
mex,132,maize,_02ndpercentileyield,0.13,0.69,3.03,1225
mex,133,maize,_02ndpercentileyield,0.37,0.59,1.65,738
mex,134,maize,_02ndpercentileyield,0.13,0.69,3.34,1797
mex,135,maize,_02ndpercentileyield,0.4,0.46,0.62,14
mex,136,maize,_02ndpercentileyield,0.13,0.61,2.01,798
mex,217,maize,_02ndpercentileyield,0.32,1.07,2.14,37
mex,221,maize,_02ndpercentileyield,0.13,0.51,1.93,141
mex,231,maize,_02ndpercentileyield,0.13,0.43,2.97,2618
mhl,150,maize,_02ndpercentileyield,NA,NA,NA,NA
mkd,55,maize,_02ndpercentileyield,1.05,2.03,3.34,351
mli,142,maize,_02ndpercentileyield,0.63,0.63,0.63,5
mli,144,maize,_02ndpercentileyield,0.47,0.47,0.47,11
mli,149,maize,_02ndpercentileyield,0.31,0.53,0.63,2143
mli,152,maize,_02ndpercentileyield,0.47,0.51,0.63,1512
mli,160,maize,_02ndpercentileyield,0.31,0.47,0.63,103
mlt,63,maize,_02ndpercentileyield,NA,NA,NA,NA
mmr,110,maize,_02ndpercentileyield,0.71,1.01,1.09,6
mmr,116,maize,_02ndpercentileyield,0.58,0.9,1.07,5
mmr,125,maize,_02ndpercentileyield,0.49,0.71,1.09,268
mmr,127,maize,_02ndpercentileyield,0.37,0.72,1.09,1233
mmr,137,maize,_02ndpercentileyield,0.38,0.68,1.73,2677
mmr,138,maize,_02ndpercentileyield,0.37,0.52,0.8,435
mmr,139,maize,_02ndpercentileyield,0.4,0.55,0.71,183
mmr,146,maize,_02ndpercentileyield,0.37,0.37,0.37,1
mne,54,maize,_02ndpercentileyield,1.36,1.36,1.36,48
mne,55,maize,_02ndpercentileyield,0.84,1.27,1.73,81
mng,42,maize,_02ndpercentileyield,NA,NA,NA,NA
mng,43,maize,_02ndpercentileyield,NA,NA,NA,NA
mng,48,maize,_02ndpercentileyield,NA,NA,NA,NA
mng,56,maize,_02ndpercentileyield,NA,NA,NA,NA
mnp,121,maize,_02ndpercentileyield,NA,NA,NA,NA
moz,171,maize,_02ndpercentileyield,0.37,0.53,1.09,2605
moz,188,maize,_02ndpercentileyield,0.13,0.46,1.07,1360
moz,190,maize,_02ndpercentileyield,0.13,0.43,1.1,1313
moz,198,maize,_02ndpercentileyield,0.13,0.28,0.43,213
moz,199,maize,_02ndpercentileyield,0.13,0.26,0.43,837
mrt,86,maize,_02ndpercentileyield,NA,NA,NA,NA
mrt,144,maize,_02ndpercentileyield,NA,NA,NA,NA
mrt,149,maize,_02ndpercentileyield,NA,NA,NA,NA
mrt,152,maize,_02ndpercentileyield,0.31,0.31,0.31,4
msr,101,maize,_02ndpercentileyield,NA,NA,NA,NA
mtq,143,maize,_02ndpercentileyield,NA,NA,NA,NA
mus,177,maize,_02ndpercentileyield,NA,NA,NA,NA
mwi,171,maize,_02ndpercentileyield,0.49,0.61,1.09,61
mwi,188,maize,_02ndpercentileyield,0.28,0.54,1.44,718
mys,139,maize,_02ndpercentileyield,0.43,0.5,0.58,655
mys,159,maize,_02ndpercentileyield,0.43,0.54,0.71,362
mys,165,maize,_02ndpercentileyield,0.58,0.62,0.71,12
myt,177,maize,_02ndpercentileyield,NA,NA,NA,NA
nam,182,maize,_02ndpercentileyield,0.13,0.16,0.32,26
nam,188,maize,_02ndpercentileyield,0.13,0.13,0.28,120
nam,194,maize,_02ndpercentileyield,0.13,0.33,1.93,284
nam,196,maize,_02ndpercentileyield,0.13,0.35,1.93,318
nam,197,maize,_02ndpercentileyield,0.13,0.13,0.13,1701
ncl,185,maize,_02ndpercentileyield,NA,NA,NA,NA
ner,144,maize,_02ndpercentileyield,NA,NA,NA,NA
ner,149,maize,_02ndpercentileyield,0.47,0.47,0.49,216
ner,151,maize,_02ndpercentileyield,0.47,0.47,0.47,247
nfk,189,maize,_02ndpercentileyield,NA,NA,NA,NA
nga,142,maize,_02ndpercentileyield,0.4,0.53,0.63,1023
nga,149,maize,_02ndpercentileyield,0.31,0.55,1.09,6128
nga,151,maize,_02ndpercentileyield,0.31,0.45,0.65,2033
nga,162,maize,_02ndpercentileyield,0.4,0.46,1.09,502
nic,135,maize,_02ndpercentileyield,0.37,0.57,1.09,674
niu,201,maize,_02ndpercentileyield,NA,NA,NA,NA
nld,28,maize,_02ndpercentileyield,1.05,1.23,2.12,18
nld,32,maize,_02ndpercentileyield,1.05,1.67,2.12,536
nld,36,maize,_02ndpercentileyield,1.05,1.21,2.12,51
nor,8,maize,_02ndpercentileyield,NA,NA,NA,NA
nor,12,maize,_02ndpercentileyield,NA,NA,NA,NA
npl,110,maize,_02ndpercentileyield,0.37,0.91,3.34,1140
nzl,201,maize,_02ndpercentileyield,0.84,1.6,3.34,843
nzl,216,maize,_02ndpercentileyield,NA,NA,NA,NA
omn,94,maize,_02ndpercentileyield,NA,NA,NA,NA
pak,58,maize,_02ndpercentileyield,NA,NA,NA,NA
pak,85,maize,_02ndpercentileyield,NA,NA,NA,NA
pak,89,maize,_02ndpercentileyield,0.13,0.56,3.17,3036
pak,97,maize,_02ndpercentileyield,1.52,1.73,2.14,35
pak,102,maize,_02ndpercentileyield,0.13,0.93,3.17,178
pak,104,maize,_02ndpercentileyield,0.13,0.43,1.93,76
pak,107,maize,_02ndpercentileyield,0.31,0.44,0.47,147
pan,135,maize,_02ndpercentileyield,0.4,0.49,0.63,150
pan,143,maize,_02ndpercentileyield,0.4,0.51,0.58,21
pan,157,maize,_02ndpercentileyield,0.4,0.49,0.71,171
pcn,26,maize,_02ndpercentileyield,NA,NA,NA,NA
per,156,maize,_02ndpercentileyield,0.13,0.9,3.34,3168
per,157,maize,_02ndpercentileyield,0.31,0.32,0.38,5
per,180,maize,_02ndpercentileyield,0.13,1.45,3.34,709
per,200,maize,_02ndpercentileyield,NA,NA,NA,NA
per,207,maize,_02ndpercentileyield,NA,NA,NA,NA
phl,119,maize,_02ndpercentileyield,0.4,0.49,0.71,1494
plw,158,maize,_02ndpercentileyield,NA,NA,NA,NA
png,167,maize,_02ndpercentileyield,0.4,0.46,0.71,383
png,173,maize,_02ndpercentileyield,0.4,0.56,1.07,524
png,176,maize,_02ndpercentileyield,NA,NA,NA,NA
png,178,maize,_02ndpercentileyield,0.43,0.5,0.71,228
png,181,maize,_02ndpercentileyield,0.4,0.45,0.47,136
png,185,maize,_02ndpercentileyield,NA,NA,NA,NA
pol,21,maize,_02ndpercentileyield,2.42,2.42,2.42,1
pol,29,maize,_02ndpercentileyield,1.05,2.33,2.85,1981
pol,30,maize,_02ndpercentileyield,1.05,2.23,2.85,2944
pol,31,maize,_02ndpercentileyield,1.05,2.1,2.42,20
pol,33,maize,_02ndpercentileyield,1.05,1.84,2.42,594
pol,35,maize,_02ndpercentileyield,1.81,2.37,2.42,30
pol,49,maize,_02ndpercentileyield,1.05,1.23,2.12,6
pol,54,maize,_02ndpercentileyield,1.36,1.65,2.12,7
pri,101,maize,_02ndpercentileyield,0.46,0.59,0.71,88
prk,37,maize,_02ndpercentileyield,1.05,1.53,2.42,98
prk,65,maize,_02ndpercentileyield,0.85,1.63,3.34,1057
prk,66,maize,_02ndpercentileyield,1.05,1.54,2.58,335
prt,60,maize,_02ndpercentileyield,0.84,1.22,2.6,297
prt,71,maize,_02ndpercentileyield,0.85,1.36,2.35,313
prt,74,maize,_02ndpercentileyield,0.85,1.77,3.34,272
prt,81,maize,_02ndpercentileyield,0.13,1.01,2.01,204
prt,86,maize,_02ndpercentileyield,NA,NA,NA,NA
pry,206,maize,_02ndpercentileyield,0.13,0.58,1.09,3612
pse,75,maize,_02ndpercentileyield,0.13,0.22,1.09,35
pse,95,maize,_02ndpercentileyield,0.13,0.21,1.09,17
pyf,41,maize,_02ndpercentileyield,NA,NA,NA,NA
qat,94,maize,_02ndpercentileyield,NA,NA,NA,NA
reu,41,maize,_02ndpercentileyield,NA,NA,NA,NA
rom,54,maize,_02ndpercentileyield,1.05,2.08,2.46,3301
rom,55,maize,_02ndpercentileyield,1.93,2.13,2.42,81
rus,1,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,3,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,4,maize,_02ndpercentileyield,1.36,1.82,2.42,16
rus,5,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,6,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,8,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,9,maize,_02ndpercentileyield,2.41,2.41,2.42,44
rus,13,maize,_02ndpercentileyield,1.05,1.66,1.81,20
rus,14,maize,_02ndpercentileyield,1.81,2.25,2.42,320
rus,17,maize,_02ndpercentileyield,1.05,1.85,2.42,1590
rus,18,maize,_02ndpercentileyield,1.05,2.33,3.17,21647
rus,20,maize,_02ndpercentileyield,1.05,1.62,2.42,260
rus,22,maize,_02ndpercentileyield,1.81,1.89,2.42,455
rus,25,maize,_02ndpercentileyield,1.81,1.81,1.81,377
rus,33,maize,_02ndpercentileyield,1.05,1.19,2.12,166
rus,35,maize,_02ndpercentileyield,1.05,1.43,1.81,52
rus,37,maize,_02ndpercentileyield,1.05,1.56,2.42,185
rus,38,maize,_02ndpercentileyield,2.41,2.48,3.17,2197
rus,39,maize,_02ndpercentileyield,1.81,2.27,2.42,1888
rus,42,maize,_02ndpercentileyield,2.41,2.41,2.41,35
rus,43,maize,_02ndpercentileyield,1.05,2.18,2.85,4835
rus,45,maize,_02ndpercentileyield,1.05,2.19,3.34,1973
rus,47,maize,_02ndpercentileyield,0.85,1.94,3.34,1298
rus,48,maize,_02ndpercentileyield,1.81,2.55,2.85,2081
rus,53,maize,_02ndpercentileyield,1.81,2.42,3.17,6927
rus,56,maize,_02ndpercentileyield,1.81,2.55,2.85,16084
rus,70,maize,_02ndpercentileyield,NA,NA,NA,NA
rus,72,maize,_02ndpercentileyield,1.52,1.52,1.52,1
rus,76,maize,_02ndpercentileyield,2.41,2.41,2.41,90
rwa,87,maize,_02ndpercentileyield,0.37,0.59,1.1,220
rwa,183,maize,_02ndpercentileyield,0.49,0.8,1.07,31
sau,84,maize,_02ndpercentileyield,NA,NA,NA,NA
sau,93,maize,_02ndpercentileyield,0.13,0.34,0.47,8
sau,94,maize,_02ndpercentileyield,0.13,0.44,1.52,5
sau,98,maize,_02ndpercentileyield,0.32,0.32,0.32,1
sau,99,maize,_02ndpercentileyield,NA,NA,NA,NA
sdn,87,maize,_02ndpercentileyield,0.13,0.5,1.15,9816
sdn,100,maize,_02ndpercentileyield,0.31,0.31,0.31,3
sdn,144,maize,_02ndpercentileyield,0.31,0.31,0.31,2
sdn,151,maize,_02ndpercentileyield,0.13,0.32,1.15,986
sdn,179,maize,_02ndpercentileyield,0.13,0.43,0.47,145
sdn,183,maize,_02ndpercentileyield,0.47,0.55,0.76,19
sen,142,maize,_02ndpercentileyield,0.31,0.52,0.63,1089
sen,152,maize,_02ndpercentileyield,0.31,0.48,0.63,174
sgp,139,maize,_02ndpercentileyield,NA,NA,NA,NA
sgp,163,maize,_02ndpercentileyield,NA,NA,NA,NA
shn,182,maize,_02ndpercentileyield,NA,NA,NA,NA
sjm,1,maize,_02ndpercentileyield,NA,NA,NA,NA
slb,173,maize,_02ndpercentileyield,NA,NA,NA,NA
slb,176,maize,_02ndpercentileyield,NA,NA,NA,NA
slb,185,maize,_02ndpercentileyield,NA,NA,NA,NA
sle,142,maize,_02ndpercentileyield,0.43,0.56,0.58,150
sle,149,maize,_02ndpercentileyield,0.58,0.6,0.71,6
slv,135,maize,_02ndpercentileyield,0.4,0.6,1.09,239
smr,50,maize,_02ndpercentileyield,1.86,1.86,1.86,1
som,100,maize,_02ndpercentileyield,0.13,0.39,1.72,131
som,170,maize,_02ndpercentileyield,0.31,0.46,0.47,1142
som,171,maize,_02ndpercentileyield,0.47,0.47,0.47,128
som,179,maize,_02ndpercentileyield,0.13,0.13,0.13,1
spm,19,maize,_02ndpercentileyield,NA,NA,NA,NA
srb,54,maize,_02ndpercentileyield,1.05,2.02,3.34,1251
srb,55,maize,_02ndpercentileyield,1.05,2.04,3.34,91
stp,162,maize,_02ndpercentileyield,NA,NA,NA,NA
sur,156,maize,_02ndpercentileyield,0.43,0.56,0.58,8
sur,161,maize,_02ndpercentileyield,0.4,0.46,0.58,241
svk,29,maize,_02ndpercentileyield,NA,NA,NA,NA
svk,30,maize,_02ndpercentileyield,1.05,1.6,2.12,26
svk,54,maize,_02ndpercentileyield,1.05,1.75,2.46,643
svn,54,maize,_02ndpercentileyield,1.36,1.54,3.34,174
svn,55,maize,_02ndpercentileyield,0.85,1.36,1.73,43
swe,8,maize,_02ndpercentileyield,NA,NA,NA,NA
swe,12,maize,_02ndpercentileyield,NA,NA,NA,NA
swe,21,maize,_02ndpercentileyield,NA,NA,NA,NA
swz,198,maize,_02ndpercentileyield,0.13,0.52,1.44,209
syc,177,maize,_02ndpercentileyield,NA,NA,NA,NA
syr,75,maize,_02ndpercentileyield,0.13,0.72,3.17,266
syr,84,maize,_02ndpercentileyield,0.13,0.14,1.52,166
syr,95,maize,_02ndpercentileyield,0.13,0.55,3.34,73
syr,99,maize,_02ndpercentileyield,0.13,0.5,3.17,190
tca,101,maize,_02ndpercentileyield,NA,NA,NA,NA
tcd,144,maize,_02ndpercentileyield,0.31,0.31,0.31,32
tcd,149,maize,_02ndpercentileyield,0.49,0.57,0.63,270
tcd,151,maize,_02ndpercentileyield,0.31,0.52,0.63,2599
tgo,142,maize,_02ndpercentileyield,0.48,0.6,0.71,338
tgo,160,maize,_02ndpercentileyield,0.48,0.6,0.71,323
tha,125,maize,_02ndpercentileyield,0.4,0.54,0.76,2238
tha,127,maize,_02ndpercentileyield,0.37,0.51,0.76,210
tha,139,maize,_02ndpercentileyield,0.4,0.53,0.76,902
tha,146,maize,_02ndpercentileyield,0.37,0.57,0.8,1873
tha,148,maize,_02ndpercentileyield,0.4,0.45,0.62,359
tjk,58,maize,_02ndpercentileyield,0.13,1.36,3.34,613
tjk,76,maize,_02ndpercentileyield,0.32,1.26,2.46,143
tjk,85,maize,_02ndpercentileyield,NA,NA,NA,NA
tkm,52,maize,_02ndpercentileyield,0.13,0.59,2.14,1424
tkm,58,maize,_02ndpercentileyield,0.13,0.6,2.41,331
tls,158,maize,_02ndpercentileyield,0.46,0.46,0.46,1
tls,175,maize,_02ndpercentileyield,0.4,0.57,1.07,147
ton,176,maize,_02ndpercentileyield,NA,NA,NA,NA
tto,143,maize,_02ndpercentileyield,0.4,0.53,0.58,45
tun,80,maize,_02ndpercentileyield,NA,NA,NA,NA
tun,144,maize,_02ndpercentileyield,NA,NA,NA,NA
tur,55,maize,_02ndpercentileyield,1.13,1.68,2.97,323
tur,70,maize,_02ndpercentileyield,0.85,2.29,3.34,3860
tur,72,maize,_02ndpercentileyield,1.05,2.51,3.17,354
tur,75,maize,_02ndpercentileyield,0.13,1.87,3.34,3233
tur,84,maize,_02ndpercentileyield,0.13,1.57,3.34,1862
tur,99,maize,_02ndpercentileyield,0.32,0.4,1.09,9
twn,78,maize,_02ndpercentileyield,0.43,0.43,0.43,1
twn,103,maize,_02ndpercentileyield,0.57,0.71,1.07,114
tza,87,maize,_02ndpercentileyield,0.28,0.52,1.59,826
tza,171,maize,_02ndpercentileyield,0.13,0.45,1.73,4120
tza,179,maize,_02ndpercentileyield,0.13,0.42,2.14,1525
tza,183,maize,_02ndpercentileyield,0.13,0.46,0.8,1360
tza,188,maize,_02ndpercentileyield,0.37,0.66,1.44,268
uga,87,maize,_02ndpercentileyield,0.13,0.54,1.7,1885
uga,179,maize,_02ndpercentileyield,0.13,0.28,0.58,57
uga,183,maize,_02ndpercentileyield,0.71,0.75,0.76,5
ukr,30,maize,_02ndpercentileyield,1.05,2.12,2.42,227
ukr,39,maize,_02ndpercentileyield,1.05,2.25,3.17,5171
ukr,47,maize,_02ndpercentileyield,1.05,2.22,3.17,2490
ukr,49,maize,_02ndpercentileyield,1.05,1.8,2.46,914
ukr,53,maize,_02ndpercentileyield,2.14,2.28,2.85,972
ukr,54,maize,_02ndpercentileyield,1.05,1.78,2.42,379
ury,195,maize,_02ndpercentileyield,0.37,0.89,1.44,481
ury,206,maize,_02ndpercentileyield,0.37,0.67,1.23,1681
usa,7,maize,_02ndpercentileyield,NA,NA,NA,NA
usa,23,maize,_02ndpercentileyield,1.81,2.5,2.85,2168
usa,27,maize,_02ndpercentileyield,NA,NA,NA,NA
usa,96,maize,_02ndpercentileyield,0.32,0.76,1.93,53
usa,101,maize,_02ndpercentileyield,NA,NA,NA,NA
usa,150,maize,_02ndpercentileyield,NA,NA,NA,NA
usa,217,maize,_02ndpercentileyield,0.13,1.07,3.17,1693
usa,218,maize,_02ndpercentileyield,0.84,2.24,3.34,7544
usa,219,maize,_02ndpercentileyield,0.57,0.89,1.44,2762
usa,220,maize,_02ndpercentileyield,1.52,2.56,3.17,953
usa,221,maize,_02ndpercentileyield,0.13,1.46,3.17,1004
usa,222,maize,_02ndpercentileyield,0.13,2.45,3.17,4246
usa,223,maize,_02ndpercentileyield,0.85,2.26,3.17,15028
usa,224,maize,_02ndpercentileyield,0.13,1.37,3.17,6726
usa,225,maize,_02ndpercentileyield,0.13,0.55,1.72,4011
usa,226,maize,_02ndpercentileyield,0.37,0.85,2.14,7950
usa,227,maize,_02ndpercentileyield,1.05,1.93,3.34,4168
usa,228,maize,_02ndpercentileyield,0.84,1.43,2.6,5814
usa,229,maize,_02ndpercentileyield,1.05,2.46,3.17,2809
usa,230,maize,_02ndpercentileyield,0.84,0.95,1.73,1379
usa,231,maize,_02ndpercentileyield,0.13,1.8,3.17,1434
usa,232,maize,_02ndpercentileyield,1.36,1.43,1.73,1066
usa,233,maize,_02ndpercentileyield,0.85,1.53,2.6,3321
usa,234,maize,_02ndpercentileyield,NA,NA,NA,NA
uzb,45,maize,_02ndpercentileyield,NA,NA,NA,NA
uzb,52,maize,_02ndpercentileyield,0.32,1.33,1.52,58
uzb,58,maize,_02ndpercentileyield,0.13,1.13,3.17,1485
uzb,76,maize,_02ndpercentileyield,0.32,0.94,3.17,792
vct,143,maize,_02ndpercentileyield,NA,NA,NA,NA
ven,143,maize,_02ndpercentileyield,0.13,0.55,3.34,1768
ven,156,maize,_02ndpercentileyield,0.13,0.53,3.34,3782
ven,161,maize,_02ndpercentileyield,0.4,0.55,1.09,315
ven,166,maize,_02ndpercentileyield,NA,NA,NA,NA
vir,101,maize,_02ndpercentileyield,NA,NA,NA,NA
vnm,108,maize,_02ndpercentileyield,0.57,0.77,1.09,150
vnm,109,maize,_02ndpercentileyield,0.49,0.77,1.09,1055
vnm,112,maize,_02ndpercentileyield,0.69,0.76,1.07,21
vnm,125,maize,_02ndpercentileyield,0.4,0.54,1.09,644
vnm,126,maize,_02ndpercentileyield,0.4,0.61,1.09,1558
vnm,148,maize,_02ndpercentileyield,NA,NA,NA,NA
vut,185,maize,_02ndpercentileyield,NA,NA,NA,NA
wlf,176,maize,_02ndpercentileyield,NA,NA,NA,NA
wsm,176,maize,_02ndpercentileyield,NA,NA,NA,NA
yem,93,maize,_02ndpercentileyield,0.13,0.54,1.93,208
yem,94,maize,_02ndpercentileyield,NA,NA,NA,NA
yem,100,maize,_02ndpercentileyield,NA,NA,NA,NA
zaf,194,maize,_02ndpercentileyield,0.13,0.97,3.17,3304
zaf,196,maize,_02ndpercentileyield,NA,NA,NA,NA
zaf,198,maize,_02ndpercentileyield,0.13,1.01,3.34,2429
zaf,199,maize,_02ndpercentileyield,0.13,0.46,2.6,1552
zaf,204,maize,_02ndpercentileyield,0.13,0.6,3.17,563
zmb,179,maize,_02ndpercentileyield,0.37,0.51,0.58,22
zmb,183,maize,_02ndpercentileyield,0.37,0.54,0.8,1879
zmb,188,maize,_02ndpercentileyield,0.13,0.46,1.07,5786
zwe,188,maize,_02ndpercentileyield,0.13,0.39,1.65,1919
zwe,190,maize,_02ndpercentileyield,0.13,0.36,2.01,910
zwe,197,maize,_02ndpercentileyield,0.13,0.13,0.13,240
zwe,199,maize,_02ndpercentileyield,0.13,0.14,0.46,657
abw,143,maize,_95thpercentileyield,NA,NA,NA,NA
afg,52,maize,_95thpercentileyield,5.09,10.78,13.31,771
afg,58,maize,_95thpercentileyield,5.09,10.42,13.31,1258
afg,89,maize,_95thpercentileyield,5.09,9.44,13.31,616
afg,90,maize,_95thpercentileyield,5.09,10.52,13.31,357
afg,97,maize,_95thpercentileyield,5.09,10.52,13.31,1121
afg,102,maize,_95thpercentileyield,NA,NA,NA,NA
ago,162,maize,_95thpercentileyield,2.43,2.88,4.65,44
ago,182,maize,_95thpercentileyield,2.43,4.83,10.97,4069
ago,183,maize,_95thpercentileyield,2.43,4.71,8.23,2882
ago,188,maize,_95thpercentileyield,3.01,5.21,8.23,2454
ago,197,maize,_95thpercentileyield,3.01,4.63,7.13,2029
aia,101,maize,_95thpercentileyield,NA,NA,NA,NA
alb,54,maize,_95thpercentileyield,NA,NA,NA,NA
alb,55,maize,_95thpercentileyield,6.73,8.97,10.64,397
and,64,maize,_95thpercentileyield,NA,NA,NA,NA
and,73,maize,_95thpercentileyield,NA,NA,NA,NA
ant,143,maize,_95thpercentileyield,NA,NA,NA,NA
are,94,maize,_95thpercentileyield,NA,NA,NA,NA
arg,169,maize,_95thpercentileyield,9.16,9.59,10.47,11
arg,200,maize,_95thpercentileyield,NA,NA,NA,NA
arg,203,maize,_95thpercentileyield,3.01,6.48,13.31,1458
arg,205,maize,_95thpercentileyield,3.01,6.72,13.31,1249
arg,206,maize,_95thpercentileyield,3.01,5.64,13.31,8857
arg,207,maize,_95thpercentileyield,NA,NA,NA,NA
arg,209,maize,_95thpercentileyield,5.37,8.77,13.31,2415
arg,210,maize,_95thpercentileyield,6.26,9.81,13.31,3179
arg,212,maize,_95thpercentileyield,5.09,10.92,13.31,934
arg,213,maize,_95thpercentileyield,8.17,11.92,13.31,471
arg,214,maize,_95thpercentileyield,9.13,12.1,13.31,77
arg,215,maize,_95thpercentileyield,8.17,10.25,13.31,88
arm,72,maize,_95thpercentileyield,8.17,9.63,13.31,273
asm,176,maize,_95thpercentileyield,NA,NA,NA,NA
atg,101,maize,_95thpercentileyield,NA,NA,NA,NA
aus,184,maize,_95thpercentileyield,2.43,3.31,7.09,1571
aus,189,maize,_95thpercentileyield,2.43,7.51,13.31,3840
aus,191,maize,_95thpercentileyield,5.09,10.57,13.31,913
aus,193,maize,_95thpercentileyield,2.69,3.12,5.09,52
aus,202,maize,_95thpercentileyield,5.37,11.73,13.31,210
aus,208,maize,_95thpercentileyield,3.01,8.49,13.31,5929
aus,211,maize,_95thpercentileyield,NA,NA,NA,NA
aus,216,maize,_95thpercentileyield,NA,NA,NA,NA
aut,31,maize,_95thpercentileyield,9.16,9.53,10.47,14
aut,32,maize,_95thpercentileyield,9.16,9.16,9.16,8
aut,54,maize,_95thpercentileyield,8.73,9.51,10.47,563
aut,57,maize,_95thpercentileyield,NA,NA,NA,NA
aze,45,maize,_95thpercentileyield,8.17,8.83,11.46,5
aze,72,maize,_95thpercentileyield,7.46,11.58,13.31,1186
bdi,87,maize,_95thpercentileyield,4.21,6.58,9.29,157
bdi,183,maize,_95thpercentileyield,2.43,6.05,9.29,123
bel,32,maize,_95thpercentileyield,9.16,9.64,10.47,243
bel,36,maize,_95thpercentileyield,9.21,9.83,10.47,284
bel,41,maize,_95thpercentileyield,9.77,9.77,9.77,1
bel,46,maize,_95thpercentileyield,9.16,9.16,9.16,1
ben,142,maize,_95thpercentileyield,3.27,3.56,4.08,638
ben,149,maize,_95thpercentileyield,2.69,3.41,3.8,445
ben,160,maize,_95thpercentileyield,2.69,3.54,3.82,155
bfa,142,maize,_95thpercentileyield,2.84,3.48,3.8,172
bfa,149,maize,_95thpercentileyield,2.69,2.88,3.55,332
bfa,160,maize,_95thpercentileyield,2.69,2.92,3.55,1575
bgd,110,maize,_95thpercentileyield,3.39,3.61,4.08,1137
bgd,116,maize,_95thpercentileyield,3.42,3.42,3.42,73
bgr,54,maize,_95thpercentileyield,8.55,9.84,11,712
bgr,55,maize,_95thpercentileyield,8.55,10.04,12.5,886
bhr,94,maize,_95thpercentileyield,NA,NA,NA,NA
bhs,101,maize,_95thpercentileyield,NA,NA,NA,NA
bih,54,maize,_95thpercentileyield,9.16,9.68,10.7,533
bih,55,maize,_95thpercentileyield,8.84,9.18,9.66,183
blr,17,maize,_95thpercentileyield,9.77,9.77,9.77,8
blr,25,maize,_95thpercentileyield,8.73,9.74,9.77,591
blr,30,maize,_95thpercentileyield,8.17,9.42,9.66,178
blr,35,maize,_95thpercentileyield,8.73,9.57,9.77,861
blr,39,maize,_95thpercentileyield,8.73,8.98,9.77,2293
blz,111,maize,_95thpercentileyield,3.27,3.75,5.7,153
blz,133,maize,_95thpercentileyield,NA,NA,NA,NA
bol,156,maize,_95thpercentileyield,2.43,4.42,12.5,5373
bol,200,maize,_95thpercentileyield,9.13,9.13,9.13,23
bol,206,maize,_95thpercentileyield,2.43,4.96,13.31,2052
bol,207,maize,_95thpercentileyield,NA,NA,NA,NA
bra,156,maize,_95thpercentileyield,2.43,3.6,5.7,12267
bra,161,maize,_95thpercentileyield,3.39,3.41,3.64,166
bra,168,maize,_95thpercentileyield,3.39,3.39,3.42,233
bra,172,maize,_95thpercentileyield,3.27,3.65,4.08,2170
bra,174,maize,_95thpercentileyield,3.27,3.81,5.7,9130
bra,186,maize,_95thpercentileyield,2.43,3.16,7.09,3099
bra,187,maize,_95thpercentileyield,2.43,3.3,4.8,3240
bra,192,maize,_95thpercentileyield,2.43,3.9,8.23,6956
bra,195,maize,_95thpercentileyield,2.43,5.15,9.29,8774
bra,206,maize,_95thpercentileyield,2.43,5.09,9.29,16729
brb,143,maize,_95thpercentileyield,NA,NA,NA,NA
brn,159,maize,_95thpercentileyield,NA,NA,NA,NA
btn,110,maize,_95thpercentileyield,8.84,9.37,10.47,119
bwa,188,maize,_95thpercentileyield,3.01,3.01,3.01,94
bwa,194,maize,_95thpercentileyield,5.09,5.09,5.09,217
bwa,197,maize,_95thpercentileyield,3.01,3.51,5.09,1623
bwa,199,maize,_95thpercentileyield,3.01,4.81,5.09,767
caf,87,maize,_95thpercentileyield,2.84,3.58,4.21,7
caf,151,maize,_95thpercentileyield,2.43,3.56,4.8,1943
caf,162,maize,_95thpercentileyield,4.72,4.72,4.72,4
caf,183,maize,_95thpercentileyield,2.84,3.91,5.7,3212
