# File: L123.LC_bm2_R_MgdFor_Yh_GLU_beforeadjust.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: thousand km2
# Author: XZ
# Description: This file was output from the module_aglu_LB123.LC_R_MgdPastFor_Yh_GLU, before the scaling of managed forest
# Column types: iccin 
# ----------
GCAM_region_ID,Land_Type,GLU,year,MgdFor
1,Forest,GLU007,1700,0.248089298
1,Forest,GLU007,1750,1.019266224
1,Forest,GLU007,1800,1.79044315
1,Forest,GLU007,1850,4.935708474
1,Forest,GLU007,1900,15.86321335
1,Forest,GLU007,1950,31.68431771
1,Forest,GLU023,1700,0.025931452
1,Forest,GLU023,1750,0.106538466
1,Forest,GLU023,1800,0.187145479
1,Forest,GLU023,1850,0.5159033
1,Forest,GLU023,1900,1.65809714
1,Forest,GLU023,1950,3.311792853
1,Forest,GLU027,1700,0.000194008
1,Forest,GLU027,1750,0.000797075
1,Forest,GLU027,1800,0.001400142
1,Forest,GLU027,1850,0.003859767
1,Forest,GLU027,1900,0.012405171
1,Forest,GLU027,1950,0.024777412
1,Forest,GLU096,1700,0.00010745
1,Forest,GLU096,1750,0.000441456
1,Forest,GLU096,1800,0.000775461
1,Forest,GLU096,1850,0.002137711
1,Forest,GLU096,1900,0.006870537
1,Forest,GLU096,1950,0.013722836
1,Forest,GLU101,1700,0.001459644
1,Forest,GLU101,1750,0.005996896
1,Forest,GLU101,1800,0.010534149
1,Forest,GLU101,1850,0.029039451
1,Forest,GLU101,1900,0.093331892
1,Forest,GLU101,1950,0.186416035
1,Forest,GLU217,1700,0.09597143
1,Forest,GLU217,1750,0.394295271
1,Forest,GLU217,1800,0.692619112
1,Forest,GLU217,1850,1.909340724
1,Forest,GLU217,1900,6.136561632
1,Forest,GLU217,1950,12.25683373
1,Forest,GLU218,1700,0.039431607
1,Forest,GLU218,1750,0.162003381
1,Forest,GLU218,1800,0.284575155
1,Forest,GLU218,1850,0.784487352
1,Forest,GLU218,1900,2.521317923
1,Forest,GLU218,1950,5.035942993
1,Forest,GLU219,1700,0.091594158
1,Forest,GLU219,1750,0.376311402
1,Forest,GLU219,1800,0.661028646
1,Forest,GLU219,1850,1.822255394
1,Forest,GLU219,1900,5.856672096
1,Forest,GLU219,1950,11.69779762
1,Forest,GLU220,1700,0.051148725
1,Forest,GLU220,1750,0.21014275
1,Forest,GLU220,1800,0.369136776
1,Forest,GLU220,1850,1.017598081
1,Forest,GLU220,1900,3.270528547
1,Forest,GLU220,1950,6.532375457
1,Forest,GLU221,1700,0.023404755
1,Forest,GLU221,1750,0.09615762
1,Forest,GLU221,1800,0.168910486
1,Forest,GLU221,1850,0.465634955
1,Forest,GLU221,1900,1.496536246
1,Forest,GLU221,1950,2.989099928
1,Forest,GLU222,1700,0.013916198
1,Forest,GLU222,1750,0.057174213
1,Forest,GLU222,1800,0.100432228
1,Forest,GLU222,1850,0.276861177
1,Forest,GLU222,1900,0.889823203
1,Forest,GLU222,1950,1.777284366
1,Forest,GLU223,1700,0.066881216
1,Forest,GLU223,1750,0.274779143
1,Forest,GLU223,1800,0.48267707
1,Forest,GLU223,1850,1.330594218
1,Forest,GLU223,1900,4.276488385
1,Forest,GLU223,1950,8.541624808
1,Forest,GLU224,1700,0.071348485
1,Forest,GLU224,1750,0.293132763
1,Forest,GLU224,1800,0.51491704
1,Forest,GLU224,1850,1.419470033
1,Forest,GLU224,1900,4.562132487
1,Forest,GLU224,1950,9.112154768
1,Forest,GLU225,1700,0.039553893
1,Forest,GLU225,1750,0.16250579
1,Forest,GLU225,1800,0.285457686
1,Forest,GLU225,1850,0.786920223
1,Forest,GLU225,1900,2.529137092
1,Forest,GLU225,1950,5.051560575
1,Forest,GLU226,1700,0.333608664
1,Forest,GLU226,1750,1.370619557
1,Forest,GLU226,1800,2.407630451
1,Forest,GLU226,1850,6.637106585
1,Forest,GLU226,1900,21.3314539
1,Forest,GLU226,1950,42.60628333
1,Forest,GLU227,1700,0.122166288
1,Forest,GLU227,1750,0.501915933
1,Forest,GLU227,1800,0.881665577
1,Forest,GLU227,1850,2.430484466
1,Forest,GLU227,1900,7.811501392
1,Forest,GLU227,1950,15.60226711
1,Forest,GLU228,1700,0.124412841
1,Forest,GLU228,1750,0.511145819
1,Forest,GLU228,1800,0.897878796
1,Forest,GLU228,1850,2.475179388
1,Forest,GLU228,1900,7.955149481
