# File: LDS_value_milUSD.csv
# Title: Initialization of land value (million USD) by country87/use/GLU
# Units: million USD
# Author: moirai
# Description: Initialization of land value (million USD) by country87/use/GLU
# Original source: many, including HYDE and SAGE
# Source: https://github.com/JGCRI/moirai
# Column types: cicn 
# ----------
reglr_iso,glu_code,use_sector,value
alb,54,ctl,0.145382449
alb,54,gro,0.002937344
alb,54,ocr,0.470998108
alb,54,osd,0.015954625
alb,54,rmk,0.350151032
alb,54,v_f,0.300518066
alb,54,wht,0.005630999
alb,54,wol,0.005392003
alb,55,ctl,8.798389435
alb,55,frs,19.646644592
alb,55,gro,1.720651269
alb,55,ocr,29.439491272
alb,55,osd,5.194312572
alb,55,rmk,21.190765381
alb,55,v_f,68.607727051
alb,55,wht,6.557556629
alb,55,wol,0.326318234
arg,169,ctl,0.270484060
arg,169,frs,22.350404739
arg,169,gro,0.001548748
arg,169,ocr,0.000085301
arg,169,osd,0.000005745
arg,169,pdr,0.000024301
arg,169,rmk,0.078224093
arg,169,v_f,0.066390358
arg,169,wht,0.012129530
arg,169,wol,0.007578371
arg,200,ctl,0.326235831
arg,200,gro,0.000090226
arg,200,ocr,0.000016386
arg,200,rmk,0.094347529
arg,200,v_f,0.005558609
arg,200,wht,0.000000402
arg,200,wol,0.009140414
arg,203,c_b,24.560543060
arg,203,ctl,27.283742905
arg,203,frs,4.284676552
arg,203,gro,32.325347900
arg,203,ocr,0.239080653
arg,203,osd,54.592956543
arg,203,pdr,0.007494736
arg,203,pfb,1.695679426
arg,203,rmk,7.890469551
arg,203,v_f,58.007701874
arg,203,wht,32.151340485
arg,203,wol,0.764430821
arg,205,c_b,0.036735725
arg,205,ctl,58.674633026
arg,205,frs,0.506423116
arg,205,gro,3.842216492
arg,205,ocr,0.029745223
arg,205,osd,2.000572920
arg,205,pdr,0.002364885
arg,205,pfb,0.076490447
arg,205,rmk,16.968727112
arg,205,v_f,21.338106155
arg,205,wht,0.472769260
arg,205,wol,1.643934846
arg,206,c_b,13.239401817
arg,206,ctl,131.533950806
arg,206,frs,115.670661926
arg,206,gro,209.741333008
arg,206,ocr,252.445022583
arg,206,osd,359.570312500
arg,206,pdr,27.777349472
arg,206,pfb,45.350833893
arg,206,rmk,38.039672852
arg,206,v_f,162.619995117
arg,206,wht,169.794235229
arg,206,wol,3.685293198
arg,207,ctl,13.335708618
arg,207,gro,0.001642264
arg,207,ocr,0.000022743
arg,207,osd,0.000018051
arg,207,rmk,3.856692314
arg,207,v_f,0.249164730
arg,207,wht,0.001432025
arg,207,wol,0.373637408
arg,209,ctl,60.424423218
arg,209,frs,0.032331176
arg,209,gro,82.503028870
arg,209,ocr,0.638015509
arg,209,osd,111.083518982
arg,209,pdr,0.092279866
arg,209,rmk,17.474767685
arg,209,v_f,12.029701233
arg,209,wht,86.512725830
arg,209,wol,1.692960143
arg,210,ctl,51.064884186
arg,210,gro,97.275741577
arg,210,ocr,0.617660105
arg,210,osd,113.296546936
arg,210,pdr,0.010594770
arg,210,rmk,14.767984390
arg,210,v_f,48.926158905
arg,210,wht,157.675354004
arg,210,wol,1.430726171
arg,212,ctl,110.593925476
arg,212,frs,1.416095734
arg,212,gro,0.679224849
arg,212,ocr,0.033289090
arg,212,osd,0.207026750
arg,212,pdr,0.000530524
arg,212,rmk,31.983808517
arg,212,v_f,184.786880493
arg,212,wht,2.102267027
arg,212,wol,3.098599911
arg,213,ctl,28.616649628
arg,213,frs,31.021703720
arg,213,gro,0.213616550
arg,213,ocr,0.023931902
arg,213,osd,0.114746682
arg,213,pdr,0.000521447
arg,213,rmk,8.275946617
arg,213,v_f,54.101684570
arg,213,wht,6.919523716
arg,213,wol,0.801775873
arg,214,ctl,246.988296509
arg,214,frs,9.071292877
arg,214,gro,0.006861114
arg,214,ocr,0.000162806
arg,214,rmk,71.429115295
arg,214,v_f,1.676611900
arg,214,wht,0.000002321
arg,214,wol,6.920071125
arg,215,ctl,27.773630142
arg,215,frs,21.129749298
arg,215,gro,0.019926053
